,Blank,F27Sep19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F27Sep19_SurfR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F27Sep19_5R1,A(CDOM),a(CDOM),ln(a),Sr,F27Sep19_5R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F27Sep19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F27Sep19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F27Sep19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F27Sep19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F27Sep19_5R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F2Sep19_9R1,A(CDOM),a(CDOM),ln(a),Sr,F2Sep19_9R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
573,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.036,0.036,8.2908,2.115146466,,0.017,0.017,7.8302,2.057988052,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.036,0.036,8.2908,2.115146466,,0.015,0.015,6.909,1.93282491,,0.102,0.102,23.4906,3.156600341,,0.028,0.028,12.8968,2.556979219,
574,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.036,0.036,8.2908,2.115146466,,0.017,0.017,7.8302,2.057988052,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.036,0.036,8.2908,2.115146466,,0.015,0.015,6.909,1.93282491,,0.102,0.102,23.4906,3.156600341,,0.028,0.028,12.8968,2.556979219,
575,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.036,0.036,8.2908,2.115146466,,0.017,0.017,7.8302,2.057988052,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.035,0.035,8.0605,2.086975589,,0.015,0.015,6.909,1.93282491,,0.102,0.102,23.4906,3.156600341,,0.028,0.028,12.8968,2.556979219,
576,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.036,0.036,8.2908,2.115146466,,0.017,0.017,7.8302,2.057988052,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.035,0.035,8.0605,2.086975589,,0.015,0.015,6.909,1.93282491,,0.102,0.102,23.4906,3.156600341,,0.028,0.028,12.8968,2.556979219,
577,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.036,0.036,8.2908,2.115146466,,0.017,0.017,7.8302,2.057988052,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.035,0.035,8.0605,2.086975589,,0.015,0.015,6.909,1.93282491,,0.102,0.102,23.4906,3.156600341,,0.028,0.028,12.8968,2.556979219,
578,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.036,0.036,8.2908,2.115146466,,0.017,0.017,7.8302,2.057988052,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.035,0.035,8.0605,2.086975589,,0.015,0.015,6.909,1.93282491,,0.101,0.101,23.2603,3.146748045,,0.028,0.028,12.8968,2.556979219,
579,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.036,0.036,8.2908,2.115146466,,0.017,0.017,7.8302,2.057988052,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.035,0.035,8.0605,2.086975589,,0.015,0.015,6.909,1.93282491,,0.101,0.101,23.2603,3.146748045,,0.028,0.028,12.8968,2.556979219,
580,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.036,0.036,8.2908,2.115146466,,0.017,0.017,7.8302,2.057988052,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.035,0.035,8.0605,2.086975589,,0.015,0.015,6.909,1.93282491,,0.101,0.101,23.2603,3.146748045,,0.028,0.028,12.8968,2.556979219,
581,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.036,0.036,8.2908,2.115146466,,0.017,0.017,7.8302,2.057988052,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.035,0.035,8.0605,2.086975589,,0.015,0.015,6.909,1.93282491,,0.101,0.101,23.2603,3.146748045,,0.028,0.028,12.8968,2.556979219,
582,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.036,0.036,8.2908,2.115146466,,0.017,0.017,7.8302,2.057988052,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.035,0.035,8.0605,2.086975589,,0.015,0.015,6.909,1.93282491,,0.101,0.101,23.2603,3.146748045,,0.028,0.028,12.8968,2.556979219,
583,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.035,0.035,8.0605,2.086975589,,0.017,0.017,7.8302,2.057988052,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.035,0.035,8.0605,2.086975589,,0.015,0.015,6.909,1.93282491,,0.101,0.101,23.2603,3.146748045,,0.028,0.028,12.8968,2.556979219,
584,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.035,0.035,8.0605,2.086975589,,0.017,0.017,7.8302,2.057988052,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.035,0.035,8.0605,2.086975589,,0.015,0.015,6.909,1.93282491,,0.101,0.101,23.2603,3.146748045,,0.028,0.028,12.8968,2.556979219,
585,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.035,0.035,8.0605,2.086975589,,0.017,0.017,7.8302,2.057988052,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.035,0.035,8.0605,2.086975589,,0.015,0.015,6.909,1.93282491,,0.101,0.101,23.2603,3.146748045,,0.028,0.028,12.8968,2.556979219,
586,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.035,0.035,8.0605,2.086975589,,0.017,0.017,7.8302,2.057988052,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.035,0.035,8.0605,2.086975589,,0.015,0.015,6.909,1.93282491,,0.1,0.1,23.03,3.136797714,,0.028,0.028,12.8968,2.556979219,
587,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.035,0.035,8.0605,2.086975589,,0.017,0.017,7.8302,2.057988052,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.035,0.035,8.0605,2.086975589,,0.015,0.015,6.909,1.93282491,,0.101,0.101,23.2603,3.146748045,,0.028,0.028,12.8968,2.556979219,
588,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.035,0.035,8.0605,2.086975589,,0.017,0.017,7.8302,2.057988052,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.035,0.035,8.0605,2.086975589,,0.015,0.015,6.909,1.93282491,,0.1,0.1,23.03,3.136797714,,0.028,0.028,12.8968,2.556979219,
589,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.035,0.035,8.0605,2.086975589,,0.017,0.017,7.8302,2.057988052,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.034,0.034,7.8302,2.057988052,,0.015,0.015,6.909,1.93282491,,0.1,0.1,23.03,3.136797714,,0.027,0.027,12.4362,2.520611574,
590,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.035,0.035,8.0605,2.086975589,,0.017,0.017,7.8302,2.057988052,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.034,0.034,7.8302,2.057988052,,0.015,0.015,6.909,1.93282491,,0.1,0.1,23.03,3.136797714,,0.027,0.027,12.4362,2.520611574,
591,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.035,0.035,8.0605,2.086975589,,0.017,0.017,7.8302,2.057988052,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.034,0.034,7.8302,2.057988052,,0.015,0.015,6.909,1.93282491,,0.1,0.1,23.03,3.136797714,,0.027,0.027,12.4362,2.520611574,
592,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.035,0.035,8.0605,2.086975589,,0.017,0.017,7.8302,2.057988052,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.034,0.034,7.8302,2.057988052,,0.015,0.015,6.909,1.93282491,,0.1,0.1,23.03,3.136797714,,0.027,0.027,12.4362,2.520611574,
593,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.035,0.035,8.0605,2.086975589,,0.017,0.017,7.8302,2.057988052,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.034,0.034,7.8302,2.057988052,,0.015,0.015,6.909,1.93282491,,0.1,0.1,23.03,3.136797714,,0.027,0.027,12.4362,2.520611574,
594,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.035,0.035,8.0605,2.086975589,,0.017,0.017,7.8302,2.057988052,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.034,0.034,7.8302,2.057988052,,0.015,0.015,6.909,1.93282491,,0.1,0.1,23.03,3.136797714,,0.027,0.027,12.4362,2.520611574,
595,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.035,0.035,8.0605,2.086975589,,0.017,0.017,7.8302,2.057988052,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.034,0.034,7.8302,2.057988052,,0.015,0.015,6.909,1.93282491,,0.1,0.1,23.03,3.136797714,,0.027,0.027,12.4362,2.520611574,
596,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.035,0.035,8.0605,2.086975589,,0.017,0.017,7.8302,2.057988052,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.034,0.034,7.8302,2.057988052,,0.015,0.015,6.909,1.93282491,,0.1,0.1,23.03,3.136797714,,0.027,0.027,12.4362,2.520611574,
597,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.034,0.034,7.8302,2.057988052,,0.017,0.017,7.8302,2.057988052,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.034,0.034,7.8302,2.057988052,,0.015,0.015,6.909,1.93282491,,0.1,0.1,23.03,3.136797714,,0.027,0.027,12.4362,2.520611574,
598,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.034,0.034,7.8302,2.057988052,,0.017,0.017,7.8302,2.057988052,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.034,0.034,7.8302,2.057988052,,0.015,0.015,6.909,1.93282491,,0.1,0.1,23.03,3.136797714,,0.027,0.027,12.4362,2.520611574,
599,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.034,0.034,7.8302,2.057988052,,0.017,0.017,7.8302,2.057988052,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.034,0.034,7.8302,2.057988052,,0.015,0.015,6.909,1.93282491,,0.099,0.099,22.7997,3.126747378,,0.027,0.027,12.4362,2.520611574,
600,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.034,0.034,7.8302,2.057988052,,0.016,0.016,7.3696,1.997363431,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.034,0.034,7.8302,2.057988052,,0.015,0.015,6.909,1.93282491,,0.099,0.099,22.7997,3.126747378,,0.027,0.027,12.4362,2.520611574,
601,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.034,0.034,7.8302,2.057988052,,0.017,0.017,7.8302,2.057988052,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.034,0.034,7.8302,2.057988052,,0.015,0.015,6.909,1.93282491,,0.099,0.099,22.7997,3.126747378,,0.027,0.027,12.4362,2.520611574,
602,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.034,0.034,7.8302,2.057988052,,0.017,0.017,7.8302,2.057988052,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.034,0.034,7.8302,2.057988052,,0.015,0.015,6.909,1.93282491,,0.099,0.099,22.7997,3.126747378,,0.027,0.027,12.4362,2.520611574,
603,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.034,0.034,7.8302,2.057988052,,0.016,0.016,7.3696,1.997363431,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.033,0.033,7.5999,2.028135089,,0.015,0.015,6.909,1.93282491,,0.099,0.099,22.7997,3.126747378,,0.027,0.027,12.4362,2.520611574,
604,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.034,0.034,7.8302,2.057988052,,0.016,0.016,7.3696,1.997363431,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.033,0.033,7.5999,2.028135089,,0.015,0.015,6.909,1.93282491,,0.099,0.099,22.7997,3.126747378,,0.027,0.027,12.4362,2.520611574,
605,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.034,0.034,7.8302,2.057988052,,0.016,0.016,7.3696,1.997363431,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.033,0.033,7.5999,2.028135089,,0.015,0.015,6.909,1.93282491,,0.099,0.099,22.7997,3.126747378,,0.027,0.027,12.4362,2.520611574,
606,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.034,0.034,7.8302,2.057988052,,0.016,0.016,7.3696,1.997363431,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.033,0.033,7.5999,2.028135089,,0.015,0.015,6.909,1.93282491,,0.099,0.099,22.7997,3.126747378,,0.027,0.027,12.4362,2.520611574,
607,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.034,0.034,7.8302,2.057988052,,0.016,0.016,7.3696,1.997363431,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.033,0.033,7.5999,2.028135089,,0.015,0.015,6.909,1.93282491,,0.099,0.099,22.7997,3.126747378,,0.027,0.027,12.4362,2.520611574,
608,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.034,0.034,7.8302,2.057988052,,0.016,0.016,7.3696,1.997363431,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.033,0.033,7.5999,2.028135089,,0.015,0.015,6.909,1.93282491,,0.099,0.099,22.7997,3.126747378,,0.027,0.027,12.4362,2.520611574,
609,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.034,0.034,7.8302,2.057988052,,0.016,0.016,7.3696,1.997363431,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.033,0.033,7.5999,2.028135089,,0.015,0.015,6.909,1.93282491,,0.099,0.099,22.7997,3.126747378,,0.027,0.027,12.4362,2.520611574,
610,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.034,0.034,7.8302,2.057988052,,0.016,0.016,7.3696,1.997363431,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.033,0.033,7.5999,2.028135089,,0.014,0.014,6.4484,1.863832038,,0.099,0.099,22.7997,3.126747378,,0.026,0.026,11.9756,2.482871246,
611,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.034,0.034,7.8302,2.057988052,,0.016,0.016,7.3696,1.997363431,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.033,0.033,7.5999,2.028135089,,0.014,0.014,6.4484,1.863832038,,0.098,0.098,22.5694,3.116595007,,0.026,0.026,11.9756,2.482871246,
612,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.034,0.034,7.8302,2.057988052,,0.016,0.016,7.3696,1.997363431,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.033,0.033,7.5999,2.028135089,,0.015,0.015,6.909,1.93282491,,0.098,0.098,22.5694,3.116595007,,0.027,0.027,12.4362,2.520611574,
613,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.034,0.034,7.8302,2.057988052,,0.016,0.016,7.3696,1.997363431,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.033,0.033,7.5999,2.028135089,,0.015,0.015,6.909,1.93282491,,0.098,0.098,22.5694,3.116595007,,0.026,0.026,11.9756,2.482871246,
614,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.033,0.033,7.5999,2.028135089,,0.016,0.016,7.3696,1.997363431,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.033,0.033,7.5999,2.028135089,,0.014,0.014,6.4484,1.863832038,,0.098,0.098,22.5694,3.116595007,,0.026,0.026,11.9756,2.482871246,
615,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.033,0.033,7.5999,2.028135089,,0.016,0.016,7.3696,1.997363431,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.033,0.033,7.5999,2.028135089,,0.014,0.014,6.4484,1.863832038,,0.098,0.098,22.5694,3.116595007,,0.026,0.026,11.9756,2.482871246,
616,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.033,0.033,7.5999,2.028135089,,0.016,0.016,7.3696,1.997363431,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.033,0.033,7.5999,2.028135089,,0.014,0.014,6.4484,1.863832038,,0.098,0.098,22.5694,3.116595007,,0.026,0.026,11.9756,2.482871246,
617,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.033,0.033,7.5999,2.028135089,,0.016,0.016,7.3696,1.997363431,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.033,0.033,7.5999,2.028135089,,0.014,0.014,6.4484,1.863832038,,0.098,0.098,22.5694,3.116595007,,0.026,0.026,11.9756,2.482871246,
618,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.033,0.033,7.5999,2.028135089,,0.016,0.016,7.3696,1.997363431,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.032,0.032,7.3696,1.997363431,,0.014,0.014,6.4484,1.863832038,,0.098,0.098,22.5694,3.116595007,,0.026,0.026,11.9756,2.482871246,
619,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.033,0.033,7.5999,2.028135089,,0.016,0.016,7.3696,1.997363431,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.032,0.032,7.3696,1.997363431,,0.014,0.014,6.4484,1.863832038,,0.098,0.098,22.5694,3.116595007,,0.026,0.026,11.9756,2.482871246,
620,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.033,0.033,7.5999,2.028135089,,0.016,0.016,7.3696,1.997363431,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.032,0.032,7.3696,1.997363431,,0.014,0.014,6.4484,1.863832038,,0.098,0.098,22.5694,3.116595007,,0.026,0.026,11.9756,2.482871246,
621,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.033,0.033,7.5999,2.028135089,,0.016,0.016,7.3696,1.997363431,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.032,0.032,7.3696,1.997363431,,0.014,0.014,6.4484,1.863832038,,0.098,0.098,22.5694,3.116595007,,0.026,0.026,11.9756,2.482871246,
622,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.033,0.033,7.5999,2.028135089,,0.016,0.016,7.3696,1.997363431,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.032,0.032,7.3696,1.997363431,,0.014,0.014,6.4484,1.863832038,,0.098,0.098,22.5694,3.116595007,,0.026,0.026,11.9756,2.482871246,
623,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.033,0.033,7.5999,2.028135089,,0.016,0.016,7.3696,1.997363431,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.032,0.032,7.3696,1.997363431,,0.014,0.014,6.4484,1.863832038,,0.098,0.098,22.5694,3.116595007,,0.026,0.026,11.9756,2.482871246,
624,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.033,0.033,7.5999,2.028135089,,0.016,0.016,7.3696,1.997363431,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.032,0.032,7.3696,1.997363431,,0.014,0.014,6.4484,1.863832038,,0.098,0.098,22.5694,3.116595007,,0.026,0.026,11.9756,2.482871246,
625,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.033,0.033,7.5999,2.028135089,,0.016,0.016,7.3696,1.997363431,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.032,0.032,7.3696,1.997363431,,0.014,0.014,6.4484,1.863832038,,0.097,0.097,22.3391,3.106338506,,0.026,0.026,11.9756,2.482871246,
626,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.033,0.033,7.5999,2.028135089,,0.016,0.016,7.3696,1.997363431,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.032,0.032,7.3696,1.997363431,,0.014,0.014,6.4484,1.863832038,,0.097,0.097,22.3391,3.106338506,,0.026,0.026,11.9756,2.482871246,
627,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.033,0.033,7.5999,2.028135089,,0.016,0.016,7.3696,1.997363431,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.032,0.032,7.3696,1.997363431,,0.014,0.014,6.4484,1.863832038,,0.097,0.097,22.3391,3.106338506,,0.026,0.026,11.9756,2.482871246,
628,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.033,0.033,7.5999,2.028135089,,0.016,0.016,7.3696,1.997363431,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.032,0.032,7.3696,1.997363431,,0.014,0.014,6.4484,1.863832038,,0.097,0.097,22.3391,3.106338506,,0.026,0.026,11.9756,2.482871246,
629,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.033,0.033,7.5999,2.028135089,,0.016,0.016,7.3696,1.997363431,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.032,0.032,7.3696,1.997363431,,0.014,0.014,6.4484,1.863832038,,0.097,0.097,22.3391,3.106338506,,0.026,0.026,11.9756,2.482871246,
630,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.033,0.033,7.5999,2.028135089,,0.016,0.016,7.3696,1.997363431,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.032,0.032,7.3696,1.997363431,,0.014,0.014,6.4484,1.863832038,,0.097,0.097,22.3391,3.106338506,,0.026,0.026,11.9756,2.482871246,
631,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.033,0.033,7.5999,2.028135089,,0.016,0.016,7.3696,1.997363431,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.032,0.032,7.3696,1.997363431,,0.014,0.014,6.4484,1.863832038,,0.097,0.097,22.3391,3.106338506,,0.026,0.026,11.9756,2.482871246,
