,MilliQ,B20Sep19_30_R2,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_20_R1,A(CDOM),a(CDOM),ln(a),Sr,B20Sep19_01_R2,A(CDOM),a(CDOM),ln(a),Sr,B20Sep19_45_R1,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_100_R1,A(CDOM),a(CDOM),ln(a),Sr,B20Sep19_50_R1,A(CDOM),a(CDOM),ln(a),Sr,B20Sep19_20_R2,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_30_R2,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_45_R1,A(CDOM),a(CDOM),ln(a),Sr,F12Aug19_Surf_R2,A(CDOM),a(CDOM),ln(a),Sr,F12Aug19_5m_R1,A(CDOM),a(CDOM),ln(a),Sr,F12Aug19_9m_R2,A(CDOM),a(CDOM),ln(a),Sr,F5Aug19_9m_R2,A(CDOM),a(CDOM),ln(a),Sr
229,0,0.091,0.091,20.9573,3.042487034,,0.125,0.125,28.7875,3.359941265,,0.091,0.091,20.9573,3.042487034,,0.086,0.086,19.8058,2.985974824,,0.082,0.082,18.8846,2.938346775,,0.083,0.083,19.1149,2.950468136,,0.091,0.091,20.9573,3.042487034,,0.106,0.106,24.4118,3.195066622,,0.128,0.128,29.4784,3.383657792,,0.128,0.128,29.4784,3.383657792,,0.072,0.072,16.5816,2.808293647,,0.054,0.054,12.4362,2.520611574,,0.228,0.228,52.5084,3.960973157,
230,0,0.09,0.09,20.727,3.031437198,,0.123,0.123,28.3269,3.343811883,,0.089,0.089,20.4967,3.020263898,,0.084,0.084,19.3452,2.962444327,,0.08,0.08,18.424,2.913654163,,0.082,0.082,18.8846,2.938346775,,0.09,0.09,20.727,3.031437198,,0.104,0.104,23.9512,3.176018427,,0.126,0.126,29.0178,3.367909435,,0.126,0.126,29.0178,3.367909435,,0.071,0.071,16.3513,2.794307405,,0.053,0.053,12.2059,2.501919441,,0.226,0.226,52.0478,3.952162527,
231,0,0.089,0.089,20.4967,3.020263898,,0.121,0.121,27.8663,3.327418073,,0.088,0.088,20.2664,3.008964342,,0.083,0.083,19.1149,2.950468136,,0.078,0.078,17.9634,2.888336355,,0.081,0.081,18.6543,2.926076683,,0.089,0.089,20.4967,3.020263898,,0.102,0.102,23.4906,3.156600341,,0.124,0.124,28.5572,3.351909093,,0.125,0.125,28.7875,3.359941265,,0.071,0.071,16.3513,2.794307405,,0.053,0.053,12.2059,2.501919441,,0.225,0.225,51.8175,3.94772793,
232,0,0.087,0.087,20.0361,2.997535646,,0.119,0.119,27.4057,3.310751021,,0.087,0.087,20.0361,2.997535646,,0.082,0.082,18.8846,2.938346775,,0.075,0.075,17.2725,2.849115641,,0.08,0.08,18.424,2.913654163,,0.087,0.087,20.0361,2.997535646,,0.1,0.1,23.03,3.136797714,,0.122,0.122,28.0966,3.335648573,,0.123,0.123,28.3269,3.343811883,,0.07,0.07,16.121,2.78012277,,0.052,0.052,11.9756,2.482871246,,0.223,0.223,51.3569,3.938799299,
233,0,0.086,0.086,19.8058,2.985974824,,0.118,0.118,27.1754,3.302312152,,0.086,0.086,19.8058,2.985974824,,0.081,0.081,18.6543,2.926076683,,0.073,0.073,16.8119,2.822086969,,0.079,0.079,18.1937,2.90107538,,0.086,0.086,19.8058,2.985974824,,0.099,0.099,22.7997,3.126747378,,0.12,0.12,27.636,3.319119271,,0.122,0.122,28.0966,3.335648573,,0.07,0.07,16.121,2.78012277,,0.052,0.052,11.9756,2.482871246,,0.222,0.222,51.1266,3.93430491,
234,0.001,0.085,0.084,19.3452,2.962444327,,0.116,0.115,26.4845,3.276559656,,0.084,0.083,19.1149,2.950468136,,0.08,0.079,18.1937,2.90107538,,0.072,0.071,16.3513,2.794307405,,0.078,0.077,17.7331,2.87543295,,0.085,0.084,19.3452,2.962444327,,0.097,0.096,22.1088,3.095975719,,0.119,0.118,27.1754,3.302312152,,0.12,0.119,27.4057,3.310751021,,0.069,0.068,15.6604,2.751135233,,0.051,0.05,11.515,2.443650533,,0.221,0.22,50.666,3.925255074,
235,0.001,0.083,0.082,18.8846,2.938346775,,0.114,0.113,26.0239,3.259015347,,0.083,0.082,18.8846,2.938346775,,0.079,0.078,17.9634,2.888336355,,0.07,0.069,15.8907,2.765734032,,0.077,0.076,17.5028,2.862360868,,0.084,0.083,19.1149,2.950468136,,0.096,0.095,21.8785,3.085504419,,0.117,0.116,26.7148,3.285217719,,0.118,0.117,26.9451,3.293801463,,0.069,0.068,15.6604,2.751135233,,0.05,0.049,11.2847,2.423447826,,0.219,0.218,50.2054,3.916122591,
236,0.001,0.082,0.081,18.6543,2.926076683,,0.113,0.112,25.7936,3.250126399,,0.082,0.081,18.6543,2.926076683,,0.078,0.077,17.7331,2.87543295,,0.068,0.067,15.4301,2.736320147,,0.075,0.074,17.0422,2.835692621,,0.083,0.082,18.8846,2.938346775,,0.094,0.093,21.4179,3.064227021,,0.115,0.114,26.2542,3.267825976,,0.117,0.116,26.7148,3.285217719,,0.068,0.067,15.4301,2.736320147,,0.05,0.049,11.2847,2.423447826,,0.218,0.217,49.9751,3.911524881,
237,0.001,0.081,0.08,18.424,2.913654163,,0.111,0.11,25.333,3.232107894,,0.081,0.08,18.424,2.913654163,,0.077,0.076,17.5028,2.862360868,,0.067,0.066,15.1998,2.72128227,,0.075,0.074,17.0422,2.835692621,,0.082,0.081,18.6543,2.926076683,,0.093,0.092,21.1876,3.053416105,,0.114,0.113,26.0239,3.259015347,,0.116,0.115,26.4845,3.276559656,,0.068,0.067,15.4301,2.736320147,,0.05,0.049,11.2847,2.423447826,,0.216,0.215,49.5145,3.902265556,
238,0.001,0.081,0.08,18.424,2.913654163,,0.11,0.109,25.1027,3.22297541,,0.08,0.079,18.1937,2.90107538,,0.076,0.075,17.2725,2.849115641,,0.066,0.065,14.9695,2.706014798,,0.074,0.073,16.8119,2.822086969,,0.081,0.08,18.424,2.913654163,,0.092,0.091,20.9573,3.042487034,,0.112,0.111,25.5633,3.241157729,,0.114,0.113,26.0239,3.259015347,,0.067,0.066,15.1998,2.72128227,,0.049,0.048,11.0544,2.402828539,,0.215,0.214,49.2842,3.897603543,
239,0.001,0.08,0.079,18.1937,2.90107538,,0.109,0.108,24.8724,3.213758755,,0.079,0.078,17.9634,2.888336355,,0.075,0.074,17.0422,2.835692621,,0.065,0.064,14.7392,2.690510611,,0.073,0.072,16.5816,2.808293647,,0.08,0.079,18.1937,2.90107538,,0.091,0.09,20.727,3.031437198,,0.111,0.11,25.333,3.232107894,,0.113,0.112,25.7936,3.250126399,,0.067,0.066,15.1998,2.72128227,,0.049,0.048,11.0544,2.402828539,,0.214,0.213,49.0539,3.892919694,
240,0.001,0.079,0.078,17.9634,2.888336355,,0.107,0.106,24.4118,3.195066622,,0.078,0.077,17.7331,2.87543295,,0.074,0.073,16.8119,2.822086969,,0.064,0.063,14.5089,2.674762254,,0.072,0.071,16.3513,2.794307405,,0.079,0.078,17.9634,2.888336355,,0.09,0.089,20.4967,3.020263898,,0.11,0.109,25.1027,3.22297541,,0.112,0.111,25.5633,3.241157729,,0.066,0.065,14.9695,2.706014798,,0.048,0.047,10.8241,2.38177513,,0.213,0.212,48.8236,3.888213803,
241,0.001,0.078,0.077,17.7331,2.87543295,,0.106,0.105,24.1815,3.185587878,,0.077,0.076,17.5028,2.862360868,,0.074,0.073,16.8119,2.822086969,,0.063,0.062,14.2786,2.658761913,,0.071,0.07,16.121,2.78012277,,0.078,0.077,17.7331,2.87543295,,0.088,0.087,20.0361,2.997535646,,0.108,0.107,24.6421,3.204456362,,0.111,0.11,25.333,3.232107894,,0.066,0.065,14.9695,2.706014798,,0.048,0.047,10.8241,2.38177513,,0.212,0.211,48.5933,3.883485661,
242,0.001,0.077,0.076,17.5028,2.862360868,,0.105,0.104,23.9512,3.176018427,,0.076,0.075,17.2725,2.849115641,,0.073,0.072,16.5816,2.808293647,,0.062,0.061,14.0483,2.642501392,,0.07,0.069,15.8907,2.765734032,,0.077,0.076,17.5028,2.862360868,,0.088,0.087,20.0361,2.997535646,,0.108,0.107,24.6421,3.204456362,,0.11,0.109,25.1027,3.22297541,,0.066,0.065,14.9695,2.706014798,,0.048,0.047,10.8241,2.38177513,,0.211,0.21,48.363,3.878735059,
243,0.001,0.076,0.075,17.2725,2.849115641,,0.104,0.103,23.7209,3.166356516,,0.076,0.075,17.2725,2.849115641,,0.072,0.071,16.3513,2.794307405,,0.061,0.06,13.818,2.62597209,,0.069,0.068,15.6604,2.751135233,,0.076,0.075,17.2725,2.849115641,,0.086,0.085,19.5755,2.974278784,,0.106,0.105,24.1815,3.185587878,,0.108,0.107,24.6421,3.204456362,,0.065,0.064,14.7392,2.690510611,,0.047,0.046,10.5938,2.360268924,,0.21,0.209,48.1327,3.87396178,
244,0.001,0.075,0.074,17.0422,2.835692621,,0.103,0.102,23.4906,3.156600341,,0.075,0.074,17.0422,2.835692621,,0.071,0.07,16.121,2.78012277,,0.06,0.059,13.5877,2.609164972,,0.069,0.068,15.6604,2.751135233,,0.075,0.074,17.0422,2.835692621,,0.086,0.085,19.5755,2.974278784,,0.105,0.104,23.9512,3.176018427,,0.107,0.106,24.4118,3.195066622,,0.065,0.064,14.7392,2.690510611,,0.047,0.046,10.5938,2.360268924,,0.209,0.208,47.9024,3.869165608,
245,0.001,0.075,0.074,17.0422,2.835692621,,0.102,0.101,23.2603,3.146748045,,0.074,0.073,16.8119,2.822086969,,0.071,0.07,16.121,2.78012277,,0.059,0.058,13.3574,2.592070538,,0.068,0.067,15.4301,2.736320147,,0.075,0.074,17.0422,2.835692621,,0.085,0.084,19.3452,2.962444327,,0.105,0.104,23.9512,3.176018427,,0.107,0.106,24.4118,3.195066622,,0.065,0.064,14.7392,2.690510611,,0.047,0.046,10.5938,2.360268924,,0.208,0.207,47.6721,3.864346321,
246,0.001,0.074,0.073,16.8119,2.822086969,,0.101,0.1,23.03,3.136797714,,0.073,0.072,16.5816,2.808293647,,0.07,0.069,15.8907,2.765734032,,0.059,0.058,13.3574,2.592070538,,0.068,0.067,15.4301,2.736320147,,0.074,0.073,16.8119,2.822086969,,0.084,0.083,19.1149,2.950468136,,0.104,0.103,23.7209,3.166356516,,0.106,0.105,24.1815,3.185587878,,0.064,0.063,14.5089,2.674762254,,0.046,0.045,10.3635,2.338290018,,0.208,0.207,47.6721,3.864346321,
247,0.001,0.073,0.072,16.5816,2.808293647,,0.101,0.1,23.03,3.136797714,,0.073,0.072,16.5816,2.808293647,,0.07,0.069,15.8907,2.765734032,,0.058,0.057,13.1271,2.574678796,,0.067,0.066,15.1998,2.72128227,,0.074,0.073,16.8119,2.822086969,,0.084,0.083,19.1149,2.950468136,,0.103,0.102,23.4906,3.156600341,,0.105,0.104,23.9512,3.176018427,,0.064,0.063,14.5089,2.674762254,,0.046,0.045,10.3635,2.338290018,,0.207,0.206,47.4418,3.859503697,
248,0.001,0.073,0.072,16.5816,2.808293647,,0.1,0.099,22.7997,3.126747378,,0.072,0.071,16.3513,2.794307405,,0.069,0.068,15.6604,2.751135233,,0.057,0.056,12.8968,2.556979219,,0.066,0.065,14.9695,2.706014798,,0.073,0.072,16.5816,2.808293647,,0.083,0.082,18.8846,2.938346775,,0.102,0.101,23.2603,3.146748045,,0.104,0.103,23.7209,3.166356516,,0.064,0.063,14.5089,2.674762254,,0.045,0.044,10.1332,2.315817162,,0.206,0.205,47.2115,3.854637507,
249,0.001,0.072,0.071,16.3513,2.794307405,,0.099,0.098,22.5694,3.116595007,,0.072,0.071,16.3513,2.794307405,,0.069,0.068,15.6604,2.751135233,,0.057,0.056,12.8968,2.556979219,,0.066,0.065,14.9695,2.706014798,,0.072,0.071,16.3513,2.794307405,,0.082,0.081,18.6543,2.926076683,,0.101,0.1,23.03,3.136797714,,0.103,0.102,23.4906,3.156600341,,0.063,0.062,14.2786,2.658761913,,0.045,0.044,10.1332,2.315817162,,0.206,0.205,47.2115,3.854637507,
250,0.001,0.072,0.071,16.3513,2.794307405,,0.098,0.097,22.3391,3.106338506,,0.071,0.07,16.121,2.78012277,,0.068,0.067,15.4301,2.736320147,,0.056,0.055,12.6665,2.538960713,,0.066,0.065,14.9695,2.706014798,,0.072,0.071,16.3513,2.794307405,,0.082,0.081,18.6543,2.926076683,,0.101,0.1,23.03,3.136797714,,0.102,0.101,23.2603,3.146748045,,0.063,0.062,14.2786,2.658761913,,0.045,0.044,10.1332,2.315817162,,0.205,0.204,46.9812,3.849747522,
251,0.001,0.071,0.07,16.121,2.78012277,,0.098,0.097,22.3391,3.106338506,,0.071,0.07,16.121,2.78012277,,0.068,0.067,15.4301,2.736320147,,0.056,0.055,12.6665,2.538960713,,0.065,0.064,14.7392,2.690510611,,0.072,0.071,16.3513,2.794307405,,0.081,0.08,18.424,2.913654163,,0.1,0.099,22.7997,3.126747378,,0.102,0.101,23.2603,3.146748045,,0.063,0.062,14.2786,2.658761913,,0.045,0.044,10.1332,2.315817162,,0.205,0.204,46.9812,3.849747522,
252,0.001,0.071,0.07,16.121,2.78012277,,0.097,0.096,22.1088,3.095975719,,0.07,0.069,15.8907,2.765734032,,0.068,0.067,15.4301,2.736320147,,0.055,0.054,12.4362,2.520611574,,0.065,0.064,14.7392,2.690510611,,0.071,0.07,16.121,2.78012277,,0.08,0.079,18.1937,2.90107538,,0.099,0.098,22.5694,3.116595007,,0.101,0.1,23.03,3.136797714,,0.063,0.062,14.2786,2.658761913,,0.044,0.043,9.9029,2.292827644,,0.204,0.203,46.7509,3.844833507,
253,0.001,0.07,0.069,15.8907,2.765734032,,0.096,0.095,21.8785,3.085504419,,0.069,0.068,15.6604,2.751135233,,0.067,0.066,15.1998,2.72128227,,0.055,0.054,12.4362,2.520611574,,0.064,0.063,14.5089,2.674762254,,0.071,0.07,16.121,2.78012277,,0.08,0.079,18.1937,2.90107538,,0.099,0.098,22.5694,3.116595007,,0.101,0.1,23.03,3.136797714,,0.062,0.061,14.0483,2.642501392,,0.044,0.043,9.9029,2.292827644,,0.203,0.202,46.5206,3.839895225,
254,0.001,0.07,0.069,15.8907,2.765734032,,0.096,0.095,21.8785,3.085504419,,0.069,0.068,15.6604,2.751135233,,0.067,0.066,15.1998,2.72128227,,0.055,0.054,12.4362,2.520611574,,0.064,0.063,14.5089,2.674762254,,0.07,0.069,15.8907,2.765734032,,0.079,0.078,17.9634,2.888336355,,0.098,0.097,22.3391,3.106338506,,0.1,0.099,22.7997,3.126747378,,0.062,0.061,14.0483,2.642501392,,0.044,0.043,9.9029,2.292827644,,0.203,0.202,46.5206,3.839895225,
255,0.001,0.07,0.069,15.8907,2.765734032,,0.095,0.094,21.6482,3.07492231,,0.069,0.068,15.6604,2.751135233,,0.066,0.065,14.9695,2.706014798,,0.054,0.053,12.2059,2.501919441,,0.064,0.063,14.5089,2.674762254,,0.07,0.069,15.8907,2.765734032,,0.079,0.078,17.9634,2.888336355,,0.097,0.096,22.1088,3.095975719,,0.099,0.098,22.5694,3.116595007,,0.062,0.061,14.0483,2.642501392,,0.044,0.043,9.9029,2.292827644,,0.202,0.201,46.2903,3.834932436,
256,0.001,0.069,0.068,15.6604,2.751135233,,0.094,0.093,21.4179,3.064227021,,0.068,0.067,15.4301,2.736320147,,0.066,0.065,14.9695,2.706014798,,0.054,0.053,12.2059,2.501919441,,0.063,0.062,14.2786,2.658761913,,0.069,0.068,15.6604,2.751135233,,0.078,0.077,17.7331,2.87543295,,0.097,0.096,22.1088,3.095975719,,0.099,0.098,22.5694,3.116595007,,0.061,0.06,13.818,2.62597209,,0.044,0.043,9.9029,2.292827644,,0.202,0.201,46.2903,3.834932436,
257,0.001,0.068,0.067,15.4301,2.736320147,,0.094,0.093,21.4179,3.064227021,,0.068,0.067,15.4301,2.736320147,,0.066,0.065,14.9695,2.706014798,,0.053,0.052,11.9756,2.482871246,,0.063,0.062,14.2786,2.658761913,,0.069,0.068,15.6604,2.751135233,,0.078,0.077,17.7331,2.87543295,,0.096,0.095,21.8785,3.085504419,,0.098,0.097,22.3391,3.106338506,,0.061,0.06,13.818,2.62597209,,0.043,0.042,9.6726,2.269297146,,0.201,0.2,46.06,3.829944894,
258,0.001,0.068,0.067,15.4301,2.736320147,,0.093,0.092,21.1876,3.053416105,,0.067,0.066,15.1998,2.72128227,,0.065,0.064,14.7392,2.690510611,,0.053,0.052,11.9756,2.482871246,,0.062,0.061,14.0483,2.642501392,,0.068,0.067,15.4301,2.736320147,,0.077,0.076,17.5028,2.862360868,,0.095,0.094,21.6482,3.07492231,,0.097,0.096,22.1088,3.095975719,,0.06,0.059,13.5877,2.609164972,,0.043,0.042,9.6726,2.269297146,,0.201,0.2,46.06,3.829944894,
259,0.001,0.068,0.067,15.4301,2.736320147,,0.092,0.091,20.9573,3.042487034,,0.067,0.066,15.1998,2.72128227,,0.065,0.064,14.7392,2.690510611,,0.053,0.052,11.9756,2.482871246,,0.062,0.061,14.0483,2.642501392,,0.068,0.067,15.4301,2.736320147,,0.076,0.075,17.2725,2.849115641,,0.095,0.094,21.6482,3.07492231,,0.097,0.096,22.1088,3.095975719,,0.06,0.059,13.5877,2.609164972,,0.042,0.041,9.4423,2.245199595,,0.2,0.199,45.8297,3.824932353,
260,0.001,0.067,0.066,15.1998,2.72128227,,0.092,0.091,20.9573,3.042487034,,0.066,0.065,14.9695,2.706014798,,0.064,0.063,14.5089,2.674762254,,0.052,0.051,11.7453,2.463453161,,0.062,0.061,14.0483,2.642501392,,0.067,0.066,15.1998,2.72128227,,0.076,0.075,17.2725,2.849115641,,0.094,0.093,21.4179,3.064227021,,0.096,0.095,21.8785,3.085504419,,0.06,0.059,13.5877,2.609164972,,0.042,0.041,9.4423,2.245199595,,0.2,0.199,45.8297,3.824932353,
261,0.001,0.067,0.066,15.1998,2.72128227,,0.091,0.09,20.727,3.031437198,,0.066,0.065,14.9695,2.706014798,,0.064,0.063,14.5089,2.674762254,,0.052,0.051,11.7453,2.463453161,,0.061,0.06,13.818,2.62597209,,0.067,0.066,15.1998,2.72128227,,0.075,0.074,17.0422,2.835692621,,0.093,0.092,21.1876,3.053416105,,0.096,0.095,21.8785,3.085504419,,0.059,0.058,13.3574,2.592070538,,0.042,0.041,9.4423,2.245199595,,0.199,0.198,45.5994,3.819894559,
262,0.001,0.066,0.065,14.9695,2.706014798,,0.091,0.09,20.727,3.031437198,,0.065,0.064,14.7392,2.690510611,,0.063,0.062,14.2786,2.658761913,,0.052,0.051,11.7453,2.463453161,,0.061,0.06,13.818,2.62597209,,0.067,0.066,15.1998,2.72128227,,0.075,0.074,17.0422,2.835692621,,0.093,0.092,21.1876,3.053416105,,0.095,0.094,21.6482,3.07492231,,0.059,0.058,13.3574,2.592070538,,0.042,0.041,9.4423,2.245199595,,0.198,0.197,45.3691,3.814831257,
263,0.001,0.066,0.065,14.9695,2.706014798,,0.09,0.089,20.4967,3.020263898,,0.065,0.064,14.7392,2.690510611,,0.063,0.062,14.2786,2.658761913,,0.051,0.05,11.515,2.443650533,,0.06,0.059,13.5877,2.609164972,,0.066,0.065,14.9695,2.706014798,,0.074,0.073,16.8119,2.822086969,,0.092,0.091,20.9573,3.042487034,,0.094,0.093,21.4179,3.064227021,,0.059,0.058,13.3574,2.592070538,,0.041,0.04,9.212,2.220506982,,0.198,0.197,45.3691,3.814831257,
264,0.001,0.065,0.064,14.7392,2.690510611,,0.089,0.088,20.2664,3.008964342,,0.065,0.064,14.7392,2.690510611,,0.063,0.062,14.2786,2.658761913,,0.051,0.05,11.515,2.443650533,,0.06,0.059,13.5877,2.609164972,,0.066,0.065,14.9695,2.706014798,,0.074,0.073,16.8119,2.822086969,,0.091,0.09,20.727,3.031437198,,0.093,0.092,21.1876,3.053416105,,0.058,0.057,13.1271,2.574678796,,0.041,0.04,9.212,2.220506982,,0.197,0.196,45.1388,3.809742187,
265,0.001,0.065,0.064,14.7392,2.690510611,,0.089,0.088,20.2664,3.008964342,,0.064,0.063,14.5089,2.674762254,,0.062,0.061,14.0483,2.642501392,,0.051,0.05,11.515,2.443650533,,0.059,0.058,13.3574,2.592070538,,0.065,0.064,14.7392,2.690510611,,0.073,0.072,16.5816,2.808293647,,0.09,0.089,20.4967,3.020263898,,0.093,0.092,21.1876,3.053416105,,0.058,0.057,13.1271,2.574678796,,0.041,0.04,9.212,2.220506982,,0.196,0.195,44.9085,3.804627086,
266,0.001,0.064,0.063,14.5089,2.674762254,,0.088,0.087,20.0361,2.997535646,,0.064,0.063,14.5089,2.674762254,,0.062,0.061,14.0483,2.642501392,,0.05,0.049,11.2847,2.423447826,,0.059,0.058,13.3574,2.592070538,,0.064,0.063,14.5089,2.674762254,,0.072,0.071,16.3513,2.794307405,,0.09,0.089,20.4967,3.020263898,,0.092,0.091,20.9573,3.042487034,,0.057,0.056,12.8968,2.556979219,,0.04,0.039,8.9817,2.195189174,,0.196,0.195,44.9085,3.804627086,
267,0.001,0.064,0.063,14.5089,2.674762254,,0.087,0.086,19.8058,2.985974824,,0.063,0.062,14.2786,2.658761913,,0.061,0.06,13.818,2.62597209,,0.05,0.049,11.2847,2.423447826,,0.058,0.057,13.1271,2.574678796,,0.064,0.063,14.5089,2.674762254,,0.072,0.071,16.3513,2.794307405,,0.089,0.088,20.2664,3.008964342,,0.091,0.09,20.727,3.031437198,,0.057,0.056,12.8968,2.556979219,,0.04,0.039,8.9817,2.195189174,,0.195,0.194,44.6782,3.799485687,
268,0.001,0.063,0.062,14.2786,2.658761913,,0.086,0.085,19.5755,2.974278784,,0.062,0.061,14.0483,2.642501392,,0.061,0.06,13.818,2.62597209,,0.05,0.049,11.2847,2.423447826,,0.058,0.057,13.1271,2.574678796,,0.063,0.062,14.2786,2.658761913,,0.071,0.07,16.121,2.78012277,,0.088,0.087,20.0361,2.997535646,,0.09,0.089,20.4967,3.020263898,,0.057,0.056,12.8968,2.556979219,,0.04,0.039,8.9817,2.195189174,,0.194,0.193,44.4479,3.794317717,
269,0.001,0.063,0.062,14.2786,2.658761913,,0.085,0.084,19.3452,2.962444327,,0.062,0.061,14.0483,2.642501392,,0.06,0.059,13.5877,2.609164972,,0.049,0.048,11.0544,2.402828539,,0.057,0.056,12.8968,2.556979219,,0.063,0.062,14.2786,2.658761913,,0.07,0.069,15.8907,2.765734032,,0.087,0.086,19.8058,2.985974824,,0.09,0.089,20.4967,3.020263898,,0.056,0.055,12.6665,2.538960713,,0.039,0.038,8.7514,2.169213688,,0.193,0.192,44.2176,3.7891229,
270,0.001,0.062,0.061,14.0483,2.642501392,,0.085,0.084,19.3452,2.962444327,,0.061,0.06,13.818,2.62597209,,0.059,0.058,13.3574,2.592070538,,0.049,0.048,11.0544,2.402828539,,0.056,0.055,12.6665,2.538960713,,0.062,0.061,14.0483,2.642501392,,0.069,0.068,15.6604,2.751135233,,0.086,0.085,19.5755,2.974278784,,0.089,0.088,20.2664,3.008964342,,0.056,0.055,12.6665,2.538960713,,0.039,0.038,8.7514,2.169213688,,0.192,0.191,43.9873,3.783900956,
271,0.001,0.062,0.061,14.0483,2.642501392,,0.084,0.083,19.1149,2.950468136,,0.061,0.06,13.818,2.62597209,,0.059,0.058,13.3574,2.592070538,,0.049,0.048,11.0544,2.402828539,,0.056,0.055,12.6665,2.538960713,,0.062,0.061,14.0483,2.642501392,,0.068,0.067,15.4301,2.736320147,,0.086,0.085,19.5755,2.974278784,,0.088,0.087,20.0361,2.997535646,,0.056,0.055,12.6665,2.538960713,,0.039,0.038,8.7514,2.169213688,,0.192,0.191,43.9873,3.783900956,
272,0.001,0.061,0.06,13.818,2.62597209,,0.083,0.082,18.8846,2.938346775,,0.06,0.059,13.5877,2.609164972,,0.058,0.057,13.1271,2.574678796,,0.048,0.047,10.8241,2.38177513,,0.055,0.054,12.4362,2.520611574,,0.061,0.06,13.818,2.62597209,,0.068,0.067,15.4301,2.736320147,,0.085,0.084,19.3452,2.962444327,,0.087,0.086,19.8058,2.985974824,,0.055,0.054,12.4362,2.520611574,,0.038,0.037,8.5211,2.14254544,,0.191,0.19,43.757,3.7786516,
273,0.001,0.06,0.059,13.5877,2.609164972,,0.082,0.081,18.6543,2.926076683,,0.059,0.058,13.3574,2.592070538,,0.058,0.057,13.1271,2.574678796,,0.048,0.047,10.8241,2.38177513,,0.055,0.054,12.4362,2.520611574,,0.06,0.059,13.5877,2.609164972,,0.067,0.066,15.1998,2.72128227,,0.084,0.083,19.1149,2.950468136,,0.086,0.085,19.5755,2.974278784,,0.055,0.054,12.4362,2.520611574,,0.038,0.037,8.5211,2.14254544,,0.19,0.189,43.5267,3.773374543,
274,0.001,0.06,0.059,13.5877,2.609164972,,0.081,0.08,18.424,2.913654163,,0.059,0.058,13.3574,2.592070538,,0.057,0.056,12.8968,2.556979219,,0.048,0.047,10.8241,2.38177513,,0.054,0.053,12.2059,2.501919441,,0.06,0.059,13.5877,2.609164972,,0.066,0.065,14.9695,2.706014798,,0.083,0.082,18.8846,2.938346775,,0.085,0.084,19.3452,2.962444327,,0.054,0.053,12.2059,2.501919441,,0.038,0.037,8.5211,2.14254544,,0.189,0.188,43.2964,3.768069491,
275,0.001,0.06,0.059,13.5877,2.609164972,,0.08,0.079,18.1937,2.90107538,,0.058,0.057,13.1271,2.574678796,,0.057,0.056,12.8968,2.556979219,,0.047,0.046,10.5938,2.360268924,,0.054,0.053,12.2059,2.501919441,,0.059,0.058,13.3574,2.592070538,,0.065,0.064,14.7392,2.690510611,,0.082,0.081,18.6543,2.926076683,,0.084,0.083,19.1149,2.950468136,,0.054,0.053,12.2059,2.501919441,,0.038,0.037,8.5211,2.14254544,,0.188,0.187,43.0661,3.762736145,
276,0.001,0.059,0.058,13.3574,2.592070538,,0.08,0.079,18.1937,2.90107538,,0.058,0.057,13.1271,2.574678796,,0.056,0.055,12.6665,2.538960713,,0.047,0.046,10.5938,2.360268924,,0.053,0.052,11.9756,2.482871246,,0.059,0.058,13.3574,2.592070538,,0.065,0.064,14.7392,2.690510611,,0.081,0.08,18.424,2.913654163,,0.084,0.083,19.1149,2.950468136,,0.054,0.053,12.2059,2.501919441,,0.037,0.036,8.2908,2.115146466,,0.187,0.186,42.8358,3.757374202,
277,0.001,0.058,0.057,13.1271,2.574678796,,0.079,0.078,17.9634,2.888336355,,0.057,0.056,12.8968,2.556979219,,0.055,0.054,12.4362,2.520611574,,0.047,0.046,10.5938,2.360268924,,0.052,0.051,11.7453,2.463453161,,0.058,0.057,13.1271,2.574678796,,0.064,0.063,14.5089,2.674762254,,0.08,0.079,18.1937,2.90107538,,0.083,0.082,18.8846,2.938346775,,0.053,0.052,11.9756,2.482871246,,0.037,0.036,8.2908,2.115146466,,0.186,0.185,42.6055,3.751983353,
278,0.001,0.057,0.056,12.8968,2.556979219,,0.078,0.077,17.7331,2.87543295,,0.056,0.055,12.6665,2.538960713,,0.055,0.054,12.4362,2.520611574,,0.046,0.045,10.3635,2.338290018,,0.052,0.051,11.7453,2.463453161,,0.057,0.056,12.8968,2.556979219,,0.063,0.062,14.2786,2.658761913,,0.079,0.078,17.9634,2.888336355,,0.082,0.081,18.6543,2.926076683,,0.053,0.052,11.9756,2.482871246,,0.036,0.035,8.0605,2.086975589,,0.185,0.184,42.3752,3.746563285,
279,0.001,0.057,0.056,12.8968,2.556979219,,0.077,0.076,17.5028,2.862360868,,0.055,0.054,12.4362,2.520611574,,0.054,0.053,12.2059,2.501919441,,0.046,0.045,10.3635,2.338290018,,0.051,0.05,11.515,2.443650533,,0.057,0.056,12.8968,2.556979219,,0.062,0.061,14.0483,2.642501392,,0.078,0.077,17.7331,2.87543295,,0.081,0.08,18.424,2.913654163,,0.052,0.051,11.7453,2.463453161,,0.036,0.035,8.0605,2.086975589,,0.184,0.183,42.1449,3.741113681,
