,MilliQ,F04Oct19_45_R2,A(CDOM),a(CDOM),ln(a),Sr,F19Mar20_200_R1,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_200_R2,A(CDOM),a(CDOM),ln(a),Sr,B04Oct19_100_R1,A(CDOM),a(CDOM),ln(a),Sr,F19Mar20_45_R1,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_20_R2,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_01_R2,A(CDOM),a(CDOM),ln(a),Sr,F04OCt19_100_R2,A(CDOM),a(CDOM),ln(a),Sr,B04Oct19_30_R2,A(CDOM),a(CDOM),ln(a),Sr,F19Mar20_30_R2,A(CDOM),a(CDOM),ln(a),Sr,B04Oct19_20_R2,A(CDOM),a(CDOM),ln(a),Sr,B30Mar20_01_R2,A(CDOM),a(CDOM),ln(a),Sr,B30Mar20_20_R1,A(CDOM),a(CDOM),ln(a),Sr
728,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
729,0,0.013,0.013,2.9939,1.096576885,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
730,0,0.013,0.013,2.9939,1.096576885,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
731,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
732,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
733,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
734,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
735,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
736,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
737,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
738,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
739,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
740,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
741,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
742,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
743,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
744,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
745,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
746,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
747,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
748,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
749,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
750,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
751,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
752,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
753,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
754,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
755,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
756,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
757,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
758,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
759,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
760,0.001,0.013,0.012,2.7636,1.016534178,,0.012,0.011,2.5333,0.929522801,,0.015,0.014,3.2242,1.170684857,,0.012,0.011,2.5333,0.929522801,,0.005,0.004,0.9212,-0.082078111,,0.009,0.008,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.008,0.007,1.6121,0.477537677,,0.002,0.001,0.2303,-1.468372472,,0.003,0.002,0.4606,-0.775225292,,0.002,0.001,0.2303,-1.468372472,,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,
761,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
762,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
763,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
764,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
765,0,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
766,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
767,0,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
768,0,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
769,0,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
770,0,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
771,0,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
772,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
773,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
774,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
775,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
776,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
777,0,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
