,Blank,F19Aug19_Surf_R1,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_100_R2,A(CDOM),a(CDOM),ln(a),Sr,F19Aug19_9m_R1,A(CDOM),a(CDOM),ln(a),Sr,F19Aug19_5m_R2,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_30_R1,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_200_R2,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_20_R1,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_45_R2,A(CDOM),a(CDOM),ln(a),Sr
426,-0.001,0.022,0.023,5.2969,1.667121744,,0.009,0.01,2.303,0.834212621,,0.014,0.015,3.4545,1.239677729,,0.032,0.033,7.5999,2.028135089,,0.008,0.009,2.0727,0.728852105,,0.012,0.013,2.9939,1.096576885,,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,
427,-0.001,0.022,0.023,5.2969,1.667121744,,0.009,0.01,2.303,0.834212621,,0.014,0.015,3.4545,1.239677729,,0.032,0.033,7.5999,2.028135089,,0.008,0.009,2.0727,0.728852105,,0.012,0.013,2.9939,1.096576885,,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,
428,-0.001,0.022,0.023,5.2969,1.667121744,,0.009,0.01,2.303,0.834212621,,0.014,0.015,3.4545,1.239677729,,0.032,0.033,7.5999,2.028135089,,0.008,0.009,2.0727,0.728852105,,0.012,0.013,2.9939,1.096576885,,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,
429,-0.001,0.022,0.023,5.2969,1.667121744,,0.008,0.009,2.0727,0.728852105,,0.014,0.015,3.4545,1.239677729,,0.031,0.032,7.3696,1.997363431,,0.008,0.009,2.0727,0.728852105,,0.012,0.013,2.9939,1.096576885,,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,
430,-0.001,0.022,0.023,5.2969,1.667121744,,0.008,0.009,2.0727,0.728852105,,0.014,0.015,3.4545,1.239677729,,0.031,0.032,7.3696,1.997363431,,0.008,0.009,2.0727,0.728852105,,0.012,0.013,2.9939,1.096576885,,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,
431,-0.001,0.021,0.022,5.0666,1.622669981,,0.008,0.009,2.0727,0.728852105,,0.014,0.015,3.4545,1.239677729,,0.031,0.032,7.3696,1.997363431,,0.008,0.009,2.0727,0.728852105,,0.012,0.013,2.9939,1.096576885,,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,
432,-0.001,0.021,0.022,5.0666,1.622669981,,0.008,0.009,2.0727,0.728852105,,0.013,0.014,3.2242,1.170684857,,0.031,0.032,7.3696,1.997363431,,0.008,0.009,2.0727,0.728852105,,0.012,0.013,2.9939,1.096576885,,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,
433,-0.001,0.021,0.022,5.0666,1.622669981,,0.008,0.009,2.0727,0.728852105,,0.014,0.015,3.4545,1.239677729,,0.031,0.032,7.3696,1.997363431,,0.008,0.009,2.0727,0.728852105,,0.012,0.013,2.9939,1.096576885,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,
434,-0.001,0.021,0.022,5.0666,1.622669981,,0.008,0.009,2.0727,0.728852105,,0.013,0.014,3.2242,1.170684857,,0.03,0.031,7.1393,1.965614732,,0.007,0.008,1.8424,0.61106907,,0.012,0.013,2.9939,1.096576885,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,
435,-0.001,0.021,0.022,5.0666,1.622669981,,0.008,0.009,2.0727,0.728852105,,0.013,0.014,3.2242,1.170684857,,0.03,0.031,7.1393,1.965614732,,0.007,0.008,1.8424,0.61106907,,0.012,0.013,2.9939,1.096576885,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,
436,-0.001,0.021,0.022,5.0666,1.622669981,,0.008,0.009,2.0727,0.728852105,,0.013,0.014,3.2242,1.170684857,,0.03,0.031,7.1393,1.965614732,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,
437,-0.001,0.021,0.022,5.0666,1.622669981,,0.008,0.009,2.0727,0.728852105,,0.013,0.014,3.2242,1.170684857,,0.03,0.031,7.1393,1.965614732,,0.008,0.009,2.0727,0.728852105,,0.011,0.012,2.7636,1.016534178,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,
438,-0.001,0.02,0.021,4.8363,1.576149966,,0.008,0.009,2.0727,0.728852105,,0.013,0.014,3.2242,1.170684857,,0.03,0.031,7.1393,1.965614732,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,
439,-0.001,0.02,0.021,4.8363,1.576149966,,0.008,0.009,2.0727,0.728852105,,0.013,0.014,3.2242,1.170684857,,0.03,0.031,7.1393,1.965614732,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,
440,-0.001,0.02,0.021,4.8363,1.576149966,,0.008,0.009,2.0727,0.728852105,,0.013,0.014,3.2242,1.170684857,,0.029,0.03,6.909,1.93282491,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,
441,-0.001,0.02,0.021,4.8363,1.576149966,,0.008,0.009,2.0727,0.728852105,,0.013,0.014,3.2242,1.170684857,,0.029,0.03,6.909,1.93282491,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,
442,-0.001,0.02,0.021,4.8363,1.576149966,,0.008,0.009,2.0727,0.728852105,,0.013,0.014,3.2242,1.170684857,,0.029,0.03,6.909,1.93282491,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,
443,-0.001,0.02,0.021,4.8363,1.576149966,,0.008,0.009,2.0727,0.728852105,,0.013,0.014,3.2242,1.170684857,,0.029,0.03,6.909,1.93282491,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,
444,-0.001,0.02,0.021,4.8363,1.576149966,,0.008,0.009,2.0727,0.728852105,,0.013,0.014,3.2242,1.170684857,,0.029,0.03,6.909,1.93282491,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,
445,-0.001,0.019,0.02,4.606,1.527359801,,0.008,0.009,2.0727,0.728852105,,0.013,0.014,3.2242,1.170684857,,0.029,0.03,6.909,1.93282491,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,
446,-0.001,0.019,0.02,4.606,1.527359801,,0.008,0.009,2.0727,0.728852105,,0.013,0.014,3.2242,1.170684857,,0.028,0.029,6.6787,1.898923358,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,
447,-0.001,0.019,0.02,4.606,1.527359801,,0.008,0.009,2.0727,0.728852105,,0.013,0.014,3.2242,1.170684857,,0.028,0.029,6.6787,1.898923358,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,
448,-0.001,0.019,0.02,4.606,1.527359801,,0.008,0.009,2.0727,0.728852105,,0.013,0.014,3.2242,1.170684857,,0.028,0.029,6.6787,1.898923358,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,
449,-0.001,0.019,0.02,4.606,1.527359801,,0.008,0.009,2.0727,0.728852105,,0.013,0.014,3.2242,1.170684857,,0.028,0.029,6.6787,1.898923358,,0.007,0.008,1.8424,0.61106907,,0.01,0.011,2.5333,0.929522801,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,
450,-0.001,0.019,0.02,4.606,1.527359801,,0.008,0.009,2.0727,0.728852105,,0.012,0.013,2.9939,1.096576885,,0.028,0.029,6.6787,1.898923358,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,
451,-0.001,0.019,0.02,4.606,1.527359801,,0.008,0.009,2.0727,0.728852105,,0.012,0.013,2.9939,1.096576885,,0.028,0.029,6.6787,1.898923358,,0.007,0.008,1.8424,0.61106907,,0.01,0.011,2.5333,0.929522801,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,
452,-0.001,0.019,0.02,4.606,1.527359801,,0.008,0.009,2.0727,0.728852105,,0.012,0.013,2.9939,1.096576885,,0.027,0.028,6.4484,1.863832038,,0.007,0.008,1.8424,0.61106907,,0.01,0.011,2.5333,0.929522801,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,
453,-0.001,0.019,0.02,4.606,1.527359801,,0.008,0.009,2.0727,0.728852105,,0.012,0.013,2.9939,1.096576885,,0.027,0.028,6.4484,1.863832038,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,
454,-0.001,0.018,0.019,4.3757,1.476066507,,0.008,0.009,2.0727,0.728852105,,0.012,0.013,2.9939,1.096576885,,0.027,0.028,6.4484,1.863832038,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,
455,-0.001,0.018,0.019,4.3757,1.476066507,,0.008,0.009,2.0727,0.728852105,,0.012,0.013,2.9939,1.096576885,,0.027,0.028,6.4484,1.863832038,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,
456,-0.001,0.018,0.019,4.3757,1.476066507,,0.008,0.009,2.0727,0.728852105,,0.012,0.013,2.9939,1.096576885,,0.027,0.028,6.4484,1.863832038,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,
457,-0.001,0.018,0.019,4.3757,1.476066507,,0.008,0.009,2.0727,0.728852105,,0.012,0.013,2.9939,1.096576885,,0.027,0.028,6.4484,1.863832038,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,
458,-0.001,0.018,0.019,4.3757,1.476066507,,0.008,0.009,2.0727,0.728852105,,0.012,0.013,2.9939,1.096576885,,0.027,0.028,6.4484,1.863832038,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,
459,-0.001,0.018,0.019,4.3757,1.476066507,,0.008,0.009,2.0727,0.728852105,,0.012,0.013,2.9939,1.096576885,,0.026,0.027,6.2181,1.827464394,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,
460,-0.001,0.018,0.019,4.3757,1.476066507,,0.008,0.009,2.0727,0.728852105,,0.012,0.013,2.9939,1.096576885,,0.026,0.027,6.2181,1.827464394,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,
461,-0.001,0.018,0.019,4.3757,1.476066507,,0.008,0.009,2.0727,0.728852105,,0.012,0.013,2.9939,1.096576885,,0.026,0.027,6.2181,1.827464394,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,
462,-0.001,0.018,0.019,4.3757,1.476066507,,0.008,0.009,2.0727,0.728852105,,0.012,0.013,2.9939,1.096576885,,0.026,0.027,6.2181,1.827464394,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,
463,-0.001,0.018,0.019,4.3757,1.476066507,,0.008,0.009,2.0727,0.728852105,,0.012,0.013,2.9939,1.096576885,,0.026,0.027,6.2181,1.827464394,,0.006,0.007,1.6121,0.477537677,,0.009,0.01,2.303,0.834212621,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,
464,-0.001,0.018,0.019,4.3757,1.476066507,,0.008,0.009,2.0727,0.728852105,,0.012,0.013,2.9939,1.096576885,,0.026,0.027,6.2181,1.827464394,,0.006,0.007,1.6121,0.477537677,,0.01,0.011,2.5333,0.929522801,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,
465,-0.001,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.012,0.013,2.9939,1.096576885,,0.026,0.027,6.2181,1.827464394,,0.006,0.007,1.6121,0.477537677,,0.009,0.01,2.303,0.834212621,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,
466,-0.001,0.017,0.018,4.1454,1.421999286,,0.007,0.008,1.8424,0.61106907,,0.012,0.013,2.9939,1.096576885,,0.026,0.027,6.2181,1.827464394,,0.006,0.007,1.6121,0.477537677,,0.009,0.01,2.303,0.834212621,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,
467,-0.001,0.017,0.018,4.1454,1.421999286,,0.007,0.008,1.8424,0.61106907,,0.012,0.013,2.9939,1.096576885,,0.026,0.027,6.2181,1.827464394,,0.006,0.007,1.6121,0.477537677,,0.009,0.01,2.303,0.834212621,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,
468,-0.001,0.017,0.018,4.1454,1.421999286,,0.007,0.008,1.8424,0.61106907,,0.012,0.013,2.9939,1.096576885,,0.025,0.026,5.9878,1.789724066,,0.006,0.007,1.6121,0.477537677,,0.009,0.01,2.303,0.834212621,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,
469,-0.001,0.017,0.018,4.1454,1.421999286,,0.007,0.008,1.8424,0.61106907,,0.012,0.013,2.9939,1.096576885,,0.025,0.026,5.9878,1.789724066,,0.006,0.007,1.6121,0.477537677,,0.009,0.01,2.303,0.834212621,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,
470,-0.001,0.017,0.018,4.1454,1.421999286,,0.007,0.008,1.8424,0.61106907,,0.012,0.013,2.9939,1.096576885,,0.025,0.026,5.9878,1.789724066,,0.006,0.007,1.6121,0.477537677,,0.009,0.01,2.303,0.834212621,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,
471,-0.001,0.017,0.018,4.1454,1.421999286,,0.007,0.008,1.8424,0.61106907,,0.012,0.013,2.9939,1.096576885,,0.025,0.026,5.9878,1.789724066,,0.006,0.007,1.6121,0.477537677,,0.009,0.01,2.303,0.834212621,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,
472,-0.001,0.017,0.018,4.1454,1.421999286,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.025,0.026,5.9878,1.789724066,,0.006,0.007,1.6121,0.477537677,,0.009,0.01,2.303,0.834212621,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,
473,-0.001,0.017,0.018,4.1454,1.421999286,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.025,0.026,5.9878,1.789724066,,0.006,0.007,1.6121,0.477537677,,0.009,0.01,2.303,0.834212621,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,
474,-0.001,0.016,0.017,3.9151,1.364840872,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.025,0.026,5.9878,1.789724066,,0.005,0.006,1.3818,0.323386997,,0.009,0.01,2.303,0.834212621,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,
475,-0.001,0.016,0.017,3.9151,1.364840872,,0.007,0.008,1.8424,0.61106907,,0.012,0.013,2.9939,1.096576885,,0.025,0.026,5.9878,1.789724066,,0.006,0.007,1.6121,0.477537677,,0.009,0.01,2.303,0.834212621,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,
476,-0.001,0.016,0.017,3.9151,1.364840872,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.025,0.026,5.9878,1.789724066,,0.005,0.006,1.3818,0.323386997,,0.009,0.01,2.303,0.834212621,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,
477,-0.001,0.016,0.017,3.9151,1.364840872,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.025,0.026,5.9878,1.789724066,,0.005,0.006,1.3818,0.323386997,,0.009,0.01,2.303,0.834212621,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,
478,-0.001,0.016,0.017,3.9151,1.364840872,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.025,0.026,5.9878,1.789724066,,0.005,0.006,1.3818,0.323386997,,0.009,0.01,2.303,0.834212621,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,
479,-0.001,0.016,0.017,3.9151,1.364840872,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.024,0.025,5.7575,1.750503353,,0.005,0.006,1.3818,0.323386997,,0.009,0.01,2.303,0.834212621,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,
480,-0.001,0.016,0.017,3.9151,1.364840872,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.024,0.025,5.7575,1.750503353,,0.005,0.006,1.3818,0.323386997,,0.009,0.01,2.303,0.834212621,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,
481,-0.001,0.016,0.017,3.9151,1.364840872,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.024,0.025,5.7575,1.750503353,,0.005,0.006,1.3818,0.323386997,,0.009,0.01,2.303,0.834212621,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,
482,-0.001,0.016,0.017,3.9151,1.364840872,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.024,0.025,5.7575,1.750503353,,0.005,0.006,1.3818,0.323386997,,0.009,0.01,2.303,0.834212621,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,
483,-0.001,0.016,0.017,3.9151,1.364840872,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.024,0.025,5.7575,1.750503353,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,
484,-0.001,0.016,0.017,3.9151,1.364840872,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.024,0.025,5.7575,1.750503353,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,
485,-0.001,0.016,0.017,3.9151,1.364840872,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.024,0.025,5.7575,1.750503353,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,
486,-0.001,0.016,0.017,3.9151,1.364840872,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.024,0.025,5.7575,1.750503353,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,
487,-0.001,0.015,0.016,3.6848,1.30421625,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.024,0.025,5.7575,1.750503353,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,
488,-0.001,0.015,0.016,3.6848,1.30421625,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.024,0.025,5.7575,1.750503353,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,
489,-0.001,0.015,0.016,3.6848,1.30421625,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.024,0.025,5.7575,1.750503353,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,
490,-0.001,0.015,0.016,3.6848,1.30421625,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.024,0.025,5.7575,1.750503353,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,
491,-0.001,0.015,0.016,3.6848,1.30421625,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.024,0.025,5.7575,1.750503353,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,
492,-0.001,0.015,0.016,3.6848,1.30421625,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.024,0.025,5.7575,1.750503353,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,
493,-0.001,0.015,0.016,3.6848,1.30421625,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.023,0.024,5.5272,1.709681358,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,
494,-0.001,0.015,0.016,3.6848,1.30421625,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.023,0.024,5.5272,1.709681358,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,
495,-0.001,0.015,0.016,3.6848,1.30421625,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.023,0.024,5.5272,1.709681358,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,
496,-0.001,0.015,0.016,3.6848,1.30421625,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.023,0.024,5.5272,1.709681358,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,
497,-0.001,0.015,0.016,3.6848,1.30421625,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.023,0.024,5.5272,1.709681358,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,
498,-0.001,0.015,0.016,3.6848,1.30421625,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.023,0.024,5.5272,1.709681358,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,
499,-0.001,0.015,0.016,3.6848,1.30421625,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.023,0.024,5.5272,1.709681358,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,
500,-0.001,0.014,0.015,3.4545,1.239677729,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.023,0.024,5.5272,1.709681358,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,
501,-0.001,0.014,0.015,3.4545,1.239677729,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.023,0.024,5.5272,1.709681358,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,
502,-0.001,0.014,0.015,3.4545,1.239677729,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.023,0.024,5.5272,1.709681358,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,
503,-0.001,0.014,0.015,3.4545,1.239677729,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.023,0.024,5.5272,1.709681358,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,
504,-0.001,0.014,0.015,3.4545,1.239677729,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.023,0.024,5.5272,1.709681358,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,
505,-0.001,0.014,0.015,3.4545,1.239677729,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.022,0.023,5.2969,1.667121744,,0.004,0.005,1.1515,0.14106544,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,
506,-0.001,0.014,0.015,3.4545,1.239677729,,0.007,0.008,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,,0.022,0.023,5.2969,1.667121744,,0.004,0.005,1.1515,0.14106544,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,
