,MilliQ,F22Aug19_101_R2,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_9m_R1,A(CDOM),a(CDOM),ln(a),Sr,B22Aug19_200_R1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_50_R2,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_01_R2,A(CDOM),a(CDOM),ln(a),Sr,B22Aug19_100_R2,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_99_R1,A(CDOM),a(CDOM),ln(a),Sr,B22Aug19_20_r1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_102_R1,A(CDOM),a(CDOM),ln(a),Sr,B22Aug19_01_R1,A(CDOM),a(CDOM),ln(a),Sr,B22Aug19_30_R2,A(CDOM),a(CDOM),ln(a),Sr,B22Aug19_45_r1,A(CDOM),a(CDOM),ln(a),Sr
408,0,0.011,0.011,2.5333,0.929522801,,0.048,0.048,11.0544,2.402828539,,0.023,0.023,5.2969,1.667121744,,0.015,0.015,3.4545,1.239677729,,0.011,0.011,2.5333,0.929522801,,0.017,0.017,3.9151,1.364840872,,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.013,0.013,2.9939,1.096576885,,0.01,0.01,2.303,0.834212621,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,
409,0,0.011,0.011,2.5333,0.929522801,,0.048,0.048,11.0544,2.402828539,,0.023,0.023,5.2969,1.667121744,,0.015,0.015,3.4545,1.239677729,,0.011,0.011,2.5333,0.929522801,,0.017,0.017,3.9151,1.364840872,,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.013,0.013,2.9939,1.096576885,,0.01,0.01,2.303,0.834212621,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,
410,0.001,0.011,0.01,2.303,0.834212621,,0.048,0.047,10.8241,2.38177513,,0.023,0.022,5.0666,1.622669981,,0.015,0.014,3.2242,1.170684857,,0.011,0.01,2.303,0.834212621,,0.017,0.016,3.6848,1.30421625,,0.012,0.011,2.5333,0.929522801,,0.01,0.009,2.0727,0.728852105,,0.013,0.012,2.7636,1.016534178,,0.01,0.009,2.0727,0.728852105,,0.012,0.011,2.5333,0.929522801,,0.009,0.008,1.8424,0.61106907,
411,0.001,0.011,0.01,2.303,0.834212621,,0.047,0.046,10.5938,2.360268924,,0.023,0.022,5.0666,1.622669981,,0.014,0.013,2.9939,1.096576885,,0.011,0.01,2.303,0.834212621,,0.016,0.015,3.4545,1.239677729,,0.011,0.01,2.303,0.834212621,,0.01,0.009,2.0727,0.728852105,,0.013,0.012,2.7636,1.016534178,,0.01,0.009,2.0727,0.728852105,,0.011,0.01,2.303,0.834212621,,0.009,0.008,1.8424,0.61106907,
412,0.001,0.011,0.01,2.303,0.834212621,,0.047,0.046,10.5938,2.360268924,,0.023,0.022,5.0666,1.622669981,,0.014,0.013,2.9939,1.096576885,,0.011,0.01,2.303,0.834212621,,0.016,0.015,3.4545,1.239677729,,0.011,0.01,2.303,0.834212621,,0.01,0.009,2.0727,0.728852105,,0.013,0.012,2.7636,1.016534178,,0.01,0.009,2.0727,0.728852105,,0.011,0.01,2.303,0.834212621,,0.009,0.008,1.8424,0.61106907,
413,0.001,0.011,0.01,2.303,0.834212621,,0.047,0.046,10.5938,2.360268924,,0.023,0.022,5.0666,1.622669981,,0.014,0.013,2.9939,1.096576885,,0.01,0.009,2.0727,0.728852105,,0.016,0.015,3.4545,1.239677729,,0.011,0.01,2.303,0.834212621,,0.01,0.009,2.0727,0.728852105,,0.013,0.012,2.7636,1.016534178,,0.01,0.009,2.0727,0.728852105,,0.011,0.01,2.303,0.834212621,,0.009,0.008,1.8424,0.61106907,
414,0.001,0.011,0.01,2.303,0.834212621,,0.046,0.045,10.3635,2.338290018,,0.022,0.021,4.8363,1.576149966,,0.014,0.013,2.9939,1.096576885,,0.01,0.009,2.0727,0.728852105,,0.016,0.015,3.4545,1.239677729,,0.011,0.01,2.303,0.834212621,,0.01,0.009,2.0727,0.728852105,,0.013,0.012,2.7636,1.016534178,,0.009,0.008,1.8424,0.61106907,,0.011,0.01,2.303,0.834212621,,0.009,0.008,1.8424,0.61106907,
415,0.001,0.011,0.01,2.303,0.834212621,,0.046,0.045,10.3635,2.338290018,,0.022,0.021,4.8363,1.576149966,,0.014,0.013,2.9939,1.096576885,,0.01,0.009,2.0727,0.728852105,,0.016,0.015,3.4545,1.239677729,,0.011,0.01,2.303,0.834212621,,0.01,0.009,2.0727,0.728852105,,0.013,0.012,2.7636,1.016534178,,0.009,0.008,1.8424,0.61106907,,0.011,0.01,2.303,0.834212621,,0.009,0.008,1.8424,0.61106907,
416,0.001,0.011,0.01,2.303,0.834212621,,0.046,0.045,10.3635,2.338290018,,0.022,0.021,4.8363,1.576149966,,0.013,0.012,2.7636,1.016534178,,0.01,0.009,2.0727,0.728852105,,0.016,0.015,3.4545,1.239677729,,0.011,0.01,2.303,0.834212621,,0.01,0.009,2.0727,0.728852105,,0.013,0.012,2.7636,1.016534178,,0.009,0.008,1.8424,0.61106907,,0.011,0.01,2.303,0.834212621,,0.009,0.008,1.8424,0.61106907,
417,0.001,0.011,0.01,2.303,0.834212621,,0.046,0.045,10.3635,2.338290018,,0.022,0.021,4.8363,1.576149966,,0.013,0.012,2.7636,1.016534178,,0.01,0.009,2.0727,0.728852105,,0.016,0.015,3.4545,1.239677729,,0.011,0.01,2.303,0.834212621,,0.009,0.008,1.8424,0.61106907,,0.013,0.012,2.7636,1.016534178,,0.009,0.008,1.8424,0.61106907,,0.011,0.01,2.303,0.834212621,,0.008,0.007,1.6121,0.477537677,
418,0,0.011,0.011,2.5333,0.929522801,,0.046,0.046,10.5938,2.360268924,,0.022,0.022,5.0666,1.622669981,,0.013,0.013,2.9939,1.096576885,,0.01,0.01,2.303,0.834212621,,0.016,0.016,3.6848,1.30421625,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,
419,0.001,0.01,0.009,2.0727,0.728852105,,0.045,0.044,10.1332,2.315817162,,0.022,0.021,4.8363,1.576149966,,0.013,0.012,2.7636,1.016534178,,0.01,0.009,2.0727,0.728852105,,0.016,0.015,3.4545,1.239677729,,0.011,0.01,2.303,0.834212621,,0.009,0.008,1.8424,0.61106907,,0.013,0.012,2.7636,1.016534178,,0.009,0.008,1.8424,0.61106907,,0.011,0.01,2.303,0.834212621,,0.008,0.007,1.6121,0.477537677,
420,0.001,0.01,0.009,2.0727,0.728852105,,0.045,0.044,10.1332,2.315817162,,0.021,0.02,4.606,1.527359801,,0.013,0.012,2.7636,1.016534178,,0.01,0.009,2.0727,0.728852105,,0.016,0.015,3.4545,1.239677729,,0.011,0.01,2.303,0.834212621,,0.009,0.008,1.8424,0.61106907,,0.013,0.012,2.7636,1.016534178,,0.009,0.008,1.8424,0.61106907,,0.011,0.01,2.303,0.834212621,,0.008,0.007,1.6121,0.477537677,
421,0,0.01,0.01,2.303,0.834212621,,0.045,0.045,10.3635,2.338290018,,0.021,0.021,4.8363,1.576149966,,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.016,0.016,3.6848,1.30421625,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
422,0,0.01,0.01,2.303,0.834212621,,0.045,0.045,10.3635,2.338290018,,0.021,0.021,4.8363,1.576149966,,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.015,0.015,3.4545,1.239677729,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.012,0.012,2.7636,1.016534178,,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
423,0,0.01,0.01,2.303,0.834212621,,0.045,0.045,10.3635,2.338290018,,0.021,0.021,4.8363,1.576149966,,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.015,0.015,3.4545,1.239677729,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.012,0.012,2.7636,1.016534178,,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
424,0,0.01,0.01,2.303,0.834212621,,0.044,0.044,10.1332,2.315817162,,0.021,0.021,4.8363,1.576149966,,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.015,0.015,3.4545,1.239677729,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.012,0.012,2.7636,1.016534178,,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
425,0,0.01,0.01,2.303,0.834212621,,0.044,0.044,10.1332,2.315817162,,0.021,0.021,4.8363,1.576149966,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,,0.015,0.015,3.4545,1.239677729,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.012,0.012,2.7636,1.016534178,,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
426,0.001,0.01,0.009,2.0727,0.728852105,,0.044,0.043,9.9029,2.292827644,,0.021,0.02,4.606,1.527359801,,0.012,0.011,2.5333,0.929522801,,0.009,0.008,1.8424,0.61106907,,0.015,0.014,3.2242,1.170684857,,0.01,0.009,2.0727,0.728852105,,0.008,0.007,1.6121,0.477537677,,0.012,0.011,2.5333,0.929522801,,0.008,0.007,1.6121,0.477537677,,0.01,0.009,2.0727,0.728852105,,0.007,0.006,1.3818,0.323386997,
427,0.001,0.01,0.009,2.0727,0.728852105,,0.044,0.043,9.9029,2.292827644,,0.021,0.02,4.606,1.527359801,,0.011,0.01,2.303,0.834212621,,0.009,0.008,1.8424,0.61106907,,0.015,0.014,3.2242,1.170684857,,0.01,0.009,2.0727,0.728852105,,0.008,0.007,1.6121,0.477537677,,0.012,0.011,2.5333,0.929522801,,0.008,0.007,1.6121,0.477537677,,0.01,0.009,2.0727,0.728852105,,0.007,0.006,1.3818,0.323386997,
428,0.001,0.01,0.009,2.0727,0.728852105,,0.044,0.043,9.9029,2.292827644,,0.02,0.019,4.3757,1.476066507,,0.011,0.01,2.303,0.834212621,,0.009,0.008,1.8424,0.61106907,,0.015,0.014,3.2242,1.170684857,,0.01,0.009,2.0727,0.728852105,,0.008,0.007,1.6121,0.477537677,,0.012,0.011,2.5333,0.929522801,,0.008,0.007,1.6121,0.477537677,,0.01,0.009,2.0727,0.728852105,,0.007,0.006,1.3818,0.323386997,
429,0,0.01,0.01,2.303,0.834212621,,0.043,0.043,9.9029,2.292827644,,0.02,0.02,4.606,1.527359801,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.015,0.015,3.4545,1.239677729,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,
430,0,0.01,0.01,2.303,0.834212621,,0.043,0.043,9.9029,2.292827644,,0.02,0.02,4.606,1.527359801,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.015,0.015,3.4545,1.239677729,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,
431,0.001,0.01,0.009,2.0727,0.728852105,,0.043,0.042,9.6726,2.269297146,,0.02,0.019,4.3757,1.476066507,,0.011,0.01,2.303,0.834212621,,0.009,0.008,1.8424,0.61106907,,0.015,0.014,3.2242,1.170684857,,0.01,0.009,2.0727,0.728852105,,0.008,0.007,1.6121,0.477537677,,0.012,0.011,2.5333,0.929522801,,0.008,0.007,1.6121,0.477537677,,0.009,0.008,1.8424,0.61106907,,0.007,0.006,1.3818,0.323386997,
432,0.001,0.009,0.008,1.8424,0.61106907,,0.043,0.042,9.6726,2.269297146,,0.02,0.019,4.3757,1.476066507,,0.011,0.01,2.303,0.834212621,,0.009,0.008,1.8424,0.61106907,,0.014,0.013,2.9939,1.096576885,,0.01,0.009,2.0727,0.728852105,,0.008,0.007,1.6121,0.477537677,,0.012,0.011,2.5333,0.929522801,,0.008,0.007,1.6121,0.477537677,,0.009,0.008,1.8424,0.61106907,,0.007,0.006,1.3818,0.323386997,
433,0,0.009,0.009,2.0727,0.728852105,,0.043,0.043,9.9029,2.292827644,,0.02,0.02,4.606,1.527359801,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.014,0.014,3.2242,1.170684857,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,
434,0,0.009,0.009,2.0727,0.728852105,,0.043,0.043,9.9029,2.292827644,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.014,0.014,3.2242,1.170684857,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,
435,0,0.009,0.009,2.0727,0.728852105,,0.042,0.042,9.6726,2.269297146,,0.019,0.019,4.3757,1.476066507,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.014,0.014,3.2242,1.170684857,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,
436,0,0.009,0.009,2.0727,0.728852105,,0.042,0.042,9.6726,2.269297146,,0.019,0.019,4.3757,1.476066507,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.014,0.014,3.2242,1.170684857,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,
437,0,0.009,0.009,2.0727,0.728852105,,0.042,0.042,9.6726,2.269297146,,0.019,0.019,4.3757,1.476066507,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.014,0.014,3.2242,1.170684857,,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,
438,0,0.009,0.009,2.0727,0.728852105,,0.042,0.042,9.6726,2.269297146,,0.019,0.019,4.3757,1.476066507,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.014,0.014,3.2242,1.170684857,,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,
439,0,0.009,0.009,2.0727,0.728852105,,0.042,0.042,9.6726,2.269297146,,0.019,0.019,4.3757,1.476066507,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,
440,0,0.009,0.009,2.0727,0.728852105,,0.042,0.042,9.6726,2.269297146,,0.019,0.019,4.3757,1.476066507,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,
441,0.001,0.009,0.008,1.8424,0.61106907,,0.042,0.041,9.4423,2.245199595,,0.019,0.018,4.1454,1.421999286,,0.009,0.008,1.8424,0.61106907,,0.008,0.007,1.6121,0.477537677,,0.014,0.013,2.9939,1.096576885,,0.009,0.008,1.8424,0.61106907,,0.007,0.006,1.3818,0.323386997,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,1.3818,0.323386997,,0.008,0.007,1.6121,0.477537677,,0.006,0.005,1.1515,0.14106544,
442,0.001,0.009,0.008,1.8424,0.61106907,,0.041,0.04,9.212,2.220506982,,0.019,0.018,4.1454,1.421999286,,0.009,0.008,1.8424,0.61106907,,0.008,0.007,1.6121,0.477537677,,0.014,0.013,2.9939,1.096576885,,0.009,0.008,1.8424,0.61106907,,0.007,0.006,1.3818,0.323386997,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,1.3818,0.323386997,,0.008,0.007,1.6121,0.477537677,,0.006,0.005,1.1515,0.14106544,
443,0,0.009,0.009,2.0727,0.728852105,,0.041,0.041,9.4423,2.245199595,,0.018,0.018,4.1454,1.421999286,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,
444,0,0.009,0.009,2.0727,0.728852105,,0.041,0.041,9.4423,2.245199595,,0.018,0.018,4.1454,1.421999286,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,
445,0,0.008,0.008,1.8424,0.61106907,,0.041,0.041,9.4423,2.245199595,,0.018,0.018,4.1454,1.421999286,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,
446,0,0.008,0.008,1.8424,0.61106907,,0.041,0.041,9.4423,2.245199595,,0.018,0.018,4.1454,1.421999286,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,
447,0,0.008,0.008,1.8424,0.61106907,,0.04,0.04,9.212,2.220506982,,0.018,0.018,4.1454,1.421999286,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,
448,0,0.008,0.008,1.8424,0.61106907,,0.04,0.04,9.212,2.220506982,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,
449,0,0.008,0.008,1.8424,0.61106907,,0.04,0.04,9.212,2.220506982,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,
450,0,0.008,0.008,1.8424,0.61106907,,0.04,0.04,9.212,2.220506982,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,
451,0,0.008,0.008,1.8424,0.61106907,,0.04,0.04,9.212,2.220506982,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,
452,0,0.008,0.008,1.8424,0.61106907,,0.04,0.04,9.212,2.220506982,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,
453,0,0.008,0.008,1.8424,0.61106907,,0.039,0.039,8.9817,2.195189174,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,
454,0,0.008,0.008,1.8424,0.61106907,,0.039,0.039,8.9817,2.195189174,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,
455,0,0.008,0.008,1.8424,0.61106907,,0.039,0.039,8.9817,2.195189174,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,
456,0,0.008,0.008,1.8424,0.61106907,,0.039,0.039,8.9817,2.195189174,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.013,0.013,2.9939,1.096576885,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,
457,0,0.008,0.008,1.8424,0.61106907,,0.039,0.039,8.9817,2.195189174,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.013,0.013,2.9939,1.096576885,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,
458,0,0.008,0.008,1.8424,0.61106907,,0.038,0.038,8.7514,2.169213688,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.013,0.013,2.9939,1.096576885,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,
459,0,0.008,0.008,1.8424,0.61106907,,0.038,0.038,8.7514,2.169213688,,0.017,0.017,3.9151,1.364840872,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,
460,0,0.008,0.008,1.8424,0.61106907,,0.038,0.038,8.7514,2.169213688,,0.017,0.017,3.9151,1.364840872,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,
461,0,0.008,0.008,1.8424,0.61106907,,0.038,0.038,8.7514,2.169213688,,0.017,0.017,3.9151,1.364840872,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,
462,0,0.008,0.008,1.8424,0.61106907,,0.038,0.038,8.7514,2.169213688,,0.017,0.017,3.9151,1.364840872,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,
