,Blank,F29Jul19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F29Jul19_5mR1_Dup,A(CDOM),a(CDOM),ln(a),Sr,F29Jul19_5mR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F5Aug19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F29Jul19_9mR2,A(CDOM),a(CDOM),ln(a),Sr,F29Jul19_9mR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F29Jul19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F29Jul19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F5Aug19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F5Aug19_SurfR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F5Aug19_9mR1,A(CDOM),a(CDOM),ln(a),Sr,F5Aug19_9mR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
589,0.001,0.011,0.01,2.303,0.834212621,,0.007,0.006,1.3818,0.323386997,,0.002,0.001,0.4606,-0.775225292,,0.008,0.007,1.6121,0.477537677,,0.055,0.054,12.4362,2.520611574,,0.012,0.011,5.0666,1.622669981,,0.001,0,0,#NUM!,,-0.002,-0.003,-1.3818,#NUM!,,-0.002,-0.003,-0.6909,#NUM!,,-0.004,-0.005,-2.303,#NUM!,,0.052,0.051,11.7453,2.463453161,,0.009,0.008,3.6848,1.30421625,
590,0.001,0.011,0.01,2.303,0.834212621,,0.006,0.005,1.1515,0.14106544,,0.002,0.001,0.4606,-0.775225292,,0.008,0.007,1.6121,0.477537677,,0.055,0.054,12.4362,2.520611574,,0.012,0.011,5.0666,1.622669981,,0,-0.001,-0.2303,#NUM!,,-0.002,-0.003,-1.3818,#NUM!,,-0.002,-0.003,-0.6909,#NUM!,,-0.004,-0.005,-2.303,#NUM!,,0.052,0.051,11.7453,2.463453161,,0.009,0.008,3.6848,1.30421625,
591,0.001,0.011,0.01,2.303,0.834212621,,0.006,0.005,1.1515,0.14106544,,0.002,0.001,0.4606,-0.775225292,,0.008,0.007,1.6121,0.477537677,,0.055,0.054,12.4362,2.520611574,,0.012,0.011,5.0666,1.622669981,,0,-0.001,-0.2303,#NUM!,,-0.002,-0.003,-1.3818,#NUM!,,-0.002,-0.003,-0.6909,#NUM!,,-0.004,-0.005,-2.303,#NUM!,,0.052,0.051,11.7453,2.463453161,,0.009,0.008,3.6848,1.30421625,
592,0.001,0.011,0.01,2.303,0.834212621,,0.007,0.006,1.3818,0.323386997,,0.002,0.001,0.4606,-0.775225292,,0.008,0.007,1.6121,0.477537677,,0.055,0.054,12.4362,2.520611574,,0.012,0.011,5.0666,1.622669981,,0,-0.001,-0.2303,#NUM!,,-0.002,-0.003,-1.3818,#NUM!,,-0.002,-0.003,-0.6909,#NUM!,,-0.004,-0.005,-2.303,#NUM!,,0.052,0.051,11.7453,2.463453161,,0.009,0.008,3.6848,1.30421625,
593,0.001,0.011,0.01,2.303,0.834212621,,0.007,0.006,1.3818,0.323386997,,0.002,0.001,0.4606,-0.775225292,,0.008,0.007,1.6121,0.477537677,,0.055,0.054,12.4362,2.520611574,,0.012,0.011,5.0666,1.622669981,,0,-0.001,-0.2303,#NUM!,,-0.002,-0.003,-1.3818,#NUM!,,-0.002,-0.003,-0.6909,#NUM!,,-0.004,-0.005,-2.303,#NUM!,,0.052,0.051,11.7453,2.463453161,,0.009,0.008,3.6848,1.30421625,
594,0.001,0.011,0.01,2.303,0.834212621,,0.006,0.005,1.1515,0.14106544,,0.002,0.001,0.4606,-0.775225292,,0.008,0.007,1.6121,0.477537677,,0.054,0.053,12.2059,2.501919441,,0.012,0.011,5.0666,1.622669981,,0,-0.001,-0.2303,#NUM!,,-0.002,-0.003,-1.3818,#NUM!,,-0.002,-0.003,-0.6909,#NUM!,,-0.004,-0.005,-2.303,#NUM!,,0.052,0.051,11.7453,2.463453161,,0.009,0.008,3.6848,1.30421625,
595,0.001,0.011,0.01,2.303,0.834212621,,0.006,0.005,1.1515,0.14106544,,0.002,0.001,0.4606,-0.775225292,,0.008,0.007,1.6121,0.477537677,,0.054,0.053,12.2059,2.501919441,,0.012,0.011,5.0666,1.622669981,,0,-0.001,-0.2303,#NUM!,,-0.002,-0.003,-1.3818,#NUM!,,-0.002,-0.003,-0.6909,#NUM!,,-0.004,-0.005,-2.303,#NUM!,,0.052,0.051,11.7453,2.463453161,,0.009,0.008,3.6848,1.30421625,
596,0.001,0.011,0.01,2.303,0.834212621,,0.007,0.006,1.3818,0.323386997,,0.002,0.001,0.4606,-0.775225292,,0.008,0.007,1.6121,0.477537677,,0.054,0.053,12.2059,2.501919441,,0.012,0.011,5.0666,1.622669981,,0,-0.001,-0.2303,#NUM!,,-0.002,-0.003,-1.3818,#NUM!,,-0.002,-0.003,-0.6909,#NUM!,,-0.004,-0.005,-2.303,#NUM!,,0.052,0.051,11.7453,2.463453161,,0.009,0.008,3.6848,1.30421625,
597,0.001,0.011,0.01,2.303,0.834212621,,0.006,0.005,1.1515,0.14106544,,0.002,0.001,0.4606,-0.775225292,,0.008,0.007,1.6121,0.477537677,,0.054,0.053,12.2059,2.501919441,,0.012,0.011,5.0666,1.622669981,,0,-0.001,-0.2303,#NUM!,,-0.002,-0.003,-1.3818,#NUM!,,-0.002,-0.003,-0.6909,#NUM!,,-0.004,-0.005,-2.303,#NUM!,,0.051,0.05,11.515,2.443650533,,0.009,0.008,3.6848,1.30421625,
598,0,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.054,0.054,12.4362,2.520611574,,0.012,0.012,5.5272,1.709681358,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.051,0.051,11.7453,2.463453161,,0.009,0.009,4.1454,1.421999286,
599,0,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.054,0.054,12.4362,2.520611574,,0.012,0.012,5.5272,1.709681358,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.002,-0.002,-0.4606,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.051,0.051,11.7453,2.463453161,,0.009,0.009,4.1454,1.421999286,
600,0,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.053,0.053,12.2059,2.501919441,,0.012,0.012,5.5272,1.709681358,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.002,-0.002,-0.4606,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.051,0.051,11.7453,2.463453161,,0.009,0.009,4.1454,1.421999286,
601,0.001,0.011,0.01,2.303,0.834212621,,0.006,0.005,1.1515,0.14106544,,0.002,0.001,0.4606,-0.775225292,,0.008,0.007,1.6121,0.477537677,,0.053,0.052,11.9756,2.482871246,,0.012,0.011,5.0666,1.622669981,,0,-0.001,-0.2303,#NUM!,,-0.002,-0.003,-1.3818,#NUM!,,-0.003,-0.004,-0.9212,#NUM!,,-0.004,-0.005,-2.303,#NUM!,,0.051,0.05,11.515,2.443650533,,0.009,0.008,3.6848,1.30421625,
602,0.001,0.011,0.01,2.303,0.834212621,,0.006,0.005,1.1515,0.14106544,,0.002,0.001,0.4606,-0.775225292,,0.008,0.007,1.6121,0.477537677,,0.053,0.052,11.9756,2.482871246,,0.012,0.011,5.0666,1.622669981,,0,-0.001,-0.2303,#NUM!,,-0.002,-0.003,-1.3818,#NUM!,,-0.002,-0.003,-0.6909,#NUM!,,-0.004,-0.005,-2.303,#NUM!,,0.051,0.05,11.515,2.443650533,,0.009,0.008,3.6848,1.30421625,
603,0.001,0.011,0.01,2.303,0.834212621,,0.006,0.005,1.1515,0.14106544,,0.002,0.001,0.4606,-0.775225292,,0.008,0.007,1.6121,0.477537677,,0.053,0.052,11.9756,2.482871246,,0.012,0.011,5.0666,1.622669981,,0,-0.001,-0.2303,#NUM!,,-0.002,-0.003,-1.3818,#NUM!,,-0.002,-0.003,-0.6909,#NUM!,,-0.004,-0.005,-2.303,#NUM!,,0.051,0.05,11.515,2.443650533,,0.009,0.008,3.6848,1.30421625,
604,0,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.053,0.053,12.2059,2.501919441,,0.011,0.011,5.0666,1.622669981,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.002,-0.002,-0.4606,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.051,0.051,11.7453,2.463453161,,0.008,0.008,3.6848,1.30421625,
605,0,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.053,0.053,12.2059,2.501919441,,0.011,0.011,5.0666,1.622669981,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.051,0.051,11.7453,2.463453161,,0.008,0.008,3.6848,1.30421625,
606,0.001,0.011,0.01,2.303,0.834212621,,0.006,0.005,1.1515,0.14106544,,0.002,0.001,0.4606,-0.775225292,,0.008,0.007,1.6121,0.477537677,,0.053,0.052,11.9756,2.482871246,,0.011,0.01,4.606,1.527359801,,0,-0.001,-0.2303,#NUM!,,-0.002,-0.003,-1.3818,#NUM!,,-0.002,-0.003,-0.6909,#NUM!,,-0.004,-0.005,-2.303,#NUM!,,0.051,0.05,11.515,2.443650533,,0.008,0.007,3.2242,1.170684857,
607,0.001,0.011,0.01,2.303,0.834212621,,0.006,0.005,1.1515,0.14106544,,0.002,0.001,0.4606,-0.775225292,,0.008,0.007,1.6121,0.477537677,,0.053,0.052,11.9756,2.482871246,,0.011,0.01,4.606,1.527359801,,0,-0.001,-0.2303,#NUM!,,-0.002,-0.003,-1.3818,#NUM!,,-0.002,-0.003,-0.6909,#NUM!,,-0.004,-0.005,-2.303,#NUM!,,0.05,0.049,11.2847,2.423447826,,0.009,0.008,3.6848,1.30421625,
608,0,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.052,0.052,11.9756,2.482871246,,0.011,0.011,5.0666,1.622669981,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.05,0.05,11.515,2.443650533,,0.008,0.008,3.6848,1.30421625,
609,0,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.052,0.052,11.9756,2.482871246,,0.011,0.011,5.0666,1.622669981,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.05,0.05,11.515,2.443650533,,0.008,0.008,3.6848,1.30421625,
610,0,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.052,0.052,11.9756,2.482871246,,0.011,0.011,5.0666,1.622669981,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.05,0.05,11.515,2.443650533,,0.008,0.008,3.6848,1.30421625,
611,0.001,0.011,0.01,2.303,0.834212621,,0.006,0.005,1.1515,0.14106544,,0.002,0.001,0.4606,-0.775225292,,0.008,0.007,1.6121,0.477537677,,0.052,0.051,11.7453,2.463453161,,0.011,0.01,4.606,1.527359801,,0,-0.001,-0.2303,#NUM!,,-0.002,-0.003,-1.3818,#NUM!,,-0.002,-0.003,-0.6909,#NUM!,,-0.004,-0.005,-2.303,#NUM!,,0.05,0.049,11.2847,2.423447826,,0.008,0.007,3.2242,1.170684857,
612,0.001,0.011,0.01,2.303,0.834212621,,0.006,0.005,1.1515,0.14106544,,0.002,0.001,0.4606,-0.775225292,,0.008,0.007,1.6121,0.477537677,,0.052,0.051,11.7453,2.463453161,,0.011,0.01,4.606,1.527359801,,0,-0.001,-0.2303,#NUM!,,-0.002,-0.003,-1.3818,#NUM!,,-0.003,-0.004,-0.9212,#NUM!,,-0.004,-0.005,-2.303,#NUM!,,0.05,0.049,11.2847,2.423447826,,0.008,0.007,3.2242,1.170684857,
613,0.001,0.011,0.01,2.303,0.834212621,,0.006,0.005,1.1515,0.14106544,,0.002,0.001,0.4606,-0.775225292,,0.008,0.007,1.6121,0.477537677,,0.052,0.051,11.7453,2.463453161,,0.011,0.01,4.606,1.527359801,,0,-0.001,-0.2303,#NUM!,,-0.002,-0.003,-1.3818,#NUM!,,-0.003,-0.004,-0.9212,#NUM!,,-0.004,-0.005,-2.303,#NUM!,,0.05,0.049,11.2847,2.423447826,,0.008,0.007,3.2242,1.170684857,
614,0.001,0.011,0.01,2.303,0.834212621,,0.006,0.005,1.1515,0.14106544,,0.002,0.001,0.4606,-0.775225292,,0.008,0.007,1.6121,0.477537677,,0.052,0.051,11.7453,2.463453161,,0.011,0.01,4.606,1.527359801,,0,-0.001,-0.2303,#NUM!,,-0.002,-0.003,-1.3818,#NUM!,,-0.003,-0.004,-0.9212,#NUM!,,-0.004,-0.005,-2.303,#NUM!,,0.05,0.049,11.2847,2.423447826,,0.008,0.007,3.2242,1.170684857,
615,0.001,0.011,0.01,2.303,0.834212621,,0.006,0.005,1.1515,0.14106544,,0.002,0.001,0.4606,-0.775225292,,0.008,0.007,1.6121,0.477537677,,0.052,0.051,11.7453,2.463453161,,0.011,0.01,4.606,1.527359801,,0,-0.001,-0.2303,#NUM!,,-0.002,-0.003,-1.3818,#NUM!,,-0.003,-0.004,-0.9212,#NUM!,,-0.004,-0.005,-2.303,#NUM!,,0.05,0.049,11.2847,2.423447826,,0.008,0.007,3.2242,1.170684857,
616,0.001,0.011,0.01,2.303,0.834212621,,0.006,0.005,1.1515,0.14106544,,0.002,0.001,0.4606,-0.775225292,,0.008,0.007,1.6121,0.477537677,,0.052,0.051,11.7453,2.463453161,,0.011,0.01,4.606,1.527359801,,0,-0.001,-0.2303,#NUM!,,-0.002,-0.003,-1.3818,#NUM!,,-0.003,-0.004,-0.9212,#NUM!,,-0.004,-0.005,-2.303,#NUM!,,0.049,0.048,11.0544,2.402828539,,0.008,0.007,3.2242,1.170684857,
617,0.001,0.011,0.01,2.303,0.834212621,,0.006,0.005,1.1515,0.14106544,,0.002,0.001,0.4606,-0.775225292,,0.008,0.007,1.6121,0.477537677,,0.052,0.051,11.7453,2.463453161,,0.011,0.01,4.606,1.527359801,,0,-0.001,-0.2303,#NUM!,,-0.002,-0.003,-1.3818,#NUM!,,-0.003,-0.004,-0.9212,#NUM!,,-0.004,-0.005,-2.303,#NUM!,,0.049,0.048,11.0544,2.402828539,,0.008,0.007,3.2242,1.170684857,
618,0.001,0.011,0.01,2.303,0.834212621,,0.006,0.005,1.1515,0.14106544,,0.002,0.001,0.4606,-0.775225292,,0.008,0.007,1.6121,0.477537677,,0.052,0.051,11.7453,2.463453161,,0.011,0.01,4.606,1.527359801,,0,-0.001,-0.2303,#NUM!,,-0.002,-0.003,-1.3818,#NUM!,,-0.003,-0.004,-0.9212,#NUM!,,-0.004,-0.005,-2.303,#NUM!,,0.05,0.049,11.2847,2.423447826,,0.008,0.007,3.2242,1.170684857,
619,0.001,0.011,0.01,2.303,0.834212621,,0.006,0.005,1.1515,0.14106544,,0.002,0.001,0.4606,-0.775225292,,0.008,0.007,1.6121,0.477537677,,0.052,0.051,11.7453,2.463453161,,0.011,0.01,4.606,1.527359801,,0,-0.001,-0.2303,#NUM!,,-0.002,-0.003,-1.3818,#NUM!,,-0.003,-0.004,-0.9212,#NUM!,,-0.004,-0.005,-2.303,#NUM!,,0.049,0.048,11.0544,2.402828539,,0.008,0.007,3.2242,1.170684857,
620,0,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.051,0.051,11.7453,2.463453161,,0.011,0.011,5.0666,1.622669981,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.049,0.049,11.2847,2.423447826,,0.008,0.008,3.6848,1.30421625,
621,0.001,0.011,0.01,2.303,0.834212621,,0.006,0.005,1.1515,0.14106544,,0.002,0.001,0.4606,-0.775225292,,0.008,0.007,1.6121,0.477537677,,0.051,0.05,11.515,2.443650533,,0.011,0.01,4.606,1.527359801,,0,-0.001,-0.2303,#NUM!,,-0.002,-0.003,-1.3818,#NUM!,,-0.003,-0.004,-0.9212,#NUM!,,-0.004,-0.005,-2.303,#NUM!,,0.049,0.048,11.0544,2.402828539,,0.008,0.007,3.2242,1.170684857,
622,0.001,0.011,0.01,2.303,0.834212621,,0.006,0.005,1.1515,0.14106544,,0.002,0.001,0.4606,-0.775225292,,0.008,0.007,1.6121,0.477537677,,0.051,0.05,11.515,2.443650533,,0.011,0.01,4.606,1.527359801,,0,-0.001,-0.2303,#NUM!,,-0.002,-0.003,-1.3818,#NUM!,,-0.003,-0.004,-0.9212,#NUM!,,-0.004,-0.005,-2.303,#NUM!,,0.049,0.048,11.0544,2.402828539,,0.008,0.007,3.2242,1.170684857,
623,0.001,0.011,0.01,2.303,0.834212621,,0.006,0.005,1.1515,0.14106544,,0.002,0.001,0.4606,-0.775225292,,0.008,0.007,1.6121,0.477537677,,0.051,0.05,11.515,2.443650533,,0.011,0.01,4.606,1.527359801,,0,-0.001,-0.2303,#NUM!,,-0.002,-0.003,-1.3818,#NUM!,,-0.003,-0.004,-0.9212,#NUM!,,-0.004,-0.005,-2.303,#NUM!,,0.049,0.048,11.0544,2.402828539,,0.008,0.007,3.2242,1.170684857,
624,0.001,0.011,0.01,2.303,0.834212621,,0.006,0.005,1.1515,0.14106544,,0.002,0.001,0.4606,-0.775225292,,0.008,0.007,1.6121,0.477537677,,0.051,0.05,11.515,2.443650533,,0.011,0.01,4.606,1.527359801,,0,-0.001,-0.2303,#NUM!,,-0.002,-0.003,-1.3818,#NUM!,,-0.003,-0.004,-0.9212,#NUM!,,-0.004,-0.005,-2.303,#NUM!,,0.049,0.048,11.0544,2.402828539,,0.008,0.007,3.2242,1.170684857,
625,0.001,0.011,0.01,2.303,0.834212621,,0.006,0.005,1.1515,0.14106544,,0.002,0.001,0.4606,-0.775225292,,0.008,0.007,1.6121,0.477537677,,0.051,0.05,11.515,2.443650533,,0.011,0.01,4.606,1.527359801,,0,-0.001,-0.2303,#NUM!,,-0.002,-0.003,-1.3818,#NUM!,,-0.003,-0.004,-0.9212,#NUM!,,-0.004,-0.005,-2.303,#NUM!,,0.049,0.048,11.0544,2.402828539,,0.008,0.007,3.2242,1.170684857,
626,0,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.051,0.051,11.7453,2.463453161,,0.011,0.011,5.0666,1.622669981,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.049,0.049,11.2847,2.423447826,,0.008,0.008,3.6848,1.30421625,
627,0,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.051,0.051,11.7453,2.463453161,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.049,0.049,11.2847,2.423447826,,0.008,0.008,3.6848,1.30421625,
628,0,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.051,0.051,11.7453,2.463453161,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.049,0.049,11.2847,2.423447826,,0.008,0.008,3.6848,1.30421625,
629,0,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.051,0.051,11.7453,2.463453161,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.049,0.049,11.2847,2.423447826,,0.008,0.008,3.6848,1.30421625,
630,0.001,0.011,0.01,2.303,0.834212621,,0.006,0.005,1.1515,0.14106544,,0.002,0.001,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.051,0.05,11.515,2.443650533,,0.01,0.009,4.1454,1.421999286,,0,-0.001,-0.2303,#NUM!,,-0.002,-0.003,-1.3818,#NUM!,,-0.003,-0.004,-0.9212,#NUM!,,-0.004,-0.005,-2.303,#NUM!,,0.049,0.048,11.0544,2.402828539,,0.008,0.007,3.2242,1.170684857,
631,0.001,0.011,0.01,2.303,0.834212621,,0.006,0.005,1.1515,0.14106544,,0.002,0.001,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.051,0.05,11.515,2.443650533,,0.01,0.009,4.1454,1.421999286,,0,-0.001,-0.2303,#NUM!,,-0.002,-0.003,-1.3818,#NUM!,,-0.003,-0.004,-0.9212,#NUM!,,-0.004,-0.005,-2.303,#NUM!,,0.049,0.048,11.0544,2.402828539,,0.008,0.007,3.2242,1.170684857,
632,0,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.051,0.051,11.7453,2.463453161,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.048,0.048,11.0544,2.402828539,,0.008,0.008,3.6848,1.30421625,
633,0,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.05,0.05,11.515,2.443650533,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.048,0.048,11.0544,2.402828539,,0.008,0.008,3.6848,1.30421625,
634,0,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.05,0.05,11.515,2.443650533,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.048,0.048,11.0544,2.402828539,,0.008,0.008,3.6848,1.30421625,
635,0,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.05,0.05,11.515,2.443650533,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.048,0.048,11.0544,2.402828539,,0.008,0.008,3.6848,1.30421625,
636,0,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.05,0.05,11.515,2.443650533,,0.01,0.01,4.606,1.527359801,,-0.001,-0.001,-0.2303,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.048,0.048,11.0544,2.402828539,,0.008,0.008,3.6848,1.30421625,
637,0,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.05,0.05,11.515,2.443650533,,0.01,0.01,4.606,1.527359801,,-0.001,-0.001,-0.2303,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.048,0.048,11.0544,2.402828539,,0.008,0.008,3.6848,1.30421625,
638,0,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.05,0.05,11.515,2.443650533,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.048,0.048,11.0544,2.402828539,,0.007,0.007,3.2242,1.170684857,
639,0,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.05,0.05,11.515,2.443650533,,0.01,0.01,4.606,1.527359801,,-0.001,-0.001,-0.2303,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.048,0.048,11.0544,2.402828539,,0.007,0.007,3.2242,1.170684857,
640,0,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.05,0.05,11.515,2.443650533,,0.01,0.01,4.606,1.527359801,,-0.001,-0.001,-0.2303,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.048,0.048,11.0544,2.402828539,,0.007,0.007,3.2242,1.170684857,
641,0,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.049,0.049,11.2847,2.423447826,,0.01,0.01,4.606,1.527359801,,-0.001,-0.001,-0.2303,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.048,0.048,11.0544,2.402828539,,0.007,0.007,3.2242,1.170684857,
