,Blank,F2Sep19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F2Sep19_5mR1_dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F2Sep19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F2Sep19_SurfR2_dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Sep19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Sep19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_5R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Sep19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_9R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F27Sep19_9R1,A(CDOM),a(CDOM),ln(a),Sr,F27Sep19_9R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
230,0.005,0.095,0.09,20.727,3.031437198,,0.057,0.052,23.9512,3.176018427,,0.134,0.129,29.7087,3.391439932,,0.065,0.06,27.636,3.319119271,,0.125,0.12,27.636,3.319119271,,0.064,0.059,27.1754,3.302312152,,0.254,0.249,57.3447,4.049080424,,0.065,0.06,27.636,3.319119271,,0.037,0.032,7.3696,1.997363431,,0.018,0.013,5.9878,1.789724066,,0.067,0.062,14.2786,2.658761913,,0.032,0.027,12.4362,2.520611574,
231,0.005,0.094,0.089,20.4967,3.020263898,,0.056,0.051,23.4906,3.156600341,,0.131,0.126,29.0178,3.367909435,,0.064,0.059,27.1754,3.302312152,,0.123,0.118,27.1754,3.302312152,,0.063,0.058,26.7148,3.285217719,,0.252,0.247,56.8841,4.041015864,,0.064,0.059,27.1754,3.302312152,,0.036,0.031,7.1393,1.965614732,,0.018,0.013,5.9878,1.789724066,,0.066,0.061,14.0483,2.642501392,,0.032,0.027,12.4362,2.520611574,
232,0.004,0.093,0.089,20.4967,3.020263898,,0.056,0.052,23.9512,3.176018427,,0.129,0.125,28.7875,3.359941265,,0.063,0.059,27.1754,3.302312152,,0.12,0.116,26.7148,3.285217719,,0.062,0.058,26.7148,3.285217719,,0.25,0.246,56.6538,4.036959064,,0.064,0.06,27.636,3.319119271,,0.035,0.031,7.1393,1.965614732,,0.017,0.013,5.9878,1.789724066,,0.065,0.061,14.0483,2.642501392,,0.031,0.027,12.4362,2.520611574,
233,0.004,0.092,0.088,20.2664,3.008964342,,0.055,0.051,23.4906,3.156600341,,0.126,0.122,28.0966,3.335648573,,0.061,0.057,26.2542,3.267825976,,0.118,0.114,26.2542,3.267825976,,0.06,0.056,25.7936,3.250126399,,0.249,0.245,56.4235,4.032885738,,0.063,0.059,27.1754,3.302312152,,0.035,0.031,7.1393,1.965614732,,0.017,0.013,5.9878,1.789724066,,0.064,0.06,13.818,2.62597209,,0.031,0.027,12.4362,2.520611574,
234,0.004,0.09,0.086,19.8058,2.985974824,,0.055,0.051,23.4906,3.156600341,,0.124,0.12,27.636,3.319119271,,0.06,0.056,25.7936,3.250126399,,0.116,0.112,25.7936,3.250126399,,0.059,0.055,25.333,3.232107894,,0.247,0.243,55.9629,4.024688971,,0.063,0.059,27.1754,3.302312152,,0.034,0.03,6.909,1.93282491,,0.017,0.013,5.9878,1.789724066,,0.064,0.06,13.818,2.62597209,,0.03,0.026,11.9756,2.482871246,
235,0.004,0.089,0.085,19.5755,2.974278784,,0.054,0.05,23.03,3.136797714,,0.122,0.118,27.1754,3.302312152,,0.059,0.055,25.333,3.232107894,,0.114,0.11,25.333,3.232107894,,0.058,0.054,24.8724,3.213758755,,0.246,0.242,55.7326,4.020565254,,0.062,0.058,26.7148,3.285217719,,0.033,0.029,6.6787,1.898923358,,0.016,0.012,5.5272,1.709681358,,0.063,0.059,13.5877,2.609164972,,0.03,0.026,11.9756,2.482871246,
236,0.004,0.088,0.084,19.3452,2.962444327,,0.054,0.05,23.03,3.136797714,,0.12,0.116,26.7148,3.285217719,,0.058,0.054,24.8724,3.213758755,,0.112,0.108,24.8724,3.213758755,,0.057,0.053,24.4118,3.195066622,,0.245,0.241,55.5023,4.016424461,,0.062,0.058,26.7148,3.285217719,,0.033,0.029,6.6787,1.898923358,,0.016,0.012,5.5272,1.709681358,,0.062,0.058,13.3574,2.592070538,,0.029,0.025,11.515,2.443650533,
237,0.003,0.087,0.084,19.3452,2.962444327,,0.053,0.05,23.03,3.136797714,,0.118,0.115,26.4845,3.276559656,,0.057,0.054,24.8724,3.213758755,,0.11,0.107,24.6421,3.204456362,,0.056,0.053,24.4118,3.195066622,,0.243,0.24,55.272,4.012266451,,0.061,0.058,26.7148,3.285217719,,0.032,0.029,6.6787,1.898923358,,0.015,0.012,5.5272,1.709681358,,0.061,0.058,13.3574,2.592070538,,0.029,0.026,11.9756,2.482871246,
238,0.003,0.086,0.083,19.1149,2.950468136,,0.053,0.05,23.03,3.136797714,,0.116,0.113,26.0239,3.259015347,,0.056,0.053,24.4118,3.195066622,,0.108,0.105,24.1815,3.185587878,,0.055,0.052,23.9512,3.176018427,,0.242,0.239,55.0417,4.00809108,,0.061,0.058,26.7148,3.285217719,,0.032,0.029,6.6787,1.898923358,,0.015,0.012,5.5272,1.709681358,,0.061,0.058,13.3574,2.592070538,,0.029,0.026,11.9756,2.482871246,
239,0.003,0.086,0.083,19.1149,2.950468136,,0.052,0.049,22.5694,3.116595007,,0.115,0.112,25.7936,3.250126399,,0.055,0.052,23.9512,3.176018427,,0.107,0.104,23.9512,3.176018427,,0.055,0.052,23.9512,3.176018427,,0.241,0.238,54.8114,4.003898202,,0.061,0.058,26.7148,3.285217719,,0.032,0.029,6.6787,1.898923358,,0.015,0.012,5.5272,1.709681358,,0.06,0.057,13.1271,2.574678796,,0.028,0.025,11.515,2.443650533,
240,0.003,0.085,0.082,18.8846,2.938346775,,0.052,0.049,22.5694,3.116595007,,0.113,0.11,25.333,3.232107894,,0.054,0.051,23.4906,3.156600341,,0.106,0.103,23.7209,3.166356516,,0.054,0.051,23.4906,3.156600341,,0.241,0.238,54.8114,4.003898202,,0.06,0.057,26.2542,3.267825976,,0.031,0.028,6.4484,1.863832038,,0.015,0.012,5.5272,1.709681358,,0.06,0.057,13.1271,2.574678796,,0.028,0.025,11.515,2.443650533,
241,0.003,0.084,0.081,18.6543,2.926076683,,0.051,0.048,22.1088,3.095975719,,0.112,0.109,25.1027,3.22297541,,0.053,0.05,23.03,3.136797714,,0.105,0.102,23.4906,3.156600341,,0.053,0.05,23.03,3.136797714,,0.24,0.237,54.5811,3.999687669,,0.06,0.057,26.2542,3.267825976,,0.031,0.028,6.4484,1.863832038,,0.015,0.012,5.5272,1.709681358,,0.059,0.056,12.8968,2.556979219,,0.028,0.025,11.515,2.443650533,
242,0.003,0.084,0.081,18.6543,2.926076683,,0.051,0.048,22.1088,3.095975719,,0.111,0.108,24.8724,3.213758755,,0.053,0.05,23.03,3.136797714,,0.104,0.101,23.2603,3.146748045,,0.052,0.049,22.5694,3.116595007,,0.239,0.236,54.3508,3.995459333,,0.06,0.057,26.2542,3.267825976,,0.031,0.028,6.4484,1.863832038,,0.014,0.011,5.0666,1.622669981,,0.059,0.056,12.8968,2.556979219,,0.028,0.025,11.515,2.443650533,
243,0.003,0.083,0.08,18.424,2.913654163,,0.051,0.048,22.1088,3.095975719,,0.109,0.106,24.4118,3.195066622,,0.052,0.049,22.5694,3.116595007,,0.102,0.099,22.7997,3.126747378,,0.052,0.049,22.5694,3.116595007,,0.238,0.235,54.1205,3.991213042,,0.06,0.057,26.2542,3.267825976,,0.03,0.027,6.2181,1.827464394,,0.014,0.011,5.0666,1.622669981,,0.059,0.056,12.8968,2.556979219,,0.027,0.024,11.0544,2.402828539,
244,0.003,0.083,0.08,18.424,2.913654163,,0.051,0.048,22.1088,3.095975719,,0.109,0.106,24.4118,3.195066622,,0.052,0.049,22.5694,3.116595007,,0.102,0.099,22.7997,3.126747378,,0.052,0.049,22.5694,3.116595007,,0.238,0.235,54.1205,3.991213042,,0.059,0.056,25.7936,3.250126399,,0.03,0.027,6.2181,1.827464394,,0.014,0.011,5.0666,1.622669981,,0.058,0.055,12.6665,2.538960713,,0.027,0.024,11.0544,2.402828539,
245,0.003,0.082,0.079,18.1937,2.90107538,,0.05,0.047,21.6482,3.07492231,,0.108,0.105,24.1815,3.185587878,,0.051,0.048,22.1088,3.095975719,,0.101,0.098,22.5694,3.116595007,,0.051,0.048,22.1088,3.095975719,,0.237,0.234,53.8902,3.986948643,,0.059,0.056,25.7936,3.250126399,,0.03,0.027,6.2181,1.827464394,,0.014,0.011,5.0666,1.622669981,,0.058,0.055,12.6665,2.538960713,,0.027,0.024,11.0544,2.402828539,
246,0.003,0.082,0.079,18.1937,2.90107538,,0.05,0.047,21.6482,3.07492231,,0.107,0.104,23.9512,3.176018427,,0.051,0.048,22.1088,3.095975719,,0.1,0.097,22.3391,3.106338506,,0.051,0.048,22.1088,3.095975719,,0.237,0.234,53.8902,3.986948643,,0.059,0.056,25.7936,3.250126399,,0.029,0.026,5.9878,1.789724066,,0.014,0.011,5.0666,1.622669981,,0.058,0.055,12.6665,2.538960713,,0.027,0.024,11.0544,2.402828539,
247,0.003,0.081,0.078,17.9634,2.888336355,,0.05,0.047,21.6482,3.07492231,,0.105,0.102,23.4906,3.156600341,,0.05,0.047,21.6482,3.07492231,,0.099,0.096,22.1088,3.095975719,,0.05,0.047,21.6482,3.07492231,,0.236,0.233,53.6599,3.982665981,,0.059,0.056,25.7936,3.250126399,,0.029,0.026,5.9878,1.789724066,,0.014,0.011,5.0666,1.622669981,,0.057,0.054,12.4362,2.520611574,,0.027,0.024,11.0544,2.402828539,
248,0.003,0.081,0.078,17.9634,2.888336355,,0.049,0.046,21.1876,3.053416105,,0.104,0.101,23.2603,3.146748045,,0.05,0.047,21.6482,3.07492231,,0.098,0.095,21.8785,3.085504419,,0.05,0.047,21.6482,3.07492231,,0.236,0.233,53.6599,3.982665981,,0.059,0.056,25.7936,3.250126399,,0.029,0.026,5.9878,1.789724066,,0.014,0.011,5.0666,1.622669981,,0.057,0.054,12.4362,2.520611574,,0.027,0.024,11.0544,2.402828539,
249,0.003,0.081,0.078,17.9634,2.888336355,,0.049,0.046,21.1876,3.053416105,,0.104,0.101,23.2603,3.146748045,,0.049,0.046,21.1876,3.053416105,,0.097,0.094,21.6482,3.07492231,,0.05,0.047,21.6482,3.07492231,,0.235,0.232,53.4296,3.9783649,,0.059,0.056,25.7936,3.250126399,,0.029,0.026,5.9878,1.789724066,,0.014,0.011,5.0666,1.622669981,,0.057,0.054,12.4362,2.520611574,,0.026,0.023,10.5938,2.360268924,
250,0.003,0.08,0.077,17.7331,2.87543295,,0.049,0.046,21.1876,3.053416105,,0.103,0.1,23.03,3.136797714,,0.049,0.046,21.1876,3.053416105,,0.097,0.094,21.6482,3.07492231,,0.049,0.046,21.1876,3.053416105,,0.234,0.231,53.1993,3.974045238,,0.059,0.056,25.7936,3.250126399,,0.029,0.026,5.9878,1.789724066,,0.013,0.01,4.606,1.527359801,,0.056,0.053,12.2059,2.501919441,,0.026,0.023,10.5938,2.360268924,
251,0.003,0.08,0.077,17.7331,2.87543295,,0.049,0.046,21.1876,3.053416105,,0.102,0.099,22.7997,3.126747378,,0.049,0.046,21.1876,3.053416105,,0.096,0.093,21.4179,3.064227021,,0.049,0.046,21.1876,3.053416105,,0.234,0.231,53.1993,3.974045238,,0.059,0.056,25.7936,3.250126399,,0.029,0.026,5.9878,1.789724066,,0.013,0.01,4.606,1.527359801,,0.056,0.053,12.2059,2.501919441,,0.026,0.023,10.5938,2.360268924,
252,0.003,0.08,0.077,17.7331,2.87543295,,0.049,0.046,21.1876,3.053416105,,0.101,0.098,22.5694,3.116595007,,0.048,0.045,20.727,3.031437198,,0.096,0.093,21.4179,3.064227021,,0.049,0.046,21.1876,3.053416105,,0.233,0.23,52.969,3.969706837,,0.058,0.055,25.333,3.232107894,,0.028,0.025,5.7575,1.750503353,,0.013,0.01,4.606,1.527359801,,0.056,0.053,12.2059,2.501919441,,0.026,0.023,10.5938,2.360268924,
253,0.003,0.08,0.077,17.7331,2.87543295,,0.049,0.046,21.1876,3.053416105,,0.101,0.098,22.5694,3.116595007,,0.048,0.045,20.727,3.031437198,,0.095,0.092,21.1876,3.053416105,,0.048,0.045,20.727,3.031437198,,0.233,0.23,52.969,3.969706837,,0.058,0.055,25.333,3.232107894,,0.028,0.025,5.7575,1.750503353,,0.013,0.01,4.606,1.527359801,,0.056,0.053,12.2059,2.501919441,,0.026,0.023,10.5938,2.360268924,
254,0.003,0.079,0.076,17.5028,2.862360868,,0.048,0.045,20.727,3.031437198,,0.1,0.097,22.3391,3.106338506,,0.048,0.045,20.727,3.031437198,,0.094,0.091,20.9573,3.042487034,,0.048,0.045,20.727,3.031437198,,0.232,0.229,52.7387,3.965349531,,0.058,0.055,25.333,3.232107894,,0.028,0.025,5.7575,1.750503353,,0.013,0.01,4.606,1.527359801,,0.055,0.052,11.9756,2.482871246,,0.026,0.023,10.5938,2.360268924,
255,0.003,0.079,0.076,17.5028,2.862360868,,0.048,0.045,20.727,3.031437198,,0.099,0.096,22.1088,3.095975719,,0.047,0.044,20.2664,3.008964342,,0.094,0.091,20.9573,3.042487034,,0.048,0.045,20.727,3.031437198,,0.231,0.228,52.5084,3.960973157,,0.058,0.055,25.333,3.232107894,,0.028,0.025,5.7575,1.750503353,,0.013,0.01,4.606,1.527359801,,0.055,0.052,11.9756,2.482871246,,0.025,0.022,10.1332,2.315817162,
256,0.003,0.079,0.076,17.5028,2.862360868,,0.048,0.045,20.727,3.031437198,,0.098,0.095,21.8785,3.085504419,,0.047,0.044,20.2664,3.008964342,,0.093,0.09,20.727,3.031437198,,0.047,0.044,20.2664,3.008964342,,0.231,0.228,52.5084,3.960973157,,0.058,0.055,25.333,3.232107894,,0.028,0.025,5.7575,1.750503353,,0.013,0.01,4.606,1.527359801,,0.055,0.052,11.9756,2.482871246,,0.025,0.022,10.1332,2.315817162,
257,0.003,0.079,0.076,17.5028,2.862360868,,0.048,0.045,20.727,3.031437198,,0.097,0.094,21.6482,3.07492231,,0.047,0.044,20.2664,3.008964342,,0.093,0.09,20.727,3.031437198,,0.047,0.044,20.2664,3.008964342,,0.23,0.227,52.2781,3.956577545,,0.057,0.054,24.8724,3.213758755,,0.027,0.024,5.5272,1.709681358,,0.013,0.01,4.606,1.527359801,,0.055,0.052,11.9756,2.482871246,,0.025,0.022,10.1332,2.315817162,
258,0.003,0.078,0.075,17.2725,2.849115641,,0.048,0.045,20.727,3.031437198,,0.097,0.094,21.6482,3.07492231,,0.046,0.043,19.8058,2.985974824,,0.092,0.089,20.4967,3.020263898,,0.047,0.044,20.2664,3.008964342,,0.23,0.227,52.2781,3.956577545,,0.057,0.054,24.8724,3.213758755,,0.027,0.024,5.5272,1.709681358,,0.013,0.01,4.606,1.527359801,,0.054,0.051,11.7453,2.463453161,,0.025,0.022,10.1332,2.315817162,
259,0.003,0.078,0.075,17.2725,2.849115641,,0.048,0.045,20.727,3.031437198,,0.096,0.093,21.4179,3.064227021,,0.046,0.043,19.8058,2.985974824,,0.092,0.089,20.4967,3.020263898,,0.047,0.044,20.2664,3.008964342,,0.229,0.226,52.0478,3.952162527,,0.057,0.054,24.8724,3.213758755,,0.027,0.024,5.5272,1.709681358,,0.013,0.01,4.606,1.527359801,,0.054,0.051,11.7453,2.463453161,,0.025,0.022,10.1332,2.315817162,
260,0.003,0.078,0.075,17.2725,2.849115641,,0.048,0.045,20.727,3.031437198,,0.095,0.092,21.1876,3.053416105,,0.045,0.042,19.3452,2.962444327,,0.091,0.088,20.2664,3.008964342,,0.046,0.043,19.8058,2.985974824,,0.228,0.225,51.8175,3.94772793,,0.057,0.054,24.8724,3.213758755,,0.027,0.024,5.5272,1.709681358,,0.013,0.01,4.606,1.527359801,,0.054,0.051,11.7453,2.463453161,,0.025,0.022,10.1332,2.315817162,
261,0.003,0.078,0.075,17.2725,2.849115641,,0.047,0.044,20.2664,3.008964342,,0.095,0.092,21.1876,3.053416105,,0.045,0.042,19.3452,2.962444327,,0.09,0.087,20.0361,2.997535646,,0.046,0.043,19.8058,2.985974824,,0.227,0.224,51.5872,3.94327358,,0.057,0.054,24.8724,3.213758755,,0.027,0.024,5.5272,1.709681358,,0.013,0.01,4.606,1.527359801,,0.054,0.051,11.7453,2.463453161,,0.025,0.022,10.1332,2.315817162,
262,0.003,0.077,0.074,17.0422,2.835692621,,0.047,0.044,20.2664,3.008964342,,0.094,0.091,20.9573,3.042487034,,0.045,0.042,19.3452,2.962444327,,0.09,0.087,20.0361,2.997535646,,0.046,0.043,19.8058,2.985974824,,0.226,0.223,51.3569,3.938799299,,0.057,0.054,24.8724,3.213758755,,0.026,0.023,5.2969,1.667121744,,0.012,0.009,4.1454,1.421999286,,0.053,0.05,11.515,2.443650533,,0.025,0.022,10.1332,2.315817162,
263,0.003,0.077,0.074,17.0422,2.835692621,,0.047,0.044,20.2664,3.008964342,,0.093,0.09,20.727,3.031437198,,0.044,0.041,18.8846,2.938346775,,0.089,0.086,19.8058,2.985974824,,0.045,0.042,19.3452,2.962444327,,0.226,0.223,51.3569,3.938799299,,0.057,0.054,24.8724,3.213758755,,0.026,0.023,5.2969,1.667121744,,0.012,0.009,4.1454,1.421999286,,0.053,0.05,11.515,2.443650533,,0.025,0.022,10.1332,2.315817162,
264,0.003,0.077,0.074,17.0422,2.835692621,,0.047,0.044,20.2664,3.008964342,,0.092,0.089,20.4967,3.020263898,,0.044,0.041,18.8846,2.938346775,,0.088,0.085,19.5755,2.974278784,,0.045,0.042,19.3452,2.962444327,,0.225,0.222,51.1266,3.93430491,,0.056,0.053,24.4118,3.195066622,,0.026,0.023,5.2969,1.667121744,,0.012,0.009,4.1454,1.421999286,,0.053,0.05,11.515,2.443650533,,0.024,0.021,9.6726,2.269297146,
265,0.003,0.076,0.073,16.8119,2.822086969,,0.047,0.044,20.2664,3.008964342,,0.092,0.089,20.4967,3.020263898,,0.044,0.041,18.8846,2.938346775,,0.088,0.085,19.5755,2.974278784,,0.045,0.042,19.3452,2.962444327,,0.224,0.221,50.8963,3.929790229,,0.056,0.053,24.4118,3.195066622,,0.026,0.023,5.2969,1.667121744,,0.012,0.009,4.1454,1.421999286,,0.053,0.05,11.515,2.443650533,,0.024,0.021,9.6726,2.269297146,
266,0.003,0.076,0.073,16.8119,2.822086969,,0.046,0.043,19.8058,2.985974824,,0.091,0.088,20.2664,3.008964342,,0.043,0.04,18.424,2.913654163,,0.087,0.084,19.3452,2.962444327,,0.044,0.041,18.8846,2.938346775,,0.223,0.22,50.666,3.925255074,,0.056,0.053,24.4118,3.195066622,,0.026,0.023,5.2969,1.667121744,,0.012,0.009,4.1454,1.421999286,,0.052,0.049,11.2847,2.423447826,,0.024,0.021,9.6726,2.269297146,
267,0.003,0.076,0.073,16.8119,2.822086969,,0.046,0.043,19.8058,2.985974824,,0.09,0.087,20.0361,2.997535646,,0.043,0.04,18.424,2.913654163,,0.086,0.083,19.1149,2.950468136,,0.044,0.041,18.8846,2.938346775,,0.222,0.219,50.4357,3.920699258,,0.056,0.053,24.4118,3.195066622,,0.025,0.022,5.0666,1.622669981,,0.012,0.009,4.1454,1.421999286,,0.052,0.049,11.2847,2.423447826,,0.024,0.021,9.6726,2.269297146,
268,0.003,0.075,0.072,16.5816,2.808293647,,0.046,0.043,19.8058,2.985974824,,0.089,0.086,19.8058,2.985974824,,0.042,0.039,17.9634,2.888336355,,0.086,0.083,19.1149,2.950468136,,0.044,0.041,18.8846,2.938346775,,0.221,0.218,50.2054,3.916122591,,0.055,0.052,23.9512,3.176018427,,0.025,0.022,5.0666,1.622669981,,0.012,0.009,4.1454,1.421999286,,0.052,0.049,11.2847,2.423447826,,0.024,0.021,9.6726,2.269297146,
269,0.002,0.075,0.073,16.8119,2.822086969,,0.046,0.044,20.2664,3.008964342,,0.088,0.086,19.8058,2.985974824,,0.042,0.04,18.424,2.913654163,,0.085,0.083,19.1149,2.950468136,,0.043,0.041,18.8846,2.938346775,,0.22,0.218,50.2054,3.916122591,,0.055,0.053,24.4118,3.195066622,,0.025,0.023,5.2969,1.667121744,,0.012,0.01,4.606,1.527359801,,0.051,0.049,11.2847,2.423447826,,0.023,0.021,9.6726,2.269297146,
270,0.002,0.074,0.072,16.5816,2.808293647,,0.046,0.044,20.2664,3.008964342,,0.087,0.085,19.5755,2.974278784,,0.041,0.039,17.9634,2.888336355,,0.084,0.082,18.8846,2.938346775,,0.043,0.041,18.8846,2.938346775,,0.219,0.217,49.9751,3.911524881,,0.055,0.053,24.4118,3.195066622,,0.025,0.023,5.2969,1.667121744,,0.012,0.01,4.606,1.527359801,,0.051,0.049,11.2847,2.423447826,,0.023,0.021,9.6726,2.269297146,
271,0.002,0.074,0.072,16.5816,2.808293647,,0.045,0.043,19.8058,2.985974824,,0.087,0.085,19.5755,2.974278784,,0.041,0.039,17.9634,2.888336355,,0.083,0.081,18.6543,2.926076683,,0.042,0.04,18.424,2.913654163,,0.218,0.216,49.7448,3.906905936,,0.054,0.052,23.9512,3.176018427,,0.024,0.022,5.0666,1.622669981,,0.011,0.009,4.1454,1.421999286,,0.051,0.049,11.2847,2.423447826,,0.023,0.021,9.6726,2.269297146,
272,0.002,0.074,0.072,16.5816,2.808293647,,0.045,0.043,19.8058,2.985974824,,0.086,0.084,19.3452,2.962444327,,0.041,0.039,17.9634,2.888336355,,0.083,0.081,18.6543,2.926076683,,0.042,0.04,18.424,2.913654163,,0.217,0.215,49.5145,3.902265556,,0.054,0.052,23.9512,3.176018427,,0.024,0.022,5.0666,1.622669981,,0.012,0.01,4.606,1.527359801,,0.05,0.048,11.0544,2.402828539,,0.023,0.021,9.6726,2.269297146,
273,0.003,0.073,0.07,16.121,2.78012277,,0.045,0.042,19.3452,2.962444327,,0.085,0.082,18.8846,2.938346775,,0.041,0.038,17.5028,2.862360868,,0.082,0.079,18.1937,2.90107538,,0.042,0.039,17.9634,2.888336355,,0.216,0.213,49.0539,3.892919694,,0.054,0.051,23.4906,3.156600341,,0.024,0.021,4.8363,1.576149966,,0.011,0.008,3.6848,1.30421625,,0.05,0.047,10.8241,2.38177513,,0.023,0.02,9.212,2.220506982,
274,0.003,0.073,0.07,16.121,2.78012277,,0.045,0.042,19.3452,2.962444327,,0.084,0.081,18.6543,2.926076683,,0.04,0.037,17.0422,2.835692621,,0.081,0.078,17.9634,2.888336355,,0.041,0.038,17.5028,2.862360868,,0.215,0.212,48.8236,3.888213803,,0.054,0.051,23.4906,3.156600341,,0.024,0.021,4.8363,1.576149966,,0.011,0.008,3.6848,1.30421625,,0.05,0.047,10.8241,2.38177513,,0.023,0.02,9.212,2.220506982,
275,0.002,0.073,0.071,16.3513,2.794307405,,0.045,0.043,19.8058,2.985974824,,0.083,0.081,18.6543,2.926076683,,0.039,0.037,17.0422,2.835692621,,0.08,0.078,17.9634,2.888336355,,0.041,0.039,17.9634,2.888336355,,0.213,0.211,48.5933,3.883485661,,0.053,0.051,23.4906,3.156600341,,0.024,0.022,5.0666,1.622669981,,0.011,0.009,4.1454,1.421999286,,0.049,0.047,10.8241,2.38177513,,0.022,0.02,9.212,2.220506982,
276,0.002,0.072,0.07,16.121,2.78012277,,0.044,0.042,19.3452,2.962444327,,0.082,0.08,18.424,2.913654163,,0.039,0.037,17.0422,2.835692621,,0.079,0.077,17.7331,2.87543295,,0.04,0.038,17.5028,2.862360868,,0.212,0.21,48.363,3.878735059,,0.053,0.051,23.4906,3.156600341,,0.023,0.021,4.8363,1.576149966,,0.011,0.009,4.1454,1.421999286,,0.049,0.047,10.8241,2.38177513,,0.022,0.02,9.212,2.220506982,
277,0.002,0.071,0.069,15.8907,2.765734032,,0.044,0.042,19.3452,2.962444327,,0.081,0.079,18.1937,2.90107538,,0.038,0.036,16.5816,2.808293647,,0.078,0.076,17.5028,2.862360868,,0.04,0.038,17.5028,2.862360868,,0.211,0.209,48.1327,3.87396178,,0.053,0.051,23.4906,3.156600341,,0.023,0.021,4.8363,1.576149966,,0.011,0.009,4.1454,1.421999286,,0.049,0.047,10.8241,2.38177513,,0.022,0.02,9.212,2.220506982,
278,0.002,0.071,0.069,15.8907,2.765734032,,0.044,0.042,19.3452,2.962444327,,0.08,0.078,17.9634,2.888336355,,0.038,0.036,16.5816,2.808293647,,0.078,0.076,17.5028,2.862360868,,0.04,0.038,17.5028,2.862360868,,0.21,0.208,47.9024,3.869165608,,0.053,0.051,23.4906,3.156600341,,0.023,0.021,4.8363,1.576149966,,0.011,0.009,4.1454,1.421999286,,0.048,0.046,10.5938,2.360268924,,0.022,0.02,9.212,2.220506982,
279,0.002,0.07,0.068,15.6604,2.751135233,,0.043,0.041,18.8846,2.938346775,,0.079,0.077,17.7331,2.87543295,,0.037,0.035,16.121,2.78012277,,0.077,0.075,17.2725,2.849115641,,0.039,0.037,17.0422,2.835692621,,0.208,0.206,47.4418,3.859503697,,0.052,0.05,23.03,3.136797714,,0.022,0.02,4.606,1.527359801,,0.01,0.008,3.6848,1.30421625,,0.048,0.046,10.5938,2.360268924,,0.022,0.02,9.212,2.220506982,
280,0.002,0.07,0.068,15.6604,2.751135233,,0.043,0.041,18.8846,2.938346775,,0.078,0.076,17.5028,2.862360868,,0.037,0.035,16.121,2.78012277,,0.076,0.074,17.0422,2.835692621,,0.039,0.037,17.0422,2.835692621,,0.207,0.205,47.2115,3.854637507,,0.052,0.05,23.03,3.136797714,,0.022,0.02,4.606,1.527359801,,0.01,0.008,3.6848,1.30421625,,0.048,0.046,10.5938,2.360268924,,0.021,0.019,8.7514,2.169213688,
281,0.002,0.069,0.067,15.4301,2.736320147,,0.043,0.041,18.8846,2.938346775,,0.077,0.075,17.2725,2.849115641,,0.036,0.034,15.6604,2.751135233,,0.075,0.073,16.8119,2.822086969,,0.038,0.036,16.5816,2.808293647,,0.205,0.203,46.7509,3.844833507,,0.052,0.05,23.03,3.136797714,,0.022,0.02,4.606,1.527359801,,0.01,0.008,3.6848,1.30421625,,0.047,0.045,10.3635,2.338290018,,0.021,0.019,8.7514,2.169213688,
282,0.002,0.069,0.067,15.4301,2.736320147,,0.042,0.04,18.424,2.913654163,,0.076,0.074,17.0422,2.835692621,,0.036,0.034,15.6604,2.751135233,,0.074,0.072,16.5816,2.808293647,,0.038,0.036,16.5816,2.808293647,,0.204,0.202,46.5206,3.839895225,,0.051,0.049,22.5694,3.116595007,,0.022,0.02,4.606,1.527359801,,0.01,0.008,3.6848,1.30421625,,0.047,0.045,10.3635,2.338290018,,0.021,0.019,8.7514,2.169213688,
283,0.002,0.068,0.066,15.1998,2.72128227,,0.042,0.04,18.424,2.913654163,,0.075,0.073,16.8119,2.822086969,,0.035,0.033,15.1998,2.72128227,,0.073,0.071,16.3513,2.794307405,,0.037,0.035,16.121,2.78012277,,0.202,0.2,46.06,3.829944894,,0.051,0.049,22.5694,3.116595007,,0.022,0.02,4.606,1.527359801,,0.01,0.008,3.6848,1.30421625,,0.047,0.045,10.3635,2.338290018,,0.021,0.019,8.7514,2.169213688,
284,0.002,0.068,0.066,15.1998,2.72128227,,0.042,0.04,18.424,2.913654163,,0.074,0.072,16.5816,2.808293647,,0.035,0.033,15.1998,2.72128227,,0.072,0.07,16.121,2.78012277,,0.037,0.035,16.121,2.78012277,,0.201,0.199,45.8297,3.824932353,,0.051,0.049,22.5694,3.116595007,,0.021,0.019,4.3757,1.476066507,,0.01,0.008,3.6848,1.30421625,,0.046,0.044,10.1332,2.315817162,,0.021,0.019,8.7514,2.169213688,
