,Blank,F3Jun19_INF_R2,A(CDOM),a(CDOM),ln(a),Sr,F3Jun19_WET_R2,A(CDOM),a(CDOM),ln(a),Sr,F3Jun19_WET_R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F6Jun19_9R1,A(CDOM),a(CDOM),ln(a),Sr,F6Jun19_9R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F6Jun19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F6Jun19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F6Jun19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
512,0.001,0.009,0.008,1.8424,0.61106907,,0.019,0.018,4.1454,1.421999286,,0.009,0.008,3.6848,1.30421625,,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,,0.006,0.005,1.1515,0.14106544,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,
513,0.001,0.009,0.008,1.8424,0.61106907,,0.019,0.018,4.1454,1.421999286,,0.009,0.008,3.6848,1.30421625,,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,,0.006,0.005,1.1515,0.14106544,,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,
514,0,0.009,0.009,2.0727,0.728852105,,0.019,0.019,4.3757,1.476066507,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,
515,0.001,0.009,0.008,1.8424,0.61106907,,0.019,0.018,4.1454,1.421999286,,0.009,0.008,3.6848,1.30421625,,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,,0.006,0.005,1.1515,0.14106544,,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,
516,0,0.009,0.009,2.0727,0.728852105,,0.018,0.018,4.1454,1.421999286,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,
517,0,0.009,0.009,2.0727,0.728852105,,0.018,0.018,4.1454,1.421999286,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,
518,0,0.009,0.009,2.0727,0.728852105,,0.018,0.018,4.1454,1.421999286,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,
519,0,0.009,0.009,2.0727,0.728852105,,0.018,0.018,4.1454,1.421999286,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,
520,0,0.009,0.009,2.0727,0.728852105,,0.018,0.018,4.1454,1.421999286,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,
521,0,0.009,0.009,2.0727,0.728852105,,0.018,0.018,4.1454,1.421999286,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,
522,0,0.009,0.009,2.0727,0.728852105,,0.018,0.018,4.1454,1.421999286,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,
523,0,0.009,0.009,2.0727,0.728852105,,0.018,0.018,4.1454,1.421999286,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,
524,0,0.009,0.009,2.0727,0.728852105,,0.018,0.018,4.1454,1.421999286,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,
525,0,0.009,0.009,2.0727,0.728852105,,0.018,0.018,4.1454,1.421999286,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,
526,0.001,0.009,0.008,1.8424,0.61106907,,0.018,0.017,3.9151,1.364840872,,0.009,0.008,3.6848,1.30421625,,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,,0.006,0.005,1.1515,0.14106544,,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,
527,0,0.009,0.009,2.0727,0.728852105,,0.018,0.018,4.1454,1.421999286,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,
528,0,0.009,0.009,2.0727,0.728852105,,0.018,0.018,4.1454,1.421999286,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,
529,0,0.008,0.008,1.8424,0.61106907,,0.018,0.018,4.1454,1.421999286,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,
530,0,0.008,0.008,1.8424,0.61106907,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,
531,0,0.008,0.008,1.8424,0.61106907,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,
532,0,0.008,0.008,1.8424,0.61106907,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,
533,0,0.008,0.008,1.8424,0.61106907,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,
534,0,0.008,0.008,1.8424,0.61106907,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,
535,0.001,0.009,0.008,1.8424,0.61106907,,0.018,0.017,3.9151,1.364840872,,0.009,0.008,3.6848,1.30421625,,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,,0.006,0.005,1.1515,0.14106544,,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,
536,0.001,0.01,0.009,2.0727,0.728852105,,0.019,0.018,4.1454,1.421999286,,0.009,0.008,3.6848,1.30421625,,0.008,0.007,1.6121,0.477537677,,0.005,0.004,1.8424,0.61106907,,0.006,0.005,1.1515,0.14106544,,0.008,0.007,1.6121,0.477537677,,0.005,0.004,1.8424,0.61106907,
537,0.001,0.009,0.008,1.8424,0.61106907,,0.018,0.017,3.9151,1.364840872,,0.009,0.008,3.6848,1.30421625,,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,
538,0,0.008,0.008,1.8424,0.61106907,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,
539,0,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,
540,0,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,
541,0,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,
542,0,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,
543,0,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,
544,0,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,
545,0,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,
546,0,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,
547,0,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,
548,0,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,
549,0.001,0.008,0.007,1.6121,0.477537677,,0.017,0.016,3.6848,1.30421625,,0.008,0.007,3.2242,1.170684857,,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,
550,0,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,
551,0,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,
552,0,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,
553,0,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,
554,0,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,
555,0,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,
556,0,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,
557,0,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,
558,0.001,0.008,0.007,1.6121,0.477537677,,0.017,0.016,3.6848,1.30421625,,0.008,0.007,3.2242,1.170684857,,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,,0.005,0.004,0.9212,-0.082078111,,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,
559,0.001,0.008,0.007,1.6121,0.477537677,,0.017,0.016,3.6848,1.30421625,,0.008,0.007,3.2242,1.170684857,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.005,0.004,0.9212,-0.082078111,,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,
560,0,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,
561,0,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,
562,0.001,0.008,0.007,1.6121,0.477537677,,0.017,0.016,3.6848,1.30421625,,0.008,0.007,3.2242,1.170684857,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.005,0.004,0.9212,-0.082078111,,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,
563,0,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,
564,0,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,
565,0.001,0.008,0.007,1.6121,0.477537677,,0.017,0.016,3.6848,1.30421625,,0.008,0.007,3.2242,1.170684857,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.005,0.004,0.9212,-0.082078111,,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,
566,0,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,
567,0,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,
568,0,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,
569,0,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,
570,0,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,
571,0,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,
572,0,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,
573,0,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,
574,0,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,
575,0,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,
576,0,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,
577,0,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,
578,0,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,
579,0.001,0.008,0.007,1.6121,0.477537677,,0.016,0.015,3.4545,1.239677729,,0.008,0.007,3.2242,1.170684857,,0.006,0.005,1.1515,0.14106544,,0.003,0.002,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.006,0.005,1.1515,0.14106544,,0.004,0.003,1.3818,0.323386997,
580,0,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,
581,0,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,
582,0.001,0.008,0.007,1.6121,0.477537677,,0.016,0.015,3.4545,1.239677729,,0.008,0.007,3.2242,1.170684857,,0.006,0.005,1.1515,0.14106544,,0.003,0.002,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.006,0.005,1.1515,0.14106544,,0.004,0.003,1.3818,0.323386997,
583,0.001,0.008,0.007,1.6121,0.477537677,,0.016,0.015,3.4545,1.239677729,,0.008,0.007,3.2242,1.170684857,,0.006,0.005,1.1515,0.14106544,,0.003,0.002,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.006,0.005,1.1515,0.14106544,,0.004,0.003,1.3818,0.323386997,
584,0,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,
585,0.001,0.008,0.007,1.6121,0.477537677,,0.016,0.015,3.4545,1.239677729,,0.008,0.007,3.2242,1.170684857,,0.006,0.005,1.1515,0.14106544,,0.003,0.002,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.006,0.005,1.1515,0.14106544,,0.004,0.003,1.3818,0.323386997,
586,0,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,
587,0,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,
588,0,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,
589,0.001,0.008,0.007,1.6121,0.477537677,,0.016,0.015,3.4545,1.239677729,,0.008,0.007,3.2242,1.170684857,,0.006,0.005,1.1515,0.14106544,,0.003,0.002,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.006,0.005,1.1515,0.14106544,,0.004,0.003,1.3818,0.323386997,
590,0,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,
591,0,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,
592,0,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,
593,0,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,
