,MilliQ,F27Jun19_01_R2,A(CDOM),a(CDOM),ln(a),Sr,B27Jun19_30_R1,A(CDOM),a(CDOM),ln(a),Sr,B27Jun19_45_R1,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_99_R2,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_101_R2,A(CDOM),a(CDOM),ln(a),Sr,B27Jun19_20_R1,A(CDOM),a(CDOM),ln(a),Sr,B27Jun19_01_R1,A(CDOM),a(CDOM),ln(a),Sr,B27Jun19_100_R1,A(CDOM),a(CDOM),ln(a),Sr
500,-0.001,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.015,0.016,3.6848,1.30421625,
501,-0.001,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.014,0.015,3.4545,1.239677729,
502,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.014,0.014,3.2242,1.170684857,
503,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.014,0.014,3.2242,1.170684857,
504,-0.001,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,,0.014,0.015,3.4545,1.239677729,
505,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.014,0.014,3.2242,1.170684857,
506,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.014,0.014,3.2242,1.170684857,
507,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.014,0.014,3.2242,1.170684857,
508,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.013,0.013,2.9939,1.096576885,
509,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.013,0.013,2.9939,1.096576885,
510,-0.001,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,,0.013,0.014,3.2242,1.170684857,
511,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.013,0.013,2.9939,1.096576885,
512,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.013,0.013,2.9939,1.096576885,
513,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.013,0.013,2.9939,1.096576885,
514,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.013,0.013,2.9939,1.096576885,
515,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.013,0.013,2.9939,1.096576885,
516,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.013,0.013,2.9939,1.096576885,
517,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
518,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.013,0.013,2.9939,1.096576885,
519,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.013,0.013,2.9939,1.096576885,
520,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
521,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
522,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
523,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
524,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
525,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.013,0.013,2.9939,1.096576885,
526,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
527,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
528,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
529,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
530,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
531,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
532,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
533,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
534,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
535,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
536,0,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.013,0.013,2.9939,1.096576885,
537,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.013,0.013,2.9939,1.096576885,
538,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.013,0.013,2.9939,1.096576885,
539,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.013,0.013,2.9939,1.096576885,
540,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.013,0.013,2.9939,1.096576885,
541,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.013,0.013,2.9939,1.096576885,
542,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.013,0.013,2.9939,1.096576885,
543,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.013,0.013,2.9939,1.096576885,
544,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.013,0.013,2.9939,1.096576885,
545,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.013,0.013,2.9939,1.096576885,
546,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.013,0.013,2.9939,1.096576885,
547,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.013,0.013,2.9939,1.096576885,
548,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.013,0.013,2.9939,1.096576885,
549,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
550,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
551,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
552,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
553,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
554,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
555,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
556,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
557,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
558,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
559,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
560,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
561,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
562,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
563,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
564,0,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
565,0,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
566,0,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
567,0,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
568,0,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
569,0,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
570,0,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
571,0,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
572,0,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
573,0,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
574,0,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
575,0,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
576,0,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
577,0,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
578,0,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
579,0,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.012,0.012,2.7636,1.016534178,
