,MilliQ,F30May19_100_R2,A(CDOM),a(CDOM),ln(a),Sr,F29Apr19_01_R1,A(CDOM),a(CDOM),ln(a),Sr,B29Apr19_20_R1,A(CDOM),a(CDOM),ln(a),Sr,F29Aug19_200_R1,A(CDOM),a(CDOM),ln(a),Sr,F19Aug19_Wet_R2,A(CDOM),a(CDOM),ln(a),Sr,B29Apr19_50_R1,A(CDOM),a(CDOM),ln(a),Sr,F30May19_30_R2,A(CDOM),a(CDOM),ln(a),Sr,B30May19_100_R1,A(CDOM),a(CDOM),ln(a),Sr,B29Apr19_30_R2,A(CDOM),a(CDOM),ln(a),Sr,B20May19_30_R1,A(CDOM),a(CDOM),ln(a),Sr,B30May19_50_R2,A(CDOM),a(CDOM),ln(a),Sr,F29Apr19_20_R1,A(CDOM),a(CDOM),ln(a),Sr
414,-0.001,0.005,0.006,1.3818,0.323386997,,0.013,0.014,3.2242,1.170684857,,0.006,0.007,1.6121,0.477537677,,0.023,0.024,5.5272,1.709681358,,0.025,0.026,5.9878,1.789724066,,0.006,0.007,1.6121,0.477537677,,0.007,0.008,1.8424,0.61106907,,0.014,0.015,3.4545,1.239677729,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.006,0.007,1.6121,0.477537677,,0.013,0.014,3.2242,1.170684857,
415,-0.001,0.005,0.006,1.3818,0.323386997,,0.013,0.014,3.2242,1.170684857,,0.006,0.007,1.6121,0.477537677,,0.023,0.024,5.5272,1.709681358,,0.025,0.026,5.9878,1.789724066,,0.006,0.007,1.6121,0.477537677,,0.007,0.008,1.8424,0.61106907,,0.014,0.015,3.4545,1.239677729,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.006,0.007,1.6121,0.477537677,,0.013,0.014,3.2242,1.170684857,
416,-0.001,0.005,0.006,1.3818,0.323386997,,0.013,0.014,3.2242,1.170684857,,0.006,0.007,1.6121,0.477537677,,0.023,0.024,5.5272,1.709681358,,0.025,0.026,5.9878,1.789724066,,0.006,0.007,1.6121,0.477537677,,0.007,0.008,1.8424,0.61106907,,0.014,0.015,3.4545,1.239677729,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.006,0.007,1.6121,0.477537677,,0.013,0.014,3.2242,1.170684857,
417,-0.001,0.005,0.006,1.3818,0.323386997,,0.013,0.014,3.2242,1.170684857,,0.006,0.007,1.6121,0.477537677,,0.023,0.024,5.5272,1.709681358,,0.025,0.026,5.9878,1.789724066,,0.006,0.007,1.6121,0.477537677,,0.007,0.008,1.8424,0.61106907,,0.014,0.015,3.4545,1.239677729,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.006,0.007,1.6121,0.477537677,,0.013,0.014,3.2242,1.170684857,
418,-0.001,0.005,0.006,1.3818,0.323386997,,0.013,0.014,3.2242,1.170684857,,0.006,0.007,1.6121,0.477537677,,0.023,0.024,5.5272,1.709681358,,0.025,0.026,5.9878,1.789724066,,0.005,0.006,1.3818,0.323386997,,0.007,0.008,1.8424,0.61106907,,0.013,0.014,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.005,0.006,1.3818,0.323386997,,0.013,0.014,3.2242,1.170684857,
419,-0.001,0.005,0.006,1.3818,0.323386997,,0.013,0.014,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,,0.022,0.023,5.2969,1.667121744,,0.025,0.026,5.9878,1.789724066,,0.005,0.006,1.3818,0.323386997,,0.007,0.008,1.8424,0.61106907,,0.013,0.014,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,,0.008,0.009,2.0727,0.728852105,,0.005,0.006,1.3818,0.323386997,,0.013,0.014,3.2242,1.170684857,
420,-0.001,0.005,0.006,1.3818,0.323386997,,0.013,0.014,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,,0.022,0.023,5.2969,1.667121744,,0.024,0.025,5.7575,1.750503353,,0.005,0.006,1.3818,0.323386997,,0.007,0.008,1.8424,0.61106907,,0.013,0.014,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.005,0.006,1.3818,0.323386997,,0.013,0.014,3.2242,1.170684857,
421,-0.001,0.005,0.006,1.3818,0.323386997,,0.013,0.014,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,,0.022,0.023,5.2969,1.667121744,,0.024,0.025,5.7575,1.750503353,,0.005,0.006,1.3818,0.323386997,,0.007,0.008,1.8424,0.61106907,,0.013,0.014,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,,0.008,0.009,2.0727,0.728852105,,0.005,0.006,1.3818,0.323386997,,0.013,0.014,3.2242,1.170684857,
422,-0.001,0.005,0.006,1.3818,0.323386997,,0.013,0.014,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,,0.022,0.023,5.2969,1.667121744,,0.024,0.025,5.7575,1.750503353,,0.005,0.006,1.3818,0.323386997,,0.007,0.008,1.8424,0.61106907,,0.013,0.014,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,,0.008,0.009,2.0727,0.728852105,,0.005,0.006,1.3818,0.323386997,,0.013,0.014,3.2242,1.170684857,
423,-0.001,0.005,0.006,1.3818,0.323386997,,0.013,0.014,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,,0.022,0.023,5.2969,1.667121744,,0.024,0.025,5.7575,1.750503353,,0.005,0.006,1.3818,0.323386997,,0.007,0.008,1.8424,0.61106907,,0.013,0.014,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,,0.008,0.009,2.0727,0.728852105,,0.005,0.006,1.3818,0.323386997,,0.013,0.014,3.2242,1.170684857,
424,-0.001,0.005,0.006,1.3818,0.323386997,,0.013,0.014,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,,0.022,0.023,5.2969,1.667121744,,0.024,0.025,5.7575,1.750503353,,0.005,0.006,1.3818,0.323386997,,0.007,0.008,1.8424,0.61106907,,0.013,0.014,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,,0.008,0.009,2.0727,0.728852105,,0.005,0.006,1.3818,0.323386997,,0.013,0.014,3.2242,1.170684857,
425,-0.001,0.005,0.006,1.3818,0.323386997,,0.013,0.014,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,,0.022,0.023,5.2969,1.667121744,,0.024,0.025,5.7575,1.750503353,,0.005,0.006,1.3818,0.323386997,,0.007,0.008,1.8424,0.61106907,,0.013,0.014,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,,0.007,0.008,1.8424,0.61106907,,0.005,0.006,1.3818,0.323386997,,0.013,0.014,3.2242,1.170684857,
426,-0.001,0.005,0.006,1.3818,0.323386997,,0.013,0.014,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,,0.022,0.023,5.2969,1.667121744,,0.024,0.025,5.7575,1.750503353,,0.005,0.006,1.3818,0.323386997,,0.007,0.008,1.8424,0.61106907,,0.013,0.014,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,,0.008,0.009,2.0727,0.728852105,,0.005,0.006,1.3818,0.323386997,,0.013,0.014,3.2242,1.170684857,
427,-0.001,0.005,0.006,1.3818,0.323386997,,0.012,0.013,2.9939,1.096576885,,0.005,0.006,1.3818,0.323386997,,0.021,0.022,5.0666,1.622669981,,0.024,0.025,5.7575,1.750503353,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,,0.013,0.014,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,,0.007,0.008,1.8424,0.61106907,,0.005,0.006,1.3818,0.323386997,,0.013,0.014,3.2242,1.170684857,
428,-0.001,0.005,0.006,1.3818,0.323386997,,0.012,0.013,2.9939,1.096576885,,0.005,0.006,1.3818,0.323386997,,0.021,0.022,5.0666,1.622669981,,0.023,0.024,5.5272,1.709681358,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,,0.013,0.014,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,,0.007,0.008,1.8424,0.61106907,,0.005,0.006,1.3818,0.323386997,,0.013,0.014,3.2242,1.170684857,
429,-0.001,0.005,0.006,1.3818,0.323386997,,0.012,0.013,2.9939,1.096576885,,0.005,0.006,1.3818,0.323386997,,0.021,0.022,5.0666,1.622669981,,0.023,0.024,5.5272,1.709681358,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,,0.013,0.014,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,,0.007,0.008,1.8424,0.61106907,,0.005,0.006,1.3818,0.323386997,,0.013,0.014,3.2242,1.170684857,
430,-0.001,0.005,0.006,1.3818,0.323386997,,0.012,0.013,2.9939,1.096576885,,0.005,0.006,1.3818,0.323386997,,0.021,0.022,5.0666,1.622669981,,0.023,0.024,5.5272,1.709681358,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,,0.013,0.014,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,,0.007,0.008,1.8424,0.61106907,,0.005,0.006,1.3818,0.323386997,,0.012,0.013,2.9939,1.096576885,
431,-0.001,0.005,0.006,1.3818,0.323386997,,0.012,0.013,2.9939,1.096576885,,0.005,0.006,1.3818,0.323386997,,0.021,0.022,5.0666,1.622669981,,0.023,0.024,5.5272,1.709681358,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,,0.013,0.014,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,,0.007,0.008,1.8424,0.61106907,,0.005,0.006,1.3818,0.323386997,,0.012,0.013,2.9939,1.096576885,
432,-0.001,0.005,0.006,1.3818,0.323386997,,0.012,0.013,2.9939,1.096576885,,0.005,0.006,1.3818,0.323386997,,0.021,0.022,5.0666,1.622669981,,0.023,0.024,5.5272,1.709681358,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,,0.013,0.014,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,,0.007,0.008,1.8424,0.61106907,,0.005,0.006,1.3818,0.323386997,,0.012,0.013,2.9939,1.096576885,
433,-0.001,0.005,0.006,1.3818,0.323386997,,0.012,0.013,2.9939,1.096576885,,0.005,0.006,1.3818,0.323386997,,0.021,0.022,5.0666,1.622669981,,0.023,0.024,5.5272,1.709681358,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,,0.013,0.014,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,,0.007,0.008,1.8424,0.61106907,,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,
434,-0.001,0.005,0.006,1.3818,0.323386997,,0.012,0.013,2.9939,1.096576885,,0.005,0.006,1.3818,0.323386997,,0.021,0.022,5.0666,1.622669981,,0.023,0.024,5.5272,1.709681358,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,,0.013,0.014,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,,0.007,0.008,1.8424,0.61106907,,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,
435,-0.001,0.005,0.006,1.3818,0.323386997,,0.012,0.013,2.9939,1.096576885,,0.005,0.006,1.3818,0.323386997,,0.021,0.022,5.0666,1.622669981,,0.023,0.024,5.5272,1.709681358,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,,0.012,0.013,2.9939,1.096576885,,0.004,0.005,1.1515,0.14106544,,0.007,0.008,1.8424,0.61106907,,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,
436,-0.001,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,,0.005,0.006,1.3818,0.323386997,,0.02,0.021,4.8363,1.576149966,,0.022,0.023,5.2969,1.667121744,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,,0.012,0.013,2.9939,1.096576885,,0.004,0.005,1.1515,0.14106544,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,
437,-0.001,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,,0.005,0.006,1.3818,0.323386997,,0.02,0.021,4.8363,1.576149966,,0.022,0.023,5.2969,1.667121744,,0.004,0.005,1.1515,0.14106544,,0.006,0.007,1.6121,0.477537677,,0.012,0.013,2.9939,1.096576885,,0.004,0.005,1.1515,0.14106544,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,
438,-0.001,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,,0.005,0.006,1.3818,0.323386997,,0.02,0.021,4.8363,1.576149966,,0.022,0.023,5.2969,1.667121744,,0.004,0.005,1.1515,0.14106544,,0.006,0.007,1.6121,0.477537677,,0.012,0.013,2.9939,1.096576885,,0.004,0.005,1.1515,0.14106544,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,
439,-0.001,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,,0.005,0.006,1.3818,0.323386997,,0.02,0.021,4.8363,1.576149966,,0.022,0.023,5.2969,1.667121744,,0.004,0.005,1.1515,0.14106544,,0.006,0.007,1.6121,0.477537677,,0.012,0.013,2.9939,1.096576885,,0.004,0.005,1.1515,0.14106544,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,
440,-0.001,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,,0.005,0.006,1.3818,0.323386997,,0.02,0.021,4.8363,1.576149966,,0.022,0.023,5.2969,1.667121744,,0.004,0.005,1.1515,0.14106544,,0.006,0.007,1.6121,0.477537677,,0.012,0.013,2.9939,1.096576885,,0.004,0.005,1.1515,0.14106544,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,
441,-0.001,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,,0.005,0.006,1.3818,0.323386997,,0.02,0.021,4.8363,1.576149966,,0.022,0.023,5.2969,1.667121744,,0.004,0.005,1.1515,0.14106544,,0.006,0.007,1.6121,0.477537677,,0.012,0.013,2.9939,1.096576885,,0.003,0.004,0.9212,-0.082078111,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,
442,-0.001,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,,0.005,0.006,1.3818,0.323386997,,0.02,0.021,4.8363,1.576149966,,0.022,0.023,5.2969,1.667121744,,0.004,0.005,1.1515,0.14106544,,0.006,0.007,1.6121,0.477537677,,0.012,0.013,2.9939,1.096576885,,0.004,0.005,1.1515,0.14106544,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,
443,-0.001,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,,0.005,0.006,1.3818,0.323386997,,0.02,0.021,4.8363,1.576149966,,0.022,0.023,5.2969,1.667121744,,0.004,0.005,1.1515,0.14106544,,0.006,0.007,1.6121,0.477537677,,0.012,0.013,2.9939,1.096576885,,0.004,0.005,1.1515,0.14106544,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,
444,-0.001,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,,0.005,0.006,1.3818,0.323386997,,0.02,0.021,4.8363,1.576149966,,0.021,0.022,5.0666,1.622669981,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.012,0.013,2.9939,1.096576885,,0.003,0.004,0.9212,-0.082078111,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,
445,-0.001,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,,0.004,0.005,1.1515,0.14106544,,0.02,0.021,4.8363,1.576149966,,0.021,0.022,5.0666,1.622669981,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.012,0.013,2.9939,1.096576885,,0.003,0.004,0.9212,-0.082078111,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,
446,-0.001,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,,0.004,0.005,1.1515,0.14106544,,0.02,0.021,4.8363,1.576149966,,0.021,0.022,5.0666,1.622669981,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.012,0.013,2.9939,1.096576885,,0.003,0.004,0.9212,-0.082078111,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,
447,-0.001,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,,0.004,0.005,1.1515,0.14106544,,0.019,0.02,4.606,1.527359801,,0.021,0.022,5.0666,1.622669981,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.012,0.013,2.9939,1.096576885,,0.003,0.004,0.9212,-0.082078111,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,
448,-0.001,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,,0.005,0.006,1.3818,0.323386997,,0.019,0.02,4.606,1.527359801,,0.021,0.022,5.0666,1.622669981,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.012,0.013,2.9939,1.096576885,,0.003,0.004,0.9212,-0.082078111,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,
449,-0.001,0.004,0.005,1.1515,0.14106544,,0.011,0.012,2.7636,1.016534178,,0.004,0.005,1.1515,0.14106544,,0.019,0.02,4.606,1.527359801,,0.021,0.022,5.0666,1.622669981,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.012,0.013,2.9939,1.096576885,,0.003,0.004,0.9212,-0.082078111,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.011,0.012,2.7636,1.016534178,
450,-0.001,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,,0.004,0.005,1.1515,0.14106544,,0.019,0.02,4.606,1.527359801,,0.021,0.022,5.0666,1.622669981,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.012,0.013,2.9939,1.096576885,,0.003,0.004,0.9212,-0.082078111,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.011,0.012,2.7636,1.016534178,
451,-0.001,0.004,0.005,1.1515,0.14106544,,0.011,0.012,2.7636,1.016534178,,0.004,0.005,1.1515,0.14106544,,0.019,0.02,4.606,1.527359801,,0.021,0.022,5.0666,1.622669981,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,0.9212,-0.082078111,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.011,0.012,2.7636,1.016534178,
452,-0.001,0.004,0.005,1.1515,0.14106544,,0.011,0.012,2.7636,1.016534178,,0.004,0.005,1.1515,0.14106544,,0.019,0.02,4.606,1.527359801,,0.021,0.022,5.0666,1.622669981,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,0.9212,-0.082078111,,0.006,0.007,1.6121,0.477537677,,0.003,0.004,0.9212,-0.082078111,,0.011,0.012,2.7636,1.016534178,
453,-0.001,0.004,0.005,1.1515,0.14106544,,0.011,0.012,2.7636,1.016534178,,0.004,0.005,1.1515,0.14106544,,0.019,0.02,4.606,1.527359801,,0.02,0.021,4.8363,1.576149966,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,0.9212,-0.082078111,,0.006,0.007,1.6121,0.477537677,,0.003,0.004,0.9212,-0.082078111,,0.011,0.012,2.7636,1.016534178,
454,-0.001,0.004,0.005,1.1515,0.14106544,,0.011,0.012,2.7636,1.016534178,,0.004,0.005,1.1515,0.14106544,,0.019,0.02,4.606,1.527359801,,0.02,0.021,4.8363,1.576149966,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,0.9212,-0.082078111,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.011,0.012,2.7636,1.016534178,
455,-0.001,0.004,0.005,1.1515,0.14106544,,0.011,0.012,2.7636,1.016534178,,0.004,0.005,1.1515,0.14106544,,0.019,0.02,4.606,1.527359801,,0.02,0.021,4.8363,1.576149966,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,0.9212,-0.082078111,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.011,0.012,2.7636,1.016534178,
456,-0.001,0.004,0.005,1.1515,0.14106544,,0.011,0.012,2.7636,1.016534178,,0.004,0.005,1.1515,0.14106544,,0.019,0.02,4.606,1.527359801,,0.02,0.021,4.8363,1.576149966,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,0.9212,-0.082078111,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.011,0.012,2.7636,1.016534178,
457,-0.001,0.004,0.005,1.1515,0.14106544,,0.011,0.012,2.7636,1.016534178,,0.004,0.005,1.1515,0.14106544,,0.019,0.02,4.606,1.527359801,,0.02,0.021,4.8363,1.576149966,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,0.9212,-0.082078111,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.011,0.012,2.7636,1.016534178,
458,-0.001,0.004,0.005,1.1515,0.14106544,,0.011,0.012,2.7636,1.016534178,,0.004,0.005,1.1515,0.14106544,,0.018,0.019,4.3757,1.476066507,,0.02,0.021,4.8363,1.576149966,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,0.9212,-0.082078111,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.011,0.012,2.7636,1.016534178,
459,-0.001,0.004,0.005,1.1515,0.14106544,,0.011,0.012,2.7636,1.016534178,,0.004,0.005,1.1515,0.14106544,,0.018,0.019,4.3757,1.476066507,,0.02,0.021,4.8363,1.576149966,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,0.9212,-0.082078111,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.011,0.012,2.7636,1.016534178,
460,-0.001,0.004,0.005,1.1515,0.14106544,,0.011,0.012,2.7636,1.016534178,,0.004,0.005,1.1515,0.14106544,,0.018,0.019,4.3757,1.476066507,,0.02,0.021,4.8363,1.576149966,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,0.9212,-0.082078111,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.011,0.012,2.7636,1.016534178,
461,-0.001,0.004,0.005,1.1515,0.14106544,,0.011,0.012,2.7636,1.016534178,,0.004,0.005,1.1515,0.14106544,,0.018,0.019,4.3757,1.476066507,,0.02,0.021,4.8363,1.576149966,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,0.9212,-0.082078111,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.011,0.012,2.7636,1.016534178,
462,-0.001,0.004,0.005,1.1515,0.14106544,,0.011,0.012,2.7636,1.016534178,,0.004,0.005,1.1515,0.14106544,,0.018,0.019,4.3757,1.476066507,,0.02,0.021,4.8363,1.576149966,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,0.9212,-0.082078111,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.011,0.012,2.7636,1.016534178,
463,-0.001,0.004,0.005,1.1515,0.14106544,,0.011,0.012,2.7636,1.016534178,,0.004,0.005,1.1515,0.14106544,,0.018,0.019,4.3757,1.476066507,,0.02,0.021,4.8363,1.576149966,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,0.9212,-0.082078111,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.011,0.012,2.7636,1.016534178,
464,-0.001,0.004,0.005,1.1515,0.14106544,,0.011,0.012,2.7636,1.016534178,,0.004,0.005,1.1515,0.14106544,,0.018,0.019,4.3757,1.476066507,,0.02,0.021,4.8363,1.576149966,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,0.9212,-0.082078111,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.011,0.012,2.7636,1.016534178,
465,-0.001,0.004,0.005,1.1515,0.14106544,,0.011,0.012,2.7636,1.016534178,,0.004,0.005,1.1515,0.14106544,,0.018,0.019,4.3757,1.476066507,,0.02,0.021,4.8363,1.576149966,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,0.9212,-0.082078111,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.011,0.012,2.7636,1.016534178,
466,-0.001,0.004,0.005,1.1515,0.14106544,,0.011,0.012,2.7636,1.016534178,,0.004,0.005,1.1515,0.14106544,,0.018,0.019,4.3757,1.476066507,,0.019,0.02,4.606,1.527359801,,0.003,0.004,0.9212,-0.082078111,,0.005,0.006,1.3818,0.323386997,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,0.9212,-0.082078111,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.011,0.012,2.7636,1.016534178,
467,-0.001,0.004,0.005,1.1515,0.14106544,,0.011,0.012,2.7636,1.016534178,,0.004,0.005,1.1515,0.14106544,,0.018,0.019,4.3757,1.476066507,,0.019,0.02,4.606,1.527359801,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,0.9212,-0.082078111,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.011,0.012,2.7636,1.016534178,
