,MilliQ,B30May19_45_R2,A(CDOM),a(CDOM),ln(a),Sr,F30May19_20_R1,A(CDOM),a(CDOM),ln(a),Sr,B29Apr19_01_R1,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_5m_R2,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_9m_R1,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_50_R2,A(CDOM),a(CDOM),ln(a),Sr,B29Apr19_200_R2,A(CDOM),a(CDOM),ln(a),Sr,F2Sep19_Inf_R1,A(CDOM),a(CDOM),ln(a),Sr
676,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,
677,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,
678,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,
679,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,
680,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,
681,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,
682,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,
683,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,
684,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,
685,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,
686,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,
687,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,
688,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,
689,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,
690,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,
691,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,
692,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,
693,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,
694,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,
695,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,
696,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,
697,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,
698,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,
699,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,
700,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,
701,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,
702,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
703,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,
704,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
705,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
706,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
707,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
708,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
709,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
710,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
711,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
712,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
713,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
714,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
715,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
716,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
717,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
718,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
719,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
720,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
721,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
722,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
723,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
724,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
725,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
726,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
727,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
728,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
729,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
730,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
731,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
732,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
733,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
734,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
735,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
736,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
737,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
738,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
739,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
740,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
741,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
742,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
743,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
744,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
745,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
746,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
747,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
748,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
749,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
750,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
751,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
752,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
753,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
754,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
755,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
756,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
757,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
758,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
759,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
760,0.001,0.005,0.004,0.9212,-0.082078111,,0.005,0.004,0.9212,-0.082078111,,0.005,0.004,0.9212,-0.082078111,,0.005,0.004,0.9212,-0.082078111,,0.005,0.004,0.9212,-0.082078111,,0.001,0,0,#NUM!,,0.008,0.007,1.6121,0.477537677,,0.008,0.007,1.6121,0.477537677,
