,Blank,F11Sep19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F11Sep19_5R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F4Oct19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F4Oct19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F4Oct19_5R1,A(CDOM),a(CDOM),ln(a),Sr,F4Oct19_5R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F4Oct19_9R1,A(CDOM),a(CDOM),ln(a),Sr,F8Nov19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F8Nov19_SurfR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F8Nov19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F8Nov19_5R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F8Nov19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F8Nov19_9R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
232,-0.005,0.118,0.123,28.3269,3.343811883,,0.057,0.062,28.5572,3.351909093,,0.105,0.11,25.333,3.232107894,,0.021,0.026,11.9756,2.482871246,,0.195,0.2,46.06,3.829944894,,0.087,0.092,42.3752,3.746563285,,0.028,0.033,7.5999,2.028135089,,0.089,0.094,21.6482,3.07492231,,0.045,0.05,23.03,3.136797714,,0.091,0.096,22.1088,3.095975719,,0.045,0.05,23.03,3.136797714,,0.093,0.098,22.5694,3.116595007,,0.045,0.05,23.03,3.136797714,
233,-0.005,0.117,0.122,28.0966,3.335648573,,0.057,0.062,28.5572,3.351909093,,0.103,0.108,24.8724,3.213758755,,0.021,0.026,11.9756,2.482871246,,0.193,0.198,45.5994,3.819894559,,0.087,0.092,42.3752,3.746563285,,0.028,0.033,7.5999,2.028135089,,0.088,0.093,21.4179,3.064227021,,0.045,0.05,23.03,3.136797714,,0.09,0.095,21.8785,3.085504419,,0.045,0.05,23.03,3.136797714,,0.092,0.097,22.3391,3.106338506,,0.045,0.05,23.03,3.136797714,
234,-0.004,0.117,0.121,27.8663,3.327418073,,0.057,0.061,28.0966,3.335648573,,0.102,0.106,24.4118,3.195066622,,0.021,0.025,11.515,2.443650533,,0.192,0.196,45.1388,3.809742187,,0.086,0.09,41.454,3.724584379,,0.028,0.032,7.3696,1.997363431,,0.087,0.091,20.9573,3.042487034,,0.044,0.048,22.1088,3.095975719,,0.088,0.092,21.1876,3.053416105,,0.044,0.048,22.1088,3.095975719,,0.091,0.095,21.8785,3.085504419,,0.044,0.048,22.1088,3.095975719,
235,-0.004,0.116,0.12,27.636,3.319119271,,0.057,0.061,28.0966,3.335648573,,0.1,0.104,23.9512,3.176018427,,0.02,0.024,11.0544,2.402828539,,0.19,0.194,44.6782,3.799485687,,0.086,0.09,41.454,3.724584379,,0.027,0.031,7.1393,1.965614732,,0.085,0.089,20.4967,3.020263898,,0.043,0.047,21.6482,3.07492231,,0.087,0.091,20.9573,3.042487034,,0.043,0.047,21.6482,3.07492231,,0.089,0.093,21.4179,3.064227021,,0.043,0.047,21.6482,3.07492231,
236,-0.004,0.116,0.12,27.636,3.319119271,,0.057,0.061,28.0966,3.335648573,,0.098,0.102,23.4906,3.156600341,,0.02,0.024,11.0544,2.402828539,,0.189,0.193,44.4479,3.794317717,,0.085,0.089,40.9934,3.713411078,,0.027,0.031,7.1393,1.965614732,,0.084,0.088,20.2664,3.008964342,,0.043,0.047,21.6482,3.07492231,,0.086,0.09,20.727,3.031437198,,0.043,0.047,21.6482,3.07492231,,0.088,0.092,21.1876,3.053416105,,0.043,0.047,21.6482,3.07492231,
237,-0.004,0.115,0.119,27.4057,3.310751021,,0.056,0.06,27.636,3.319119271,,0.096,0.1,23.03,3.136797714,,0.02,0.024,11.0544,2.402828539,,0.188,0.192,44.2176,3.7891229,,0.085,0.089,40.9934,3.713411078,,0.027,0.031,7.1393,1.965614732,,0.083,0.087,20.0361,2.997535646,,0.042,0.046,21.1876,3.053416105,,0.084,0.088,20.2664,3.008964342,,0.042,0.046,21.1876,3.053416105,,0.087,0.091,20.9573,3.042487034,,0.042,0.046,21.1876,3.053416105,
238,-0.004,0.115,0.119,27.4057,3.310751021,,0.056,0.06,27.636,3.319119271,,0.095,0.099,22.7997,3.126747378,,0.019,0.023,10.5938,2.360268924,,0.187,0.191,43.9873,3.783900956,,0.084,0.088,40.5328,3.702111523,,0.026,0.03,6.909,1.93282491,,0.082,0.086,19.8058,2.985974824,,0.042,0.046,21.1876,3.053416105,,0.083,0.087,20.0361,2.997535646,,0.042,0.046,21.1876,3.053416105,,0.086,0.09,20.727,3.031437198,,0.042,0.046,21.1876,3.053416105,
239,-0.004,0.114,0.118,27.1754,3.302312152,,0.056,0.06,27.636,3.319119271,,0.094,0.098,22.5694,3.116595007,,0.019,0.023,10.5938,2.360268924,,0.186,0.19,43.757,3.7786516,,0.084,0.088,40.5328,3.702111523,,0.026,0.03,6.909,1.93282491,,0.081,0.085,19.5755,2.974278784,,0.041,0.045,20.727,3.031437198,,0.082,0.086,19.8058,2.985974824,,0.041,0.045,20.727,3.031437198,,0.085,0.089,20.4967,3.020263898,,0.041,0.045,20.727,3.031437198,
240,-0.004,0.114,0.118,27.1754,3.302312152,,0.056,0.06,27.636,3.319119271,,0.092,0.096,22.1088,3.095975719,,0.019,0.023,10.5938,2.360268924,,0.185,0.189,43.5267,3.773374543,,0.083,0.087,40.0722,3.690682827,,0.026,0.03,6.909,1.93282491,,0.08,0.084,19.3452,2.962444327,,0.041,0.045,20.727,3.031437198,,0.081,0.085,19.5755,2.974278784,,0.041,0.045,20.727,3.031437198,,0.084,0.088,20.2664,3.008964342,,0.041,0.045,20.727,3.031437198,
241,-0.004,0.113,0.117,26.9451,3.293801463,,0.055,0.059,27.1754,3.302312152,,0.091,0.095,21.8785,3.085504419,,0.019,0.023,10.5938,2.360268924,,0.184,0.188,43.2964,3.768069491,,0.083,0.087,40.0722,3.690682827,,0.025,0.029,6.6787,1.898923358,,0.079,0.083,19.1149,2.950468136,,0.04,0.044,20.2664,3.008964342,,0.08,0.084,19.3452,2.962444327,,0.04,0.044,20.2664,3.008964342,,0.083,0.087,20.0361,2.997535646,,0.04,0.044,20.2664,3.008964342,
242,-0.004,0.113,0.117,26.9451,3.293801463,,0.055,0.059,27.1754,3.302312152,,0.09,0.094,21.6482,3.07492231,,0.018,0.022,10.1332,2.315817162,,0.183,0.187,43.0661,3.762736145,,0.083,0.087,40.0722,3.690682827,,0.025,0.029,6.6787,1.898923358,,0.078,0.082,18.8846,2.938346775,,0.04,0.044,20.2664,3.008964342,,0.079,0.083,19.1149,2.950468136,,0.04,0.044,20.2664,3.008964342,,0.082,0.086,19.8058,2.985974824,,0.04,0.044,20.2664,3.008964342,
243,-0.004,0.113,0.117,26.9451,3.293801463,,0.055,0.059,27.1754,3.302312152,,0.089,0.093,21.4179,3.064227021,,0.018,0.022,10.1332,2.315817162,,0.182,0.186,42.8358,3.757374202,,0.082,0.086,39.6116,3.679122005,,0.025,0.029,6.6787,1.898923358,,0.077,0.081,18.6543,2.926076683,,0.039,0.043,19.8058,2.985974824,,0.078,0.082,18.8846,2.938346775,,0.039,0.043,19.8058,2.985974824,,0.081,0.085,19.5755,2.974278784,,0.039,0.043,19.8058,2.985974824,
244,-0.004,0.112,0.116,26.7148,3.285217719,,0.055,0.059,27.1754,3.302312152,,0.088,0.092,21.1876,3.053416105,,0.018,0.022,10.1332,2.315817162,,0.182,0.186,42.8358,3.757374202,,0.082,0.086,39.6116,3.679122005,,0.024,0.028,6.4484,1.863832038,,0.076,0.08,18.424,2.913654163,,0.039,0.043,19.8058,2.985974824,,0.077,0.081,18.6543,2.926076683,,0.039,0.043,19.8058,2.985974824,,0.08,0.084,19.3452,2.962444327,,0.039,0.043,19.8058,2.985974824,
245,-0.004,0.112,0.116,26.7148,3.285217719,,0.055,0.059,27.1754,3.302312152,,0.088,0.092,21.1876,3.053416105,,0.018,0.022,10.1332,2.315817162,,0.181,0.185,42.6055,3.751983353,,0.082,0.086,39.6116,3.679122005,,0.024,0.028,6.4484,1.863832038,,0.076,0.08,18.424,2.913654163,,0.039,0.043,19.8058,2.985974824,,0.077,0.081,18.6543,2.926076683,,0.039,0.043,19.8058,2.985974824,,0.08,0.084,19.3452,2.962444327,,0.039,0.043,19.8058,2.985974824,
246,-0.003,0.112,0.115,26.4845,3.276559656,,0.055,0.058,26.7148,3.285217719,,0.087,0.09,20.727,3.031437198,,0.018,0.021,9.6726,2.269297146,,0.181,0.184,42.3752,3.746563285,,0.081,0.084,38.6904,3.655591507,,0.024,0.027,6.2181,1.827464394,,0.075,0.078,17.9634,2.888336355,,0.038,0.041,18.8846,2.938346775,,0.076,0.079,18.1937,2.90107538,,0.038,0.041,18.8846,2.938346775,,0.079,0.082,18.8846,2.938346775,,0.039,0.042,19.3452,2.962444327,
247,-0.003,0.112,0.115,26.4845,3.276559656,,0.055,0.058,26.7148,3.285217719,,0.086,0.089,20.4967,3.020263898,,0.018,0.021,9.6726,2.269297146,,0.18,0.183,42.1449,3.741113681,,0.081,0.084,38.6904,3.655591507,,0.024,0.027,6.2181,1.827464394,,0.074,0.077,17.7331,2.87543295,,0.038,0.041,18.8846,2.938346775,,0.075,0.078,17.9634,2.888336355,,0.038,0.041,18.8846,2.938346775,,0.078,0.081,18.6543,2.926076683,,0.038,0.041,18.8846,2.938346775,
248,-0.003,0.111,0.114,26.2542,3.267825976,,0.054,0.057,26.2542,3.267825976,,0.085,0.088,20.2664,3.008964342,,0.018,0.021,9.6726,2.269297146,,0.179,0.182,41.9146,3.735634215,,0.081,0.084,38.6904,3.655591507,,0.024,0.027,6.2181,1.827464394,,0.074,0.077,17.7331,2.87543295,,0.038,0.041,18.8846,2.938346775,,0.075,0.078,17.9634,2.888336355,,0.038,0.041,18.8846,2.938346775,,0.078,0.081,18.6543,2.926076683,,0.038,0.041,18.8846,2.938346775,
249,-0.003,0.111,0.114,26.2542,3.267825976,,0.054,0.057,26.2542,3.267825976,,0.085,0.088,20.2664,3.008964342,,0.017,0.02,9.212,2.220506982,,0.179,0.182,41.9146,3.735634215,,0.081,0.084,38.6904,3.655591507,,0.024,0.027,6.2181,1.827464394,,0.073,0.076,17.5028,2.862360868,,0.038,0.041,18.8846,2.938346775,,0.074,0.077,17.7331,2.87543295,,0.037,0.04,18.424,2.913654163,,0.077,0.08,18.424,2.913654163,,0.038,0.041,18.8846,2.938346775,
250,-0.003,0.111,0.114,26.2542,3.267825976,,0.054,0.057,26.2542,3.267825976,,0.084,0.087,20.0361,2.997535646,,0.017,0.02,9.212,2.220506982,,0.178,0.181,41.6843,3.730124559,,0.081,0.084,38.6904,3.655591507,,0.024,0.027,6.2181,1.827464394,,0.073,0.076,17.5028,2.862360868,,0.037,0.04,18.424,2.913654163,,0.074,0.077,17.7331,2.87543295,,0.037,0.04,18.424,2.913654163,,0.077,0.08,18.424,2.913654163,,0.038,0.041,18.8846,2.938346775,
251,-0.003,0.111,0.114,26.2542,3.267825976,,0.054,0.057,26.2542,3.267825976,,0.084,0.087,20.0361,2.997535646,,0.017,0.02,9.212,2.220506982,,0.177,0.18,41.454,3.724584379,,0.08,0.083,38.2298,3.643615316,,0.023,0.026,5.9878,1.789724066,,0.072,0.075,17.2725,2.849115641,,0.037,0.04,18.424,2.913654163,,0.073,0.076,17.5028,2.862360868,,0.037,0.04,18.424,2.913654163,,0.076,0.079,18.1937,2.90107538,,0.037,0.04,18.424,2.913654163,
252,-0.003,0.11,0.113,26.0239,3.259015347,,0.054,0.057,26.2542,3.267825976,,0.083,0.086,19.8058,2.985974824,,0.017,0.02,9.212,2.220506982,,0.177,0.18,41.454,3.724584379,,0.08,0.083,38.2298,3.643615316,,0.023,0.026,5.9878,1.789724066,,0.072,0.075,17.2725,2.849115641,,0.037,0.04,18.424,2.913654163,,0.072,0.075,17.2725,2.849115641,,0.037,0.04,18.424,2.913654163,,0.076,0.079,18.1937,2.90107538,,0.037,0.04,18.424,2.913654163,
253,-0.003,0.11,0.113,26.0239,3.259015347,,0.054,0.057,26.2542,3.267825976,,0.082,0.085,19.5755,2.974278784,,0.017,0.02,9.212,2.220506982,,0.176,0.179,41.2237,3.719013334,,0.079,0.082,37.7692,3.631493956,,0.023,0.026,5.9878,1.789724066,,0.071,0.074,17.0422,2.835692621,,0.036,0.039,17.9634,2.888336355,,0.072,0.075,17.2725,2.849115641,,0.036,0.039,17.9634,2.888336355,,0.075,0.078,17.9634,2.888336355,,0.037,0.04,18.424,2.913654163,
254,-0.003,0.11,0.113,26.0239,3.259015347,,0.054,0.057,26.2542,3.267825976,,0.082,0.085,19.5755,2.974278784,,0.017,0.02,9.212,2.220506982,,0.175,0.178,40.9934,3.713411078,,0.079,0.082,37.7692,3.631493956,,0.023,0.026,5.9878,1.789724066,,0.07,0.073,16.8119,2.822086969,,0.036,0.039,17.9634,2.888336355,,0.071,0.074,17.0422,2.835692621,,0.036,0.039,17.9634,2.888336355,,0.075,0.078,17.9634,2.888336355,,0.037,0.04,18.424,2.913654163,
255,-0.003,0.109,0.112,25.7936,3.250126399,,0.054,0.057,26.2542,3.267825976,,0.081,0.084,19.3452,2.962444327,,0.017,0.02,9.212,2.220506982,,0.174,0.177,40.7631,3.70777726,,0.079,0.082,37.7692,3.631493956,,0.023,0.026,5.9878,1.789724066,,0.07,0.073,16.8119,2.822086969,,0.036,0.039,17.9634,2.888336355,,0.071,0.074,17.0422,2.835692621,,0.036,0.039,17.9634,2.888336355,,0.074,0.077,17.7331,2.87543295,,0.036,0.039,17.9634,2.888336355,
256,-0.003,0.109,0.112,25.7936,3.250126399,,0.054,0.057,26.2542,3.267825976,,0.081,0.084,19.3452,2.962444327,,0.017,0.02,9.212,2.220506982,,0.173,0.176,40.5328,3.702111523,,0.078,0.081,37.3086,3.619223863,,0.023,0.026,5.9878,1.789724066,,0.069,0.072,16.5816,2.808293647,,0.036,0.039,17.9634,2.888336355,,0.07,0.073,16.8119,2.822086969,,0.036,0.039,17.9634,2.888336355,,0.074,0.077,17.7331,2.87543295,,0.036,0.039,17.9634,2.888336355,
257,-0.003,0.109,0.112,25.7936,3.250126399,,0.053,0.056,25.7936,3.250126399,,0.08,0.083,19.1149,2.950468136,,0.017,0.02,9.212,2.220506982,,0.172,0.175,40.3025,3.696413502,,0.078,0.081,37.3086,3.619223863,,0.023,0.026,5.9878,1.789724066,,0.069,0.072,16.5816,2.808293647,,0.036,0.039,17.9634,2.888336355,,0.07,0.073,16.8119,2.822086969,,0.035,0.038,17.5028,2.862360868,,0.073,0.076,17.5028,2.862360868,,0.036,0.039,17.9634,2.888336355,
258,-0.003,0.108,0.111,25.5633,3.241157729,,0.053,0.056,25.7936,3.250126399,,0.079,0.082,18.8846,2.938346775,,0.016,0.019,8.7514,2.169213688,,0.171,0.174,40.0722,3.690682827,,0.078,0.081,37.3086,3.619223863,,0.022,0.025,5.7575,1.750503353,,0.069,0.072,16.5816,2.808293647,,0.035,0.038,17.5028,2.862360868,,0.069,0.072,16.5816,2.808293647,,0.035,0.038,17.5028,2.862360868,,0.073,0.076,17.5028,2.862360868,,0.036,0.039,17.9634,2.888336355,
259,-0.003,0.108,0.111,25.5633,3.241157729,,0.053,0.056,25.7936,3.250126399,,0.079,0.082,18.8846,2.938346775,,0.016,0.019,8.7514,2.169213688,,0.171,0.174,40.0722,3.690682827,,0.077,0.08,36.848,3.606801343,,0.022,0.025,5.7575,1.750503353,,0.068,0.071,16.3513,2.794307405,,0.035,0.038,17.5028,2.862360868,,0.069,0.072,16.5816,2.808293647,,0.035,0.038,17.5028,2.862360868,,0.072,0.075,17.2725,2.849115641,,0.036,0.039,17.9634,2.888336355,
260,-0.003,0.108,0.111,25.5633,3.241157729,,0.053,0.056,25.7936,3.250126399,,0.079,0.082,18.8846,2.938346775,,0.016,0.019,8.7514,2.169213688,,0.17,0.173,39.8419,3.684919122,,0.077,0.08,36.848,3.606801343,,0.022,0.025,5.7575,1.750503353,,0.068,0.071,16.3513,2.794307405,,0.035,0.038,17.5028,2.862360868,,0.068,0.071,16.3513,2.794307405,,0.035,0.038,17.5028,2.862360868,,0.072,0.075,17.2725,2.849115641,,0.035,0.038,17.5028,2.862360868,
261,-0.003,0.107,0.11,25.333,3.232107894,,0.053,0.056,25.7936,3.250126399,,0.078,0.081,18.6543,2.926076683,,0.016,0.019,8.7514,2.169213688,,0.169,0.172,39.6116,3.679122005,,0.077,0.08,36.848,3.606801343,,0.022,0.025,5.7575,1.750503353,,0.067,0.07,16.121,2.78012277,,0.035,0.038,17.5028,2.862360868,,0.068,0.071,16.3513,2.794307405,,0.034,0.037,17.0422,2.835692621,,0.071,0.074,17.0422,2.835692621,,0.035,0.038,17.5028,2.862360868,
262,-0.003,0.107,0.11,25.333,3.232107894,,0.053,0.056,25.7936,3.250126399,,0.077,0.08,18.424,2.913654163,,0.016,0.019,8.7514,2.169213688,,0.168,0.171,39.3813,3.673291084,,0.076,0.079,36.3874,3.594222561,,0.022,0.025,5.7575,1.750503353,,0.067,0.07,16.121,2.78012277,,0.034,0.037,17.0422,2.835692621,,0.067,0.07,16.121,2.78012277,,0.034,0.037,17.0422,2.835692621,,0.071,0.074,17.0422,2.835692621,,0.035,0.038,17.5028,2.862360868,
263,-0.003,0.106,0.109,25.1027,3.22297541,,0.052,0.055,25.333,3.232107894,,0.077,0.08,18.424,2.913654163,,0.016,0.019,8.7514,2.169213688,,0.167,0.17,39.151,3.667425965,,0.076,0.079,36.3874,3.594222561,,0.022,0.025,5.7575,1.750503353,,0.066,0.069,15.8907,2.765734032,,0.034,0.037,17.0422,2.835692621,,0.067,0.07,16.121,2.78012277,,0.034,0.037,17.0422,2.835692621,,0.07,0.073,16.8119,2.822086969,,0.035,0.038,17.5028,2.862360868,
264,-0.003,0.106,0.109,25.1027,3.22297541,,0.052,0.055,25.333,3.232107894,,0.076,0.079,18.1937,2.90107538,,0.016,0.019,8.7514,2.169213688,,0.165,0.168,38.6904,3.655591507,,0.075,0.078,35.9268,3.581483535,,0.021,0.024,5.5272,1.709681358,,0.065,0.068,15.6604,2.751135233,,0.034,0.037,17.0422,2.835692621,,0.066,0.069,15.8907,2.765734032,,0.033,0.036,16.5816,2.808293647,,0.07,0.073,16.8119,2.822086969,,0.034,0.037,17.0422,2.835692621,
265,-0.003,0.105,0.108,24.8724,3.213758755,,0.052,0.055,25.333,3.232107894,,0.075,0.078,17.9634,2.888336355,,0.016,0.019,8.7514,2.169213688,,0.164,0.167,38.4601,3.64962134,,0.075,0.078,35.9268,3.581483535,,0.021,0.024,5.5272,1.709681358,,0.065,0.068,15.6604,2.751135233,,0.033,0.036,16.5816,2.808293647,,0.066,0.069,15.8907,2.765734032,,0.033,0.036,16.5816,2.808293647,,0.069,0.072,16.5816,2.808293647,,0.034,0.037,17.0422,2.835692621,
266,-0.003,0.105,0.108,24.8724,3.213758755,,0.052,0.055,25.333,3.232107894,,0.075,0.078,17.9634,2.888336355,,0.015,0.018,8.2908,2.115146466,,0.163,0.166,38.2298,3.643615316,,0.074,0.077,35.4662,3.56858013,,0.021,0.024,5.5272,1.709681358,,0.064,0.067,15.4301,2.736320147,,0.033,0.036,16.5816,2.808293647,,0.065,0.068,15.6604,2.751135233,,0.033,0.036,16.5816,2.808293647,,0.069,0.072,16.5816,2.808293647,,0.034,0.037,17.0422,2.835692621,
267,-0.003,0.104,0.107,24.6421,3.204456362,,0.051,0.054,24.8724,3.213758755,,0.074,0.077,17.7331,2.87543295,,0.015,0.018,8.2908,2.115146466,,0.162,0.165,37.9995,3.637573002,,0.074,0.077,35.4662,3.56858013,,0.021,0.024,5.5272,1.709681358,,0.064,0.067,15.4301,2.736320147,,0.033,0.036,16.5816,2.808293647,,0.065,0.068,15.6604,2.751135233,,0.033,0.036,16.5816,2.808293647,,0.068,0.071,16.3513,2.794307405,,0.033,0.036,16.5816,2.808293647,
268,-0.003,0.104,0.107,24.6421,3.204456362,,0.051,0.054,24.8724,3.213758755,,0.073,0.076,17.5028,2.862360868,,0.015,0.018,8.2908,2.115146466,,0.161,0.164,37.7692,3.631493956,,0.073,0.076,35.0056,3.555508049,,0.021,0.024,5.5272,1.709681358,,0.063,0.066,15.1998,2.72128227,,0.032,0.035,16.121,2.78012277,,0.064,0.067,15.4301,2.736320147,,0.032,0.035,16.121,2.78012277,,0.067,0.07,16.121,2.78012277,,0.033,0.036,16.5816,2.808293647,
269,-0.003,0.103,0.106,24.4118,3.195066622,,0.051,0.054,24.8724,3.213758755,,0.072,0.075,17.2725,2.849115641,,0.015,0.018,8.2908,2.115146466,,0.16,0.163,37.5389,3.625377729,,0.073,0.076,35.0056,3.555508049,,0.02,0.023,5.2969,1.667121744,,0.062,0.065,14.9695,2.706014798,,0.032,0.035,16.121,2.78012277,,0.063,0.066,15.1998,2.72128227,,0.032,0.035,16.121,2.78012277,,0.067,0.07,16.121,2.78012277,,0.033,0.036,16.5816,2.808293647,
270,-0.002,0.103,0.105,24.1815,3.185587878,,0.051,0.053,24.4118,3.195066622,,0.072,0.074,17.0422,2.835692621,,0.015,0.017,7.8302,2.057988052,,0.159,0.161,37.0783,3.613031893,,0.072,0.074,34.0844,3.528839802,,0.02,0.022,5.0666,1.622669981,,0.062,0.064,14.7392,2.690510611,,0.032,0.034,15.6604,2.751135233,,0.063,0.065,14.9695,2.706014798,,0.032,0.034,15.6604,2.751135233,,0.066,0.068,15.6604,2.751135233,,0.033,0.035,16.121,2.78012277,
271,-0.003,0.102,0.105,24.1815,3.185587878,,0.05,0.053,24.4118,3.195066622,,0.071,0.074,17.0422,2.835692621,,0.014,0.017,7.8302,2.057988052,,0.157,0.16,36.848,3.606801343,,0.071,0.074,34.0844,3.528839802,,0.02,0.023,5.2969,1.667121744,,0.061,0.064,14.7392,2.690510611,,0.031,0.034,15.6604,2.751135233,,0.062,0.065,14.9695,2.706014798,,0.031,0.034,15.6604,2.751135233,,0.065,0.068,15.6604,2.751135233,,0.032,0.035,16.121,2.78012277,
272,-0.003,0.102,0.105,24.1815,3.185587878,,0.05,0.053,24.4118,3.195066622,,0.07,0.073,16.8119,2.822086969,,0.014,0.017,7.8302,2.057988052,,0.156,0.159,36.6177,3.60053173,,0.071,0.074,34.0844,3.528839802,,0.02,0.023,5.2969,1.667121744,,0.061,0.064,14.7392,2.690510611,,0.031,0.034,15.6604,2.751135233,,0.061,0.064,14.7392,2.690510611,,0.031,0.034,15.6604,2.751135233,,0.065,0.068,15.6604,2.751135233,,0.032,0.035,16.121,2.78012277,
273,-0.003,0.101,0.104,23.9512,3.176018427,,0.05,0.053,24.4118,3.195066622,,0.069,0.072,16.5816,2.808293647,,0.014,0.017,7.8302,2.057988052,,0.155,0.158,36.3874,3.594222561,,0.071,0.074,34.0844,3.528839802,,0.02,0.023,5.2969,1.667121744,,0.06,0.063,14.5089,2.674762254,,0.031,0.034,15.6604,2.751135233,,0.061,0.064,14.7392,2.690510611,,0.031,0.034,15.6604,2.751135233,,0.064,0.067,15.4301,2.736320147,,0.032,0.035,16.121,2.78012277,
274,-0.002,0.1,0.102,23.4906,3.156600341,,0.049,0.051,23.4906,3.156600341,,0.068,0.07,16.121,2.78012277,,0.014,0.016,7.3696,1.997363431,,0.154,0.156,35.9268,3.581483535,,0.07,0.072,33.1632,3.501440827,,0.02,0.022,5.0666,1.622669981,,0.06,0.062,14.2786,2.658761913,,0.031,0.033,15.1998,2.72128227,,0.06,0.062,14.2786,2.658761913,,0.031,0.033,15.1998,2.72128227,,0.064,0.066,15.1998,2.72128227,,0.031,0.033,15.1998,2.72128227,
275,-0.002,0.1,0.102,23.4906,3.156600341,,0.049,0.051,23.4906,3.156600341,,0.068,0.07,16.121,2.78012277,,0.014,0.016,7.3696,1.997363431,,0.153,0.155,35.6965,3.575052645,,0.07,0.072,33.1632,3.501440827,,0.019,0.021,4.8363,1.576149966,,0.059,0.061,14.0483,2.642501392,,0.03,0.032,14.7392,2.690510611,,0.059,0.061,14.0483,2.642501392,,0.03,0.032,14.7392,2.690510611,,0.063,0.065,14.9695,2.706014798,,0.031,0.033,15.1998,2.72128227,
276,-0.002,0.099,0.101,23.2603,3.146748045,,0.048,0.05,23.03,3.136797714,,0.066,0.068,15.6604,2.751135233,,0.014,0.016,7.3696,1.997363431,,0.151,0.153,35.2359,3.562065449,,0.069,0.071,32.7026,3.487454585,,0.019,0.021,4.8363,1.576149966,,0.058,0.06,13.818,2.62597209,,0.03,0.032,14.7392,2.690510611,,0.059,0.061,14.0483,2.642501392,,0.03,0.032,14.7392,2.690510611,,0.062,0.064,14.7392,2.690510611,,0.03,0.032,14.7392,2.690510611,
277,-0.003,0.098,0.101,23.2603,3.146748045,,0.048,0.051,23.4906,3.156600341,,0.066,0.069,15.8907,2.765734032,,0.013,0.016,7.3696,1.997363431,,0.15,0.153,35.2359,3.562065449,,0.068,0.071,32.7026,3.487454585,,0.019,0.022,5.0666,1.622669981,,0.057,0.06,13.818,2.62597209,,0.029,0.032,14.7392,2.690510611,,0.058,0.061,14.0483,2.642501392,,0.029,0.032,14.7392,2.690510611,,0.062,0.065,14.9695,2.706014798,,0.03,0.033,15.1998,2.72128227,
278,-0.003,0.097,0.1,23.03,3.136797714,,0.048,0.051,23.4906,3.156600341,,0.065,0.068,15.6604,2.751135233,,0.013,0.016,7.3696,1.997363431,,0.149,0.152,35.0056,3.555508049,,0.068,0.071,32.7026,3.487454585,,0.018,0.021,4.8363,1.576149966,,0.057,0.06,13.818,2.62597209,,0.029,0.032,14.7392,2.690510611,,0.057,0.06,13.818,2.62597209,,0.029,0.032,14.7392,2.690510611,,0.061,0.064,14.7392,2.690510611,,0.03,0.033,15.1998,2.72128227,
279,-0.002,0.097,0.099,22.7997,3.126747378,,0.048,0.05,23.03,3.136797714,,0.064,0.066,15.1998,2.72128227,,0.013,0.015,6.909,1.93282491,,0.147,0.149,34.3147,3.535573834,,0.067,0.069,31.7814,3.458881213,,0.018,0.02,4.606,1.527359801,,0.056,0.058,13.3574,2.592070538,,0.029,0.031,14.2786,2.658761913,,0.057,0.059,13.5877,2.609164972,,0.029,0.031,14.2786,2.658761913,,0.06,0.062,14.2786,2.658761913,,0.03,0.032,14.7392,2.690510611,
280,-0.002,0.096,0.098,22.5694,3.116595007,,0.047,0.049,22.5694,3.116595007,,0.063,0.065,14.9695,2.706014798,,0.013,0.015,6.909,1.93282491,,0.146,0.148,34.0844,3.528839802,,0.067,0.069,31.7814,3.458881213,,0.018,0.02,4.606,1.527359801,,0.055,0.057,13.1271,2.574678796,,0.029,0.031,14.2786,2.658761913,,0.056,0.058,13.3574,2.592070538,,0.028,0.03,13.818,2.62597209,,0.06,0.062,14.2786,2.658761913,,0.029,0.031,14.2786,2.658761913,
281,-0.002,0.095,0.097,22.3391,3.106338506,,0.047,0.049,22.5694,3.116595007,,0.062,0.064,14.7392,2.690510611,,0.012,0.014,6.4484,1.863832038,,0.145,0.147,33.8541,3.522060115,,0.066,0.068,31.3208,3.444282414,,0.018,0.02,4.606,1.527359801,,0.055,0.057,13.1271,2.574678796,,0.028,0.03,13.818,2.62597209,,0.055,0.057,13.1271,2.574678796,,0.028,0.03,13.818,2.62597209,,0.059,0.061,14.0483,2.642501392,,0.029,0.031,14.2786,2.658761913,
