,MilliQ,F16Oct19_5m_R2,A(CDOM),a(CDOM),ln(a),Sr,F30Oct19_Surf_R1,A(CDOM),a(CDOM),ln(a),Sr,F16Oct19_9m_R2,A(CDOM),a(CDOM),ln(a),Sr,F30Oct19_9m_R2,A(CDOM),a(CDOM),ln(a),Sr,F20Nov19_9m_R2,A(CDOM),a(CDOM),ln(a),Sr,F16Oct19_Surf_R1,A(CDOM),a(CDOM),ln(a),Sr,F30Oct19_5m_R1,A(CDOM),a(CDOM),ln(a),Sr,F8Nov19_100_R1,A(CDOM),a(CDOM),ln(a),Sr,F23Oct19_Surf_R2,A(CDOM),a(CDOM),ln(a),Sr,F20Nov19_Surf_R2,A(CDOM),a(CDOM),ln(a),Sr,F20Nov19_9m_R1,A(CDOM),a(CDOM),ln(a),Sr,F23Oct19_5m_R2,A(CDOM),a(CDOM),ln(a),Sr,F23Oct19_9m_R2,A(CDOM),a(CDOM),ln(a),Sr
234,0.004,0.102,0.098,22.5694,3.116595007,,0.116,0.112,25.7936,3.250126399,,0.054,0.05,11.515,2.443650533,,0.075,0.071,16.3513,2.794307405,,0.093,0.089,20.4967,3.020263898,,0.093,0.089,20.4967,3.020263898,,0.093,0.089,20.4967,3.020263898,,0.064,0.06,13.818,2.62597209,,0.087,0.083,19.1149,2.950468136,,0.096,0.092,21.1876,3.053416105,,0.096,0.092,21.1876,3.053416105,,0.085,0.081,18.6543,2.926076683,,0.064,0.06,13.818,2.62597209,
235,0.004,0.101,0.097,22.3391,3.106338506,,0.114,0.11,25.333,3.232107894,,0.053,0.049,11.2847,2.423447826,,0.074,0.07,16.121,2.78012277,,0.091,0.087,20.0361,2.997535646,,0.091,0.087,20.0361,2.997535646,,0.092,0.088,20.2664,3.008964342,,0.063,0.059,13.5877,2.609164972,,0.085,0.081,18.6543,2.926076683,,0.094,0.09,20.727,3.031437198,,0.095,0.091,20.9573,3.042487034,,0.083,0.079,18.1937,2.90107538,,0.063,0.059,13.5877,2.609164972,
236,0.003,0.099,0.096,22.1088,3.095975719,,0.113,0.11,25.333,3.232107894,,0.053,0.05,11.515,2.443650533,,0.073,0.07,16.121,2.78012277,,0.09,0.087,20.0361,2.997535646,,0.089,0.086,19.8058,2.985974824,,0.091,0.088,20.2664,3.008964342,,0.062,0.059,13.5877,2.609164972,,0.084,0.081,18.6543,2.926076683,,0.092,0.089,20.4967,3.020263898,,0.094,0.091,20.9573,3.042487034,,0.082,0.079,18.1937,2.90107538,,0.062,0.059,13.5877,2.609164972,
237,0.003,0.098,0.095,21.8785,3.085504419,,0.111,0.108,24.8724,3.213758755,,0.052,0.049,11.2847,2.423447826,,0.072,0.069,15.8907,2.765734032,,0.089,0.086,19.8058,2.985974824,,0.088,0.085,19.5755,2.974278784,,0.09,0.087,20.0361,2.997535646,,0.061,0.058,13.3574,2.592070538,,0.083,0.08,18.424,2.913654163,,0.091,0.088,20.2664,3.008964342,,0.092,0.089,20.4967,3.020263898,,0.081,0.078,17.9634,2.888336355,,0.061,0.058,13.3574,2.592070538,
238,0.003,0.097,0.094,21.6482,3.07492231,,0.109,0.106,24.4118,3.195066622,,0.052,0.049,11.2847,2.423447826,,0.071,0.068,15.6604,2.751135233,,0.088,0.085,19.5755,2.974278784,,0.087,0.084,19.3452,2.962444327,,0.089,0.086,19.8058,2.985974824,,0.06,0.057,13.1271,2.574678796,,0.082,0.079,18.1937,2.90107538,,0.09,0.087,20.0361,2.997535646,,0.091,0.088,20.2664,3.008964342,,0.08,0.077,17.7331,2.87543295,,0.061,0.058,13.3574,2.592070538,
239,0.003,0.096,0.093,21.4179,3.064227021,,0.108,0.105,24.1815,3.185587878,,0.051,0.048,11.0544,2.402828539,,0.07,0.067,15.4301,2.736320147,,0.087,0.084,19.3452,2.962444327,,0.086,0.083,19.1149,2.950468136,,0.088,0.085,19.5755,2.974278784,,0.059,0.056,12.8968,2.556979219,,0.081,0.078,17.9634,2.888336355,,0.089,0.086,19.8058,2.985974824,,0.09,0.087,20.0361,2.997535646,,0.078,0.075,17.2725,2.849115641,,0.06,0.057,13.1271,2.574678796,
240,0.003,0.095,0.092,21.1876,3.053416105,,0.107,0.104,23.9512,3.176018427,,0.051,0.048,11.0544,2.402828539,,0.069,0.066,15.1998,2.72128227,,0.086,0.083,19.1149,2.950468136,,0.085,0.082,18.8846,2.938346775,,0.087,0.084,19.3452,2.962444327,,0.059,0.056,12.8968,2.556979219,,0.079,0.076,17.5028,2.862360868,,0.088,0.085,19.5755,2.974278784,,0.089,0.086,19.8058,2.985974824,,0.077,0.074,17.0422,2.835692621,,0.059,0.056,12.8968,2.556979219,
241,0.003,0.093,0.09,20.727,3.031437198,,0.105,0.102,23.4906,3.156600341,,0.05,0.047,10.8241,2.38177513,,0.068,0.065,14.9695,2.706014798,,0.085,0.082,18.8846,2.938346775,,0.084,0.081,18.6543,2.926076683,,0.086,0.083,19.1149,2.950468136,,0.058,0.055,12.6665,2.538960713,,0.078,0.075,17.2725,2.849115641,,0.086,0.083,19.1149,2.950468136,,0.088,0.085,19.5755,2.974278784,,0.076,0.073,16.8119,2.822086969,,0.058,0.055,12.6665,2.538960713,
242,0.003,0.093,0.09,20.727,3.031437198,,0.104,0.101,23.2603,3.146748045,,0.05,0.047,10.8241,2.38177513,,0.068,0.065,14.9695,2.706014798,,0.084,0.081,18.6543,2.926076683,,0.083,0.08,18.424,2.913654163,,0.085,0.082,18.8846,2.938346775,,0.057,0.054,12.4362,2.520611574,,0.078,0.075,17.2725,2.849115641,,0.086,0.083,19.1149,2.950468136,,0.087,0.084,19.3452,2.962444327,,0.076,0.073,16.8119,2.822086969,,0.058,0.055,12.6665,2.538960713,
243,0.003,0.092,0.089,20.4967,3.020263898,,0.103,0.1,23.03,3.136797714,,0.049,0.046,10.5938,2.360268924,,0.067,0.064,14.7392,2.690510611,,0.083,0.08,18.424,2.913654163,,0.082,0.079,18.1937,2.90107538,,0.084,0.081,18.6543,2.926076683,,0.056,0.053,12.2059,2.501919441,,0.077,0.074,17.0422,2.835692621,,0.085,0.082,18.8846,2.938346775,,0.086,0.083,19.1149,2.950468136,,0.075,0.072,16.5816,2.808293647,,0.057,0.054,12.4362,2.520611574,
244,0.003,0.091,0.088,20.2664,3.008964342,,0.102,0.099,22.7997,3.126747378,,0.049,0.046,10.5938,2.360268924,,0.066,0.063,14.5089,2.674762254,,0.082,0.079,18.1937,2.90107538,,0.081,0.078,17.9634,2.888336355,,0.083,0.08,18.424,2.913654163,,0.056,0.053,12.2059,2.501919441,,0.076,0.073,16.8119,2.822086969,,0.084,0.081,18.6543,2.926076683,,0.085,0.082,18.8846,2.938346775,,0.074,0.071,16.3513,2.794307405,,0.057,0.054,12.4362,2.520611574,
245,0.003,0.09,0.087,20.0361,2.997535646,,0.101,0.098,22.5694,3.116595007,,0.049,0.046,10.5938,2.360268924,,0.066,0.063,14.5089,2.674762254,,0.081,0.078,17.9634,2.888336355,,0.08,0.077,17.7331,2.87543295,,0.082,0.079,18.1937,2.90107538,,0.055,0.052,11.9756,2.482871246,,0.076,0.073,16.8119,2.822086969,,0.083,0.08,18.424,2.913654163,,0.084,0.081,18.6543,2.926076683,,0.073,0.07,16.121,2.78012277,,0.056,0.053,12.2059,2.501919441,
246,0.003,0.089,0.086,19.8058,2.985974824,,0.1,0.097,22.3391,3.106338506,,0.048,0.045,10.3635,2.338290018,,0.065,0.062,14.2786,2.658761913,,0.081,0.078,17.9634,2.888336355,,0.079,0.076,17.5028,2.862360868,,0.081,0.078,17.9634,2.888336355,,0.054,0.051,11.7453,2.463453161,,0.075,0.072,16.5816,2.808293647,,0.082,0.079,18.1937,2.90107538,,0.083,0.08,18.424,2.913654163,,0.073,0.07,16.121,2.78012277,,0.056,0.053,12.2059,2.501919441,
247,0.003,0.089,0.086,19.8058,2.985974824,,0.099,0.096,22.1088,3.095975719,,0.047,0.044,10.1332,2.315817162,,0.065,0.062,14.2786,2.658761913,,0.08,0.077,17.7331,2.87543295,,0.079,0.076,17.5028,2.862360868,,0.081,0.078,17.9634,2.888336355,,0.053,0.05,11.515,2.443650533,,0.074,0.071,16.3513,2.794307405,,0.081,0.078,17.9634,2.888336355,,0.082,0.079,18.1937,2.90107538,,0.072,0.069,15.8907,2.765734032,,0.056,0.053,12.2059,2.501919441,
248,0.003,0.088,0.085,19.5755,2.974278784,,0.099,0.096,22.1088,3.095975719,,0.047,0.044,10.1332,2.315817162,,0.064,0.061,14.0483,2.642501392,,0.079,0.076,17.5028,2.862360868,,0.078,0.075,17.2725,2.849115641,,0.08,0.077,17.7331,2.87543295,,0.053,0.05,11.515,2.443650533,,0.074,0.071,16.3513,2.794307405,,0.081,0.078,17.9634,2.888336355,,0.082,0.079,18.1937,2.90107538,,0.071,0.068,15.6604,2.751135233,,0.055,0.052,11.9756,2.482871246,
249,0.003,0.088,0.085,19.5755,2.974278784,,0.098,0.095,21.8785,3.085504419,,0.047,0.044,10.1332,2.315817162,,0.064,0.061,14.0483,2.642501392,,0.079,0.076,17.5028,2.862360868,,0.078,0.075,17.2725,2.849115641,,0.079,0.076,17.5028,2.862360868,,0.053,0.05,11.515,2.443650533,,0.073,0.07,16.121,2.78012277,,0.08,0.077,17.7331,2.87543295,,0.081,0.078,17.9634,2.888336355,,0.071,0.068,15.6604,2.751135233,,0.055,0.052,11.9756,2.482871246,
250,0.003,0.087,0.084,19.3452,2.962444327,,0.097,0.094,21.6482,3.07492231,,0.047,0.044,10.1332,2.315817162,,0.064,0.061,14.0483,2.642501392,,0.078,0.075,17.2725,2.849115641,,0.077,0.074,17.0422,2.835692621,,0.079,0.076,17.5028,2.862360868,,0.052,0.049,11.2847,2.423447826,,0.072,0.069,15.8907,2.765734032,,0.079,0.076,17.5028,2.862360868,,0.08,0.077,17.7331,2.87543295,,0.07,0.067,15.4301,2.736320147,,0.055,0.052,11.9756,2.482871246,
251,0.003,0.087,0.084,19.3452,2.962444327,,0.096,0.093,21.4179,3.064227021,,0.047,0.044,10.1332,2.315817162,,0.064,0.061,14.0483,2.642501392,,0.077,0.074,17.0422,2.835692621,,0.077,0.074,17.0422,2.835692621,,0.078,0.075,17.2725,2.849115641,,0.052,0.049,11.2847,2.423447826,,0.072,0.069,15.8907,2.765734032,,0.079,0.076,17.5028,2.862360868,,0.08,0.077,17.7331,2.87543295,,0.07,0.067,15.4301,2.736320147,,0.054,0.051,11.7453,2.463453161,
252,0.003,0.086,0.083,19.1149,2.950468136,,0.095,0.092,21.1876,3.053416105,,0.046,0.043,9.9029,2.292827644,,0.063,0.06,13.818,2.62597209,,0.077,0.074,17.0422,2.835692621,,0.076,0.073,16.8119,2.822086969,,0.078,0.075,17.2725,2.849115641,,0.051,0.048,11.0544,2.402828539,,0.071,0.068,15.6604,2.751135233,,0.078,0.075,17.2725,2.849115641,,0.079,0.076,17.5028,2.862360868,,0.069,0.066,15.1998,2.72128227,,0.054,0.051,11.7453,2.463453161,
253,0.003,0.086,0.083,19.1149,2.950468136,,0.095,0.092,21.1876,3.053416105,,0.046,0.043,9.9029,2.292827644,,0.063,0.06,13.818,2.62597209,,0.076,0.073,16.8119,2.822086969,,0.075,0.072,16.5816,2.808293647,,0.077,0.074,17.0422,2.835692621,,0.051,0.048,11.0544,2.402828539,,0.071,0.068,15.6604,2.751135233,,0.077,0.074,17.0422,2.835692621,,0.079,0.076,17.5028,2.862360868,,0.069,0.066,15.1998,2.72128227,,0.053,0.05,11.515,2.443650533,
254,0.003,0.085,0.082,18.8846,2.938346775,,0.094,0.091,20.9573,3.042487034,,0.046,0.043,9.9029,2.292827644,,0.062,0.059,13.5877,2.609164972,,0.076,0.073,16.8119,2.822086969,,0.075,0.072,16.5816,2.808293647,,0.077,0.074,17.0422,2.835692621,,0.05,0.047,10.8241,2.38177513,,0.071,0.068,15.6604,2.751135233,,0.077,0.074,17.0422,2.835692621,,0.078,0.075,17.2725,2.849115641,,0.068,0.065,14.9695,2.706014798,,0.053,0.05,11.515,2.443650533,
255,0.003,0.085,0.082,18.8846,2.938346775,,0.093,0.09,20.727,3.031437198,,0.045,0.042,9.6726,2.269297146,,0.062,0.059,13.5877,2.609164972,,0.076,0.073,16.8119,2.822086969,,0.075,0.072,16.5816,2.808293647,,0.076,0.073,16.8119,2.822086969,,0.05,0.047,10.8241,2.38177513,,0.07,0.067,15.4301,2.736320147,,0.077,0.074,17.0422,2.835692621,,0.078,0.075,17.2725,2.849115641,,0.068,0.065,14.9695,2.706014798,,0.053,0.05,11.515,2.443650533,
256,0.003,0.085,0.082,18.8846,2.938346775,,0.093,0.09,20.727,3.031437198,,0.045,0.042,9.6726,2.269297146,,0.062,0.059,13.5877,2.609164972,,0.075,0.072,16.5816,2.808293647,,0.074,0.071,16.3513,2.794307405,,0.076,0.073,16.8119,2.822086969,,0.05,0.047,10.8241,2.38177513,,0.07,0.067,15.4301,2.736320147,,0.076,0.073,16.8119,2.822086969,,0.077,0.074,17.0422,2.835692621,,0.067,0.064,14.7392,2.690510611,,0.052,0.049,11.2847,2.423447826,
257,0.003,0.084,0.081,18.6543,2.926076683,,0.092,0.089,20.4967,3.020263898,,0.045,0.042,9.6726,2.269297146,,0.062,0.059,13.5877,2.609164972,,0.074,0.071,16.3513,2.794307405,,0.074,0.071,16.3513,2.794307405,,0.075,0.072,16.5816,2.808293647,,0.049,0.046,10.5938,2.360268924,,0.069,0.066,15.1998,2.72128227,,0.075,0.072,16.5816,2.808293647,,0.076,0.073,16.8119,2.822086969,,0.067,0.064,14.7392,2.690510611,,0.052,0.049,11.2847,2.423447826,
258,0.002,0.084,0.082,18.8846,2.938346775,,0.092,0.09,20.727,3.031437198,,0.044,0.042,9.6726,2.269297146,,0.061,0.059,13.5877,2.609164972,,0.074,0.072,16.5816,2.808293647,,0.073,0.071,16.3513,2.794307405,,0.074,0.072,16.5816,2.808293647,,0.049,0.047,10.8241,2.38177513,,0.069,0.067,15.4301,2.736320147,,0.075,0.073,16.8119,2.822086969,,0.076,0.074,17.0422,2.835692621,,0.066,0.064,14.7392,2.690510611,,0.052,0.05,11.515,2.443650533,
259,0.002,0.083,0.081,18.6543,2.926076683,,0.091,0.089,20.4967,3.020263898,,0.044,0.042,9.6726,2.269297146,,0.061,0.059,13.5877,2.609164972,,0.073,0.071,16.3513,2.794307405,,0.073,0.071,16.3513,2.794307405,,0.074,0.072,16.5816,2.808293647,,0.048,0.046,10.5938,2.360268924,,0.068,0.066,15.1998,2.72128227,,0.074,0.072,16.5816,2.808293647,,0.075,0.073,16.8119,2.822086969,,0.066,0.064,14.7392,2.690510611,,0.051,0.049,11.2847,2.423447826,
260,0.002,0.083,0.081,18.6543,2.926076683,,0.09,0.088,20.2664,3.008964342,,0.044,0.042,9.6726,2.269297146,,0.061,0.059,13.5877,2.609164972,,0.073,0.071,16.3513,2.794307405,,0.072,0.07,16.121,2.78012277,,0.074,0.072,16.5816,2.808293647,,0.048,0.046,10.5938,2.360268924,,0.068,0.066,15.1998,2.72128227,,0.074,0.072,16.5816,2.808293647,,0.075,0.073,16.8119,2.822086969,,0.065,0.063,14.5089,2.674762254,,0.051,0.049,11.2847,2.423447826,
261,0.002,0.082,0.08,18.424,2.913654163,,0.09,0.088,20.2664,3.008964342,,0.043,0.041,9.4423,2.245199595,,0.06,0.058,13.3574,2.592070538,,0.072,0.07,16.121,2.78012277,,0.072,0.07,16.121,2.78012277,,0.073,0.071,16.3513,2.794307405,,0.048,0.046,10.5938,2.360268924,,0.067,0.065,14.9695,2.706014798,,0.073,0.071,16.3513,2.794307405,,0.074,0.072,16.5816,2.808293647,,0.065,0.063,14.5089,2.674762254,,0.051,0.049,11.2847,2.423447826,
262,0.002,0.082,0.08,18.424,2.913654163,,0.089,0.087,20.0361,2.997535646,,0.043,0.041,9.4423,2.245199595,,0.06,0.058,13.3574,2.592070538,,0.072,0.07,16.121,2.78012277,,0.071,0.069,15.8907,2.765734032,,0.073,0.071,16.3513,2.794307405,,0.047,0.045,10.3635,2.338290018,,0.067,0.065,14.9695,2.706014798,,0.073,0.071,16.3513,2.794307405,,0.074,0.072,16.5816,2.808293647,,0.064,0.062,14.2786,2.658761913,,0.05,0.048,11.0544,2.402828539,
263,0.002,0.081,0.079,18.1937,2.90107538,,0.089,0.087,20.0361,2.997535646,,0.043,0.041,9.4423,2.245199595,,0.06,0.058,13.3574,2.592070538,,0.072,0.07,16.121,2.78012277,,0.071,0.069,15.8907,2.765734032,,0.072,0.07,16.121,2.78012277,,0.047,0.045,10.3635,2.338290018,,0.066,0.064,14.7392,2.690510611,,0.072,0.07,16.121,2.78012277,,0.073,0.071,16.3513,2.794307405,,0.064,0.062,14.2786,2.658761913,,0.05,0.048,11.0544,2.402828539,
264,0.003,0.081,0.078,17.9634,2.888336355,,0.088,0.085,19.5755,2.974278784,,0.042,0.039,8.9817,2.195189174,,0.059,0.056,12.8968,2.556979219,,0.071,0.068,15.6604,2.751135233,,0.07,0.067,15.4301,2.736320147,,0.072,0.069,15.8907,2.765734032,,0.047,0.044,10.1332,2.315817162,,0.066,0.063,14.5089,2.674762254,,0.072,0.069,15.8907,2.765734032,,0.073,0.07,16.121,2.78012277,,0.063,0.06,13.818,2.62597209,,0.05,0.047,10.8241,2.38177513,
265,0.003,0.08,0.077,17.7331,2.87543295,,0.088,0.085,19.5755,2.974278784,,0.042,0.039,8.9817,2.195189174,,0.059,0.056,12.8968,2.556979219,,0.071,0.068,15.6604,2.751135233,,0.07,0.067,15.4301,2.736320147,,0.071,0.068,15.6604,2.751135233,,0.046,0.043,9.9029,2.292827644,,0.065,0.062,14.2786,2.658761913,,0.071,0.068,15.6604,2.751135233,,0.072,0.069,15.8907,2.765734032,,0.063,0.06,13.818,2.62597209,,0.049,0.046,10.5938,2.360268924,
266,0.002,0.08,0.078,17.9634,2.888336355,,0.087,0.085,19.5755,2.974278784,,0.042,0.04,9.212,2.220506982,,0.058,0.056,12.8968,2.556979219,,0.07,0.068,15.6604,2.751135233,,0.069,0.067,15.4301,2.736320147,,0.071,0.069,15.8907,2.765734032,,0.046,0.044,10.1332,2.315817162,,0.065,0.063,14.5089,2.674762254,,0.07,0.068,15.6604,2.751135233,,0.071,0.069,15.8907,2.765734032,,0.062,0.06,13.818,2.62597209,,0.049,0.047,10.8241,2.38177513,
267,0.002,0.079,0.077,17.7331,2.87543295,,0.086,0.084,19.3452,2.962444327,,0.042,0.04,9.212,2.220506982,,0.058,0.056,12.8968,2.556979219,,0.07,0.068,15.6604,2.751135233,,0.069,0.067,15.4301,2.736320147,,0.07,0.068,15.6604,2.751135233,,0.046,0.044,10.1332,2.315817162,,0.064,0.062,14.2786,2.658761913,,0.07,0.068,15.6604,2.751135233,,0.071,0.069,15.8907,2.765734032,,0.061,0.059,13.5877,2.609164972,,0.048,0.046,10.5938,2.360268924,
268,0.002,0.078,0.076,17.5028,2.862360868,,0.085,0.083,19.1149,2.950468136,,0.041,0.039,8.9817,2.195189174,,0.058,0.056,12.8968,2.556979219,,0.069,0.067,15.4301,2.736320147,,0.068,0.066,15.1998,2.72128227,,0.07,0.068,15.6604,2.751135233,,0.046,0.044,10.1332,2.315817162,,0.064,0.062,14.2786,2.658761913,,0.069,0.067,15.4301,2.736320147,,0.07,0.068,15.6604,2.751135233,,0.061,0.059,13.5877,2.609164972,,0.048,0.046,10.5938,2.360268924,
269,0.002,0.078,0.076,17.5028,2.862360868,,0.085,0.083,19.1149,2.950468136,,0.041,0.039,8.9817,2.195189174,,0.057,0.055,12.6665,2.538960713,,0.069,0.067,15.4301,2.736320147,,0.068,0.066,15.1998,2.72128227,,0.069,0.067,15.4301,2.736320147,,0.045,0.043,9.9029,2.292827644,,0.063,0.061,14.0483,2.642501392,,0.069,0.067,15.4301,2.736320147,,0.07,0.068,15.6604,2.751135233,,0.06,0.058,13.3574,2.592070538,,0.048,0.046,10.5938,2.360268924,
270,0.002,0.077,0.075,17.2725,2.849115641,,0.084,0.082,18.8846,2.938346775,,0.041,0.039,8.9817,2.195189174,,0.057,0.055,12.6665,2.538960713,,0.068,0.066,15.1998,2.72128227,,0.067,0.065,14.9695,2.706014798,,0.068,0.066,15.1998,2.72128227,,0.045,0.043,9.9029,2.292827644,,0.062,0.06,13.818,2.62597209,,0.068,0.066,15.1998,2.72128227,,0.069,0.067,15.4301,2.736320147,,0.06,0.058,13.3574,2.592070538,,0.047,0.045,10.3635,2.338290018,
271,0.002,0.077,0.075,17.2725,2.849115641,,0.084,0.082,18.8846,2.938346775,,0.04,0.038,8.7514,2.169213688,,0.056,0.054,12.4362,2.520611574,,0.067,0.065,14.9695,2.706014798,,0.066,0.064,14.7392,2.690510611,,0.068,0.066,15.1998,2.72128227,,0.044,0.042,9.6726,2.269297146,,0.062,0.06,13.818,2.62597209,,0.067,0.065,14.9695,2.706014798,,0.068,0.066,15.1998,2.72128227,,0.059,0.057,13.1271,2.574678796,,0.047,0.045,10.3635,2.338290018,
272,0.002,0.076,0.074,17.0422,2.835692621,,0.083,0.081,18.6543,2.926076683,,0.04,0.038,8.7514,2.169213688,,0.056,0.054,12.4362,2.520611574,,0.067,0.065,14.9695,2.706014798,,0.066,0.064,14.7392,2.690510611,,0.068,0.066,15.1998,2.72128227,,0.044,0.042,9.6726,2.269297146,,0.061,0.059,13.5877,2.609164972,,0.067,0.065,14.9695,2.706014798,,0.068,0.066,15.1998,2.72128227,,0.059,0.057,13.1271,2.574678796,,0.047,0.045,10.3635,2.338290018,
273,0.002,0.075,0.073,16.8119,2.822086969,,0.083,0.081,18.6543,2.926076683,,0.04,0.038,8.7514,2.169213688,,0.055,0.053,12.2059,2.501919441,,0.066,0.064,14.7392,2.690510611,,0.065,0.063,14.5089,2.674762254,,0.067,0.065,14.9695,2.706014798,,0.044,0.042,9.6726,2.269297146,,0.061,0.059,13.5877,2.609164972,,0.066,0.064,14.7392,2.690510611,,0.067,0.065,14.9695,2.706014798,,0.058,0.056,12.8968,2.556979219,,0.046,0.044,10.1332,2.315817162,
274,0.002,0.075,0.073,16.8119,2.822086969,,0.082,0.08,18.424,2.913654163,,0.04,0.038,8.7514,2.169213688,,0.055,0.053,12.2059,2.501919441,,0.066,0.064,14.7392,2.690510611,,0.065,0.063,14.5089,2.674762254,,0.066,0.064,14.7392,2.690510611,,0.043,0.041,9.4423,2.245199595,,0.06,0.058,13.3574,2.592070538,,0.065,0.063,14.5089,2.674762254,,0.067,0.065,14.9695,2.706014798,,0.057,0.055,12.6665,2.538960713,,0.046,0.044,10.1332,2.315817162,
275,0.002,0.074,0.072,16.5816,2.808293647,,0.081,0.079,18.1937,2.90107538,,0.039,0.037,8.5211,2.14254544,,0.054,0.052,11.9756,2.482871246,,0.065,0.063,14.5089,2.674762254,,0.064,0.062,14.2786,2.658761913,,0.066,0.064,14.7392,2.690510611,,0.043,0.041,9.4423,2.245199595,,0.06,0.058,13.3574,2.592070538,,0.065,0.063,14.5089,2.674762254,,0.066,0.064,14.7392,2.690510611,,0.056,0.054,12.4362,2.520611574,,0.046,0.044,10.1332,2.315817162,
276,0.002,0.073,0.071,16.3513,2.794307405,,0.081,0.079,18.1937,2.90107538,,0.039,0.037,8.5211,2.14254544,,0.053,0.051,11.7453,2.463453161,,0.065,0.063,14.5089,2.674762254,,0.063,0.061,14.0483,2.642501392,,0.065,0.063,14.5089,2.674762254,,0.043,0.041,9.4423,2.245199595,,0.059,0.057,13.1271,2.574678796,,0.064,0.062,14.2786,2.658761913,,0.065,0.063,14.5089,2.674762254,,0.056,0.054,12.4362,2.520611574,,0.045,0.043,9.9029,2.292827644,
277,0.002,0.072,0.07,16.121,2.78012277,,0.08,0.078,17.9634,2.888336355,,0.038,0.036,8.2908,2.115146466,,0.053,0.051,11.7453,2.463453161,,0.064,0.062,14.2786,2.658761913,,0.063,0.061,14.0483,2.642501392,,0.065,0.063,14.5089,2.674762254,,0.042,0.04,9.212,2.220506982,,0.058,0.056,12.8968,2.556979219,,0.063,0.061,14.0483,2.642501392,,0.065,0.063,14.5089,2.674762254,,0.055,0.053,12.2059,2.501919441,,0.045,0.043,9.9029,2.292827644,
278,0.002,0.072,0.07,16.121,2.78012277,,0.079,0.077,17.7331,2.87543295,,0.038,0.036,8.2908,2.115146466,,0.052,0.05,11.515,2.443650533,,0.063,0.061,14.0483,2.642501392,,0.062,0.06,13.818,2.62597209,,0.064,0.062,14.2786,2.658761913,,0.042,0.04,9.212,2.220506982,,0.057,0.055,12.6665,2.538960713,,0.063,0.061,14.0483,2.642501392,,0.064,0.062,14.2786,2.658761913,,0.054,0.052,11.9756,2.482871246,,0.044,0.042,9.6726,2.269297146,
279,0.002,0.071,0.069,15.8907,2.765734032,,0.078,0.076,17.5028,2.862360868,,0.038,0.036,8.2908,2.115146466,,0.051,0.049,11.2847,2.423447826,,0.063,0.061,14.0483,2.642501392,,0.061,0.059,13.5877,2.609164972,,0.064,0.062,14.2786,2.658761913,,0.042,0.04,9.212,2.220506982,,0.057,0.055,12.6665,2.538960713,,0.062,0.06,13.818,2.62597209,,0.063,0.061,14.0483,2.642501392,,0.054,0.052,11.9756,2.482871246,,0.044,0.042,9.6726,2.269297146,
280,0.002,0.07,0.068,15.6604,2.751135233,,0.078,0.076,17.5028,2.862360868,,0.038,0.036,8.2908,2.115146466,,0.051,0.049,11.2847,2.423447826,,0.062,0.06,13.818,2.62597209,,0.061,0.059,13.5877,2.609164972,,0.063,0.061,14.0483,2.642501392,,0.042,0.04,9.212,2.220506982,,0.056,0.054,12.4362,2.520611574,,0.061,0.059,13.5877,2.609164972,,0.062,0.06,13.818,2.62597209,,0.053,0.051,11.7453,2.463453161,,0.044,0.042,9.6726,2.269297146,
281,0.002,0.069,0.067,15.4301,2.736320147,,0.077,0.075,17.2725,2.849115641,,0.037,0.035,8.0605,2.086975589,,0.05,0.048,11.0544,2.402828539,,0.061,0.059,13.5877,2.609164972,,0.06,0.058,13.3574,2.592070538,,0.062,0.06,13.818,2.62597209,,0.041,0.039,8.9817,2.195189174,,0.055,0.053,12.2059,2.501919441,,0.061,0.059,13.5877,2.609164972,,0.062,0.06,13.818,2.62597209,,0.053,0.051,11.7453,2.463453161,,0.043,0.041,9.4423,2.245199595,
282,0.002,0.069,0.067,15.4301,2.736320147,,0.076,0.074,17.0422,2.835692621,,0.037,0.035,8.0605,2.086975589,,0.05,0.048,11.0544,2.402828539,,0.06,0.058,13.3574,2.592070538,,0.059,0.057,13.1271,2.574678796,,0.062,0.06,13.818,2.62597209,,0.041,0.039,8.9817,2.195189174,,0.055,0.053,12.2059,2.501919441,,0.06,0.058,13.3574,2.592070538,,0.061,0.059,13.5877,2.609164972,,0.052,0.05,11.515,2.443650533,,0.043,0.041,9.4423,2.245199595,
283,0.002,0.068,0.066,15.1998,2.72128227,,0.075,0.073,16.8119,2.822086969,,0.036,0.034,7.8302,2.057988052,,0.049,0.047,10.8241,2.38177513,,0.06,0.058,13.3574,2.592070538,,0.059,0.057,13.1271,2.574678796,,0.061,0.059,13.5877,2.609164972,,0.04,0.038,8.7514,2.169213688,,0.054,0.052,11.9756,2.482871246,,0.059,0.057,13.1271,2.574678796,,0.06,0.058,13.3574,2.592070538,,0.051,0.049,11.2847,2.423447826,,0.042,0.04,9.212,2.220506982,
284,0.002,0.067,0.065,14.9695,2.706014798,,0.074,0.072,16.5816,2.808293647,,0.036,0.034,7.8302,2.057988052,,0.048,0.046,10.5938,2.360268924,,0.059,0.057,13.1271,2.574678796,,0.058,0.056,12.8968,2.556979219,,0.06,0.058,13.3574,2.592070538,,0.04,0.038,8.7514,2.169213688,,0.053,0.051,11.7453,2.463453161,,0.058,0.056,12.8968,2.556979219,,0.059,0.057,13.1271,2.574678796,,0.05,0.048,11.0544,2.402828539,,0.042,0.04,9.212,2.220506982,
