,Blank,F8Jul19_9R1,A(CDOM),a(CDOM),ln(a),Sr,F1Jul19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F8Jul19_5R1,A(CDOM),a(CDOM),ln(a),Sr,F1Jul19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F1Jul19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F8Jul19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F8Jul19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F1Jul19_5R1,A(CDOM),a(CDOM),ln(a),Sr
422,-0.001,0.022,0.023,5.2969,1.667121744,,0.022,0.023,5.2969,1.667121744,,0.018,0.019,4.3757,1.476066507,,0.017,0.018,4.1454,1.421999286,,0.003,0.004,1.8424,0.61106907,,0.005,0.006,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,,0.009,0.01,2.303,0.834212621,
423,-0.001,0.022,0.023,5.2969,1.667121744,,0.022,0.023,5.2969,1.667121744,,0.018,0.019,4.3757,1.476066507,,0.017,0.018,4.1454,1.421999286,,0.003,0.004,1.8424,0.61106907,,0.005,0.006,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,,0.009,0.01,2.303,0.834212621,
424,-0.001,0.022,0.023,5.2969,1.667121744,,0.022,0.023,5.2969,1.667121744,,0.018,0.019,4.3757,1.476066507,,0.017,0.018,4.1454,1.421999286,,0.003,0.004,1.8424,0.61106907,,0.005,0.006,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,,0.009,0.01,2.303,0.834212621,
425,-0.001,0.022,0.023,5.2969,1.667121744,,0.022,0.023,5.2969,1.667121744,,0.018,0.019,4.3757,1.476066507,,0.017,0.018,4.1454,1.421999286,,0.003,0.004,1.8424,0.61106907,,0.005,0.006,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,,0.009,0.01,2.303,0.834212621,
426,-0.001,0.022,0.023,5.2969,1.667121744,,0.022,0.023,5.2969,1.667121744,,0.017,0.018,4.1454,1.421999286,,0.017,0.018,4.1454,1.421999286,,0.003,0.004,1.8424,0.61106907,,0.005,0.006,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,,0.009,0.01,2.303,0.834212621,
427,-0.001,0.022,0.023,5.2969,1.667121744,,0.022,0.023,5.2969,1.667121744,,0.017,0.018,4.1454,1.421999286,,0.017,0.018,4.1454,1.421999286,,0.003,0.004,1.8424,0.61106907,,0.005,0.006,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,,0.009,0.01,2.303,0.834212621,
428,-0.001,0.022,0.023,5.2969,1.667121744,,0.021,0.022,5.0666,1.622669981,,0.017,0.018,4.1454,1.421999286,,0.016,0.017,3.9151,1.364840872,,0.003,0.004,1.8424,0.61106907,,0.005,0.006,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,,0.009,0.01,2.303,0.834212621,
429,-0.001,0.022,0.023,5.2969,1.667121744,,0.021,0.022,5.0666,1.622669981,,0.017,0.018,4.1454,1.421999286,,0.016,0.017,3.9151,1.364840872,,0.003,0.004,1.8424,0.61106907,,0.005,0.006,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,,0.009,0.01,2.303,0.834212621,
430,-0.001,0.022,0.023,5.2969,1.667121744,,0.021,0.022,5.0666,1.622669981,,0.017,0.018,4.1454,1.421999286,,0.016,0.017,3.9151,1.364840872,,0.003,0.004,1.8424,0.61106907,,0.005,0.006,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,,0.009,0.01,2.303,0.834212621,
431,-0.001,0.022,0.023,5.2969,1.667121744,,0.021,0.022,5.0666,1.622669981,,0.017,0.018,4.1454,1.421999286,,0.016,0.017,3.9151,1.364840872,,0.003,0.004,1.8424,0.61106907,,0.005,0.006,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,,0.009,0.01,2.303,0.834212621,
432,-0.001,0.021,0.022,5.0666,1.622669981,,0.021,0.022,5.0666,1.622669981,,0.017,0.018,4.1454,1.421999286,,0.016,0.017,3.9151,1.364840872,,0.003,0.004,1.8424,0.61106907,,0.005,0.006,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,,0.009,0.01,2.303,0.834212621,
433,-0.001,0.021,0.022,5.0666,1.622669981,,0.021,0.022,5.0666,1.622669981,,0.017,0.018,4.1454,1.421999286,,0.016,0.017,3.9151,1.364840872,,0.003,0.004,1.8424,0.61106907,,0.005,0.006,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,
434,-0.001,0.021,0.022,5.0666,1.622669981,,0.021,0.022,5.0666,1.622669981,,0.017,0.018,4.1454,1.421999286,,0.016,0.017,3.9151,1.364840872,,0.003,0.004,1.8424,0.61106907,,0.005,0.006,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,
435,-0.001,0.021,0.022,5.0666,1.622669981,,0.021,0.022,5.0666,1.622669981,,0.017,0.018,4.1454,1.421999286,,0.016,0.017,3.9151,1.364840872,,0.003,0.004,1.8424,0.61106907,,0.004,0.005,1.1515,0.14106544,,0.002,0.003,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,
436,-0.001,0.021,0.022,5.0666,1.622669981,,0.021,0.022,5.0666,1.622669981,,0.017,0.018,4.1454,1.421999286,,0.016,0.017,3.9151,1.364840872,,0.003,0.004,1.8424,0.61106907,,0.004,0.005,1.1515,0.14106544,,0.002,0.003,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,
437,-0.001,0.021,0.022,5.0666,1.622669981,,0.021,0.022,5.0666,1.622669981,,0.017,0.018,4.1454,1.421999286,,0.016,0.017,3.9151,1.364840872,,0.003,0.004,1.8424,0.61106907,,0.004,0.005,1.1515,0.14106544,,0.002,0.003,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,
438,-0.001,0.021,0.022,5.0666,1.622669981,,0.021,0.022,5.0666,1.622669981,,0.017,0.018,4.1454,1.421999286,,0.015,0.016,3.6848,1.30421625,,0.003,0.004,1.8424,0.61106907,,0.004,0.005,1.1515,0.14106544,,0.002,0.003,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,
439,-0.001,0.021,0.022,5.0666,1.622669981,,0.02,0.021,4.8363,1.576149966,,0.017,0.018,4.1454,1.421999286,,0.015,0.016,3.6848,1.30421625,,0.003,0.004,1.8424,0.61106907,,0.004,0.005,1.1515,0.14106544,,0.001,0.002,0.9212,-0.082078111,,0.008,0.009,2.0727,0.728852105,
440,-0.001,0.021,0.022,5.0666,1.622669981,,0.02,0.021,4.8363,1.576149966,,0.017,0.018,4.1454,1.421999286,,0.015,0.016,3.6848,1.30421625,,0.003,0.004,1.8424,0.61106907,,0.004,0.005,1.1515,0.14106544,,0.001,0.002,0.9212,-0.082078111,,0.008,0.009,2.0727,0.728852105,
441,-0.001,0.02,0.021,4.8363,1.576149966,,0.02,0.021,4.8363,1.576149966,,0.016,0.017,3.9151,1.364840872,,0.015,0.016,3.6848,1.30421625,,0.003,0.004,1.8424,0.61106907,,0.004,0.005,1.1515,0.14106544,,0.001,0.002,0.9212,-0.082078111,,0.008,0.009,2.0727,0.728852105,
442,-0.001,0.02,0.021,4.8363,1.576149966,,0.02,0.021,4.8363,1.576149966,,0.016,0.017,3.9151,1.364840872,,0.015,0.016,3.6848,1.30421625,,0.003,0.004,1.8424,0.61106907,,0.004,0.005,1.1515,0.14106544,,0.001,0.002,0.9212,-0.082078111,,0.008,0.009,2.0727,0.728852105,
443,-0.001,0.02,0.021,4.8363,1.576149966,,0.02,0.021,4.8363,1.576149966,,0.016,0.017,3.9151,1.364840872,,0.015,0.016,3.6848,1.30421625,,0.003,0.004,1.8424,0.61106907,,0.004,0.005,1.1515,0.14106544,,0.001,0.002,0.9212,-0.082078111,,0.008,0.009,2.0727,0.728852105,
444,-0.001,0.02,0.021,4.8363,1.576149966,,0.02,0.021,4.8363,1.576149966,,0.016,0.017,3.9151,1.364840872,,0.015,0.016,3.6848,1.30421625,,0.003,0.004,1.8424,0.61106907,,0.004,0.005,1.1515,0.14106544,,0.001,0.002,0.9212,-0.082078111,,0.008,0.009,2.0727,0.728852105,
445,-0.001,0.02,0.021,4.8363,1.576149966,,0.02,0.021,4.8363,1.576149966,,0.016,0.017,3.9151,1.364840872,,0.015,0.016,3.6848,1.30421625,,0.003,0.004,1.8424,0.61106907,,0.004,0.005,1.1515,0.14106544,,0.001,0.002,0.9212,-0.082078111,,0.008,0.009,2.0727,0.728852105,
446,-0.001,0.02,0.021,4.8363,1.576149966,,0.02,0.021,4.8363,1.576149966,,0.016,0.017,3.9151,1.364840872,,0.014,0.015,3.4545,1.239677729,,0.003,0.004,1.8424,0.61106907,,0.004,0.005,1.1515,0.14106544,,0.001,0.002,0.9212,-0.082078111,,0.008,0.009,2.0727,0.728852105,
447,-0.001,0.02,0.021,4.8363,1.576149966,,0.02,0.021,4.8363,1.576149966,,0.016,0.017,3.9151,1.364840872,,0.014,0.015,3.4545,1.239677729,,0.003,0.004,1.8424,0.61106907,,0.004,0.005,1.1515,0.14106544,,0.001,0.002,0.9212,-0.082078111,,0.008,0.009,2.0727,0.728852105,
448,-0.001,0.02,0.021,4.8363,1.576149966,,0.02,0.021,4.8363,1.576149966,,0.016,0.017,3.9151,1.364840872,,0.014,0.015,3.4545,1.239677729,,0.003,0.004,1.8424,0.61106907,,0.004,0.005,1.1515,0.14106544,,0.001,0.002,0.9212,-0.082078111,,0.008,0.009,2.0727,0.728852105,
449,-0.001,0.02,0.021,4.8363,1.576149966,,0.019,0.02,4.606,1.527359801,,0.016,0.017,3.9151,1.364840872,,0.014,0.015,3.4545,1.239677729,,0.003,0.004,1.8424,0.61106907,,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.008,0.009,2.0727,0.728852105,
450,-0.001,0.02,0.021,4.8363,1.576149966,,0.019,0.02,4.606,1.527359801,,0.016,0.017,3.9151,1.364840872,,0.014,0.015,3.4545,1.239677729,,0.003,0.004,1.8424,0.61106907,,0.004,0.005,1.1515,0.14106544,,0.001,0.002,0.9212,-0.082078111,,0.008,0.009,2.0727,0.728852105,
451,-0.001,0.02,0.021,4.8363,1.576149966,,0.019,0.02,4.606,1.527359801,,0.016,0.017,3.9151,1.364840872,,0.014,0.015,3.4545,1.239677729,,0.003,0.004,1.8424,0.61106907,,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.008,0.009,2.0727,0.728852105,
452,-0.001,0.02,0.021,4.8363,1.576149966,,0.019,0.02,4.606,1.527359801,,0.016,0.017,3.9151,1.364840872,,0.014,0.015,3.4545,1.239677729,,0.003,0.004,1.8424,0.61106907,,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.008,0.009,2.0727,0.728852105,
453,-0.001,0.019,0.02,4.606,1.527359801,,0.019,0.02,4.606,1.527359801,,0.016,0.017,3.9151,1.364840872,,0.014,0.015,3.4545,1.239677729,,0.003,0.004,1.8424,0.61106907,,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.007,0.008,1.8424,0.61106907,
454,-0.001,0.019,0.02,4.606,1.527359801,,0.019,0.02,4.606,1.527359801,,0.016,0.017,3.9151,1.364840872,,0.014,0.015,3.4545,1.239677729,,0.003,0.004,1.8424,0.61106907,,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.007,0.008,1.8424,0.61106907,
455,-0.001,0.019,0.02,4.606,1.527359801,,0.019,0.02,4.606,1.527359801,,0.016,0.017,3.9151,1.364840872,,0.014,0.015,3.4545,1.239677729,,0.003,0.004,1.8424,0.61106907,,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.008,0.009,2.0727,0.728852105,
456,-0.001,0.019,0.02,4.606,1.527359801,,0.019,0.02,4.606,1.527359801,,0.016,0.017,3.9151,1.364840872,,0.014,0.015,3.4545,1.239677729,,0.003,0.004,1.8424,0.61106907,,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.007,0.008,1.8424,0.61106907,
457,-0.001,0.019,0.02,4.606,1.527359801,,0.019,0.02,4.606,1.527359801,,0.016,0.017,3.9151,1.364840872,,0.014,0.015,3.4545,1.239677729,,0.003,0.004,1.8424,0.61106907,,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.007,0.008,1.8424,0.61106907,
458,-0.001,0.019,0.02,4.606,1.527359801,,0.019,0.02,4.606,1.527359801,,0.016,0.017,3.9151,1.364840872,,0.014,0.015,3.4545,1.239677729,,0.003,0.004,1.8424,0.61106907,,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.007,0.008,1.8424,0.61106907,
459,-0.001,0.019,0.02,4.606,1.527359801,,0.019,0.02,4.606,1.527359801,,0.015,0.016,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.003,0.004,1.8424,0.61106907,,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.007,0.008,1.8424,0.61106907,
460,-0.001,0.019,0.02,4.606,1.527359801,,0.019,0.02,4.606,1.527359801,,0.015,0.016,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.002,0.003,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.007,0.008,1.8424,0.61106907,
461,-0.001,0.019,0.02,4.606,1.527359801,,0.019,0.02,4.606,1.527359801,,0.015,0.016,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.003,0.004,1.8424,0.61106907,,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.007,0.008,1.8424,0.61106907,
462,-0.001,0.019,0.02,4.606,1.527359801,,0.019,0.02,4.606,1.527359801,,0.015,0.016,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.002,0.003,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.007,0.008,1.8424,0.61106907,
463,-0.001,0.019,0.02,4.606,1.527359801,,0.019,0.02,4.606,1.527359801,,0.015,0.016,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.002,0.003,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.007,0.008,1.8424,0.61106907,
464,-0.001,0.019,0.02,4.606,1.527359801,,0.018,0.019,4.3757,1.476066507,,0.015,0.016,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.002,0.003,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.007,0.008,1.8424,0.61106907,
465,-0.001,0.018,0.019,4.3757,1.476066507,,0.018,0.019,4.3757,1.476066507,,0.015,0.016,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.002,0.003,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.007,0.008,1.8424,0.61106907,
466,-0.001,0.018,0.019,4.3757,1.476066507,,0.018,0.019,4.3757,1.476066507,,0.015,0.016,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.002,0.003,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.007,0.008,1.8424,0.61106907,
467,-0.001,0.018,0.019,4.3757,1.476066507,,0.018,0.019,4.3757,1.476066507,,0.015,0.016,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.002,0.003,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.007,0.008,1.8424,0.61106907,
468,-0.001,0.018,0.019,4.3757,1.476066507,,0.018,0.019,4.3757,1.476066507,,0.015,0.016,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.002,0.003,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.007,0.008,1.8424,0.61106907,
469,-0.001,0.018,0.019,4.3757,1.476066507,,0.018,0.019,4.3757,1.476066507,,0.015,0.016,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.002,0.003,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.007,0.008,1.8424,0.61106907,
470,-0.001,0.018,0.019,4.3757,1.476066507,,0.018,0.019,4.3757,1.476066507,,0.015,0.016,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.002,0.003,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.007,0.008,1.8424,0.61106907,
471,-0.001,0.018,0.019,4.3757,1.476066507,,0.018,0.019,4.3757,1.476066507,,0.015,0.016,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.002,0.003,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.007,0.008,1.8424,0.61106907,
472,-0.001,0.018,0.019,4.3757,1.476066507,,0.018,0.019,4.3757,1.476066507,,0.015,0.016,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.9212,-0.082078111,,0.007,0.008,1.8424,0.61106907,
473,-0.001,0.018,0.019,4.3757,1.476066507,,0.018,0.019,4.3757,1.476066507,,0.015,0.016,3.6848,1.30421625,,0.012,0.013,2.9939,1.096576885,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.9212,-0.082078111,,0.007,0.008,1.8424,0.61106907,
474,-0.001,0.018,0.019,4.3757,1.476066507,,0.018,0.019,4.3757,1.476066507,,0.015,0.016,3.6848,1.30421625,,0.012,0.013,2.9939,1.096576885,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.9212,-0.082078111,,0.007,0.008,1.8424,0.61106907,
475,-0.001,0.018,0.019,4.3757,1.476066507,,0.018,0.019,4.3757,1.476066507,,0.015,0.016,3.6848,1.30421625,,0.012,0.013,2.9939,1.096576885,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.9212,-0.082078111,,0.007,0.008,1.8424,0.61106907,
476,-0.001,0.018,0.019,4.3757,1.476066507,,0.018,0.019,4.3757,1.476066507,,0.015,0.016,3.6848,1.30421625,,0.012,0.013,2.9939,1.096576885,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.9212,-0.082078111,,0.007,0.008,1.8424,0.61106907,
477,-0.001,0.018,0.019,4.3757,1.476066507,,0.018,0.019,4.3757,1.476066507,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.9212,-0.082078111,,0.007,0.008,1.8424,0.61106907,
478,-0.001,0.018,0.019,4.3757,1.476066507,,0.017,0.018,4.1454,1.421999286,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,,0.007,0.008,1.8424,0.61106907,
479,-0.001,0.018,0.019,4.3757,1.476066507,,0.017,0.018,4.1454,1.421999286,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,,0.007,0.008,1.8424,0.61106907,
480,-0.001,0.018,0.019,4.3757,1.476066507,,0.018,0.019,4.3757,1.476066507,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.9212,-0.082078111,,0.007,0.008,1.8424,0.61106907,
481,-0.001,0.018,0.019,4.3757,1.476066507,,0.017,0.018,4.1454,1.421999286,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,,0.007,0.008,1.8424,0.61106907,
482,-0.001,0.017,0.018,4.1454,1.421999286,,0.017,0.018,4.1454,1.421999286,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,,0.007,0.008,1.8424,0.61106907,
483,-0.001,0.017,0.018,4.1454,1.421999286,,0.017,0.018,4.1454,1.421999286,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
484,-0.001,0.017,0.018,4.1454,1.421999286,,0.017,0.018,4.1454,1.421999286,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,,0.007,0.008,1.8424,0.61106907,
485,-0.001,0.017,0.018,4.1454,1.421999286,,0.017,0.018,4.1454,1.421999286,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.9212,-0.082078111,,0.007,0.008,1.8424,0.61106907,
486,-0.001,0.017,0.018,4.1454,1.421999286,,0.017,0.018,4.1454,1.421999286,,0.014,0.015,3.4545,1.239677729,,0.011,0.012,2.7636,1.016534178,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
487,-0.001,0.017,0.018,4.1454,1.421999286,,0.017,0.018,4.1454,1.421999286,,0.014,0.015,3.4545,1.239677729,,0.011,0.012,2.7636,1.016534178,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
488,-0.001,0.017,0.018,4.1454,1.421999286,,0.017,0.018,4.1454,1.421999286,,0.014,0.015,3.4545,1.239677729,,0.011,0.012,2.7636,1.016534178,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,,0.007,0.008,1.8424,0.61106907,
489,-0.001,0.017,0.018,4.1454,1.421999286,,0.017,0.018,4.1454,1.421999286,,0.014,0.015,3.4545,1.239677729,,0.011,0.012,2.7636,1.016534178,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
490,-0.001,0.017,0.018,4.1454,1.421999286,,0.017,0.018,4.1454,1.421999286,,0.014,0.015,3.4545,1.239677729,,0.011,0.012,2.7636,1.016534178,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
491,-0.001,0.017,0.018,4.1454,1.421999286,,0.017,0.018,4.1454,1.421999286,,0.014,0.015,3.4545,1.239677729,,0.011,0.012,2.7636,1.016534178,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
492,-0.001,0.017,0.018,4.1454,1.421999286,,0.017,0.018,4.1454,1.421999286,,0.014,0.015,3.4545,1.239677729,,0.011,0.012,2.7636,1.016534178,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
493,-0.001,0.017,0.018,4.1454,1.421999286,,0.017,0.018,4.1454,1.421999286,,0.014,0.015,3.4545,1.239677729,,0.011,0.012,2.7636,1.016534178,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
494,-0.001,0.017,0.018,4.1454,1.421999286,,0.017,0.018,4.1454,1.421999286,,0.014,0.015,3.4545,1.239677729,,0.011,0.012,2.7636,1.016534178,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
495,-0.001,0.017,0.018,4.1454,1.421999286,,0.017,0.018,4.1454,1.421999286,,0.014,0.015,3.4545,1.239677729,,0.011,0.012,2.7636,1.016534178,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
496,-0.001,0.017,0.018,4.1454,1.421999286,,0.017,0.018,4.1454,1.421999286,,0.014,0.015,3.4545,1.239677729,,0.011,0.012,2.7636,1.016534178,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
497,-0.001,0.017,0.018,4.1454,1.421999286,,0.017,0.018,4.1454,1.421999286,,0.014,0.015,3.4545,1.239677729,,0.01,0.011,2.5333,0.929522801,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
498,-0.001,0.017,0.018,4.1454,1.421999286,,0.016,0.017,3.9151,1.364840872,,0.014,0.015,3.4545,1.239677729,,0.01,0.011,2.5333,0.929522801,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
499,-0.001,0.017,0.018,4.1454,1.421999286,,0.016,0.017,3.9151,1.364840872,,0.014,0.015,3.4545,1.239677729,,0.01,0.011,2.5333,0.929522801,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
500,-0.001,0.016,0.017,3.9151,1.364840872,,0.016,0.017,3.9151,1.364840872,,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
501,-0.001,0.017,0.018,4.1454,1.421999286,,0.016,0.017,3.9151,1.364840872,,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
502,-0.001,0.016,0.017,3.9151,1.364840872,,0.016,0.017,3.9151,1.364840872,,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,,0.006,0.007,1.6121,0.477537677,
