,MilliQ,B18Jul19_30_R2,A(CDOM),a(CDOM),ln(a),Sr,B19Jul19_200_R2,A(CDOM),a(CDOM),ln(a),Sr,B18Jul19_45_R1,A(CDOM),a(CDOM),ln(a),Sr,B27Jun19_200_R2,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_102_R1,A(CDOM),a(CDOM),ln(a),Sr,B18Jul19_20_R1,A(CDOM),a(CDOM),ln(a),Sr,F30May19_50_R1,A(CDOM),a(CDOM),ln(a),Sr,B18Jul19_01_R1,A(CDOM),a(CDOM),ln(a),Sr,B18Jul19_100_R1,A(CDOM),a(CDOM),ln(a),Sr,B18Jul19_Surf_R1,A(CDOM),a(CDOM),ln(a),Sr,B27Jun19_50_R1,A(CDOM),a(CDOM),ln(a),Sr
239,-0.002,0.069,0.071,16.3513,2.794307405,,0.105,0.107,24.6421,3.204456362,,0.061,0.063,14.5089,2.674762254,,0.097,0.099,22.7997,3.126747378,,0.056,0.058,13.3574,2.592070538,,0.064,0.066,15.1998,2.72128227,,0.059,0.061,14.0483,2.642501392,,0.059,0.061,14.0483,2.642501392,,0.073,0.075,17.2725,2.849115641,,0.06,0.062,14.2786,2.658761913,,0.05,0.052,11.9756,2.482871246,
240,-0.002,0.068,0.07,16.121,2.78012277,,0.104,0.106,24.4118,3.195066622,,0.061,0.063,14.5089,2.674762254,,0.096,0.098,22.5694,3.116595007,,0.056,0.058,13.3574,2.592070538,,0.064,0.066,15.1998,2.72128227,,0.059,0.061,14.0483,2.642501392,,0.059,0.061,14.0483,2.642501392,,0.072,0.074,17.0422,2.835692621,,0.059,0.061,14.0483,2.642501392,,0.049,0.051,11.7453,2.463453161,
241,-0.002,0.067,0.069,15.8907,2.765734032,,0.103,0.105,24.1815,3.185587878,,0.06,0.062,14.2786,2.658761913,,0.095,0.097,22.3391,3.106338506,,0.055,0.057,13.1271,2.574678796,,0.063,0.065,14.9695,2.706014798,,0.058,0.06,13.818,2.62597209,,0.058,0.06,13.818,2.62597209,,0.071,0.073,16.8119,2.822086969,,0.058,0.06,13.818,2.62597209,,0.049,0.051,11.7453,2.463453161,
242,-0.002,0.067,0.069,15.8907,2.765734032,,0.103,0.105,24.1815,3.185587878,,0.06,0.062,14.2786,2.658761913,,0.094,0.096,22.1088,3.095975719,,0.054,0.056,12.8968,2.556979219,,0.062,0.064,14.7392,2.690510611,,0.057,0.059,13.5877,2.609164972,,0.058,0.06,13.818,2.62597209,,0.07,0.072,16.5816,2.808293647,,0.058,0.06,13.818,2.62597209,,0.048,0.05,11.515,2.443650533,
243,-0.002,0.066,0.068,15.6604,2.751135233,,0.102,0.104,23.9512,3.176018427,,0.059,0.061,14.0483,2.642501392,,0.093,0.095,21.8785,3.085504419,,0.054,0.056,12.8968,2.556979219,,0.062,0.064,14.7392,2.690510611,,0.057,0.059,13.5877,2.609164972,,0.057,0.059,13.5877,2.609164972,,0.07,0.072,16.5816,2.808293647,,0.057,0.059,13.5877,2.609164972,,0.048,0.05,11.515,2.443650533,
244,-0.002,0.065,0.067,15.4301,2.736320147,,0.101,0.103,23.7209,3.166356516,,0.058,0.06,13.818,2.62597209,,0.092,0.094,21.6482,3.07492231,,0.053,0.055,12.6665,2.538960713,,0.061,0.063,14.5089,2.674762254,,0.056,0.058,13.3574,2.592070538,,0.056,0.058,13.3574,2.592070538,,0.069,0.071,16.3513,2.794307405,,0.057,0.059,13.5877,2.609164972,,0.047,0.049,11.2847,2.423447826,
245,-0.002,0.065,0.067,15.4301,2.736320147,,0.101,0.103,23.7209,3.166356516,,0.058,0.06,13.818,2.62597209,,0.092,0.094,21.6482,3.07492231,,0.053,0.055,12.6665,2.538960713,,0.061,0.063,14.5089,2.674762254,,0.056,0.058,13.3574,2.592070538,,0.056,0.058,13.3574,2.592070538,,0.068,0.07,16.121,2.78012277,,0.056,0.058,13.3574,2.592070538,,0.047,0.049,11.2847,2.423447826,
246,-0.002,0.065,0.067,15.4301,2.736320147,,0.1,0.102,23.4906,3.156600341,,0.057,0.059,13.5877,2.609164972,,0.091,0.093,21.4179,3.064227021,,0.052,0.054,12.4362,2.520611574,,0.06,0.062,14.2786,2.658761913,,0.055,0.057,13.1271,2.574678796,,0.055,0.057,13.1271,2.574678796,,0.068,0.07,16.121,2.78012277,,0.056,0.058,13.3574,2.592070538,,0.046,0.048,11.0544,2.402828539,
247,-0.002,0.064,0.066,15.1998,2.72128227,,0.099,0.101,23.2603,3.146748045,,0.057,0.059,13.5877,2.609164972,,0.09,0.092,21.1876,3.053416105,,0.052,0.054,12.4362,2.520611574,,0.06,0.062,14.2786,2.658761913,,0.054,0.056,12.8968,2.556979219,,0.055,0.057,13.1271,2.574678796,,0.067,0.069,15.8907,2.765734032,,0.055,0.057,13.1271,2.574678796,,0.046,0.048,11.0544,2.402828539,
248,-0.002,0.064,0.066,15.1998,2.72128227,,0.098,0.1,23.03,3.136797714,,0.056,0.058,13.3574,2.592070538,,0.09,0.092,21.1876,3.053416105,,0.052,0.054,12.4362,2.520611574,,0.059,0.061,14.0483,2.642501392,,0.054,0.056,12.8968,2.556979219,,0.055,0.057,13.1271,2.574678796,,0.066,0.068,15.6604,2.751135233,,0.055,0.057,13.1271,2.574678796,,0.046,0.048,11.0544,2.402828539,
249,-0.002,0.063,0.065,14.9695,2.706014798,,0.098,0.1,23.03,3.136797714,,0.056,0.058,13.3574,2.592070538,,0.089,0.091,20.9573,3.042487034,,0.051,0.053,12.2059,2.501919441,,0.059,0.061,14.0483,2.642501392,,0.054,0.056,12.8968,2.556979219,,0.054,0.056,12.8968,2.556979219,,0.066,0.068,15.6604,2.751135233,,0.054,0.056,12.8968,2.556979219,,0.045,0.047,10.8241,2.38177513,
250,-0.002,0.063,0.065,14.9695,2.706014798,,0.097,0.099,22.7997,3.126747378,,0.056,0.058,13.3574,2.592070538,,0.089,0.091,20.9573,3.042487034,,0.051,0.053,12.2059,2.501919441,,0.058,0.06,13.818,2.62597209,,0.053,0.055,12.6665,2.538960713,,0.054,0.056,12.8968,2.556979219,,0.066,0.068,15.6604,2.751135233,,0.054,0.056,12.8968,2.556979219,,0.045,0.047,10.8241,2.38177513,
251,-0.002,0.062,0.064,14.7392,2.690510611,,0.097,0.099,22.7997,3.126747378,,0.055,0.057,13.1271,2.574678796,,0.088,0.09,20.727,3.031437198,,0.051,0.053,12.2059,2.501919441,,0.058,0.06,13.818,2.62597209,,0.053,0.055,12.6665,2.538960713,,0.054,0.056,12.8968,2.556979219,,0.065,0.067,15.4301,2.736320147,,0.054,0.056,12.8968,2.556979219,,0.045,0.047,10.8241,2.38177513,
252,-0.002,0.062,0.064,14.7392,2.690510611,,0.096,0.098,22.5694,3.116595007,,0.055,0.057,13.1271,2.574678796,,0.088,0.09,20.727,3.031437198,,0.051,0.053,12.2059,2.501919441,,0.057,0.059,13.5877,2.609164972,,0.053,0.055,12.6665,2.538960713,,0.053,0.055,12.6665,2.538960713,,0.065,0.067,15.4301,2.736320147,,0.053,0.055,12.6665,2.538960713,,0.044,0.046,10.5938,2.360268924,
253,-0.002,0.062,0.064,14.7392,2.690510611,,0.096,0.098,22.5694,3.116595007,,0.054,0.056,12.8968,2.556979219,,0.087,0.089,20.4967,3.020263898,,0.051,0.053,12.2059,2.501919441,,0.057,0.059,13.5877,2.609164972,,0.052,0.054,12.4362,2.520611574,,0.053,0.055,12.6665,2.538960713,,0.064,0.066,15.1998,2.72128227,,0.053,0.055,12.6665,2.538960713,,0.044,0.046,10.5938,2.360268924,
254,-0.002,0.061,0.063,14.5089,2.674762254,,0.095,0.097,22.3391,3.106338506,,0.054,0.056,12.8968,2.556979219,,0.087,0.089,20.4967,3.020263898,,0.051,0.053,12.2059,2.501919441,,0.057,0.059,13.5877,2.609164972,,0.052,0.054,12.4362,2.520611574,,0.052,0.054,12.4362,2.520611574,,0.064,0.066,15.1998,2.72128227,,0.053,0.055,12.6665,2.538960713,,0.044,0.046,10.5938,2.360268924,
255,-0.002,0.061,0.063,14.5089,2.674762254,,0.095,0.097,22.3391,3.106338506,,0.054,0.056,12.8968,2.556979219,,0.087,0.089,20.4967,3.020263898,,0.051,0.053,12.2059,2.501919441,,0.056,0.058,13.3574,2.592070538,,0.052,0.054,12.4362,2.520611574,,0.052,0.054,12.4362,2.520611574,,0.063,0.065,14.9695,2.706014798,,0.052,0.054,12.4362,2.520611574,,0.044,0.046,10.5938,2.360268924,
256,-0.002,0.06,0.062,14.2786,2.658761913,,0.094,0.096,22.1088,3.095975719,,0.054,0.056,12.8968,2.556979219,,0.086,0.088,20.2664,3.008964342,,0.051,0.053,12.2059,2.501919441,,0.056,0.058,13.3574,2.592070538,,0.052,0.054,12.4362,2.520611574,,0.052,0.054,12.4362,2.520611574,,0.063,0.065,14.9695,2.706014798,,0.052,0.054,12.4362,2.520611574,,0.043,0.045,10.3635,2.338290018,
257,-0.002,0.06,0.062,14.2786,2.658761913,,0.094,0.096,22.1088,3.095975719,,0.053,0.055,12.6665,2.538960713,,0.086,0.088,20.2664,3.008964342,,0.051,0.053,12.2059,2.501919441,,0.056,0.058,13.3574,2.592070538,,0.051,0.053,12.2059,2.501919441,,0.051,0.053,12.2059,2.501919441,,0.062,0.064,14.7392,2.690510611,,0.051,0.053,12.2059,2.501919441,,0.043,0.045,10.3635,2.338290018,
258,-0.002,0.06,0.062,14.2786,2.658761913,,0.093,0.095,21.8785,3.085504419,,0.053,0.055,12.6665,2.538960713,,0.086,0.088,20.2664,3.008964342,,0.051,0.053,12.2059,2.501919441,,0.055,0.057,13.1271,2.574678796,,0.051,0.053,12.2059,2.501919441,,0.051,0.053,12.2059,2.501919441,,0.062,0.064,14.7392,2.690510611,,0.051,0.053,12.2059,2.501919441,,0.043,0.045,10.3635,2.338290018,
259,-0.002,0.059,0.061,14.0483,2.642501392,,0.093,0.095,21.8785,3.085504419,,0.053,0.055,12.6665,2.538960713,,0.085,0.087,20.0361,2.997535646,,0.051,0.053,12.2059,2.501919441,,0.055,0.057,13.1271,2.574678796,,0.051,0.053,12.2059,2.501919441,,0.051,0.053,12.2059,2.501919441,,0.061,0.063,14.5089,2.674762254,,0.051,0.053,12.2059,2.501919441,,0.043,0.045,10.3635,2.338290018,
260,-0.002,0.059,0.061,14.0483,2.642501392,,0.092,0.094,21.6482,3.07492231,,0.052,0.054,12.4362,2.520611574,,0.085,0.087,20.0361,2.997535646,,0.051,0.053,12.2059,2.501919441,,0.055,0.057,13.1271,2.574678796,,0.051,0.053,12.2059,2.501919441,,0.05,0.052,11.9756,2.482871246,,0.061,0.063,14.5089,2.674762254,,0.05,0.052,11.9756,2.482871246,,0.042,0.044,10.1332,2.315817162,
261,-0.002,0.058,0.06,13.818,2.62597209,,0.091,0.093,21.4179,3.064227021,,0.052,0.054,12.4362,2.520611574,,0.085,0.087,20.0361,2.997535646,,0.05,0.052,11.9756,2.482871246,,0.054,0.056,12.8968,2.556979219,,0.05,0.052,11.9756,2.482871246,,0.05,0.052,11.9756,2.482871246,,0.06,0.062,14.2786,2.658761913,,0.05,0.052,11.9756,2.482871246,,0.042,0.044,10.1332,2.315817162,
262,-0.002,0.058,0.06,13.818,2.62597209,,0.091,0.093,21.4179,3.064227021,,0.051,0.053,12.2059,2.501919441,,0.084,0.086,19.8058,2.985974824,,0.05,0.052,11.9756,2.482871246,,0.054,0.056,12.8968,2.556979219,,0.05,0.052,11.9756,2.482871246,,0.049,0.051,11.7453,2.463453161,,0.06,0.062,14.2786,2.658761913,,0.05,0.052,11.9756,2.482871246,,0.041,0.043,9.9029,2.292827644,
263,-0.002,0.057,0.059,13.5877,2.609164972,,0.09,0.092,21.1876,3.053416105,,0.051,0.053,12.2059,2.501919441,,0.084,0.086,19.8058,2.985974824,,0.05,0.052,11.9756,2.482871246,,0.053,0.055,12.6665,2.538960713,,0.05,0.052,11.9756,2.482871246,,0.049,0.051,11.7453,2.463453161,,0.059,0.061,14.0483,2.642501392,,0.049,0.051,11.7453,2.463453161,,0.041,0.043,9.9029,2.292827644,
264,-0.002,0.057,0.059,13.5877,2.609164972,,0.09,0.092,21.1876,3.053416105,,0.051,0.053,12.2059,2.501919441,,0.084,0.086,19.8058,2.985974824,,0.05,0.052,11.9756,2.482871246,,0.053,0.055,12.6665,2.538960713,,0.05,0.052,11.9756,2.482871246,,0.049,0.051,11.7453,2.463453161,,0.059,0.061,14.0483,2.642501392,,0.049,0.051,11.7453,2.463453161,,0.041,0.043,9.9029,2.292827644,
265,-0.002,0.057,0.059,13.5877,2.609164972,,0.09,0.092,21.1876,3.053416105,,0.05,0.052,11.9756,2.482871246,,0.083,0.085,19.5755,2.974278784,,0.05,0.052,11.9756,2.482871246,,0.053,0.055,12.6665,2.538960713,,0.049,0.051,11.7453,2.463453161,,0.049,0.051,11.7453,2.463453161,,0.059,0.061,14.0483,2.642501392,,0.049,0.051,11.7453,2.463453161,,0.041,0.043,9.9029,2.292827644,
266,-0.002,0.056,0.058,13.3574,2.592070538,,0.089,0.091,20.9573,3.042487034,,0.05,0.052,11.9756,2.482871246,,0.083,0.085,19.5755,2.974278784,,0.05,0.052,11.9756,2.482871246,,0.052,0.054,12.4362,2.520611574,,0.049,0.051,11.7453,2.463453161,,0.048,0.05,11.515,2.443650533,,0.058,0.06,13.818,2.62597209,,0.048,0.05,11.515,2.443650533,,0.04,0.042,9.6726,2.269297146,
267,-0.002,0.055,0.057,13.1271,2.574678796,,0.088,0.09,20.727,3.031437198,,0.049,0.051,11.7453,2.463453161,,0.083,0.085,19.5755,2.974278784,,0.05,0.052,11.9756,2.482871246,,0.052,0.054,12.4362,2.520611574,,0.049,0.051,11.7453,2.463453161,,0.047,0.049,11.2847,2.423447826,,0.057,0.059,13.5877,2.609164972,,0.048,0.05,11.515,2.443650533,,0.04,0.042,9.6726,2.269297146,
268,-0.002,0.055,0.057,13.1271,2.574678796,,0.088,0.09,20.727,3.031437198,,0.049,0.051,11.7453,2.463453161,,0.082,0.084,19.3452,2.962444327,,0.05,0.052,11.9756,2.482871246,,0.051,0.053,12.2059,2.501919441,,0.048,0.05,11.515,2.443650533,,0.047,0.049,11.2847,2.423447826,,0.057,0.059,13.5877,2.609164972,,0.047,0.049,11.2847,2.423447826,,0.039,0.041,9.4423,2.245199595,
269,-0.002,0.055,0.057,13.1271,2.574678796,,0.087,0.089,20.4967,3.020263898,,0.049,0.051,11.7453,2.463453161,,0.082,0.084,19.3452,2.962444327,,0.05,0.052,11.9756,2.482871246,,0.051,0.053,12.2059,2.501919441,,0.048,0.05,11.515,2.443650533,,0.047,0.049,11.2847,2.423447826,,0.056,0.058,13.3574,2.592070538,,0.047,0.049,11.2847,2.423447826,,0.039,0.041,9.4423,2.245199595,
270,-0.002,0.054,0.056,12.8968,2.556979219,,0.087,0.089,20.4967,3.020263898,,0.048,0.05,11.515,2.443650533,,0.081,0.083,19.1149,2.950468136,,0.049,0.051,11.7453,2.463453161,,0.05,0.052,11.9756,2.482871246,,0.048,0.05,11.515,2.443650533,,0.046,0.048,11.0544,2.402828539,,0.056,0.058,13.3574,2.592070538,,0.046,0.048,11.0544,2.402828539,,0.039,0.041,9.4423,2.245199595,
271,-0.002,0.054,0.056,12.8968,2.556979219,,0.086,0.088,20.2664,3.008964342,,0.048,0.05,11.515,2.443650533,,0.081,0.083,19.1149,2.950468136,,0.049,0.051,11.7453,2.463453161,,0.05,0.052,11.9756,2.482871246,,0.047,0.049,11.2847,2.423447826,,0.046,0.048,11.0544,2.402828539,,0.055,0.057,13.1271,2.574678796,,0.046,0.048,11.0544,2.402828539,,0.038,0.04,9.212,2.220506982,
272,-0.002,0.053,0.055,12.6665,2.538960713,,0.086,0.088,20.2664,3.008964342,,0.048,0.05,11.515,2.443650533,,0.08,0.082,18.8846,2.938346775,,0.049,0.051,11.7453,2.463453161,,0.05,0.052,11.9756,2.482871246,,0.047,0.049,11.2847,2.423447826,,0.045,0.047,10.8241,2.38177513,,0.055,0.057,13.1271,2.574678796,,0.046,0.048,11.0544,2.402828539,,0.038,0.04,9.212,2.220506982,
273,-0.002,0.053,0.055,12.6665,2.538960713,,0.085,0.087,20.0361,2.997535646,,0.047,0.049,11.2847,2.423447826,,0.08,0.082,18.8846,2.938346775,,0.049,0.051,11.7453,2.463453161,,0.049,0.051,11.7453,2.463453161,,0.047,0.049,11.2847,2.423447826,,0.045,0.047,10.8241,2.38177513,,0.055,0.057,13.1271,2.574678796,,0.045,0.047,10.8241,2.38177513,,0.038,0.04,9.212,2.220506982,
274,-0.002,0.052,0.054,12.4362,2.520611574,,0.085,0.087,20.0361,2.997535646,,0.047,0.049,11.2847,2.423447826,,0.079,0.081,18.6543,2.926076683,,0.049,0.051,11.7453,2.463453161,,0.049,0.051,11.7453,2.463453161,,0.046,0.048,11.0544,2.402828539,,0.044,0.046,10.5938,2.360268924,,0.054,0.056,12.8968,2.556979219,,0.045,0.047,10.8241,2.38177513,,0.037,0.039,8.9817,2.195189174,
275,-0.002,0.052,0.054,12.4362,2.520611574,,0.084,0.086,19.8058,2.985974824,,0.047,0.049,11.2847,2.423447826,,0.078,0.08,18.424,2.913654163,,0.048,0.05,11.515,2.443650533,,0.048,0.05,11.515,2.443650533,,0.046,0.048,11.0544,2.402828539,,0.044,0.046,10.5938,2.360268924,,0.054,0.056,12.8968,2.556979219,,0.044,0.046,10.5938,2.360268924,,0.037,0.039,8.9817,2.195189174,
276,-0.002,0.051,0.053,12.2059,2.501919441,,0.084,0.086,19.8058,2.985974824,,0.046,0.048,11.0544,2.402828539,,0.078,0.08,18.424,2.913654163,,0.048,0.05,11.515,2.443650533,,0.048,0.05,11.515,2.443650533,,0.046,0.048,11.0544,2.402828539,,0.044,0.046,10.5938,2.360268924,,0.053,0.055,12.6665,2.538960713,,0.044,0.046,10.5938,2.360268924,,0.036,0.038,8.7514,2.169213688,
277,-0.002,0.051,0.053,12.2059,2.501919441,,0.083,0.085,19.5755,2.974278784,,0.046,0.048,11.0544,2.402828539,,0.077,0.079,18.1937,2.90107538,,0.048,0.05,11.515,2.443650533,,0.048,0.05,11.515,2.443650533,,0.045,0.047,10.8241,2.38177513,,0.043,0.045,10.3635,2.338290018,,0.053,0.055,12.6665,2.538960713,,0.043,0.045,10.3635,2.338290018,,0.036,0.038,8.7514,2.169213688,
278,-0.002,0.05,0.052,11.9756,2.482871246,,0.082,0.084,19.3452,2.962444327,,0.046,0.048,11.0544,2.402828539,,0.077,0.079,18.1937,2.90107538,,0.048,0.05,11.515,2.443650533,,0.047,0.049,11.2847,2.423447826,,0.045,0.047,10.8241,2.38177513,,0.043,0.045,10.3635,2.338290018,,0.053,0.055,12.6665,2.538960713,,0.043,0.045,10.3635,2.338290018,,0.036,0.038,8.7514,2.169213688,
279,-0.002,0.05,0.052,11.9756,2.482871246,,0.082,0.084,19.3452,2.962444327,,0.045,0.047,10.8241,2.38177513,,0.076,0.078,17.9634,2.888336355,,0.047,0.049,11.2847,2.423447826,,0.047,0.049,11.2847,2.423447826,,0.045,0.047,10.8241,2.38177513,,0.042,0.044,10.1332,2.315817162,,0.052,0.054,12.4362,2.520611574,,0.042,0.044,10.1332,2.315817162,,0.035,0.037,8.5211,2.14254544,
280,-0.002,0.049,0.051,11.7453,2.463453161,,0.081,0.083,19.1149,2.950468136,,0.045,0.047,10.8241,2.38177513,,0.075,0.077,17.7331,2.87543295,,0.047,0.049,11.2847,2.423447826,,0.046,0.048,11.0544,2.402828539,,0.044,0.046,10.5938,2.360268924,,0.042,0.044,10.1332,2.315817162,,0.051,0.053,12.2059,2.501919441,,0.042,0.044,10.1332,2.315817162,,0.035,0.037,8.5211,2.14254544,
281,-0.002,0.049,0.051,11.7453,2.463453161,,0.081,0.083,19.1149,2.950468136,,0.044,0.046,10.5938,2.360268924,,0.075,0.077,17.7331,2.87543295,,0.046,0.048,11.0544,2.402828539,,0.045,0.047,10.8241,2.38177513,,0.043,0.045,10.3635,2.338290018,,0.041,0.043,9.9029,2.292827644,,0.051,0.053,12.2059,2.501919441,,0.041,0.043,9.9029,2.292827644,,0.034,0.036,8.2908,2.115146466,
282,-0.002,0.048,0.05,11.515,2.443650533,,0.08,0.082,18.8846,2.938346775,,0.044,0.046,10.5938,2.360268924,,0.074,0.076,17.5028,2.862360868,,0.046,0.048,11.0544,2.402828539,,0.045,0.047,10.8241,2.38177513,,0.043,0.045,10.3635,2.338290018,,0.041,0.043,9.9029,2.292827644,,0.051,0.053,12.2059,2.501919441,,0.041,0.043,9.9029,2.292827644,,0.034,0.036,8.2908,2.115146466,
283,-0.002,0.048,0.05,11.515,2.443650533,,0.08,0.082,18.8846,2.938346775,,0.043,0.045,10.3635,2.338290018,,0.073,0.075,17.2725,2.849115641,,0.045,0.047,10.8241,2.38177513,,0.044,0.046,10.5938,2.360268924,,0.043,0.045,10.3635,2.338290018,,0.04,0.042,9.6726,2.269297146,,0.05,0.052,11.9756,2.482871246,,0.04,0.042,9.6726,2.269297146,,0.033,0.035,8.0605,2.086975589,
284,-0.002,0.047,0.049,11.2847,2.423447826,,0.079,0.081,18.6543,2.926076683,,0.043,0.045,10.3635,2.338290018,,0.072,0.074,17.0422,2.835692621,,0.044,0.046,10.5938,2.360268924,,0.044,0.046,10.5938,2.360268924,,0.042,0.044,10.1332,2.315817162,,0.039,0.041,9.4423,2.245199595,,0.05,0.052,11.9756,2.482871246,,0.039,0.041,9.4423,2.245199595,,0.032,0.034,7.8302,2.057988052,
285,-0.002,0.047,0.049,11.2847,2.423447826,,0.079,0.081,18.6543,2.926076683,,0.042,0.044,10.1332,2.315817162,,0.071,0.073,16.8119,2.822086969,,0.044,0.046,10.5938,2.360268924,,0.043,0.045,10.3635,2.338290018,,0.041,0.043,9.9029,2.292827644,,0.039,0.041,9.4423,2.245199595,,0.049,0.051,11.7453,2.463453161,,0.039,0.041,9.4423,2.245199595,,0.032,0.034,7.8302,2.057988052,
286,-0.002,0.046,0.048,11.0544,2.402828539,,0.078,0.08,18.424,2.913654163,,0.042,0.044,10.1332,2.315817162,,0.071,0.073,16.8119,2.822086969,,0.043,0.045,10.3635,2.338290018,,0.043,0.045,10.3635,2.338290018,,0.041,0.043,9.9029,2.292827644,,0.039,0.041,9.4423,2.245199595,,0.049,0.051,11.7453,2.463453161,,0.038,0.04,9.212,2.220506982,,0.032,0.034,7.8302,2.057988052,
287,-0.002,0.046,0.048,11.0544,2.402828539,,0.077,0.079,18.1937,2.90107538,,0.041,0.043,9.9029,2.292827644,,0.07,0.072,16.5816,2.808293647,,0.043,0.045,10.3635,2.338290018,,0.042,0.044,10.1332,2.315817162,,0.04,0.042,9.6726,2.269297146,,0.038,0.04,9.212,2.220506982,,0.048,0.05,11.515,2.443650533,,0.038,0.04,9.212,2.220506982,,0.031,0.033,7.5999,2.028135089,
288,-0.002,0.045,0.047,10.8241,2.38177513,,0.077,0.079,18.1937,2.90107538,,0.041,0.043,9.9029,2.292827644,,0.069,0.071,16.3513,2.794307405,,0.042,0.044,10.1332,2.315817162,,0.041,0.043,9.9029,2.292827644,,0.04,0.042,9.6726,2.269297146,,0.037,0.039,8.9817,2.195189174,,0.048,0.05,11.515,2.443650533,,0.037,0.039,8.9817,2.195189174,,0.031,0.033,7.5999,2.028135089,
289,-0.002,0.044,0.046,10.5938,2.360268924,,0.076,0.078,17.9634,2.888336355,,0.04,0.042,9.6726,2.269297146,,0.068,0.07,16.121,2.78012277,,0.041,0.043,9.9029,2.292827644,,0.041,0.043,9.9029,2.292827644,,0.039,0.041,9.4423,2.245199595,,0.037,0.039,8.9817,2.195189174,,0.047,0.049,11.2847,2.423447826,,0.037,0.039,8.9817,2.195189174,,0.03,0.032,7.3696,1.997363431,
290,-0.002,0.044,0.046,10.5938,2.360268924,,0.076,0.078,17.9634,2.888336355,,0.04,0.042,9.6726,2.269297146,,0.067,0.069,15.8907,2.765734032,,0.041,0.043,9.9029,2.292827644,,0.04,0.042,9.6726,2.269297146,,0.038,0.04,9.212,2.220506982,,0.036,0.038,8.7514,2.169213688,,0.047,0.049,11.2847,2.423447826,,0.036,0.038,8.7514,2.169213688,,0.03,0.032,7.3696,1.997363431,
291,-0.002,0.043,0.045,10.3635,2.338290018,,0.075,0.077,17.7331,2.87543295,,0.04,0.042,9.6726,2.269297146,,0.066,0.068,15.6604,2.751135233,,0.04,0.042,9.6726,2.269297146,,0.04,0.042,9.6726,2.269297146,,0.038,0.04,9.212,2.220506982,,0.036,0.038,8.7514,2.169213688,,0.046,0.048,11.0544,2.402828539,,0.036,0.038,8.7514,2.169213688,,0.029,0.031,7.1393,1.965614732,
292,-0.002,0.043,0.045,10.3635,2.338290018,,0.075,0.077,17.7331,2.87543295,,0.039,0.041,9.4423,2.245199595,,0.066,0.068,15.6604,2.751135233,,0.039,0.041,9.4423,2.245199595,,0.039,0.041,9.4423,2.245199595,,0.037,0.039,8.9817,2.195189174,,0.035,0.037,8.5211,2.14254544,,0.046,0.048,11.0544,2.402828539,,0.035,0.037,8.5211,2.14254544,,0.029,0.031,7.1393,1.965614732,
293,-0.002,0.042,0.044,10.1332,2.315817162,,0.074,0.076,17.5028,2.862360868,,0.039,0.041,9.4423,2.245199595,,0.064,0.066,15.1998,2.72128227,,0.038,0.04,9.212,2.220506982,,0.039,0.041,9.4423,2.245199595,,0.036,0.038,8.7514,2.169213688,,0.035,0.037,8.5211,2.14254544,,0.045,0.047,10.8241,2.38177513,,0.035,0.037,8.5211,2.14254544,,0.028,0.03,6.909,1.93282491,
294,-0.002,0.042,0.044,10.1332,2.315817162,,0.073,0.075,17.2725,2.849115641,,0.038,0.04,9.212,2.220506982,,0.063,0.065,14.9695,2.706014798,,0.038,0.04,9.212,2.220506982,,0.038,0.04,9.212,2.220506982,,0.035,0.037,8.5211,2.14254544,,0.034,0.036,8.2908,2.115146466,,0.045,0.047,10.8241,2.38177513,,0.034,0.036,8.2908,2.115146466,,0.028,0.03,6.909,1.93282491,
295,-0.002,0.041,0.043,9.9029,2.292827644,,0.073,0.075,17.2725,2.849115641,,0.038,0.04,9.212,2.220506982,,0.063,0.065,14.9695,2.706014798,,0.037,0.039,8.9817,2.195189174,,0.038,0.04,9.212,2.220506982,,0.035,0.037,8.5211,2.14254544,,0.034,0.036,8.2908,2.115146466,,0.044,0.046,10.5938,2.360268924,,0.034,0.036,8.2908,2.115146466,,0.028,0.03,6.909,1.93282491,
296,-0.002,0.041,0.043,9.9029,2.292827644,,0.072,0.074,17.0422,2.835692621,,0.037,0.039,8.9817,2.195189174,,0.062,0.064,14.7392,2.690510611,,0.036,0.038,8.7514,2.169213688,,0.037,0.039,8.9817,2.195189174,,0.035,0.037,8.5211,2.14254544,,0.033,0.035,8.0605,2.086975589,,0.044,0.046,10.5938,2.360268924,,0.033,0.035,8.0605,2.086975589,,0.027,0.029,6.6787,1.898923358,
297,-0.002,0.04,0.042,9.6726,2.269297146,,0.072,0.074,17.0422,2.835692621,,0.037,0.039,8.9817,2.195189174,,0.061,0.063,14.5089,2.674762254,,0.036,0.038,8.7514,2.169213688,,0.037,0.039,8.9817,2.195189174,,0.034,0.036,8.2908,2.115146466,,0.033,0.035,8.0605,2.086975589,,0.044,0.046,10.5938,2.360268924,,0.033,0.035,8.0605,2.086975589,,0.027,0.029,6.6787,1.898923358,
298,-0.002,0.04,0.042,9.6726,2.269297146,,0.071,0.073,16.8119,2.822086969,,0.036,0.038,8.7514,2.169213688,,0.06,0.062,14.2786,2.658761913,,0.035,0.037,8.5211,2.14254544,,0.036,0.038,8.7514,2.169213688,,0.033,0.035,8.0605,2.086975589,,0.033,0.035,8.0605,2.086975589,,0.043,0.045,10.3635,2.338290018,,0.033,0.035,8.0605,2.086975589,,0.026,0.028,6.4484,1.863832038,
