,MilliQ,PonyLake,A(CDOM),a(CDOM),ln(a),Sr,PonyLake Dil 1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,PonyLake Dil 1:4,A(CDOM),Dilution 1:4 a(CDOM),Dilution 1:4 ln(a),Sr,SuwanneeRiver,A(CDOM),a(CDOM),ln(a),Sr,SuwanneeRiver Dil 1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,SuwanneeRiver Dil 1:4,A(CDOM),Dilution 1:4 a(CDOM),Dilution 1:4 ln(a),Sr,F15Jul19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F15Jul19_5mR1_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F3Jul19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F3Jul19_5mR1_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F3Jul19_5mR1_Flt,A(CDOM),a(CDOM),ln(a),Sr,F3Jul19_5mR1_FltDil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F14Aug19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F14Aug19_5mR1_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F14Aug19_0.1mR2,A(CDOM),a(CDOM),ln(a),Sr,F14Aug19_0.1mR1_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F14Aug19_9mR2,A(CDOM),a(CDOM),ln(a),Sr,F14Aug19_9mR2_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F14Aug19_9mR2_Flt,A(CDOM),a(CDOM),ln(a),Sr,F14Aug19_9mR2_FltDil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F22Aug19_9mR1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_9mR2_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
211,0.009,0.335,0.326,75.0778,4.318524909,,0.169,0.16,73.696,4.299948524,,0.09,0.081,74.6172,4.312371044,,0.37,0.361,83.1383,4.420505486,,0.191,0.182,83.8292,4.428781395,,0.104,0.095,87.514,4.471798781,,0.107,0.098,22.5694,3.116595007,,0.058,0.049,22.5694,3.116595007,,0.12,0.111,25.5633,3.241157729,,0.067,0.058,26.7148,3.285217719,,0.111,0.102,23.4906,3.156600341,,0.059,0.05,23.03,3.136797714,,0.131,0.122,28.0966,3.335648573,,0.077,0.068,31.3208,3.444282414,,0.179,0.17,39.151,3.667425965,,0.096,0.087,40.0722,3.690682827,,0.107,0.098,22.5694,3.116595007,,0.056,0.047,21.6482,3.07492231,,0.089,0.08,18.424,2.913654163,,0.049,0.04,18.424,2.913654163,,0.186,0.177,40.7631,3.70777726,,0.097,0.088,40.5328,3.702111523,
212,0.009,0.327,0.318,73.2354,4.293678911,,0.165,0.156,71.8536,4.274630716,,0.088,0.079,72.7748,4.287369741,,0.367,0.358,82.4474,4.412160514,,0.189,0.18,82.908,4.417731559,,0.103,0.094,86.5928,4.461216671,,0.104,0.095,21.8785,3.085504419,,0.056,0.047,21.6482,3.07492231,,0.117,0.108,24.8724,3.213758755,,0.066,0.057,26.2542,3.267825976,,0.108,0.099,22.7997,3.126747378,,0.057,0.048,22.1088,3.095975719,,0.129,0.12,27.636,3.319119271,,0.076,0.067,30.8602,3.429467328,,0.175,0.166,38.2298,3.643615316,,0.094,0.085,39.151,3.667425965,,0.105,0.096,22.1088,3.095975719,,0.055,0.046,21.1876,3.053416105,,0.087,0.078,17.9634,2.888336355,,0.047,0.038,17.5028,2.862360868,,0.184,0.175,40.3025,3.696413502,,0.096,0.087,40.0722,3.690682827,
213,0.009,0.319,0.31,71.393,4.268199825,,0.161,0.152,70.0112,4.248655229,,0.085,0.076,70.0112,4.248655229,,0.363,0.354,81.5262,4.400924441,,0.187,0.178,81.9868,4.406558259,,0.101,0.092,84.7504,4.439710466,,0.102,0.093,21.4179,3.064227021,,0.055,0.046,21.1876,3.053416105,,0.114,0.105,24.1815,3.185587878,,0.064,0.055,25.333,3.232107894,,0.104,0.095,21.8785,3.085504419,,0.056,0.047,21.6482,3.07492231,,0.127,0.118,27.1754,3.302312152,,0.075,0.066,30.3996,3.41442945,,0.171,0.162,37.3086,3.619223863,,0.092,0.083,38.2298,3.643615316,,0.103,0.094,21.6482,3.07492231,,0.054,0.045,20.727,3.031437198,,0.084,0.075,17.2725,2.849115641,,0.046,0.037,17.0422,2.835692621,,0.182,0.173,39.8419,3.684919122,,0.095,0.086,39.6116,3.679122005,
214,0.008,0.312,0.304,70.0112,4.248655229,,0.158,0.15,69.09,4.235410003,,0.083,0.075,69.09,4.235410003,,0.358,0.35,80.605,4.389560682,,0.184,0.176,81.0656,4.395258703,,0.1,0.092,84.7504,4.439710466,,0.1,0.092,21.1876,3.053416105,,0.054,0.046,21.1876,3.053416105,,0.111,0.103,23.7209,3.166356516,,0.062,0.054,24.8724,3.213758755,,0.101,0.093,21.4179,3.064227021,,0.054,0.046,21.1876,3.053416105,,0.125,0.117,26.9451,3.293801463,,0.073,0.065,29.939,3.399161978,,0.167,0.159,36.6177,3.60053173,,0.09,0.082,37.7692,3.631493956,,0.101,0.093,21.4179,3.064227021,,0.053,0.045,20.727,3.031437198,,0.082,0.074,17.0422,2.835692621,,0.045,0.037,17.0422,2.835692621,,0.18,0.172,39.6116,3.679122005,,0.093,0.085,39.151,3.667425965,
215,0.008,0.305,0.297,68.3991,4.225359667,,0.154,0.146,67.2476,4.20838133,,0.081,0.073,67.2476,4.20838133,,0.354,0.346,79.6838,4.378066303,,0.182,0.174,80.1444,4.383830008,,0.099,0.091,83.8292,4.428781395,,0.098,0.09,20.727,3.031437198,,0.052,0.044,20.2664,3.008964342,,0.108,0.1,23.03,3.136797714,,0.06,0.052,23.9512,3.176018427,,0.098,0.09,20.727,3.031437198,,0.052,0.044,20.2664,3.008964342,,0.124,0.116,26.7148,3.285217719,,0.072,0.064,29.4784,3.383657792,,0.164,0.156,35.9268,3.581483535,,0.088,0.08,36.848,3.606801343,,0.1,0.092,21.1876,3.053416105,,0.052,0.044,20.2664,3.008964342,,0.08,0.072,16.5816,2.808293647,,0.043,0.035,16.121,2.78012277,,0.177,0.169,38.9207,3.661526243,,0.092,0.084,38.6904,3.655591507,
216,0.008,0.298,0.29,66.787,4.201508451,,0.151,0.143,65.8658,4.187619339,,0.08,0.072,66.3264,4.194588008,,0.35,0.342,78.7626,4.366438265,,0.18,0.172,79.2232,4.372269185,,0.097,0.089,81.9868,4.406558259,,0.096,0.088,20.2664,3.008964342,,0.051,0.043,19.8058,2.985974824,,0.105,0.097,22.3391,3.106338506,,0.059,0.051,23.4906,3.156600341,,0.095,0.087,20.0361,2.997535646,,0.05,0.042,19.3452,2.962444327,,0.122,0.114,26.2542,3.267825976,,0.071,0.063,29.0178,3.367909435,,0.161,0.153,35.2359,3.562065449,,0.086,0.078,35.9268,3.581483535,,0.098,0.09,20.727,3.031437198,,0.051,0.043,19.8058,2.985974824,,0.078,0.07,16.121,2.78012277,,0.042,0.034,15.6604,2.751135233,,0.175,0.167,38.4601,3.64962134,,0.091,0.083,38.2298,3.643615316,
217,0.008,0.292,0.284,65.4052,4.180601766,,0.148,0.14,64.484,4.166417131,,0.078,0.07,64.484,4.166417131,,0.345,0.337,77.6111,4.351710458,,0.177,0.169,77.8414,4.354673423,,0.096,0.088,81.0656,4.395258703,,0.095,0.087,20.0361,2.997535646,,0.051,0.043,19.8058,2.985974824,,0.103,0.095,21.8785,3.085504419,,0.057,0.049,22.5694,3.116595007,,0.092,0.084,19.3452,2.962444327,,0.049,0.041,18.8846,2.938346775,,0.121,0.113,26.0239,3.259015347,,0.07,0.062,28.5572,3.351909093,,0.158,0.15,34.545,3.542262822,,0.084,0.076,35.0056,3.555508049,,0.097,0.089,20.4967,3.020263898,,0.05,0.042,19.3452,2.962444327,,0.076,0.068,15.6604,2.751135233,,0.041,0.033,15.1998,2.72128227,,0.174,0.166,38.2298,3.643615316,,0.09,0.082,37.7692,3.631493956,
218,0.008,0.286,0.278,64.0234,4.159248642,,0.145,0.137,63.1022,4.144755634,,0.076,0.068,62.6416,4.137429594,,0.341,0.333,76.6899,4.339770018,,0.175,0.167,76.9202,4.342768521,,0.095,0.087,80.1444,4.383830008,,0.093,0.085,19.5755,2.974278784,,0.05,0.042,19.3452,2.962444327,,0.1,0.092,21.1876,3.053416105,,0.056,0.048,22.1088,3.095975719,,0.089,0.081,18.6543,2.926076683,,0.048,0.04,18.424,2.913654163,,0.119,0.111,25.5633,3.241157729,,0.069,0.061,28.0966,3.335648573,,0.155,0.147,33.8541,3.522060115,,0.083,0.075,34.545,3.542262822,,0.095,0.087,20.0361,2.997535646,,0.049,0.041,18.8846,2.938346775,,0.074,0.066,15.1998,2.72128227,,0.04,0.032,14.7392,2.690510611,,0.171,0.163,37.5389,3.625377729,,0.089,0.081,37.3086,3.619223863,
219,0.007,0.281,0.274,63.1022,4.144755634,,0.142,0.135,62.181,4.130049487,,0.075,0.068,62.6416,4.137429594,,0.336,0.329,75.7687,4.327685279,,0.173,0.166,76.4596,4.336762497,,0.093,0.086,79.2232,4.372269185,,0.091,0.084,19.3452,2.962444327,,0.049,0.042,19.3452,2.962444327,,0.098,0.091,20.9573,3.042487034,,0.055,0.048,22.1088,3.095975719,,0.086,0.079,18.1937,2.90107538,,0.046,0.039,17.9634,2.888336355,,0.118,0.111,25.5633,3.241157729,,0.068,0.061,28.0966,3.335648573,,0.152,0.145,33.3935,3.50836127,,0.081,0.074,34.0844,3.528839802,,0.094,0.087,20.0361,2.997535646,,0.048,0.041,18.8846,2.938346775,,0.072,0.065,14.9695,2.706014798,,0.039,0.032,14.7392,2.690510611,,0.169,0.162,37.3086,3.619223863,,0.088,0.081,37.3086,3.619223863,
220,0.007,0.275,0.268,61.7204,4.122614508,,0.139,0.132,60.7992,4.107576631,,0.073,0.066,60.7992,4.107576631,,0.332,0.325,74.8475,4.31545271,,0.17,0.163,75.0778,4.318524909,,0.092,0.085,78.302,4.360573145,,0.09,0.083,19.1149,2.950468136,,0.048,0.041,18.8846,2.938346775,,0.095,0.088,20.2664,3.008964342,,0.053,0.046,21.1876,3.053416105,,0.084,0.077,17.7331,2.87543295,,0.045,0.038,17.5028,2.862360868,,0.116,0.109,25.1027,3.22297541,,0.067,0.06,27.636,3.319119271,,0.15,0.143,32.9329,3.494472158,,0.08,0.073,33.6238,3.51523415,,0.093,0.086,19.8058,2.985974824,,0.048,0.041,18.8846,2.938346775,,0.071,0.064,14.7392,2.690510611,,0.038,0.031,14.2786,2.658761913,,0.168,0.161,37.0783,3.613031893,,0.087,0.08,36.848,3.606801343,
221,0.007,0.27,0.263,60.5689,4.10378156,,0.136,0.129,59.4174,4.084587113,,0.072,0.065,59.878,4.092309159,,0.327,0.32,73.696,4.299948524,,0.168,0.161,74.1566,4.306179073,,0.09,0.083,76.4596,4.336762497,,0.089,0.082,18.8846,2.938346775,,0.047,0.04,18.424,2.913654163,,0.093,0.086,19.8058,2.985974824,,0.052,0.045,20.727,3.031437198,,0.081,0.074,17.0422,2.835692621,,0.043,0.036,16.5816,2.808293647,,0.115,0.108,24.8724,3.213758755,,0.066,0.059,27.1754,3.302312152,,0.147,0.14,32.242,3.47326995,,0.078,0.071,32.7026,3.487454585,,0.091,0.084,19.3452,2.962444327,,0.047,0.04,18.424,2.913654163,,0.069,0.062,14.2786,2.658761913,,0.037,0.03,13.818,2.62597209,,0.166,0.159,36.6177,3.60053173,,0.086,0.079,36.3874,3.594222561,
222,0.007,0.265,0.258,59.4174,4.084587113,,0.134,0.127,58.4962,4.068961795,,0.071,0.064,58.9568,4.076804972,,0.323,0.316,72.7748,4.287369741,,0.166,0.159,73.2354,4.293678911,,0.089,0.082,75.5384,4.324641136,,0.087,0.08,18.424,2.913654163,,0.046,0.039,17.9634,2.888336355,,0.091,0.084,19.3452,2.962444327,,0.051,0.044,20.2664,3.008964342,,0.079,0.072,16.5816,2.808293647,,0.042,0.035,16.121,2.78012277,,0.114,0.107,24.6421,3.204456362,,0.065,0.058,26.7148,3.285217719,,0.145,0.138,31.7814,3.458881213,,0.077,0.07,32.242,3.47326995,,0.09,0.083,19.1149,2.950468136,,0.046,0.039,17.9634,2.888336355,,0.068,0.061,14.0483,2.642501392,,0.037,0.03,13.818,2.62597209,,0.164,0.157,36.1571,3.587873333,,0.085,0.078,35.9268,3.581483535,
223,0.007,0.26,0.253,58.2659,4.065017017,,0.131,0.124,57.1144,4.045056274,,0.069,0.062,57.1144,4.045056274,,0.318,0.311,71.6233,4.27142044,,0.163,0.156,71.8536,4.274630716,,0.088,0.081,74.6172,4.312371044,,0.086,0.079,18.1937,2.90107538,,0.046,0.039,17.9634,2.888336355,,0.089,0.082,18.8846,2.938346775,,0.05,0.043,19.8058,2.985974824,,0.077,0.07,16.121,2.78012277,,0.041,0.034,15.6604,2.751135233,,0.112,0.105,24.1815,3.185587878,,0.064,0.057,26.2542,3.267825976,,0.142,0.135,31.0905,3.436902306,,0.076,0.069,31.7814,3.458881213,,0.089,0.082,18.8846,2.938346775,,0.046,0.039,17.9634,2.888336355,,0.067,0.06,13.818,2.62597209,,0.036,0.029,13.3574,2.592070538,,0.162,0.155,35.6965,3.575052645,,0.084,0.077,35.4662,3.56858013,
224,0.006,0.256,0.25,57.575,4.053088446,,0.129,0.123,56.6538,4.036959064,,0.068,0.062,57.1144,4.045056274,,0.314,0.308,70.9324,4.261727311,,0.161,0.155,71.393,4.268199825,,0.087,0.081,74.6172,4.312371044,,0.085,0.079,18.1937,2.90107538,,0.045,0.039,17.9634,2.888336355,,0.087,0.081,18.6543,2.926076683,,0.049,0.043,19.8058,2.985974824,,0.075,0.069,15.8907,2.765734032,,0.04,0.034,15.6604,2.751135233,,0.111,0.105,24.1815,3.185587878,,0.064,0.058,26.7148,3.285217719,,0.14,0.134,30.8602,3.429467328,,0.075,0.069,31.7814,3.458881213,,0.088,0.082,18.8846,2.938346775,,0.045,0.039,17.9634,2.888336355,,0.065,0.059,13.5877,2.609164972,,0.036,0.03,13.818,2.62597209,,0.161,0.155,35.6965,3.575052645,,0.083,0.077,35.4662,3.56858013,
225,0.006,0.251,0.245,56.4235,4.032885738,,0.126,0.12,55.272,4.012266451,,0.067,0.061,56.1932,4.028795753,,0.31,0.304,70.0112,4.248655229,,0.158,0.152,70.0112,4.248655229,,0.085,0.079,72.7748,4.287369741,,0.084,0.078,17.9634,2.888336355,,0.044,0.038,17.5028,2.862360868,,0.086,0.08,18.424,2.913654163,,0.048,0.042,19.3452,2.962444327,,0.073,0.067,15.4301,2.736320147,,0.039,0.033,15.1998,2.72128227,,0.11,0.104,23.9512,3.176018427,,0.063,0.057,26.2542,3.267825976,,0.138,0.132,30.3996,3.41442945,,0.074,0.068,31.3208,3.444282414,,0.087,0.081,18.6543,2.926076683,,0.044,0.038,17.5028,2.862360868,,0.064,0.058,13.3574,2.592070538,,0.035,0.029,13.3574,2.592070538,,0.159,0.153,35.2359,3.562065449,,0.082,0.076,35.0056,3.555508049,
226,0.006,0.246,0.24,55.272,4.012266451,,0.124,0.118,54.3508,3.995459333,,0.065,0.059,54.3508,3.995459333,,0.305,0.299,68.8597,4.232071101,,0.156,0.15,69.09,4.235410003,,0.084,0.078,71.8536,4.274630716,,0.083,0.077,17.7331,2.87543295,,0.044,0.038,17.5028,2.862360868,,0.084,0.078,17.9634,2.888336355,,0.047,0.041,18.8846,2.938346775,,0.071,0.065,14.9695,2.706014798,,0.038,0.032,14.7392,2.690510611,,0.109,0.103,23.7209,3.166356516,,0.062,0.056,25.7936,3.250126399,,0.136,0.13,29.939,3.399161978,,0.072,0.066,30.3996,3.41442945,,0.086,0.08,18.424,2.913654163,,0.044,0.038,17.5028,2.862360868,,0.063,0.057,13.1271,2.574678796,,0.034,0.028,12.8968,2.556979219,,0.157,0.151,34.7753,3.548907365,,0.081,0.075,34.545,3.542262822,
227,0.006,0.242,0.236,54.3508,3.995459333,,0.122,0.116,53.4296,3.9783649,,0.064,0.058,53.4296,3.9783649,,0.301,0.295,67.9385,4.218602884,,0.154,0.148,68.1688,4.221986982,,0.083,0.077,70.9324,4.261727311,,0.081,0.075,17.2725,2.849115641,,0.043,0.037,17.0422,2.835692621,,0.082,0.076,17.5028,2.862360868,,0.046,0.04,18.424,2.913654163,,0.07,0.064,14.7392,2.690510611,,0.037,0.031,14.2786,2.658761913,,0.108,0.102,23.4906,3.156600341,,0.061,0.055,25.333,3.232107894,,0.134,0.128,29.4784,3.383657792,,0.071,0.065,29.939,3.399161978,,0.085,0.079,18.1937,2.90107538,,0.043,0.037,17.0422,2.835692621,,0.061,0.055,12.6665,2.538960713,,0.033,0.027,12.4362,2.520611574,,0.156,0.15,34.545,3.542262822,,0.08,0.074,34.0844,3.528839802,
228,0.006,0.238,0.232,53.4296,3.9783649,,0.12,0.114,52.5084,3.960973157,,0.063,0.057,52.5084,3.960973157,,0.296,0.29,66.787,4.201508451,,0.152,0.146,67.2476,4.20838133,,0.081,0.075,69.09,4.235410003,,0.081,0.075,17.2725,2.849115641,,0.042,0.036,16.5816,2.808293647,,0.081,0.075,17.2725,2.849115641,,0.045,0.039,17.9634,2.888336355,,0.068,0.062,14.2786,2.658761913,,0.036,0.03,13.818,2.62597209,,0.107,0.101,23.2603,3.146748045,,0.06,0.054,24.8724,3.213758755,,0.132,0.126,29.0178,3.367909435,,0.07,0.064,29.4784,3.383657792,,0.084,0.078,17.9634,2.888336355,,0.043,0.037,17.0422,2.835692621,,0.06,0.054,12.4362,2.520611574,,0.033,0.027,12.4362,2.520611574,,0.154,0.148,34.0844,3.528839802,,0.08,0.074,34.0844,3.528839802,
229,0.005,0.233,0.228,52.5084,3.960973157,,0.118,0.113,52.0478,3.952162527,,0.062,0.057,52.5084,3.960973157,,0.291,0.286,65.8658,4.187619339,,0.149,0.144,66.3264,4.194588008,,0.08,0.075,69.09,4.235410003,,0.079,0.074,17.0422,2.835692621,,0.042,0.037,17.0422,2.835692621,,0.079,0.074,17.0422,2.835692621,,0.044,0.039,17.9634,2.888336355,,0.066,0.061,14.0483,2.642501392,,0.035,0.03,13.818,2.62597209,,0.106,0.101,23.2603,3.146748045,,0.06,0.055,25.333,3.232107894,,0.13,0.125,28.7875,3.359941265,,0.069,0.064,29.4784,3.383657792,,0.083,0.078,17.9634,2.888336355,,0.042,0.037,17.0422,2.835692621,,0.059,0.054,12.4362,2.520611574,,0.032,0.027,12.4362,2.520611574,,0.153,0.148,34.0844,3.528839802,,0.078,0.073,33.6238,3.51523415,
230,0.005,0.229,0.224,51.5872,3.94327358,,0.115,0.11,50.666,3.925255074,,0.061,0.056,51.5872,3.94327358,,0.286,0.281,64.7143,4.169982197,,0.147,0.142,65.4052,4.180601766,,0.079,0.074,68.1688,4.221986982,,0.078,0.073,16.8119,2.822086969,,0.041,0.036,16.5816,2.808293647,,0.077,0.072,16.5816,2.808293647,,0.043,0.038,17.5028,2.862360868,,0.065,0.06,13.818,2.62597209,,0.034,0.029,13.3574,2.592070538,,0.105,0.1,23.03,3.136797714,,0.059,0.054,24.8724,3.213758755,,0.128,0.123,28.3269,3.343811883,,0.068,0.063,29.0178,3.367909435,,0.082,0.077,17.7331,2.87543295,,0.042,0.037,17.0422,2.835692621,,0.058,0.053,12.2059,2.501919441,,0.031,0.026,11.9756,2.482871246,,0.151,0.146,33.6238,3.51523415,,0.078,0.073,33.6238,3.51523415,
231,0.005,0.225,0.22,50.666,3.925255074,,0.113,0.108,49.7448,3.906905936,,0.059,0.054,49.7448,3.906905936,,0.282,0.277,63.7931,4.155645034,,0.144,0.139,64.0234,4.159248642,,0.077,0.072,66.3264,4.194588008,,0.077,0.072,16.5816,2.808293647,,0.04,0.035,16.121,2.78012277,,0.076,0.071,16.3513,2.794307405,,0.042,0.037,17.0422,2.835692621,,0.063,0.058,13.3574,2.592070538,,0.034,0.029,13.3574,2.592070538,,0.103,0.098,22.5694,3.116595007,,0.058,0.053,24.4118,3.195066622,,0.126,0.121,27.8663,3.327418073,,0.067,0.062,28.5572,3.351909093,,0.081,0.076,17.5028,2.862360868,,0.041,0.036,16.5816,2.808293647,,0.057,0.052,11.9756,2.482871246,,0.031,0.026,11.9756,2.482871246,,0.15,0.145,33.3935,3.50836127,,0.077,0.072,33.1632,3.501440827,
232,0.005,0.221,0.216,49.7448,3.906905936,,0.111,0.106,48.8236,3.888213803,,0.058,0.053,48.8236,3.888213803,,0.277,0.272,62.6416,4.137429594,,0.142,0.137,63.1022,4.144755634,,0.076,0.071,65.4052,4.180601766,,0.076,0.071,16.3513,2.794307405,,0.04,0.035,16.121,2.78012277,,0.074,0.069,15.8907,2.765734032,,0.041,0.036,16.5816,2.808293647,,0.062,0.057,13.1271,2.574678796,,0.033,0.028,12.8968,2.556979219,,0.102,0.097,22.3391,3.106338506,,0.057,0.052,23.9512,3.176018427,,0.125,0.12,27.636,3.319119271,,0.066,0.061,28.0966,3.335648573,,0.08,0.075,17.2725,2.849115641,,0.04,0.035,16.121,2.78012277,,0.056,0.051,11.7453,2.463453161,,0.03,0.025,11.515,2.443650533,,0.148,0.143,32.9329,3.494472158,,0.076,0.071,32.7026,3.487454585,
233,0.005,0.217,0.212,48.8236,3.888213803,,0.109,0.104,47.9024,3.869165608,,0.057,0.052,47.9024,3.869165608,,0.273,0.268,61.7204,4.122614508,,0.14,0.135,62.181,4.130049487,,0.075,0.07,64.484,4.166417131,,0.075,0.07,16.121,2.78012277,,0.039,0.034,15.6604,2.751135233,,0.073,0.068,15.6604,2.751135233,,0.041,0.036,16.5816,2.808293647,,0.061,0.056,12.8968,2.556979219,,0.032,0.027,12.4362,2.520611574,,0.101,0.096,22.1088,3.095975719,,0.057,0.052,23.9512,3.176018427,,0.123,0.118,27.1754,3.302312152,,0.065,0.06,27.636,3.319119271,,0.079,0.074,17.0422,2.835692621,,0.04,0.035,16.121,2.78012277,,0.055,0.05,11.515,2.443650533,,0.03,0.025,11.515,2.443650533,,0.147,0.142,32.7026,3.487454585,,0.076,0.071,32.7026,3.487454585,
234,0.005,0.213,0.208,47.9024,3.869165608,,0.108,0.103,47.4418,3.859503697,,0.056,0.051,46.9812,3.849747522,,0.268,0.263,60.5689,4.10378156,,0.137,0.132,60.7992,4.107576631,,0.074,0.069,63.5628,4.152028394,,0.074,0.069,15.8907,2.765734032,,0.039,0.034,15.6604,2.751135233,,0.072,0.067,15.4301,2.736320147,,0.04,0.035,16.121,2.78012277,,0.059,0.054,12.4362,2.520611574,,0.031,0.026,11.9756,2.482871246,,0.101,0.096,22.1088,3.095975719,,0.056,0.051,23.4906,3.156600341,,0.121,0.116,26.7148,3.285217719,,0.064,0.059,27.1754,3.302312152,,0.079,0.074,17.0422,2.835692621,,0.04,0.035,16.121,2.78012277,,0.055,0.05,11.515,2.443650533,,0.029,0.024,11.0544,2.402828539,,0.146,0.141,32.4723,3.480387418,,0.075,0.07,32.242,3.47326995,
235,0.005,0.21,0.205,47.2115,3.854637507,,0.106,0.101,46.5206,3.839895225,,0.055,0.05,46.06,3.829944894,,0.264,0.259,59.6477,4.08845559,,0.135,0.13,59.878,4.092309159,,0.072,0.067,61.7204,4.122614508,,0.074,0.069,15.8907,2.765734032,,0.038,0.033,15.1998,2.72128227,,0.071,0.066,15.1998,2.72128227,,0.039,0.034,15.6604,2.751135233,,0.058,0.053,12.2059,2.501919441,,0.031,0.026,11.9756,2.482871246,,0.099,0.094,21.6482,3.07492231,,0.056,0.051,23.4906,3.156600341,,0.12,0.115,26.4845,3.276559656,,0.063,0.058,26.7148,3.285217719,,0.078,0.073,16.8119,2.822086969,,0.039,0.034,15.6604,2.751135233,,0.054,0.049,11.2847,2.423447826,,0.029,0.024,11.0544,2.402828539,,0.145,0.14,32.242,3.47326995,,0.074,0.069,31.7814,3.458881213,
236,0.004,0.206,0.202,46.5206,3.839895225,,0.104,0.1,46.06,3.829944894,,0.054,0.05,46.06,3.829944894,,0.259,0.255,58.7265,4.072891073,,0.133,0.129,59.4174,4.084587113,,0.071,0.067,61.7204,4.122614508,,0.073,0.069,15.8907,2.765734032,,0.038,0.034,15.6604,2.751135233,,0.07,0.066,15.1998,2.72128227,,0.039,0.035,16.121,2.78012277,,0.057,0.053,12.2059,2.501919441,,0.03,0.026,11.9756,2.482871246,,0.098,0.094,21.6482,3.07492231,,0.055,0.051,23.4906,3.156600341,,0.118,0.114,26.2542,3.267825976,,0.062,0.058,26.7148,3.285217719,,0.077,0.073,16.8119,2.822086969,,0.039,0.035,16.121,2.78012277,,0.053,0.049,11.2847,2.423447826,,0.028,0.024,11.0544,2.402828539,,0.143,0.139,32.0117,3.466101461,,0.074,0.07,32.242,3.47326995,
237,0.004,0.203,0.199,45.8297,3.824932353,,0.102,0.098,45.1388,3.809742187,,0.053,0.049,45.1388,3.809742187,,0.255,0.251,57.8053,4.057080467,,0.13,0.126,58.0356,4.061056615,,0.069,0.065,59.878,4.092309159,,0.072,0.068,15.6604,2.751135233,,0.037,0.033,15.1998,2.72128227,,0.069,0.065,14.9695,2.706014798,,0.038,0.034,15.6604,2.751135233,,0.056,0.052,11.9756,2.482871246,,0.03,0.026,11.9756,2.482871246,,0.098,0.094,21.6482,3.07492231,,0.055,0.051,23.4906,3.156600341,,0.117,0.113,26.0239,3.259015347,,0.061,0.057,26.2542,3.267825976,,0.076,0.072,16.5816,2.808293647,,0.038,0.034,15.6604,2.751135233,,0.052,0.048,11.0544,2.402828539,,0.028,0.024,11.0544,2.402828539,,0.142,0.138,31.7814,3.458881213,,0.073,0.069,31.7814,3.458881213,
238,0.004,0.199,0.195,44.9085,3.804627086,,0.1,0.096,44.2176,3.7891229,,0.052,0.048,44.2176,3.7891229,,0.25,0.246,56.6538,4.036959064,,0.128,0.124,57.1144,4.045056274,,0.068,0.064,58.9568,4.076804972,,0.071,0.067,15.4301,2.736320147,,0.037,0.033,15.1998,2.72128227,,0.068,0.064,14.7392,2.690510611,,0.037,0.033,15.1998,2.72128227,,0.055,0.051,11.7453,2.463453161,,0.029,0.025,11.515,2.443650533,,0.097,0.093,21.4179,3.064227021,,0.054,0.05,23.03,3.136797714,,0.115,0.111,25.5633,3.241157729,,0.061,0.057,26.2542,3.267825976,,0.075,0.071,16.3513,2.794307405,,0.038,0.034,15.6604,2.751135233,,0.051,0.047,10.8241,2.38177513,,0.027,0.023,10.5938,2.360268924,,0.141,0.137,31.5511,3.451608454,,0.072,0.068,31.3208,3.444282414,
239,0.004,0.196,0.192,44.2176,3.7891229,,0.099,0.095,43.757,3.7786516,,0.052,0.048,44.2176,3.7891229,,0.246,0.242,55.7326,4.020565254,,0.126,0.122,56.1932,4.028795753,,0.067,0.063,58.0356,4.061056615,,0.07,0.066,15.1998,2.72128227,,0.036,0.032,14.7392,2.690510611,,0.067,0.063,14.5089,2.674762254,,0.037,0.033,15.1998,2.72128227,,0.055,0.051,11.7453,2.463453161,,0.029,0.025,11.515,2.443650533,,0.096,0.092,21.1876,3.053416105,,0.054,0.05,23.03,3.136797714,,0.114,0.11,25.333,3.232107894,,0.06,0.056,25.7936,3.250126399,,0.075,0.071,16.3513,2.794307405,,0.037,0.033,15.1998,2.72128227,,0.051,0.047,10.8241,2.38177513,,0.027,0.023,10.5938,2.360268924,,0.141,0.137,31.5511,3.451608454,,0.072,0.068,31.3208,3.444282414,
