,Blank,F10Jun19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F10Jun19_5R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F10Jun19_9R1,A(CDOM),a(CDOM),ln(a),Sr,F10Jun19_9R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F10Jun19_0.1R2,A(CDOM),a(CDOM),ln(a),Sr,F10Jun19_0.1R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
514,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.003,-0.003,-1.3818,#NUM!,
515,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.003,-0.003,-1.3818,#NUM!,
516,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.003,-0.003,-1.3818,#NUM!,
517,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.003,-0.003,-1.3818,#NUM!,
518,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.003,-0.003,-1.3818,#NUM!,
519,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.003,-0.003,-1.3818,#NUM!,
520,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.003,-0.003,-1.3818,#NUM!,
521,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.003,-0.003,-1.3818,#NUM!,
522,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.003,-0.003,-1.3818,#NUM!,
523,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.003,-0.003,-1.3818,#NUM!,
524,0,0.003,0.003,0.6909,-0.369760183,,-0.002,-0.002,-0.9212,#NUM!,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.003,-0.003,-1.3818,#NUM!,
525,0,0.003,0.003,0.6909,-0.369760183,,-0.002,-0.002,-0.9212,#NUM!,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.003,-0.003,-1.3818,#NUM!,
526,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.003,-0.003,-1.3818,#NUM!,
527,0,0.003,0.003,0.6909,-0.369760183,,-0.002,-0.002,-0.9212,#NUM!,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.003,-0.003,-1.3818,#NUM!,
528,0,0.003,0.003,0.6909,-0.369760183,,-0.002,-0.002,-0.9212,#NUM!,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.003,-0.003,-1.3818,#NUM!,
529,0,0.003,0.003,0.6909,-0.369760183,,-0.002,-0.002,-0.9212,#NUM!,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.003,-0.003,-1.3818,#NUM!,
530,0,0.003,0.003,0.6909,-0.369760183,,-0.002,-0.002,-0.9212,#NUM!,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.003,-0.003,-1.3818,#NUM!,
531,0,0.003,0.003,0.6909,-0.369760183,,-0.002,-0.002,-0.9212,#NUM!,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.003,-0.003,-1.3818,#NUM!,
532,0,0.003,0.003,0.6909,-0.369760183,,-0.002,-0.002,-0.9212,#NUM!,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.003,-0.003,-1.3818,#NUM!,
533,0,0.003,0.003,0.6909,-0.369760183,,-0.002,-0.002,-0.9212,#NUM!,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.003,-0.003,-1.3818,#NUM!,
534,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.003,-0.003,-1.3818,#NUM!,
535,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.003,-0.003,-1.3818,#NUM!,
536,0.001,0.003,0.002,0.4606,-0.775225292,,-0.001,-0.002,-0.9212,#NUM!,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.4606,#NUM!,,0.002,0.001,0.2303,-1.468372472,,-0.002,-0.003,-1.3818,#NUM!,
537,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.003,-0.003,-1.3818,#NUM!,
538,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.003,-0.003,-1.3818,#NUM!,
539,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.003,-0.003,-1.3818,#NUM!,
540,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.003,-0.003,-1.3818,#NUM!,
541,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.003,-0.003,-1.3818,#NUM!,
542,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.003,-0.003,-1.3818,#NUM!,
543,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.003,-0.003,-1.3818,#NUM!,
544,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.003,-0.003,-1.3818,#NUM!,
545,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.003,-0.003,-1.3818,#NUM!,
546,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.003,-0.003,-1.3818,#NUM!,
547,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.003,-0.003,-1.3818,#NUM!,
548,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.003,-0.003,-1.3818,#NUM!,
549,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.003,-0.003,-1.3818,#NUM!,
550,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.003,-0.003,-1.3818,#NUM!,
551,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.003,-0.003,-1.3818,#NUM!,
552,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.003,-0.003,-1.3818,#NUM!,
553,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.003,-0.003,-1.3818,#NUM!,
554,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
555,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
556,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.003,-0.003,-1.3818,#NUM!,
557,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.003,-0.003,-1.3818,#NUM!,
558,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
559,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
560,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
561,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
562,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
563,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
564,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
565,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
566,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
567,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
568,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
569,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
570,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
571,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
572,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
573,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
574,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
575,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
576,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
577,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
578,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
579,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
580,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
581,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
582,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
583,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
584,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
585,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
586,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
587,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
588,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
589,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
590,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
591,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
592,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
593,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
594,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
595,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
596,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
597,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
598,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
599,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
600,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
601,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
602,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
603,0,0.002,0.002,0.4606,-0.775225292,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
604,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
605,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
606,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
607,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
608,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
609,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
610,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
611,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
612,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
613,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
614,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
615,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
616,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
617,0,0.001,0.001,0.2303,-1.468372472,,-0.002,-0.002,-0.9212,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,
