,Blank,F20Sep19_Surf_R1,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_Surf_R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Sep19_9_R1,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Sep19_5_R1,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_5R1_Dil2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Sep19_5_R1_Dil4,A(CDOM),Dilution 1:4 a(CDOM),Dilution 1:4 ln(a),Sr,F22Jul19_WET_R1,A(CDOM),a(CDOM),ln(a),Sr,F22Jul19_WET_R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
253,0,0.09,0.09,20.727,3.031437198,,0.044,0.044,20.2664,3.008964342,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.191,0.191,43.9873,3.783900956,,0.099,0.099,45.5994,3.819894559,,0.039,0.039,175.9492,5.170195317,,0.108,0.108,24.8724,3.213758755,,0.053,0.053,24.4118,3.195066622,
254,0,0.089,0.089,20.4967,3.020263898,,0.044,0.044,20.2664,3.008964342,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.191,0.191,43.9873,3.783900956,,0.098,0.098,45.1388,3.809742187,,0.039,0.039,175.9492,5.170195317,,0.107,0.107,24.6421,3.204456362,,0.053,0.053,24.4118,3.195066622,
255,0,0.089,0.089,20.4967,3.020263898,,0.044,0.044,20.2664,3.008964342,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.19,0.19,43.757,3.7786516,,0.098,0.098,45.1388,3.809742187,,0.039,0.039,175.028,5.164945961,,0.106,0.106,24.4118,3.195066622,,0.052,0.052,23.9512,3.176018427,
256,0,0.088,0.088,20.2664,3.008964342,,0.043,0.043,19.8058,2.985974824,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.19,0.19,43.757,3.7786516,,0.098,0.098,45.1388,3.809742187,,0.039,0.039,175.028,5.164945961,,0.105,0.105,24.1815,3.185587878,,0.052,0.052,23.9512,3.176018427,
257,0,0.088,0.088,20.2664,3.008964342,,0.043,0.043,19.8058,2.985974824,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.19,0.19,43.757,3.7786516,,0.098,0.098,45.1388,3.809742187,,0.039,0.039,175.028,5.164945961,,0.105,0.105,24.1815,3.185587878,,0.052,0.052,23.9512,3.176018427,
258,0,0.087,0.087,20.0361,2.997535646,,0.043,0.043,19.8058,2.985974824,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.189,0.189,43.5267,3.773374543,,0.098,0.098,45.1388,3.809742187,,0.039,0.039,174.1068,5.159668904,,0.104,0.104,23.9512,3.176018427,,0.051,0.051,23.4906,3.156600341,
259,0.001,0.087,0.086,19.8058,2.985974824,,0.043,0.042,19.3452,2.962444327,,0.027,0.026,5.9878,1.789724066,,0.013,0.012,5.5272,1.709681358,,0.189,0.188,43.2964,3.768069491,,0.097,0.096,44.2176,3.7891229,,0.039,0.038,173.1856,5.154363852,,0.104,0.103,23.7209,3.166356516,,0.051,0.05,23.03,3.136797714,
260,0.001,0.086,0.085,19.5755,2.974278784,,0.042,0.041,18.8846,2.938346775,,0.027,0.026,5.9878,1.789724066,,0.013,0.012,5.5272,1.709681358,,0.188,0.187,43.0661,3.762736145,,0.097,0.096,44.2176,3.7891229,,0.039,0.038,172.2644,5.149030506,,0.103,0.102,23.4906,3.156600341,,0.051,0.05,23.03,3.136797714,
261,0.001,0.086,0.085,19.5755,2.974278784,,0.042,0.041,18.8846,2.938346775,,0.027,0.026,5.9878,1.789724066,,0.013,0.012,5.5272,1.709681358,,0.188,0.187,43.0661,3.762736145,,0.097,0.096,44.2176,3.7891229,,0.039,0.038,172.2644,5.149030506,,0.102,0.101,23.2603,3.146748045,,0.05,0.049,22.5694,3.116595007,
262,0.001,0.085,0.084,19.3452,2.962444327,,0.042,0.041,18.8846,2.938346775,,0.026,0.025,5.7575,1.750503353,,0.012,0.011,5.0666,1.622669981,,0.187,0.186,42.8358,3.757374202,,0.097,0.096,44.2176,3.7891229,,0.039,0.038,171.3432,5.143668563,,0.102,0.101,23.2603,3.146748045,,0.05,0.049,22.5694,3.116595007,
263,0.001,0.085,0.084,19.3452,2.962444327,,0.042,0.041,18.8846,2.938346775,,0.026,0.025,5.7575,1.750503353,,0.012,0.011,5.0666,1.622669981,,0.187,0.186,42.8358,3.757374202,,0.096,0.095,43.757,3.7786516,,0.039,0.038,171.3432,5.143668563,,0.101,0.1,23.03,3.136797714,,0.05,0.049,22.5694,3.116595007,
264,0,0.084,0.084,19.3452,2.962444327,,0.041,0.041,18.8846,2.938346775,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.186,0.186,42.8358,3.757374202,,0.096,0.096,44.2176,3.7891229,,0.038,0.038,171.3432,5.143668563,,0.1,0.1,23.03,3.136797714,,0.049,0.049,22.5694,3.116595007,
265,0,0.083,0.083,19.1149,2.950468136,,0.041,0.041,18.8846,2.938346775,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.185,0.185,42.6055,3.751983353,,0.096,0.096,44.2176,3.7891229,,0.038,0.038,170.422,5.138277714,,0.099,0.099,22.7997,3.126747378,,0.049,0.049,22.5694,3.116595007,
266,0.001,0.083,0.082,18.8846,2.938346775,,0.041,0.04,18.424,2.913654163,,0.026,0.025,5.7575,1.750503353,,0.012,0.011,5.0666,1.622669981,,0.184,0.183,42.1449,3.741113681,,0.095,0.094,43.2964,3.768069491,,0.038,0.037,168.5796,5.127408042,,0.099,0.098,22.5694,3.116595007,,0.048,0.047,21.6482,3.07492231,
267,0,0.082,0.082,18.8846,2.938346775,,0.04,0.04,18.424,2.913654163,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.183,0.183,42.1449,3.741113681,,0.095,0.095,43.757,3.7786516,,0.038,0.038,168.5796,5.127408042,,0.098,0.098,22.5694,3.116595007,,0.048,0.048,22.1088,3.095975719,
268,0,0.081,0.081,18.6543,2.926076683,,0.04,0.04,18.424,2.913654163,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.182,0.182,41.9146,3.735634215,,0.094,0.094,43.2964,3.768069491,,0.038,0.038,167.6584,5.121928576,,0.097,0.097,22.3391,3.106338506,,0.048,0.048,22.1088,3.095975719,
269,0.001,0.08,0.079,18.1937,2.90107538,,0.04,0.039,17.9634,2.888336355,,0.025,0.024,5.5272,1.709681358,,0.012,0.011,5.0666,1.622669981,,0.182,0.181,41.6843,3.730124559,,0.094,0.093,42.8358,3.757374202,,0.037,0.036,166.7372,5.11641892,,0.096,0.095,21.8785,3.085504419,,0.047,0.046,21.1876,3.053416105,
270,0,0.08,0.08,18.424,2.913654163,,0.039,0.039,17.9634,2.888336355,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.181,0.181,41.6843,3.730124559,,0.093,0.093,42.8358,3.757374202,,0.037,0.037,166.7372,5.11641892,,0.096,0.096,22.1088,3.095975719,,0.047,0.047,21.6482,3.07492231,
271,0.001,0.079,0.078,17.9634,2.888336355,,0.039,0.038,17.5028,2.862360868,,0.025,0.024,5.5272,1.709681358,,0.012,0.011,5.0666,1.622669981,,0.18,0.179,41.2237,3.719013334,,0.093,0.092,42.3752,3.746563285,,0.037,0.036,164.8948,5.105307695,,0.095,0.094,21.6482,3.07492231,,0.046,0.045,20.727,3.031437198,
272,0.001,0.078,0.077,17.7331,2.87543295,,0.039,0.038,17.5028,2.862360868,,0.025,0.024,5.5272,1.709681358,,0.012,0.011,5.0666,1.622669981,,0.179,0.178,40.9934,3.713411078,,0.093,0.092,42.3752,3.746563285,,0.037,0.036,163.9736,5.099705439,,0.095,0.094,21.6482,3.07492231,,0.046,0.045,20.727,3.031437198,
273,0.001,0.078,0.077,17.7331,2.87543295,,0.039,0.038,17.5028,2.862360868,,0.024,0.023,5.2969,1.667121744,,0.012,0.011,5.0666,1.622669981,,0.178,0.177,40.7631,3.70777726,,0.092,0.091,41.9146,3.735634215,,0.037,0.036,163.0524,5.094071622,,0.094,0.093,21.4179,3.064227021,,0.046,0.045,20.727,3.031437198,
274,0.001,0.077,0.076,17.5028,2.862360868,,0.038,0.037,17.0422,2.835692621,,0.024,0.023,5.2969,1.667121744,,0.011,0.01,4.606,1.527359801,,0.177,0.176,40.5328,3.702111523,,0.092,0.091,41.9146,3.735634215,,0.036,0.035,162.1312,5.088405884,,0.093,0.092,21.1876,3.053416105,,0.045,0.044,20.2664,3.008964342,
275,0.001,0.076,0.075,17.2725,2.849115641,,0.038,0.037,17.0422,2.835692621,,0.024,0.023,5.2969,1.667121744,,0.011,0.01,4.606,1.527359801,,0.176,0.175,40.3025,3.696413502,,0.091,0.09,41.454,3.724584379,,0.036,0.035,161.21,5.082707863,,0.092,0.091,20.9573,3.042487034,,0.045,0.044,20.2664,3.008964342,
276,0.001,0.075,0.074,17.0422,2.835692621,,0.037,0.036,16.5816,2.808293647,,0.023,0.022,5.0666,1.622669981,,0.011,0.01,4.606,1.527359801,,0.175,0.174,40.0722,3.690682827,,0.091,0.09,41.454,3.724584379,,0.036,0.035,160.2888,5.076977188,,0.092,0.091,20.9573,3.042487034,,0.044,0.043,19.8058,2.985974824,
277,0,0.074,0.074,17.0422,2.835692621,,0.037,0.037,17.0422,2.835692621,,0.023,0.023,5.2969,1.667121744,,0.011,0.011,5.0666,1.622669981,,0.174,0.174,40.0722,3.690682827,,0.09,0.09,41.454,3.724584379,,0.036,0.036,160.2888,5.076977188,,0.091,0.091,20.9573,3.042487034,,0.044,0.044,20.2664,3.008964342,
278,0,0.074,0.074,17.0422,2.835692621,,0.037,0.037,17.0422,2.835692621,,0.023,0.023,5.2969,1.667121744,,0.011,0.011,5.0666,1.622669981,,0.174,0.174,40.0722,3.690682827,,0.09,0.09,41.454,3.724584379,,0.036,0.036,160.2888,5.076977188,,0.09,0.09,20.727,3.031437198,,0.044,0.044,20.2664,3.008964342,
279,0.001,0.073,0.072,16.5816,2.808293647,,0.036,0.035,16.121,2.78012277,,0.023,0.022,5.0666,1.622669981,,0.011,0.01,4.606,1.527359801,,0.173,0.172,39.6116,3.679122005,,0.089,0.088,40.5328,3.702111523,,0.035,0.034,158.4464,5.065416366,,0.09,0.089,20.4967,3.020263898,,0.043,0.042,19.3452,2.962444327,
280,0.001,0.072,0.071,16.3513,2.794307405,,0.036,0.035,16.121,2.78012277,,0.023,0.022,5.0666,1.622669981,,0.011,0.01,4.606,1.527359801,,0.172,0.171,39.3813,3.673291084,,0.088,0.087,40.0722,3.690682827,,0.035,0.034,157.5252,5.059585445,,0.089,0.088,20.2664,3.008964342,,0.043,0.042,19.3452,2.962444327,
281,0.001,0.071,0.07,16.121,2.78012277,,0.035,0.034,15.6604,2.751135233,,0.022,0.021,4.8363,1.576149966,,0.011,0.01,4.606,1.527359801,,0.171,0.17,39.151,3.667425965,,0.088,0.087,40.0722,3.690682827,,0.035,0.034,156.604,5.053720326,,0.088,0.087,20.0361,2.997535646,,0.042,0.041,18.8846,2.938346775,
282,0.001,0.07,0.069,15.8907,2.765734032,,0.035,0.034,15.6604,2.751135233,,0.022,0.021,4.8363,1.576149966,,0.011,0.01,4.606,1.527359801,,0.169,0.168,38.6904,3.655591507,,0.087,0.086,39.6116,3.679122005,,0.035,0.034,154.7616,5.041885868,,0.088,0.087,20.0361,2.997535646,,0.042,0.041,18.8846,2.938346775,
283,0.001,0.069,0.068,15.6604,2.751135233,,0.035,0.034,15.6604,2.751135233,,0.022,0.021,4.8363,1.576149966,,0.011,0.01,4.606,1.527359801,,0.168,0.167,38.4601,3.64962134,,0.087,0.086,39.6116,3.679122005,,0.034,0.033,153.8404,5.035915701,,0.087,0.086,19.8058,2.985974824,,0.042,0.041,18.8846,2.938346775,
284,0.001,0.069,0.068,15.6604,2.751135233,,0.034,0.033,15.1998,2.72128227,,0.022,0.021,4.8363,1.576149966,,0.011,0.01,4.606,1.527359801,,0.167,0.166,38.2298,3.643615316,,0.086,0.085,39.151,3.667425965,,0.034,0.033,152.9192,5.029909677,,0.086,0.085,19.5755,2.974278784,,0.041,0.04,18.424,2.913654163,
285,0.001,0.068,0.067,15.4301,2.736320147,,0.034,0.033,15.1998,2.72128227,,0.021,0.02,4.606,1.527359801,,0.01,0.009,4.1454,1.421999286,,0.166,0.165,37.9995,3.637573002,,0.085,0.084,38.6904,3.655591507,,0.034,0.033,151.998,5.023867363,,0.086,0.085,19.5755,2.974278784,,0.041,0.04,18.424,2.913654163,
286,0.001,0.067,0.066,15.1998,2.72128227,,0.033,0.032,14.7392,2.690510611,,0.021,0.02,4.606,1.527359801,,0.01,0.009,4.1454,1.421999286,,0.165,0.164,37.7692,3.631493956,,0.085,0.084,38.6904,3.655591507,,0.033,0.032,151.0768,5.017788317,,0.085,0.084,19.3452,2.962444327,,0.041,0.04,18.424,2.913654163,
287,0.001,0.066,0.065,14.9695,2.706014798,,0.033,0.032,14.7392,2.690510611,,0.021,0.02,4.606,1.527359801,,0.01,0.009,4.1454,1.421999286,,0.163,0.162,37.3086,3.619223863,,0.084,0.083,38.2298,3.643615316,,0.033,0.032,149.2344,5.005518224,,0.084,0.083,19.1149,2.950468136,,0.04,0.039,17.9634,2.888336355,
288,0.001,0.065,0.064,14.7392,2.690510611,,0.032,0.031,14.2786,2.658761913,,0.021,0.02,4.606,1.527359801,,0.01,0.009,4.1454,1.421999286,,0.162,0.161,37.0783,3.613031893,,0.083,0.082,37.7692,3.631493956,,0.033,0.032,148.3132,4.999326254,,0.083,0.082,18.8846,2.938346775,,0.04,0.039,17.9634,2.888336355,
289,0.001,0.064,0.063,14.5089,2.674762254,,0.032,0.031,14.2786,2.658761913,,0.021,0.02,4.606,1.527359801,,0.01,0.009,4.1454,1.421999286,,0.161,0.16,36.848,3.606801343,,0.083,0.082,37.7692,3.631493956,,0.033,0.032,147.392,4.993095704,,0.083,0.082,18.8846,2.938346775,,0.039,0.038,17.5028,2.862360868,
290,0.001,0.063,0.062,14.2786,2.658761913,,0.031,0.03,13.818,2.62597209,,0.02,0.019,4.3757,1.476066507,,0.01,0.009,4.1454,1.421999286,,0.16,0.159,36.6177,3.60053173,,0.082,0.081,37.3086,3.619223863,,0.032,0.031,146.4708,4.986826091,,0.082,0.081,18.6543,2.926076683,,0.039,0.038,17.5028,2.862360868,
291,0,0.062,0.062,14.2786,2.658761913,,0.031,0.031,14.2786,2.658761913,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,,0.159,0.159,36.6177,3.60053173,,0.081,0.081,37.3086,3.619223863,,0.032,0.032,146.4708,4.986826091,,0.081,0.081,18.6543,2.926076683,,0.039,0.039,17.9634,2.888336355,
292,0.001,0.061,0.06,13.818,2.62597209,,0.031,0.03,13.818,2.62597209,,0.02,0.019,4.3757,1.476066507,,0.009,0.008,3.6848,1.30421625,,0.158,0.157,36.1571,3.587873333,,0.081,0.08,36.848,3.606801343,,0.031,0.03,144.6284,4.974167694,,0.08,0.079,18.1937,2.90107538,,0.038,0.037,17.0422,2.835692621,
293,0.001,0.06,0.059,13.5877,2.609164972,,0.03,0.029,13.3574,2.592070538,,0.019,0.018,4.1454,1.421999286,,0.009,0.008,3.6848,1.30421625,,0.156,0.155,35.6965,3.575052645,,0.08,0.079,36.3874,3.594222561,,0.031,0.03,142.786,4.961347006,,0.08,0.079,18.1937,2.90107538,,0.038,0.037,17.0422,2.835692621,
294,0,0.059,0.059,13.5877,2.609164972,,0.03,0.03,13.818,2.62597209,,0.019,0.019,4.3757,1.476066507,,0.009,0.009,4.1454,1.421999286,,0.155,0.155,35.6965,3.575052645,,0.079,0.079,36.3874,3.594222561,,0.031,0.031,142.786,4.961347006,,0.079,0.079,18.1937,2.90107538,,0.038,0.038,17.5028,2.862360868,
295,0.001,0.059,0.058,13.3574,2.592070538,,0.03,0.029,13.3574,2.592070538,,0.019,0.018,4.1454,1.421999286,,0.009,0.008,3.6848,1.30421625,,0.154,0.153,35.2359,3.562065449,,0.078,0.077,35.4662,3.56858013,,0.031,0.03,140.9436,4.94835981,,0.078,0.077,17.7331,2.87543295,,0.037,0.036,16.5816,2.808293647,
296,0.001,0.058,0.057,13.1271,2.574678796,,0.029,0.028,12.8968,2.556979219,,0.019,0.018,4.1454,1.421999286,,0.009,0.008,3.6848,1.30421625,,0.153,0.152,35.0056,3.555508049,,0.078,0.077,35.4662,3.56858013,,0.03,0.029,140.0224,4.94180241,,0.078,0.077,17.7331,2.87543295,,0.037,0.036,16.5816,2.808293647,
297,0.001,0.057,0.056,12.8968,2.556979219,,0.029,0.028,12.8968,2.556979219,,0.018,0.017,3.9151,1.364840872,,0.009,0.008,3.6848,1.30421625,,0.151,0.15,34.545,3.542262822,,0.077,0.076,35.0056,3.555508049,,0.03,0.029,138.18,4.928557183,,0.077,0.076,17.5028,2.862360868,,0.036,0.035,16.121,2.78012277,
298,0.001,0.057,0.056,12.8968,2.556979219,,0.029,0.028,12.8968,2.556979219,,0.018,0.017,3.9151,1.364840872,,0.009,0.008,3.6848,1.30421625,,0.15,0.149,34.3147,3.535573834,,0.076,0.075,34.545,3.542262822,,0.03,0.029,137.2588,4.921868195,,0.077,0.076,17.5028,2.862360868,,0.036,0.035,16.121,2.78012277,
299,0.001,0.056,0.055,12.6665,2.538960713,,0.028,0.027,12.4362,2.520611574,,0.018,0.017,3.9151,1.364840872,,0.009,0.008,3.6848,1.30421625,,0.149,0.148,34.0844,3.528839802,,0.076,0.075,34.545,3.542262822,,0.029,0.028,136.3376,4.915134163,,0.076,0.075,17.2725,2.849115641,,0.036,0.035,16.121,2.78012277,
300,0.001,0.055,0.054,12.4362,2.520611574,,0.028,0.027,12.4362,2.520611574,,0.018,0.017,3.9151,1.364840872,,0.009,0.008,3.6848,1.30421625,,0.148,0.147,33.8541,3.522060115,,0.075,0.074,34.0844,3.528839802,,0.029,0.028,135.4164,4.908354476,,0.075,0.074,17.0422,2.835692621,,0.036,0.035,16.121,2.78012277,
301,0.001,0.055,0.054,12.4362,2.520611574,,0.028,0.027,12.4362,2.520611574,,0.018,0.017,3.9151,1.364840872,,0.009,0.008,3.6848,1.30421625,,0.147,0.146,33.6238,3.51523415,,0.075,0.074,34.0844,3.528839802,,0.029,0.028,134.4952,4.901528511,,0.075,0.074,17.0422,2.835692621,,0.035,0.034,15.6604,2.751135233,
302,0.001,0.054,0.053,12.2059,2.501919441,,0.028,0.027,12.4362,2.520611574,,0.018,0.017,3.9151,1.364840872,,0.009,0.008,3.6848,1.30421625,,0.145,0.144,33.1632,3.501440827,,0.074,0.073,33.6238,3.51523415,,0.029,0.028,132.6528,4.887735189,,0.074,0.073,16.8119,2.822086969,,0.035,0.034,15.6604,2.751135233,
303,0,0.053,0.053,12.2059,2.501919441,,0.027,0.027,12.4362,2.520611574,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.144,0.144,33.1632,3.501440827,,0.073,0.073,33.6238,3.51523415,,0.029,0.029,132.6528,4.887735189,,0.074,0.074,17.0422,2.835692621,,0.035,0.035,16.121,2.78012277,
304,0,0.053,0.053,12.2059,2.501919441,,0.027,0.027,12.4362,2.520611574,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.143,0.143,32.9329,3.494472158,,0.073,0.073,33.6238,3.51523415,,0.028,0.028,131.7316,4.880766519,,0.073,0.073,16.8119,2.822086969,,0.034,0.034,15.6604,2.751135233,
305,0,0.052,0.052,11.9756,2.482871246,,0.026,0.026,11.9756,2.482871246,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.142,0.142,32.7026,3.487454585,,0.072,0.072,33.1632,3.501440827,,0.028,0.028,130.8104,4.873748947,,0.073,0.073,16.8119,2.822086969,,0.034,0.034,15.6604,2.751135233,
306,0,0.051,0.051,11.7453,2.463453161,,0.026,0.026,11.9756,2.482871246,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.141,0.141,32.4723,3.480387418,,0.071,0.071,32.7026,3.487454585,,0.028,0.028,129.8892,4.866681779,,0.072,0.072,16.5816,2.808293647,,0.034,0.034,15.6604,2.751135233,
307,0.001,0.051,0.05,11.515,2.443650533,,0.026,0.025,11.515,2.443650533,,0.017,0.016,3.6848,1.30421625,,0.008,0.007,3.2242,1.170684857,,0.139,0.138,31.7814,3.458881213,,0.071,0.07,32.242,3.47326995,,0.028,0.027,127.1256,4.845175574,,0.071,0.07,16.121,2.78012277,,0.033,0.032,14.7392,2.690510611,
308,0.001,0.05,0.049,11.2847,2.423447826,,0.026,0.025,11.515,2.443650533,,0.016,0.015,3.4545,1.239677729,,0.008,0.007,3.2242,1.170684857,,0.138,0.137,31.5511,3.451608454,,0.07,0.069,31.7814,3.458881213,,0.028,0.027,126.2044,4.837902815,,0.071,0.07,16.121,2.78012277,,0.033,0.032,14.7392,2.690510611,
309,0.001,0.05,0.049,11.2847,2.423447826,,0.026,0.025,11.515,2.443650533,,0.016,0.015,3.4545,1.239677729,,0.008,0.007,3.2242,1.170684857,,0.137,0.136,31.3208,3.444282414,,0.07,0.069,31.7814,3.458881213,,0.028,0.027,125.2832,4.830576775,,0.07,0.069,15.8907,2.765734032,,0.033,0.032,14.7392,2.690510611,
310,0.001,0.049,0.048,11.0544,2.402828539,,0.025,0.024,11.0544,2.402828539,,0.016,0.015,3.4545,1.239677729,,0.008,0.007,3.2242,1.170684857,,0.136,0.135,31.0905,3.436902306,,0.069,0.068,31.3208,3.444282414,,0.027,0.026,124.362,4.823196667,,0.069,0.068,15.6604,2.751135233,,0.032,0.031,14.2786,2.658761913,
311,0.001,0.048,0.047,10.8241,2.38177513,,0.025,0.024,11.0544,2.402828539,,0.016,0.015,3.4545,1.239677729,,0.008,0.007,3.2242,1.170684857,,0.135,0.134,30.8602,3.429467328,,0.068,0.067,30.8602,3.429467328,,0.027,0.026,123.4408,4.815761689,,0.069,0.068,15.6604,2.751135233,,0.032,0.031,14.2786,2.658761913,
312,0.001,0.048,0.047,10.8241,2.38177513,,0.025,0.024,11.0544,2.402828539,,0.016,0.015,3.4545,1.239677729,,0.008,0.007,3.2242,1.170684857,,0.134,0.133,30.6299,3.421976656,,0.068,0.067,30.8602,3.429467328,,0.027,0.026,122.5196,4.808271017,,0.069,0.068,15.6604,2.751135233,,0.032,0.031,14.2786,2.658761913,
313,0.001,0.048,0.047,10.8241,2.38177513,,0.025,0.024,11.0544,2.402828539,,0.016,0.015,3.4545,1.239677729,,0.008,0.007,3.2242,1.170684857,,0.133,0.132,30.3996,3.41442945,,0.067,0.066,30.3996,3.41442945,,0.027,0.026,121.5984,4.800723812,,0.068,0.067,15.4301,2.736320147,,0.032,0.031,14.2786,2.658761913,
314,0.001,0.047,0.046,10.5938,2.360268924,,0.024,0.023,10.5938,2.360268924,,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,,0.132,0.131,30.1693,3.406824851,,0.067,0.066,30.3996,3.41442945,,0.027,0.026,120.6772,4.793119212,,0.068,0.067,15.4301,2.736320147,,0.032,0.031,14.2786,2.658761913,
315,0.001,0.047,0.046,10.5938,2.360268924,,0.024,0.023,10.5938,2.360268924,,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,,0.131,0.13,29.939,3.399161978,,0.066,0.065,29.939,3.399161978,,0.026,0.025,119.756,4.785456339,,0.067,0.066,15.1998,2.72128227,,0.031,0.03,13.818,2.62597209,
316,0.001,0.046,0.045,10.3635,2.338290018,,0.024,0.023,10.5938,2.360268924,,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,,0.13,0.129,29.7087,3.391439932,,0.066,0.065,29.939,3.399161978,,0.026,0.025,118.8348,4.777734293,,0.066,0.065,14.9695,2.706014798,,0.031,0.03,13.818,2.62597209,
317,0.001,0.046,0.045,10.3635,2.338290018,,0.024,0.023,10.5938,2.360268924,,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,,0.129,0.128,29.4784,3.383657792,,0.066,0.065,29.939,3.399161978,,0.026,0.025,117.9136,4.769952153,,0.066,0.065,14.9695,2.706014798,,0.031,0.03,13.818,2.62597209,
318,0.001,0.045,0.044,10.1332,2.315817162,,0.023,0.022,10.1332,2.315817162,,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,,0.128,0.127,29.2481,3.375814614,,0.065,0.064,29.4784,3.383657792,,0.026,0.025,116.9924,4.762108975,,0.066,0.065,14.9695,2.706014798,,0.031,0.03,13.818,2.62597209,
319,0.001,0.045,0.044,10.1332,2.315817162,,0.023,0.022,10.1332,2.315817162,,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,,0.127,0.126,29.0178,3.367909435,,0.064,0.063,29.0178,3.367909435,,0.026,0.025,116.0712,4.754203796,,0.065,0.064,14.7392,2.690510611,,0.03,0.029,13.3574,2.592070538,
320,0.001,0.045,0.044,10.1332,2.315817162,,0.023,0.022,10.1332,2.315817162,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.126,0.125,28.7875,3.359941265,,0.064,0.063,29.0178,3.367909435,,0.025,0.024,115.15,4.746235626,,0.064,0.063,14.5089,2.674762254,,0.03,0.029,13.3574,2.592070538,
321,0.001,0.044,0.043,9.9029,2.292827644,,0.023,0.022,10.1332,2.315817162,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.126,0.125,28.7875,3.359941265,,0.063,0.062,28.5572,3.351909093,,0.025,0.024,115.15,4.746235626,,0.064,0.063,14.5089,2.674762254,,0.03,0.029,13.3574,2.592070538,
322,0.001,0.044,0.043,9.9029,2.292827644,,0.023,0.022,10.1332,2.315817162,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.125,0.124,28.5572,3.351909093,,0.063,0.062,28.5572,3.351909093,,0.025,0.024,114.2288,4.738203455,,0.063,0.062,14.2786,2.658761913,,0.03,0.029,13.3574,2.592070538,
323,0.001,0.043,0.042,9.6726,2.269297146,,0.023,0.022,10.1332,2.315817162,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.124,0.123,28.3269,3.343811883,,0.062,0.061,28.0966,3.335648573,,0.025,0.024,113.3076,4.730106244,,0.063,0.062,14.2786,2.658761913,,0.03,0.029,13.3574,2.592070538,
324,0.001,0.043,0.042,9.6726,2.269297146,,0.022,0.021,9.6726,2.269297146,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.123,0.122,28.0966,3.335648573,,0.062,0.061,28.0966,3.335648573,,0.025,0.024,112.3864,4.721942934,,0.063,0.062,14.2786,2.658761913,,0.029,0.028,12.8968,2.556979219,
325,0.001,0.043,0.042,9.6726,2.269297146,,0.022,0.021,9.6726,2.269297146,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.122,0.121,27.8663,3.327418073,,0.062,0.061,28.0966,3.335648573,,0.025,0.024,111.4652,4.713712435,,0.062,0.061,14.0483,2.642501392,,0.029,0.028,12.8968,2.556979219,
