,MilliQ,F04Oct19_101_R2,A(CDOM),a(CDOM),ln(a),Sr,B18Jul19_100_R2,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_99_R1,A(CDOM),a(CDOM),ln(a),Sr,B04Oct19_50_R1,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_5m_R2,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_Surf_R1,A(CDOM),a(CDOM),ln(a),Sr,B04Oct19_200_R1,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_30_R2,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_102_R2,A(CDOM),a(CDOM),ln(a),Sr,B04Oct19_45_R2,A(CDOM),a(CDOM),ln(a),Sr,B04Oct19_01_R2,A(CDOM),a(CDOM),ln(a),Sr
242,0.002,0.08,0.078,17.9634,2.888336355,,0.079,0.077,17.7331,2.87543295,,0.058,0.056,12.8968,2.556979219,,0.082,0.08,18.424,2.913654163,,0.16,0.158,36.3874,3.594222561,,0.114,0.112,25.7936,3.250126399,,0.05,0.048,11.0544,2.402828539,,0.112,0.11,25.333,3.232107894,,0.032,0.03,6.909,1.93282491,,0.082,0.08,18.424,2.913654163,,0.083,0.081,18.6543,2.926076683,
243,0.002,0.079,0.077,17.7331,2.87543295,,0.078,0.076,17.5028,2.862360868,,0.057,0.055,12.6665,2.538960713,,0.081,0.079,18.1937,2.90107538,,0.16,0.158,36.3874,3.594222561,,0.113,0.111,25.5633,3.241157729,,0.05,0.048,11.0544,2.402828539,,0.111,0.109,25.1027,3.22297541,,0.032,0.03,6.909,1.93282491,,0.081,0.079,18.1937,2.90107538,,0.083,0.081,18.6543,2.926076683,
244,0.002,0.079,0.077,17.7331,2.87543295,,0.078,0.076,17.5028,2.862360868,,0.057,0.055,12.6665,2.538960713,,0.08,0.078,17.9634,2.888336355,,0.159,0.157,36.1571,3.587873333,,0.112,0.11,25.333,3.232107894,,0.049,0.047,10.8241,2.38177513,,0.11,0.108,24.8724,3.213758755,,0.031,0.029,6.6787,1.898923358,,0.08,0.078,17.9634,2.888336355,,0.082,0.08,18.424,2.913654163,
245,0.002,0.078,0.076,17.5028,2.862360868,,0.077,0.075,17.2725,2.849115641,,0.056,0.054,12.4362,2.520611574,,0.08,0.078,17.9634,2.888336355,,0.159,0.157,36.1571,3.587873333,,0.111,0.109,25.1027,3.22297541,,0.049,0.047,10.8241,2.38177513,,0.109,0.107,24.6421,3.204456362,,0.031,0.029,6.6787,1.898923358,,0.08,0.078,17.9634,2.888336355,,0.081,0.079,18.1937,2.90107538,
246,0.002,0.077,0.075,17.2725,2.849115641,,0.076,0.074,17.0422,2.835692621,,0.055,0.053,12.2059,2.501919441,,0.079,0.077,17.7331,2.87543295,,0.158,0.156,35.9268,3.581483535,,0.11,0.108,24.8724,3.213758755,,0.048,0.046,10.5938,2.360268924,,0.107,0.105,24.1815,3.185587878,,0.031,0.029,6.6787,1.898923358,,0.079,0.077,17.7331,2.87543295,,0.081,0.079,18.1937,2.90107538,
247,0.002,0.077,0.075,17.2725,2.849115641,,0.076,0.074,17.0422,2.835692621,,0.055,0.053,12.2059,2.501919441,,0.078,0.076,17.5028,2.862360868,,0.157,0.155,35.6965,3.575052645,,0.109,0.107,24.6421,3.204456362,,0.048,0.046,10.5938,2.360268924,,0.106,0.104,23.9512,3.176018427,,0.03,0.028,6.4484,1.863832038,,0.078,0.076,17.5028,2.862360868,,0.08,0.078,17.9634,2.888336355,
248,0.002,0.076,0.074,17.0422,2.835692621,,0.075,0.073,16.8119,2.822086969,,0.054,0.052,11.9756,2.482871246,,0.078,0.076,17.5028,2.862360868,,0.157,0.155,35.6965,3.575052645,,0.108,0.106,24.4118,3.195066622,,0.047,0.045,10.3635,2.338290018,,0.105,0.103,23.7209,3.166356516,,0.03,0.028,6.4484,1.863832038,,0.078,0.076,17.5028,2.862360868,,0.079,0.077,17.7331,2.87543295,
249,0.002,0.076,0.074,17.0422,2.835692621,,0.074,0.072,16.5816,2.808293647,,0.053,0.051,11.7453,2.463453161,,0.077,0.075,17.2725,2.849115641,,0.156,0.154,35.4662,3.56858013,,0.107,0.105,24.1815,3.185587878,,0.047,0.045,10.3635,2.338290018,,0.104,0.102,23.4906,3.156600341,,0.03,0.028,6.4484,1.863832038,,0.077,0.075,17.2725,2.849115641,,0.079,0.077,17.7331,2.87543295,
250,0.002,0.075,0.073,16.8119,2.822086969,,0.074,0.072,16.5816,2.808293647,,0.053,0.051,11.7453,2.463453161,,0.077,0.075,17.2725,2.849115641,,0.156,0.154,35.4662,3.56858013,,0.106,0.104,23.9512,3.176018427,,0.047,0.045,10.3635,2.338290018,,0.103,0.101,23.2603,3.146748045,,0.03,0.028,6.4484,1.863832038,,0.077,0.075,17.2725,2.849115641,,0.078,0.076,17.5028,2.862360868,
251,0.002,0.075,0.073,16.8119,2.822086969,,0.074,0.072,16.5816,2.808293647,,0.053,0.051,11.7453,2.463453161,,0.076,0.074,17.0422,2.835692621,,0.156,0.154,35.4662,3.56858013,,0.106,0.104,23.9512,3.176018427,,0.046,0.044,10.1332,2.315817162,,0.103,0.101,23.2603,3.146748045,,0.03,0.028,6.4484,1.863832038,,0.076,0.074,17.0422,2.835692621,,0.078,0.076,17.5028,2.862360868,
252,0.002,0.075,0.073,16.8119,2.822086969,,0.073,0.071,16.3513,2.794307405,,0.052,0.05,11.515,2.443650533,,0.076,0.074,17.0422,2.835692621,,0.155,0.153,35.2359,3.562065449,,0.105,0.103,23.7209,3.166356516,,0.046,0.044,10.1332,2.315817162,,0.102,0.1,23.03,3.136797714,,0.029,0.027,6.2181,1.827464394,,0.076,0.074,17.0422,2.835692621,,0.077,0.075,17.2725,2.849115641,
253,0.002,0.074,0.072,16.5816,2.808293647,,0.072,0.07,16.121,2.78012277,,0.051,0.049,11.2847,2.423447826,,0.075,0.073,16.8119,2.822086969,,0.154,0.152,35.0056,3.555508049,,0.104,0.102,23.4906,3.156600341,,0.045,0.043,9.9029,2.292827644,,0.101,0.099,22.7997,3.126747378,,0.029,0.027,6.2181,1.827464394,,0.075,0.073,16.8119,2.822086969,,0.077,0.075,17.2725,2.849115641,
254,0.002,0.074,0.072,16.5816,2.808293647,,0.072,0.07,16.121,2.78012277,,0.051,0.049,11.2847,2.423447826,,0.075,0.073,16.8119,2.822086969,,0.154,0.152,35.0056,3.555508049,,0.104,0.102,23.4906,3.156600341,,0.045,0.043,9.9029,2.292827644,,0.1,0.098,22.5694,3.116595007,,0.029,0.027,6.2181,1.827464394,,0.075,0.073,16.8119,2.822086969,,0.076,0.074,17.0422,2.835692621,
255,0.002,0.074,0.072,16.5816,2.808293647,,0.072,0.07,16.121,2.78012277,,0.051,0.049,11.2847,2.423447826,,0.075,0.073,16.8119,2.822086969,,0.153,0.151,34.7753,3.548907365,,0.103,0.101,23.2603,3.146748045,,0.045,0.043,9.9029,2.292827644,,0.1,0.098,22.5694,3.116595007,,0.029,0.027,6.2181,1.827464394,,0.075,0.073,16.8119,2.822086969,,0.076,0.074,17.0422,2.835692621,
256,0.002,0.073,0.071,16.3513,2.794307405,,0.071,0.069,15.8907,2.765734032,,0.05,0.048,11.0544,2.402828539,,0.074,0.072,16.5816,2.808293647,,0.153,0.151,34.7753,3.548907365,,0.102,0.1,23.03,3.136797714,,0.044,0.042,9.6726,2.269297146,,0.099,0.097,22.3391,3.106338506,,0.029,0.027,6.2181,1.827464394,,0.074,0.072,16.5816,2.808293647,,0.075,0.073,16.8119,2.822086969,
257,0.002,0.073,0.071,16.3513,2.794307405,,0.071,0.069,15.8907,2.765734032,,0.05,0.048,11.0544,2.402828539,,0.074,0.072,16.5816,2.808293647,,0.152,0.15,34.545,3.542262822,,0.102,0.1,23.03,3.136797714,,0.044,0.042,9.6726,2.269297146,,0.098,0.096,22.1088,3.095975719,,0.029,0.027,6.2181,1.827464394,,0.074,0.072,16.5816,2.808293647,,0.075,0.073,16.8119,2.822086969,
258,0.002,0.073,0.071,16.3513,2.794307405,,0.07,0.068,15.6604,2.751135233,,0.049,0.047,10.8241,2.38177513,,0.073,0.071,16.3513,2.794307405,,0.152,0.15,34.545,3.542262822,,0.101,0.099,22.7997,3.126747378,,0.044,0.042,9.6726,2.269297146,,0.097,0.095,21.8785,3.085504419,,0.029,0.027,6.2181,1.827464394,,0.073,0.071,16.3513,2.794307405,,0.075,0.073,16.8119,2.822086969,
259,0.002,0.073,0.071,16.3513,2.794307405,,0.07,0.068,15.6604,2.751135233,,0.049,0.047,10.8241,2.38177513,,0.073,0.071,16.3513,2.794307405,,0.151,0.149,34.3147,3.535573834,,0.1,0.098,22.5694,3.116595007,,0.043,0.041,9.4423,2.245199595,,0.097,0.095,21.8785,3.085504419,,0.029,0.027,6.2181,1.827464394,,0.073,0.071,16.3513,2.794307405,,0.074,0.072,16.5816,2.808293647,
260,0.002,0.072,0.07,16.121,2.78012277,,0.07,0.068,15.6604,2.751135233,,0.049,0.047,10.8241,2.38177513,,0.073,0.071,16.3513,2.794307405,,0.15,0.148,34.0844,3.528839802,,0.099,0.097,22.3391,3.106338506,,0.043,0.041,9.4423,2.245199595,,0.096,0.094,21.6482,3.07492231,,0.029,0.027,6.2181,1.827464394,,0.072,0.07,16.121,2.78012277,,0.074,0.072,16.5816,2.808293647,
261,0.002,0.072,0.07,16.121,2.78012277,,0.069,0.067,15.4301,2.736320147,,0.048,0.046,10.5938,2.360268924,,0.072,0.07,16.121,2.78012277,,0.15,0.148,34.0844,3.528839802,,0.099,0.097,22.3391,3.106338506,,0.043,0.041,9.4423,2.245199595,,0.095,0.093,21.4179,3.064227021,,0.028,0.026,5.9878,1.789724066,,0.072,0.07,16.121,2.78012277,,0.073,0.071,16.3513,2.794307405,
262,0.002,0.072,0.07,16.121,2.78012277,,0.069,0.067,15.4301,2.736320147,,0.048,0.046,10.5938,2.360268924,,0.072,0.07,16.121,2.78012277,,0.149,0.147,33.8541,3.522060115,,0.098,0.096,22.1088,3.095975719,,0.042,0.04,9.212,2.220506982,,0.095,0.093,21.4179,3.064227021,,0.028,0.026,5.9878,1.789724066,,0.071,0.069,15.8907,2.765734032,,0.073,0.071,16.3513,2.794307405,
263,0.002,0.072,0.07,16.121,2.78012277,,0.068,0.066,15.1998,2.72128227,,0.047,0.045,10.3635,2.338290018,,0.071,0.069,15.8907,2.765734032,,0.148,0.146,33.6238,3.51523415,,0.097,0.095,21.8785,3.085504419,,0.042,0.04,9.212,2.220506982,,0.094,0.092,21.1876,3.053416105,,0.028,0.026,5.9878,1.789724066,,0.071,0.069,15.8907,2.765734032,,0.072,0.07,16.121,2.78012277,
264,0.001,0.071,0.07,16.121,2.78012277,,0.068,0.067,15.4301,2.736320147,,0.047,0.046,10.5938,2.360268924,,0.071,0.07,16.121,2.78012277,,0.147,0.146,33.6238,3.51523415,,0.097,0.096,22.1088,3.095975719,,0.042,0.041,9.4423,2.245199595,,0.093,0.092,21.1876,3.053416105,,0.028,0.027,6.2181,1.827464394,,0.07,0.069,15.8907,2.765734032,,0.072,0.071,16.3513,2.794307405,
265,0.002,0.071,0.069,15.8907,2.765734032,,0.067,0.065,14.9695,2.706014798,,0.046,0.044,10.1332,2.315817162,,0.07,0.068,15.6604,2.751135233,,0.147,0.145,33.3935,3.50836127,,0.096,0.094,21.6482,3.07492231,,0.041,0.039,8.9817,2.195189174,,0.092,0.09,20.727,3.031437198,,0.028,0.026,5.9878,1.789724066,,0.07,0.068,15.6604,2.751135233,,0.071,0.069,15.8907,2.765734032,
266,0.002,0.071,0.069,15.8907,2.765734032,,0.067,0.065,14.9695,2.706014798,,0.046,0.044,10.1332,2.315817162,,0.07,0.068,15.6604,2.751135233,,0.146,0.144,33.1632,3.501440827,,0.095,0.093,21.4179,3.064227021,,0.041,0.039,8.9817,2.195189174,,0.092,0.09,20.727,3.031437198,,0.028,0.026,5.9878,1.789724066,,0.069,0.067,15.4301,2.736320147,,0.071,0.069,15.8907,2.765734032,
267,0.001,0.071,0.07,16.121,2.78012277,,0.067,0.066,15.1998,2.72128227,,0.046,0.045,10.3635,2.338290018,,0.069,0.068,15.6604,2.751135233,,0.145,0.144,33.1632,3.501440827,,0.094,0.093,21.4179,3.064227021,,0.041,0.04,9.212,2.220506982,,0.091,0.09,20.727,3.031437198,,0.028,0.027,6.2181,1.827464394,,0.069,0.068,15.6604,2.751135233,,0.07,0.069,15.8907,2.765734032,
268,0.001,0.07,0.069,15.8907,2.765734032,,0.066,0.065,14.9695,2.706014798,,0.045,0.044,10.1332,2.315817162,,0.068,0.067,15.4301,2.736320147,,0.144,0.143,32.9329,3.494472158,,0.094,0.093,21.4179,3.064227021,,0.04,0.039,8.9817,2.195189174,,0.09,0.089,20.4967,3.020263898,,0.028,0.027,6.2181,1.827464394,,0.068,0.067,15.4301,2.736320147,,0.07,0.069,15.8907,2.765734032,
269,0.001,0.07,0.069,15.8907,2.765734032,,0.066,0.065,14.9695,2.706014798,,0.045,0.044,10.1332,2.315817162,,0.068,0.067,15.4301,2.736320147,,0.143,0.142,32.7026,3.487454585,,0.093,0.092,21.1876,3.053416105,,0.04,0.039,8.9817,2.195189174,,0.089,0.088,20.2664,3.008964342,,0.027,0.026,5.9878,1.789724066,,0.067,0.066,15.1998,2.72128227,,0.069,0.068,15.6604,2.751135233,
270,0.001,0.07,0.069,15.8907,2.765734032,,0.065,0.064,14.7392,2.690510611,,0.045,0.044,10.1332,2.315817162,,0.067,0.066,15.1998,2.72128227,,0.142,0.141,32.4723,3.480387418,,0.092,0.091,20.9573,3.042487034,,0.04,0.039,8.9817,2.195189174,,0.088,0.087,20.0361,2.997535646,,0.027,0.026,5.9878,1.789724066,,0.067,0.066,15.1998,2.72128227,,0.068,0.067,15.4301,2.736320147,
271,0.001,0.07,0.069,15.8907,2.765734032,,0.065,0.064,14.7392,2.690510611,,0.044,0.043,9.9029,2.292827644,,0.066,0.065,14.9695,2.706014798,,0.142,0.141,32.4723,3.480387418,,0.091,0.09,20.727,3.031437198,,0.039,0.038,8.7514,2.169213688,,0.087,0.086,19.8058,2.985974824,,0.027,0.026,5.9878,1.789724066,,0.066,0.065,14.9695,2.706014798,,0.068,0.067,15.4301,2.736320147,
272,0.001,0.069,0.068,15.6604,2.751135233,,0.064,0.063,14.5089,2.674762254,,0.044,0.043,9.9029,2.292827644,,0.066,0.065,14.9695,2.706014798,,0.141,0.14,32.242,3.47326995,,0.09,0.089,20.4967,3.020263898,,0.039,0.038,8.7514,2.169213688,,0.086,0.085,19.5755,2.974278784,,0.027,0.026,5.9878,1.789724066,,0.065,0.064,14.7392,2.690510611,,0.067,0.066,15.1998,2.72128227,
273,0.002,0.069,0.067,15.4301,2.736320147,,0.064,0.062,14.2786,2.658761913,,0.043,0.041,9.4423,2.245199595,,0.065,0.063,14.5089,2.674762254,,0.14,0.138,31.7814,3.458881213,,0.089,0.087,20.0361,2.997535646,,0.039,0.037,8.5211,2.14254544,,0.085,0.083,19.1149,2.950468136,,0.027,0.025,5.7575,1.750503353,,0.065,0.063,14.5089,2.674762254,,0.066,0.064,14.7392,2.690510611,
274,0.001,0.069,0.068,15.6604,2.751135233,,0.063,0.062,14.2786,2.658761913,,0.043,0.042,9.6726,2.269297146,,0.064,0.063,14.5089,2.674762254,,0.139,0.138,31.7814,3.458881213,,0.088,0.087,20.0361,2.997535646,,0.038,0.037,8.5211,2.14254544,,0.084,0.083,19.1149,2.950468136,,0.027,0.026,5.9878,1.789724066,,0.064,0.063,14.5089,2.674762254,,0.066,0.065,14.9695,2.706014798,
275,0.001,0.068,0.067,15.4301,2.736320147,,0.063,0.062,14.2786,2.658761913,,0.043,0.042,9.6726,2.269297146,,0.064,0.063,14.5089,2.674762254,,0.138,0.137,31.5511,3.451608454,,0.087,0.086,19.8058,2.985974824,,0.038,0.037,8.5211,2.14254544,,0.083,0.082,18.8846,2.938346775,,0.027,0.026,5.9878,1.789724066,,0.063,0.062,14.2786,2.658761913,,0.065,0.064,14.7392,2.690510611,
276,0.002,0.068,0.066,15.1998,2.72128227,,0.063,0.061,14.0483,2.642501392,,0.042,0.04,9.212,2.220506982,,0.063,0.061,14.0483,2.642501392,,0.137,0.135,31.0905,3.436902306,,0.086,0.084,19.3452,2.962444327,,0.037,0.035,8.0605,2.086975589,,0.082,0.08,18.424,2.913654163,,0.027,0.025,5.7575,1.750503353,,0.062,0.06,13.818,2.62597209,,0.064,0.062,14.2786,2.658761913,
277,0.001,0.068,0.067,15.4301,2.736320147,,0.062,0.061,14.0483,2.642501392,,0.042,0.041,9.4423,2.245199595,,0.062,0.061,14.0483,2.642501392,,0.136,0.135,31.0905,3.436902306,,0.085,0.084,19.3452,2.962444327,,0.037,0.036,8.2908,2.115146466,,0.081,0.08,18.424,2.913654163,,0.027,0.026,5.9878,1.789724066,,0.061,0.06,13.818,2.62597209,,0.063,0.062,14.2786,2.658761913,
278,0.001,0.067,0.066,15.1998,2.72128227,,0.061,0.06,13.818,2.62597209,,0.041,0.04,9.212,2.220506982,,0.061,0.06,13.818,2.62597209,,0.135,0.134,30.8602,3.429467328,,0.084,0.083,19.1149,2.950468136,,0.037,0.036,8.2908,2.115146466,,0.08,0.079,18.1937,2.90107538,,0.026,0.025,5.7575,1.750503353,,0.061,0.06,13.818,2.62597209,,0.062,0.061,14.0483,2.642501392,
279,0.001,0.067,0.066,15.1998,2.72128227,,0.061,0.06,13.818,2.62597209,,0.041,0.04,9.212,2.220506982,,0.06,0.059,13.5877,2.609164972,,0.133,0.132,30.3996,3.41442945,,0.083,0.082,18.8846,2.938346775,,0.036,0.035,8.0605,2.086975589,,0.079,0.078,17.9634,2.888336355,,0.026,0.025,5.7575,1.750503353,,0.06,0.059,13.5877,2.609164972,,0.062,0.061,14.0483,2.642501392,
280,0.001,0.066,0.065,14.9695,2.706014798,,0.061,0.06,13.818,2.62597209,,0.041,0.04,9.212,2.220506982,,0.059,0.058,13.3574,2.592070538,,0.132,0.131,30.1693,3.406824851,,0.082,0.081,18.6543,2.926076683,,0.036,0.035,8.0605,2.086975589,,0.078,0.077,17.7331,2.87543295,,0.026,0.025,5.7575,1.750503353,,0.059,0.058,13.3574,2.592070538,,0.061,0.06,13.818,2.62597209,
281,0.001,0.066,0.065,14.9695,2.706014798,,0.06,0.059,13.5877,2.609164972,,0.04,0.039,8.9817,2.195189174,,0.059,0.058,13.3574,2.592070538,,0.131,0.13,29.939,3.399161978,,0.081,0.08,18.424,2.913654163,,0.036,0.035,8.0605,2.086975589,,0.077,0.076,17.5028,2.862360868,,0.026,0.025,5.7575,1.750503353,,0.058,0.057,13.1271,2.574678796,,0.06,0.059,13.5877,2.609164972,
282,0.001,0.066,0.065,14.9695,2.706014798,,0.06,0.059,13.5877,2.609164972,,0.04,0.039,8.9817,2.195189174,,0.058,0.057,13.1271,2.574678796,,0.13,0.129,29.7087,3.391439932,,0.08,0.079,18.1937,2.90107538,,0.035,0.034,7.8302,2.057988052,,0.076,0.075,17.2725,2.849115641,,0.026,0.025,5.7575,1.750503353,,0.057,0.056,12.8968,2.556979219,,0.059,0.058,13.3574,2.592070538,
283,0.001,0.065,0.064,14.7392,2.690510611,,0.059,0.058,13.3574,2.592070538,,0.039,0.038,8.7514,2.169213688,,0.057,0.056,12.8968,2.556979219,,0.129,0.128,29.4784,3.383657792,,0.079,0.078,17.9634,2.888336355,,0.035,0.034,7.8302,2.057988052,,0.075,0.074,17.0422,2.835692621,,0.026,0.025,5.7575,1.750503353,,0.057,0.056,12.8968,2.556979219,,0.058,0.057,13.1271,2.574678796,
284,0.001,0.065,0.064,14.7392,2.690510611,,0.059,0.058,13.3574,2.592070538,,0.039,0.038,8.7514,2.169213688,,0.056,0.055,12.6665,2.538960713,,0.128,0.127,29.2481,3.375814614,,0.078,0.077,17.7331,2.87543295,,0.035,0.034,7.8302,2.057988052,,0.074,0.073,16.8119,2.822086969,,0.026,0.025,5.7575,1.750503353,,0.056,0.055,12.6665,2.538960713,,0.057,0.056,12.8968,2.556979219,
285,0.001,0.064,0.063,14.5089,2.674762254,,0.058,0.057,13.1271,2.574678796,,0.038,0.037,8.5211,2.14254544,,0.055,0.054,12.4362,2.520611574,,0.127,0.126,29.0178,3.367909435,,0.077,0.076,17.5028,2.862360868,,0.034,0.033,7.5999,2.028135089,,0.072,0.071,16.3513,2.794307405,,0.026,0.025,5.7575,1.750503353,,0.055,0.054,12.4362,2.520611574,,0.057,0.056,12.8968,2.556979219,
286,0.001,0.063,0.062,14.2786,2.658761913,,0.058,0.057,13.1271,2.574678796,,0.038,0.037,8.5211,2.14254544,,0.054,0.053,12.2059,2.501919441,,0.126,0.125,28.7875,3.359941265,,0.076,0.075,17.2725,2.849115641,,0.034,0.033,7.5999,2.028135089,,0.071,0.07,16.121,2.78012277,,0.025,0.024,5.5272,1.709681358,,0.054,0.053,12.2059,2.501919441,,0.056,0.055,12.6665,2.538960713,
287,0.001,0.063,0.062,14.2786,2.658761913,,0.057,0.056,12.8968,2.556979219,,0.038,0.037,8.5211,2.14254544,,0.054,0.053,12.2059,2.501919441,,0.124,0.123,28.3269,3.343811883,,0.075,0.074,17.0422,2.835692621,,0.033,0.032,7.3696,1.997363431,,0.07,0.069,15.8907,2.765734032,,0.025,0.024,5.5272,1.709681358,,0.053,0.052,11.9756,2.482871246,,0.055,0.054,12.4362,2.520611574,
288,0.001,0.063,0.062,14.2786,2.658761913,,0.057,0.056,12.8968,2.556979219,,0.037,0.036,8.2908,2.115146466,,0.053,0.052,11.9756,2.482871246,,0.123,0.122,28.0966,3.335648573,,0.074,0.073,16.8119,2.822086969,,0.033,0.032,7.3696,1.997363431,,0.069,0.068,15.6604,2.751135233,,0.025,0.024,5.5272,1.709681358,,0.052,0.051,11.7453,2.463453161,,0.054,0.053,12.2059,2.501919441,
289,0.001,0.062,0.061,14.0483,2.642501392,,0.056,0.055,12.6665,2.538960713,,0.037,0.036,8.2908,2.115146466,,0.052,0.051,11.7453,2.463453161,,0.122,0.121,27.8663,3.327418073,,0.073,0.072,16.5816,2.808293647,,0.033,0.032,7.3696,1.997363431,,0.068,0.067,15.4301,2.736320147,,0.025,0.024,5.5272,1.709681358,,0.051,0.05,11.515,2.443650533,,0.053,0.052,11.9756,2.482871246,
290,0.001,0.061,0.06,13.818,2.62597209,,0.056,0.055,12.6665,2.538960713,,0.036,0.035,8.0605,2.086975589,,0.051,0.05,11.515,2.443650533,,0.121,0.12,27.636,3.319119271,,0.072,0.071,16.3513,2.794307405,,0.032,0.031,7.1393,1.965614732,,0.067,0.066,15.1998,2.72128227,,0.025,0.024,5.5272,1.709681358,,0.051,0.05,11.515,2.443650533,,0.053,0.052,11.9756,2.482871246,
291,0.001,0.061,0.06,13.818,2.62597209,,0.055,0.054,12.4362,2.520611574,,0.036,0.035,8.0605,2.086975589,,0.05,0.049,11.2847,2.423447826,,0.12,0.119,27.4057,3.310751021,,0.071,0.07,16.121,2.78012277,,0.032,0.031,7.1393,1.965614732,,0.066,0.065,14.9695,2.706014798,,0.025,0.024,5.5272,1.709681358,,0.05,0.049,11.2847,2.423447826,,0.052,0.051,11.7453,2.463453161,
292,0.001,0.06,0.059,13.5877,2.609164972,,0.055,0.054,12.4362,2.520611574,,0.035,0.034,7.8302,2.057988052,,0.05,0.049,11.2847,2.423447826,,0.119,0.118,27.1754,3.302312152,,0.07,0.069,15.8907,2.765734032,,0.031,0.03,6.909,1.93282491,,0.065,0.064,14.7392,2.690510611,,0.024,0.023,5.2969,1.667121744,,0.049,0.048,11.0544,2.402828539,,0.051,0.05,11.515,2.443650533,
293,0.001,0.059,0.058,13.3574,2.592070538,,0.055,0.054,12.4362,2.520611574,,0.035,0.034,7.8302,2.057988052,,0.049,0.048,11.0544,2.402828539,,0.118,0.117,26.9451,3.293801463,,0.069,0.068,15.6604,2.751135233,,0.031,0.03,6.909,1.93282491,,0.064,0.063,14.5089,2.674762254,,0.024,0.023,5.2969,1.667121744,,0.048,0.047,10.8241,2.38177513,,0.05,0.049,11.2847,2.423447826,
294,0.001,0.059,0.058,13.3574,2.592070538,,0.054,0.053,12.2059,2.501919441,,0.035,0.034,7.8302,2.057988052,,0.048,0.047,10.8241,2.38177513,,0.117,0.116,26.7148,3.285217719,,0.068,0.067,15.4301,2.736320147,,0.031,0.03,6.909,1.93282491,,0.063,0.062,14.2786,2.658761913,,0.024,0.023,5.2969,1.667121744,,0.048,0.047,10.8241,2.38177513,,0.049,0.048,11.0544,2.402828539,
295,0.001,0.058,0.057,13.1271,2.574678796,,0.054,0.053,12.2059,2.501919441,,0.034,0.033,7.5999,2.028135089,,0.047,0.046,10.5938,2.360268924,,0.116,0.115,26.4845,3.276559656,,0.067,0.066,15.1998,2.72128227,,0.03,0.029,6.6787,1.898923358,,0.062,0.061,14.0483,2.642501392,,0.024,0.023,5.2969,1.667121744,,0.047,0.046,10.5938,2.360268924,,0.049,0.048,11.0544,2.402828539,
296,0.001,0.058,0.057,13.1271,2.574678796,,0.053,0.052,11.9756,2.482871246,,0.034,0.033,7.5999,2.028135089,,0.047,0.046,10.5938,2.360268924,,0.115,0.114,26.2542,3.267825976,,0.066,0.065,14.9695,2.706014798,,0.03,0.029,6.6787,1.898923358,,0.061,0.06,13.818,2.62597209,,0.023,0.022,5.0666,1.622669981,,0.046,0.045,10.3635,2.338290018,,0.048,0.047,10.8241,2.38177513,
297,0.001,0.057,0.056,12.8968,2.556979219,,0.053,0.052,11.9756,2.482871246,,0.033,0.032,7.3696,1.997363431,,0.046,0.045,10.3635,2.338290018,,0.113,0.112,25.7936,3.250126399,,0.066,0.065,14.9695,2.706014798,,0.03,0.029,6.6787,1.898923358,,0.06,0.059,13.5877,2.609164972,,0.023,0.022,5.0666,1.622669981,,0.046,0.045,10.3635,2.338290018,,0.048,0.047,10.8241,2.38177513,
298,0.001,0.057,0.056,12.8968,2.556979219,,0.052,0.051,11.7453,2.463453161,,0.033,0.032,7.3696,1.997363431,,0.045,0.044,10.1332,2.315817162,,0.112,0.111,25.5633,3.241157729,,0.065,0.064,14.7392,2.690510611,,0.029,0.028,6.4484,1.863832038,,0.059,0.058,13.3574,2.592070538,,0.023,0.022,5.0666,1.622669981,,0.045,0.044,10.1332,2.315817162,,0.047,0.046,10.5938,2.360268924,
299,0.001,0.056,0.055,12.6665,2.538960713,,0.052,0.051,11.7453,2.463453161,,0.032,0.031,7.1393,1.965614732,,0.045,0.044,10.1332,2.315817162,,0.111,0.11,25.333,3.232107894,,0.064,0.063,14.5089,2.674762254,,0.029,0.028,6.4484,1.863832038,,0.058,0.057,13.1271,2.574678796,,0.023,0.022,5.0666,1.622669981,,0.044,0.043,9.9029,2.292827644,,0.046,0.045,10.3635,2.338290018,
300,0.001,0.056,0.055,12.6665,2.538960713,,0.052,0.051,11.7453,2.463453161,,0.032,0.031,7.1393,1.965614732,,0.044,0.043,9.9029,2.292827644,,0.111,0.11,25.333,3.232107894,,0.063,0.062,14.2786,2.658761913,,0.029,0.028,6.4484,1.863832038,,0.057,0.056,12.8968,2.556979219,,0.023,0.022,5.0666,1.622669981,,0.044,0.043,9.9029,2.292827644,,0.046,0.045,10.3635,2.338290018,
301,0.001,0.055,0.054,12.4362,2.520611574,,0.051,0.05,11.515,2.443650533,,0.032,0.031,7.1393,1.965614732,,0.044,0.043,9.9029,2.292827644,,0.11,0.109,25.1027,3.22297541,,0.063,0.062,14.2786,2.658761913,,0.028,0.027,6.2181,1.827464394,,0.057,0.056,12.8968,2.556979219,,0.023,0.022,5.0666,1.622669981,,0.043,0.042,9.6726,2.269297146,,0.045,0.044,10.1332,2.315817162,
