,MilliQ,F22Aug19_20_R1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_200_R2,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_30_R1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_45_R1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_100_R1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_5m_R2,A(CDOM),a(CDOM),ln(a),Sr,F27May19_9m_R1,A(CDOM),a(CDOM),ln(a),Sr,F6Jun19_Surf_R1,A(CDOM),a(CDOM),ln(a),Sr
511,0,0.014,0.014,3.2242,1.170684857,,0.019,0.019,4.3757,1.476066507,,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.046,0.046,10.5938,2.360268924,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,
512,-0.001,0.014,0.015,3.4545,1.239677729,,0.018,0.019,4.3757,1.476066507,,0.01,0.011,2.5333,0.929522801,,0.011,0.012,2.7636,1.016534178,,0.009,0.01,2.303,0.834212621,,0.046,0.047,10.8241,2.38177513,,0.008,0.009,2.0727,0.728852105,,0.004,0.005,1.1515,0.14106544,
513,0,0.013,0.013,2.9939,1.096576885,,0.018,0.018,4.1454,1.421999286,,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.046,0.046,10.5938,2.360268924,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,
514,0,0.013,0.013,2.9939,1.096576885,,0.018,0.018,4.1454,1.421999286,,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.046,0.046,10.5938,2.360268924,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,
515,0,0.013,0.013,2.9939,1.096576885,,0.018,0.018,4.1454,1.421999286,,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.045,0.045,10.3635,2.338290018,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,
516,0,0.013,0.013,2.9939,1.096576885,,0.018,0.018,4.1454,1.421999286,,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.045,0.045,10.3635,2.338290018,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,
517,0,0.013,0.013,2.9939,1.096576885,,0.018,0.018,4.1454,1.421999286,,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.045,0.045,10.3635,2.338290018,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,
518,0,0.013,0.013,2.9939,1.096576885,,0.018,0.018,4.1454,1.421999286,,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.045,0.045,10.3635,2.338290018,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,
519,0,0.013,0.013,2.9939,1.096576885,,0.018,0.018,4.1454,1.421999286,,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.045,0.045,10.3635,2.338290018,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,
520,0,0.013,0.013,2.9939,1.096576885,,0.018,0.018,4.1454,1.421999286,,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.045,0.045,10.3635,2.338290018,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,
521,0,0.013,0.013,2.9939,1.096576885,,0.018,0.018,4.1454,1.421999286,,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.045,0.045,10.3635,2.338290018,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,
522,0,0.013,0.013,2.9939,1.096576885,,0.018,0.018,4.1454,1.421999286,,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.045,0.045,10.3635,2.338290018,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,
523,0,0.013,0.013,2.9939,1.096576885,,0.018,0.018,4.1454,1.421999286,,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.045,0.045,10.3635,2.338290018,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,
524,-0.001,0.013,0.014,3.2242,1.170684857,,0.018,0.019,4.3757,1.476066507,,0.01,0.011,2.5333,0.929522801,,0.01,0.011,2.5333,0.929522801,,0.009,0.01,2.303,0.834212621,,0.045,0.046,10.5938,2.360268924,,0.007,0.008,1.8424,0.61106907,,0.003,0.004,0.9212,-0.082078111,
525,-0.001,0.013,0.014,3.2242,1.170684857,,0.018,0.019,4.3757,1.476066507,,0.009,0.01,2.303,0.834212621,,0.01,0.011,2.5333,0.929522801,,0.009,0.01,2.303,0.834212621,,0.044,0.045,10.3635,2.338290018,,0.007,0.008,1.8424,0.61106907,,0.003,0.004,0.9212,-0.082078111,
526,0,0.013,0.013,2.9939,1.096576885,,0.018,0.018,4.1454,1.421999286,,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.045,0.045,10.3635,2.338290018,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,
527,0,0.012,0.012,2.7636,1.016534178,,0.018,0.018,4.1454,1.421999286,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.044,0.044,10.1332,2.315817162,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,
528,-0.001,0.012,0.013,2.9939,1.096576885,,0.017,0.018,4.1454,1.421999286,,0.009,0.01,2.303,0.834212621,,0.01,0.011,2.5333,0.929522801,,0.009,0.01,2.303,0.834212621,,0.044,0.045,10.3635,2.338290018,,0.007,0.008,1.8424,0.61106907,,0.003,0.004,0.9212,-0.082078111,
529,-0.001,0.012,0.013,2.9939,1.096576885,,0.017,0.018,4.1454,1.421999286,,0.009,0.01,2.303,0.834212621,,0.01,0.011,2.5333,0.929522801,,0.009,0.01,2.303,0.834212621,,0.044,0.045,10.3635,2.338290018,,0.007,0.008,1.8424,0.61106907,,0.003,0.004,0.9212,-0.082078111,
530,0,0.012,0.012,2.7636,1.016534178,,0.018,0.018,4.1454,1.421999286,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.044,0.044,10.1332,2.315817162,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,
531,0,0.012,0.012,2.7636,1.016534178,,0.017,0.017,3.9151,1.364840872,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.044,0.044,10.1332,2.315817162,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,
532,-0.001,0.012,0.013,2.9939,1.096576885,,0.017,0.018,4.1454,1.421999286,,0.009,0.01,2.303,0.834212621,,0.01,0.011,2.5333,0.929522801,,0.009,0.01,2.303,0.834212621,,0.044,0.045,10.3635,2.338290018,,0.007,0.008,1.8424,0.61106907,,0.003,0.004,0.9212,-0.082078111,
533,-0.001,0.012,0.013,2.9939,1.096576885,,0.017,0.018,4.1454,1.421999286,,0.009,0.01,2.303,0.834212621,,0.01,0.011,2.5333,0.929522801,,0.009,0.01,2.303,0.834212621,,0.044,0.045,10.3635,2.338290018,,0.007,0.008,1.8424,0.61106907,,0.003,0.004,0.9212,-0.082078111,
534,-0.001,0.012,0.013,2.9939,1.096576885,,0.017,0.018,4.1454,1.421999286,,0.009,0.01,2.303,0.834212621,,0.01,0.011,2.5333,0.929522801,,0.009,0.01,2.303,0.834212621,,0.044,0.045,10.3635,2.338290018,,0.007,0.008,1.8424,0.61106907,,0.003,0.004,0.9212,-0.082078111,
535,0,0.012,0.012,2.7636,1.016534178,,0.017,0.017,3.9151,1.364840872,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.044,0.044,10.1332,2.315817162,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,
536,0.001,0.013,0.012,2.7636,1.016534178,,0.018,0.017,3.9151,1.364840872,,0.01,0.009,2.0727,0.728852105,,0.011,0.01,2.303,0.834212621,,0.01,0.009,2.0727,0.728852105,,0.045,0.044,10.1332,2.315817162,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,0.6909,-0.369760183,
537,0,0.012,0.012,2.7636,1.016534178,,0.017,0.017,3.9151,1.364840872,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.044,0.044,10.1332,2.315817162,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,
538,0,0.012,0.012,2.7636,1.016534178,,0.017,0.017,3.9151,1.364840872,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.044,0.044,10.1332,2.315817162,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,
539,0,0.012,0.012,2.7636,1.016534178,,0.017,0.017,3.9151,1.364840872,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.044,0.044,10.1332,2.315817162,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,
540,0,0.012,0.012,2.7636,1.016534178,,0.017,0.017,3.9151,1.364840872,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.044,0.044,10.1332,2.315817162,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,
541,0,0.012,0.012,2.7636,1.016534178,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.044,0.044,10.1332,2.315817162,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,
542,0,0.011,0.011,2.5333,0.929522801,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.044,0.044,10.1332,2.315817162,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,
543,0,0.011,0.011,2.5333,0.929522801,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.044,0.044,10.1332,2.315817162,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,
544,0,0.011,0.011,2.5333,0.929522801,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.043,0.043,9.9029,2.292827644,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,
545,0,0.011,0.011,2.5333,0.929522801,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.043,0.043,9.9029,2.292827644,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,
546,-0.001,0.011,0.012,2.7636,1.016534178,,0.016,0.017,3.9151,1.364840872,,0.009,0.01,2.303,0.834212621,,0.009,0.01,2.303,0.834212621,,0.009,0.01,2.303,0.834212621,,0.043,0.044,10.1332,2.315817162,,0.007,0.008,1.8424,0.61106907,,0.003,0.004,0.9212,-0.082078111,
547,0,0.011,0.011,2.5333,0.929522801,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.043,0.043,9.9029,2.292827644,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,
548,0,0.011,0.011,2.5333,0.929522801,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.043,0.043,9.9029,2.292827644,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,
549,0,0.011,0.011,2.5333,0.929522801,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.043,0.043,9.9029,2.292827644,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,
550,0,0.011,0.011,2.5333,0.929522801,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.043,0.043,9.9029,2.292827644,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,
551,0,0.011,0.011,2.5333,0.929522801,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.043,0.043,9.9029,2.292827644,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,
552,0,0.011,0.011,2.5333,0.929522801,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.043,0.043,9.9029,2.292827644,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,
553,0,0.011,0.011,2.5333,0.929522801,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.043,0.043,9.9029,2.292827644,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,
554,0,0.011,0.011,2.5333,0.929522801,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.042,0.042,9.6726,2.269297146,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,
555,0,0.011,0.011,2.5333,0.929522801,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.042,0.042,9.6726,2.269297146,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,
556,0,0.011,0.011,2.5333,0.929522801,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.042,0.042,9.6726,2.269297146,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,
557,0,0.011,0.011,2.5333,0.929522801,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.042,0.042,9.6726,2.269297146,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
558,0,0.011,0.011,2.5333,0.929522801,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.042,0.042,9.6726,2.269297146,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,
559,-0.001,0.01,0.011,2.5333,0.929522801,,0.015,0.016,3.6848,1.30421625,,0.008,0.009,2.0727,0.728852105,,0.009,0.01,2.303,0.834212621,,0.008,0.009,2.0727,0.728852105,,0.042,0.043,9.9029,2.292827644,,0.007,0.008,1.8424,0.61106907,,0.003,0.004,0.9212,-0.082078111,
560,-0.001,0.01,0.011,2.5333,0.929522801,,0.015,0.016,3.6848,1.30421625,,0.008,0.009,2.0727,0.728852105,,0.009,0.01,2.303,0.834212621,,0.008,0.009,2.0727,0.728852105,,0.042,0.043,9.9029,2.292827644,,0.006,0.007,1.6121,0.477537677,,0.003,0.004,0.9212,-0.082078111,
561,0,0.01,0.01,2.303,0.834212621,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.042,0.042,9.6726,2.269297146,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
562,0,0.01,0.01,2.303,0.834212621,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.042,0.042,9.6726,2.269297146,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,
563,0,0.01,0.01,2.303,0.834212621,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.042,0.042,9.6726,2.269297146,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,
564,0,0.01,0.01,2.303,0.834212621,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.041,0.041,9.4423,2.245199595,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
565,0,0.01,0.01,2.303,0.834212621,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.042,0.042,9.6726,2.269297146,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,
566,0,0.01,0.01,2.303,0.834212621,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.041,0.041,9.4423,2.245199595,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,
567,0,0.01,0.01,2.303,0.834212621,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.041,0.041,9.4423,2.245199595,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
568,0,0.01,0.01,2.303,0.834212621,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.041,0.041,9.4423,2.245199595,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,
569,0,0.01,0.01,2.303,0.834212621,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.041,0.041,9.4423,2.245199595,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,
570,0,0.01,0.01,2.303,0.834212621,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.041,0.041,9.4423,2.245199595,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
571,0,0.01,0.01,2.303,0.834212621,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.041,0.041,9.4423,2.245199595,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
572,0,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.041,0.041,9.4423,2.245199595,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
573,0,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.041,0.041,9.4423,2.245199595,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
574,0,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.041,0.041,9.4423,2.245199595,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
575,0,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.041,0.041,9.4423,2.245199595,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
576,0,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.041,0.041,9.4423,2.245199595,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
577,0,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.041,0.041,9.4423,2.245199595,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
578,0,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.04,0.04,9.212,2.220506982,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
579,0,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.04,0.04,9.212,2.220506982,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
580,0,0.009,0.009,2.0727,0.728852105,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.04,0.04,9.212,2.220506982,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
581,0,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.04,0.04,9.212,2.220506982,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
582,0,0.01,0.01,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.04,0.04,9.212,2.220506982,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
583,0,0.009,0.009,2.0727,0.728852105,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.04,0.04,9.212,2.220506982,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
584,0,0.009,0.009,2.0727,0.728852105,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.04,0.04,9.212,2.220506982,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
585,0,0.009,0.009,2.0727,0.728852105,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.04,0.04,9.212,2.220506982,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
586,0,0.009,0.009,2.0727,0.728852105,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.04,0.04,9.212,2.220506982,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
587,0,0.009,0.009,2.0727,0.728852105,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.04,0.04,9.212,2.220506982,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
588,0,0.009,0.009,2.0727,0.728852105,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.04,0.04,9.212,2.220506982,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
589,0,0.009,0.009,2.0727,0.728852105,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.04,0.04,9.212,2.220506982,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
590,0,0.009,0.009,2.0727,0.728852105,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.039,0.039,8.9817,2.195189174,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
591,0,0.009,0.009,2.0727,0.728852105,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.039,0.039,8.9817,2.195189174,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
592,0,0.009,0.009,2.0727,0.728852105,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.039,0.039,8.9817,2.195189174,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
593,0,0.009,0.009,2.0727,0.728852105,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.039,0.039,8.9817,2.195189174,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
