,Blank,F17Jun19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F17Jun19_SurfR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F24Jun19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F24Jun19_SurfR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F24Jun19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F24Jun19_9R2_dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F17Jun19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F17Jun19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F24Jun19_5R1,A(CDOM),a(CDOM),ln(a),Sr,F24Jun19_5R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
567,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
568,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
569,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
570,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
571,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
572,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
573,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
574,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
575,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
576,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
577,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
578,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
579,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
580,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
581,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
582,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
583,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
584,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
585,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
586,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
587,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
588,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
589,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
590,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
591,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
592,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
593,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
594,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
595,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
596,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
597,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
598,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
599,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
600,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
601,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
602,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
603,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
604,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
605,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
606,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
607,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
608,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
609,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
610,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
611,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
612,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
613,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
614,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
615,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
616,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
617,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
618,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
619,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
620,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
621,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
622,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
623,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
624,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
625,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
626,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
627,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
628,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
629,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
630,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
631,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
632,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
