,Blank,F22Jul19_IN_R2,A(CDOM),a(CDOM),ln(a),Sr,F22Jul19_INF_R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Jun19_5_R1,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_5_R1,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_5_R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Jun19_Surf_R2,A(CDOM),a(CDOM),ln(a),Sr,F20Jun19_Surf_R2_Dil2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Jun19_Surf_R2_Dil4,A(CDOM),Dilution 1:4 a(CDOM),Dilution 1:4 ln(a),Sr,F27Jun19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Jun19_R_R2,A(CDOM),a(CDOM),ln(a),Sr,F20Jun19_9_R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F27Jun19_9_R2,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_9_R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
338,-0.001,0.02,0.021,4.8363,1.576149966,,0.009,0.01,4.606,1.527359801,,0.022,0.023,5.2969,1.667121744,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,4.1454,1.421999286,,0.021,0.022,5.0666,1.622669981,,0.008,0.009,4.1454,1.421999286,,0.003,0.004,3.6848,1.30421625,,0.017,0.018,4.1454,1.421999286,,0.01,0.011,5.0666,1.622669981,,0.021,0.022,5.0666,1.622669981,,0.01,0.011,5.0666,1.622669981,,0.018,0.019,4.3757,1.476066507,,0.009,0.01,4.606,1.527359801,
339,-0.001,0.019,0.02,4.606,1.527359801,,0.009,0.01,4.606,1.527359801,,0.022,0.023,5.2969,1.667121744,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,4.1454,1.421999286,,0.021,0.022,5.0666,1.622669981,,0.008,0.009,4.1454,1.421999286,,0.003,0.004,3.6848,1.30421625,,0.017,0.018,4.1454,1.421999286,,0.01,0.011,5.0666,1.622669981,,0.02,0.021,4.8363,1.576149966,,0.01,0.011,5.0666,1.622669981,,0.018,0.019,4.3757,1.476066507,,0.01,0.011,5.0666,1.622669981,
340,0.001,0.02,0.019,4.3757,1.476066507,,0.011,0.01,4.606,1.527359801,,0.023,0.022,5.0666,1.622669981,,0.018,0.017,3.9151,1.364840872,,0.009,0.008,3.6848,1.30421625,,0.022,0.021,4.8363,1.576149966,,0.009,0.008,3.6848,1.30421625,,0.005,0.004,3.6848,1.30421625,,0.019,0.018,4.1454,1.421999286,,0.011,0.01,4.606,1.527359801,,0.022,0.021,4.8363,1.576149966,,0.011,0.01,4.606,1.527359801,,0.019,0.018,4.1454,1.421999286,,0.011,0.01,4.606,1.527359801,
341,0,0.019,0.019,4.3757,1.476066507,,0.009,0.009,4.1454,1.421999286,,0.021,0.021,4.8363,1.576149966,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.021,0.021,4.8363,1.576149966,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,2.7636,1.016534178,,0.017,0.017,3.9151,1.364840872,,0.01,0.01,4.606,1.527359801,,0.021,0.021,4.8363,1.576149966,,0.009,0.009,4.1454,1.421999286,,0.018,0.018,4.1454,1.421999286,,0.01,0.01,4.606,1.527359801,
342,-0.001,0.018,0.019,4.3757,1.476066507,,0.008,0.009,4.1454,1.421999286,,0.02,0.021,4.8363,1.576149966,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.02,0.021,4.8363,1.576149966,,0.007,0.008,3.6848,1.30421625,,0.003,0.004,3.6848,1.30421625,,0.016,0.017,3.9151,1.364840872,,0.009,0.01,4.606,1.527359801,,0.02,0.021,4.8363,1.576149966,,0.009,0.01,4.606,1.527359801,,0.017,0.018,4.1454,1.421999286,,0.009,0.01,4.606,1.527359801,
343,-0.001,0.018,0.019,4.3757,1.476066507,,0.008,0.009,4.1454,1.421999286,,0.02,0.021,4.8363,1.576149966,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.02,0.021,4.8363,1.576149966,,0.008,0.009,4.1454,1.421999286,,0.003,0.004,3.6848,1.30421625,,0.016,0.017,3.9151,1.364840872,,0.009,0.01,4.606,1.527359801,,0.02,0.021,4.8363,1.576149966,,0.009,0.01,4.606,1.527359801,,0.018,0.019,4.3757,1.476066507,,0.009,0.01,4.606,1.527359801,
344,-0.001,0.018,0.019,4.3757,1.476066507,,0.009,0.01,4.606,1.527359801,,0.021,0.022,5.0666,1.622669981,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.02,0.021,4.8363,1.576149966,,0.008,0.009,4.1454,1.421999286,,0.003,0.004,3.6848,1.30421625,,0.016,0.017,3.9151,1.364840872,,0.009,0.01,4.606,1.527359801,,0.019,0.02,4.606,1.527359801,,0.009,0.01,4.606,1.527359801,,0.017,0.018,4.1454,1.421999286,,0.009,0.01,4.606,1.527359801,
345,-0.001,0.018,0.019,4.3757,1.476066507,,0.009,0.01,4.606,1.527359801,,0.02,0.021,4.8363,1.576149966,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.019,0.02,4.606,1.527359801,,0.007,0.008,3.6848,1.30421625,,0.003,0.004,3.6848,1.30421625,,0.016,0.017,3.9151,1.364840872,,0.008,0.009,4.1454,1.421999286,,0.019,0.02,4.606,1.527359801,,0.009,0.01,4.606,1.527359801,,0.017,0.018,4.1454,1.421999286,,0.009,0.01,4.606,1.527359801,
346,0,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.02,0.02,4.606,1.527359801,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.019,0.019,4.3757,1.476066507,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,2.7636,1.016534178,,0.015,0.015,3.4545,1.239677729,,0.009,0.009,4.1454,1.421999286,,0.019,0.019,4.3757,1.476066507,,0.009,0.009,4.1454,1.421999286,,0.017,0.017,3.9151,1.364840872,,0.009,0.009,4.1454,1.421999286,
347,-0.001,0.017,0.018,4.1454,1.421999286,,0.008,0.009,4.1454,1.421999286,,0.02,0.021,4.8363,1.576149966,,0.015,0.016,3.6848,1.30421625,,0.007,0.008,3.6848,1.30421625,,0.019,0.02,4.606,1.527359801,,0.007,0.008,3.6848,1.30421625,,0.003,0.004,3.6848,1.30421625,,0.015,0.016,3.6848,1.30421625,,0.009,0.01,4.606,1.527359801,,0.019,0.02,4.606,1.527359801,,0.009,0.01,4.606,1.527359801,,0.017,0.018,4.1454,1.421999286,,0.009,0.01,4.606,1.527359801,
348,-0.001,0.017,0.018,4.1454,1.421999286,,0.008,0.009,4.1454,1.421999286,,0.019,0.02,4.606,1.527359801,,0.015,0.016,3.6848,1.30421625,,0.007,0.008,3.6848,1.30421625,,0.018,0.019,4.3757,1.476066507,,0.007,0.008,3.6848,1.30421625,,0.003,0.004,3.6848,1.30421625,,0.015,0.016,3.6848,1.30421625,,0.009,0.01,4.606,1.527359801,,0.019,0.02,4.606,1.527359801,,0.009,0.01,4.606,1.527359801,,0.017,0.018,4.1454,1.421999286,,0.009,0.01,4.606,1.527359801,
349,0,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.02,0.02,4.606,1.527359801,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.018,0.018,4.1454,1.421999286,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,2.7636,1.016534178,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,3.6848,1.30421625,,0.019,0.019,4.3757,1.476066507,,0.009,0.009,4.1454,1.421999286,,0.017,0.017,3.9151,1.364840872,,0.009,0.009,4.1454,1.421999286,
350,-0.001,0.017,0.018,4.1454,1.421999286,,0.008,0.009,4.1454,1.421999286,,0.019,0.02,4.606,1.527359801,,0.015,0.016,3.6848,1.30421625,,0.007,0.008,3.6848,1.30421625,,0.018,0.019,4.3757,1.476066507,,0.007,0.008,3.6848,1.30421625,,0.003,0.004,3.6848,1.30421625,,0.014,0.015,3.4545,1.239677729,,0.008,0.009,4.1454,1.421999286,,0.019,0.02,4.606,1.527359801,,0.008,0.009,4.1454,1.421999286,,0.016,0.017,3.9151,1.364840872,,0.009,0.01,4.606,1.527359801,
351,-0.001,0.017,0.018,4.1454,1.421999286,,0.008,0.009,4.1454,1.421999286,,0.019,0.02,4.606,1.527359801,,0.015,0.016,3.6848,1.30421625,,0.007,0.008,3.6848,1.30421625,,0.018,0.019,4.3757,1.476066507,,0.007,0.008,3.6848,1.30421625,,0.002,0.003,2.7636,1.016534178,,0.014,0.015,3.4545,1.239677729,,0.008,0.009,4.1454,1.421999286,,0.018,0.019,4.3757,1.476066507,,0.008,0.009,4.1454,1.421999286,,0.016,0.017,3.9151,1.364840872,,0.009,0.01,4.606,1.527359801,
352,-0.001,0.016,0.017,3.9151,1.364840872,,0.008,0.009,4.1454,1.421999286,,0.019,0.02,4.606,1.527359801,,0.015,0.016,3.6848,1.30421625,,0.007,0.008,3.6848,1.30421625,,0.018,0.019,4.3757,1.476066507,,0.007,0.008,3.6848,1.30421625,,0.002,0.003,2.7636,1.016534178,,0.014,0.015,3.4545,1.239677729,,0.008,0.009,4.1454,1.421999286,,0.018,0.019,4.3757,1.476066507,,0.008,0.009,4.1454,1.421999286,,0.016,0.017,3.9151,1.364840872,,0.008,0.009,4.1454,1.421999286,
353,-0.001,0.016,0.017,3.9151,1.364840872,,0.008,0.009,4.1454,1.421999286,,0.019,0.02,4.606,1.527359801,,0.014,0.015,3.4545,1.239677729,,0.006,0.007,3.2242,1.170684857,,0.017,0.018,4.1454,1.421999286,,0.007,0.008,3.6848,1.30421625,,0.002,0.003,2.7636,1.016534178,,0.014,0.015,3.4545,1.239677729,,0.008,0.009,4.1454,1.421999286,,0.018,0.019,4.3757,1.476066507,,0.008,0.009,4.1454,1.421999286,,0.016,0.017,3.9151,1.364840872,,0.008,0.009,4.1454,1.421999286,
354,-0.001,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.019,0.02,4.606,1.527359801,,0.014,0.015,3.4545,1.239677729,,0.006,0.007,3.2242,1.170684857,,0.017,0.018,4.1454,1.421999286,,0.006,0.007,3.2242,1.170684857,,0.002,0.003,2.7636,1.016534178,,0.013,0.014,3.2242,1.170684857,,0.008,0.009,4.1454,1.421999286,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,4.1454,1.421999286,,0.016,0.017,3.9151,1.364840872,,0.008,0.009,4.1454,1.421999286,
355,-0.001,0.016,0.017,3.9151,1.364840872,,0.008,0.009,4.1454,1.421999286,,0.019,0.02,4.606,1.527359801,,0.014,0.015,3.4545,1.239677729,,0.006,0.007,3.2242,1.170684857,,0.017,0.018,4.1454,1.421999286,,0.006,0.007,3.2242,1.170684857,,0.003,0.004,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.007,0.008,3.6848,1.30421625,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,4.1454,1.421999286,,0.015,0.016,3.6848,1.30421625,,0.008,0.009,4.1454,1.421999286,
356,0,0.016,0.016,3.6848,1.30421625,,0.008,0.008,3.6848,1.30421625,,0.019,0.019,4.3757,1.476066507,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.017,0.017,3.9151,1.364840872,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,2.7636,1.016534178,,0.013,0.013,2.9939,1.096576885,,0.008,0.008,3.6848,1.30421625,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,3.6848,1.30421625,
357,-0.001,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.019,0.02,4.606,1.527359801,,0.014,0.015,3.4545,1.239677729,,0.007,0.008,3.6848,1.30421625,,0.017,0.018,4.1454,1.421999286,,0.006,0.007,3.2242,1.170684857,,0.003,0.004,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.008,0.009,4.1454,1.421999286,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,4.1454,1.421999286,,0.015,0.016,3.6848,1.30421625,,0.008,0.009,4.1454,1.421999286,
358,-0.001,0.015,0.016,3.6848,1.30421625,,0.007,0.008,3.6848,1.30421625,,0.018,0.019,4.3757,1.476066507,,0.014,0.015,3.4545,1.239677729,,0.006,0.007,3.2242,1.170684857,,0.017,0.018,4.1454,1.421999286,,0.006,0.007,3.2242,1.170684857,,0.002,0.003,2.7636,1.016534178,,0.013,0.014,3.2242,1.170684857,,0.007,0.008,3.6848,1.30421625,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,4.1454,1.421999286,,0.015,0.016,3.6848,1.30421625,,0.008,0.009,4.1454,1.421999286,
359,0,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.018,0.018,4.1454,1.421999286,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.016,0.016,3.6848,1.30421625,,0.006,0.006,2.7636,1.016534178,,0.002,0.002,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,3.2242,1.170684857,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,3.6848,1.30421625,
360,0,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.018,0.018,4.1454,1.421999286,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.016,0.016,3.6848,1.30421625,,0.006,0.006,2.7636,1.016534178,,0.002,0.002,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.007,0.007,3.2242,1.170684857,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,3.2242,1.170684857,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,3.6848,1.30421625,
361,-0.001,0.015,0.016,3.6848,1.30421625,,0.007,0.008,3.6848,1.30421625,,0.018,0.019,4.3757,1.476066507,,0.013,0.014,3.2242,1.170684857,,0.006,0.007,3.2242,1.170684857,,0.016,0.017,3.9151,1.364840872,,0.006,0.007,3.2242,1.170684857,,0.002,0.003,2.7636,1.016534178,,0.012,0.013,2.9939,1.096576885,,0.007,0.008,3.6848,1.30421625,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.015,0.016,3.6848,1.30421625,,0.008,0.009,4.1454,1.421999286,
362,-0.001,0.015,0.016,3.6848,1.30421625,,0.007,0.008,3.6848,1.30421625,,0.018,0.019,4.3757,1.476066507,,0.013,0.014,3.2242,1.170684857,,0.006,0.007,3.2242,1.170684857,,0.016,0.017,3.9151,1.364840872,,0.006,0.007,3.2242,1.170684857,,0.002,0.003,2.7636,1.016534178,,0.012,0.013,2.9939,1.096576885,,0.007,0.008,3.6848,1.30421625,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.015,0.016,3.6848,1.30421625,,0.008,0.009,4.1454,1.421999286,
363,-0.001,0.015,0.016,3.6848,1.30421625,,0.007,0.008,3.6848,1.30421625,,0.017,0.018,4.1454,1.421999286,,0.013,0.014,3.2242,1.170684857,,0.006,0.007,3.2242,1.170684857,,0.016,0.017,3.9151,1.364840872,,0.006,0.007,3.2242,1.170684857,,0.002,0.003,2.7636,1.016534178,,0.012,0.013,2.9939,1.096576885,,0.007,0.008,3.6848,1.30421625,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.014,0.015,3.4545,1.239677729,,0.008,0.009,4.1454,1.421999286,
364,0,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.017,0.017,3.9151,1.364840872,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.016,0.016,3.6848,1.30421625,,0.006,0.006,2.7636,1.016534178,,0.002,0.002,1.8424,0.61106907,,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,3.2242,1.170684857,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,3.6848,1.30421625,
365,0,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.017,0.017,3.9151,1.364840872,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.015,0.015,3.4545,1.239677729,,0.005,0.005,2.303,0.834212621,,0.002,0.002,1.8424,0.61106907,,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,3.6848,1.30421625,
366,0,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.017,0.017,3.9151,1.364840872,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.015,0.015,3.4545,1.239677729,,0.005,0.005,2.303,0.834212621,,0.002,0.002,1.8424,0.61106907,,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,3.6848,1.30421625,
367,0,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.017,0.017,3.9151,1.364840872,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.015,0.015,3.4545,1.239677729,,0.005,0.005,2.303,0.834212621,,0.002,0.002,1.8424,0.61106907,,0.011,0.011,2.5333,0.929522801,,0.006,0.006,2.7636,1.016534178,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,
368,-0.001,0.014,0.015,3.4545,1.239677729,,0.006,0.007,3.2242,1.170684857,,0.017,0.018,4.1454,1.421999286,,0.012,0.013,2.9939,1.096576885,,0.005,0.006,2.7636,1.016534178,,0.015,0.016,3.6848,1.30421625,,0.005,0.006,2.7636,1.016534178,,0.002,0.003,2.7636,1.016534178,,0.011,0.012,2.7636,1.016534178,,0.006,0.007,3.2242,1.170684857,,0.015,0.016,3.6848,1.30421625,,0.007,0.008,3.6848,1.30421625,,0.014,0.015,3.4545,1.239677729,,0.007,0.008,3.6848,1.30421625,
369,-0.001,0.014,0.015,3.4545,1.239677729,,0.006,0.007,3.2242,1.170684857,,0.017,0.018,4.1454,1.421999286,,0.012,0.013,2.9939,1.096576885,,0.005,0.006,2.7636,1.016534178,,0.014,0.015,3.4545,1.239677729,,0.005,0.006,2.7636,1.016534178,,0.002,0.003,2.7636,1.016534178,,0.011,0.012,2.7636,1.016534178,,0.006,0.007,3.2242,1.170684857,,0.015,0.016,3.6848,1.30421625,,0.007,0.008,3.6848,1.30421625,,0.014,0.015,3.4545,1.239677729,,0.007,0.008,3.6848,1.30421625,
370,-0.001,0.014,0.015,3.4545,1.239677729,,0.006,0.007,3.2242,1.170684857,,0.017,0.018,4.1454,1.421999286,,0.012,0.013,2.9939,1.096576885,,0.005,0.006,2.7636,1.016534178,,0.015,0.016,3.6848,1.30421625,,0.005,0.006,2.7636,1.016534178,,0.002,0.003,2.7636,1.016534178,,0.011,0.012,2.7636,1.016534178,,0.006,0.007,3.2242,1.170684857,,0.015,0.016,3.6848,1.30421625,,0.007,0.008,3.6848,1.30421625,,0.014,0.015,3.4545,1.239677729,,0.007,0.008,3.6848,1.30421625,
371,0,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.017,0.017,3.9151,1.364840872,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0.002,0.002,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.006,0.006,2.7636,1.016534178,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,3.2242,1.170684857,
372,0,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.017,0.017,3.9151,1.364840872,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0.002,0.002,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.006,0.006,2.7636,1.016534178,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,3.2242,1.170684857,
373,0,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.017,0.017,3.9151,1.364840872,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0.002,0.002,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.006,0.006,2.7636,1.016534178,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,3.2242,1.170684857,
374,-0.001,0.013,0.014,3.2242,1.170684857,,0.006,0.007,3.2242,1.170684857,,0.016,0.017,3.9151,1.364840872,,0.011,0.012,2.7636,1.016534178,,0.005,0.006,2.7636,1.016534178,,0.014,0.015,3.4545,1.239677729,,0.005,0.006,2.7636,1.016534178,,0.002,0.003,2.7636,1.016534178,,0.01,0.011,2.5333,0.929522801,,0.006,0.007,3.2242,1.170684857,,0.014,0.015,3.4545,1.239677729,,0.006,0.007,3.2242,1.170684857,,0.013,0.014,3.2242,1.170684857,,0.007,0.008,3.6848,1.30421625,
375,-0.001,0.013,0.014,3.2242,1.170684857,,0.006,0.007,3.2242,1.170684857,,0.016,0.017,3.9151,1.364840872,,0.011,0.012,2.7636,1.016534178,,0.005,0.006,2.7636,1.016534178,,0.013,0.014,3.2242,1.170684857,,0.005,0.006,2.7636,1.016534178,,0.001,0.002,1.8424,0.61106907,,0.01,0.011,2.5333,0.929522801,,0.006,0.007,3.2242,1.170684857,,0.014,0.015,3.4545,1.239677729,,0.006,0.007,3.2242,1.170684857,,0.012,0.013,2.9939,1.096576885,,0.007,0.008,3.6848,1.30421625,
376,0,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.016,0.016,3.6848,1.30421625,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,2.303,0.834212621,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0.002,0.002,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,2.7636,1.016534178,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,3.2242,1.170684857,
377,0,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.016,0.016,3.6848,1.30421625,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,2.303,0.834212621,,0.013,0.013,2.9939,1.096576885,,0.005,0.005,2.303,0.834212621,,0.002,0.002,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,2.7636,1.016534178,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,3.2242,1.170684857,
378,0,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.016,0.016,3.6848,1.30421625,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,2.303,0.834212621,,0.013,0.013,2.9939,1.096576885,,0.005,0.005,2.303,0.834212621,,0.002,0.002,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,2.7636,1.016534178,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,3.2242,1.170684857,
379,0,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.016,0.016,3.6848,1.30421625,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,2.303,0.834212621,,0.013,0.013,2.9939,1.096576885,,0.005,0.005,2.303,0.834212621,,0.002,0.002,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,2.303,0.834212621,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.012,0.012,2.7636,1.016534178,,0.007,0.007,3.2242,1.170684857,
380,0,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.016,0.016,3.6848,1.30421625,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,2.303,0.834212621,,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,2.303,0.834212621,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.012,0.012,2.7636,1.016534178,,0.007,0.007,3.2242,1.170684857,
381,0,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.015,0.015,3.4545,1.239677729,,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,2.303,0.834212621,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,
382,-0.001,0.012,0.013,2.9939,1.096576885,,0.006,0.007,3.2242,1.170684857,,0.015,0.016,3.6848,1.30421625,,0.01,0.011,2.5333,0.929522801,,0.005,0.006,2.7636,1.016534178,,0.012,0.013,2.9939,1.096576885,,0.004,0.005,2.303,0.834212621,,0.001,0.002,1.8424,0.61106907,,0.008,0.009,2.0727,0.728852105,,0.005,0.006,2.7636,1.016534178,,0.013,0.014,3.2242,1.170684857,,0.006,0.007,3.2242,1.170684857,,0.012,0.013,2.9939,1.096576885,,0.006,0.007,3.2242,1.170684857,
383,-0.001,0.012,0.013,2.9939,1.096576885,,0.006,0.007,3.2242,1.170684857,,0.015,0.016,3.6848,1.30421625,,0.01,0.011,2.5333,0.929522801,,0.005,0.006,2.7636,1.016534178,,0.012,0.013,2.9939,1.096576885,,0.004,0.005,2.303,0.834212621,,0.001,0.002,1.8424,0.61106907,,0.008,0.009,2.0727,0.728852105,,0.005,0.006,2.7636,1.016534178,,0.013,0.014,3.2242,1.170684857,,0.006,0.007,3.2242,1.170684857,,0.012,0.013,2.9939,1.096576885,,0.006,0.007,3.2242,1.170684857,
