,Blank,F13Jun19_0.1mR2,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_0.1mR1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_0.1mR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F22Aug19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_5mR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F28Aug19_0.1R2,A(CDOM),a(CDOM),ln(a),Sr,F28Aug19_0.1R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F28Aug19_5mR2,A(CDOM),a(CDOM),ln(a),Sr,F28Aug19_5mR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F11Sep19_9mR2,A(CDOM),a(CDOM),ln(a),Sr
246,-0.004,0.063,0.067,15.4301,2.736320147,,0.101,0.105,24.1815,3.185587878,,0.053,0.057,26.2542,3.267825976,,0.111,0.115,26.4845,3.276559656,,0.041,0.045,20.727,3.031437198,,0.108,0.112,25.7936,3.250126399,,0.052,0.056,25.7936,3.250126399,,0.097,0.101,23.2603,3.146748045,,0.045,0.049,22.5694,3.116595007,,0.033,0.037,8.5211,2.14254544,
247,-0.004,0.063,0.067,15.4301,2.736320147,,0.1,0.104,23.9512,3.176018427,,0.053,0.057,26.2542,3.267825976,,0.111,0.115,26.4845,3.276559656,,0.041,0.045,20.727,3.031437198,,0.107,0.111,25.5633,3.241157729,,0.052,0.056,25.7936,3.250126399,,0.097,0.101,23.2603,3.146748045,,0.045,0.049,22.5694,3.116595007,,0.033,0.037,8.5211,2.14254544,
248,-0.004,0.062,0.066,15.1998,2.72128227,,0.099,0.103,23.7209,3.166356516,,0.052,0.056,25.7936,3.250126399,,0.11,0.114,26.2542,3.267825976,,0.041,0.045,20.727,3.031437198,,0.107,0.111,25.5633,3.241157729,,0.051,0.055,25.333,3.232107894,,0.096,0.1,23.03,3.136797714,,0.045,0.049,22.5694,3.116595007,,0.032,0.036,8.2908,2.115146466,
249,-0.004,0.062,0.066,15.1998,2.72128227,,0.098,0.102,23.4906,3.156600341,,0.052,0.056,25.7936,3.250126399,,0.11,0.114,26.2542,3.267825976,,0.041,0.045,20.727,3.031437198,,0.106,0.11,25.333,3.232107894,,0.051,0.055,25.333,3.232107894,,0.095,0.099,22.7997,3.126747378,,0.044,0.048,22.1088,3.095975719,,0.032,0.036,8.2908,2.115146466,
250,-0.004,0.061,0.065,14.9695,2.706014798,,0.098,0.102,23.4906,3.156600341,,0.052,0.056,25.7936,3.250126399,,0.109,0.113,26.0239,3.259015347,,0.041,0.045,20.727,3.031437198,,0.105,0.109,25.1027,3.22297541,,0.05,0.054,24.8724,3.213758755,,0.095,0.099,22.7997,3.126747378,,0.044,0.048,22.1088,3.095975719,,0.032,0.036,8.2908,2.115146466,
251,-0.004,0.061,0.065,14.9695,2.706014798,,0.097,0.101,23.2603,3.146748045,,0.051,0.055,25.333,3.232107894,,0.109,0.113,26.0239,3.259015347,,0.04,0.044,20.2664,3.008964342,,0.105,0.109,25.1027,3.22297541,,0.05,0.054,24.8724,3.213758755,,0.094,0.098,22.5694,3.116595007,,0.044,0.048,22.1088,3.095975719,,0.032,0.036,8.2908,2.115146466,
252,-0.004,0.061,0.065,14.9695,2.706014798,,0.097,0.101,23.2603,3.146748045,,0.051,0.055,25.333,3.232107894,,0.108,0.112,25.7936,3.250126399,,0.04,0.044,20.2664,3.008964342,,0.104,0.108,24.8724,3.213758755,,0.05,0.054,24.8724,3.213758755,,0.094,0.098,22.5694,3.116595007,,0.043,0.047,21.6482,3.07492231,,0.032,0.036,8.2908,2.115146466,
253,-0.004,0.06,0.064,14.7392,2.690510611,,0.096,0.1,23.03,3.136797714,,0.051,0.055,25.333,3.232107894,,0.107,0.111,25.5633,3.241157729,,0.04,0.044,20.2664,3.008964342,,0.103,0.107,24.6421,3.204456362,,0.049,0.053,24.4118,3.195066622,,0.093,0.097,22.3391,3.106338506,,0.043,0.047,21.6482,3.07492231,,0.031,0.035,8.0605,2.086975589,
254,-0.004,0.059,0.063,14.5089,2.674762254,,0.095,0.099,22.7997,3.126747378,,0.05,0.054,24.8724,3.213758755,,0.107,0.111,25.5633,3.241157729,,0.04,0.044,20.2664,3.008964342,,0.102,0.106,24.4118,3.195066622,,0.049,0.053,24.4118,3.195066622,,0.093,0.097,22.3391,3.106338506,,0.043,0.047,21.6482,3.07492231,,0.031,0.035,8.0605,2.086975589,
255,-0.004,0.059,0.063,14.5089,2.674762254,,0.095,0.099,22.7997,3.126747378,,0.05,0.054,24.8724,3.213758755,,0.106,0.11,25.333,3.232107894,,0.039,0.043,19.8058,2.985974824,,0.102,0.106,24.4118,3.195066622,,0.049,0.053,24.4118,3.195066622,,0.092,0.096,22.1088,3.095975719,,0.042,0.046,21.1876,3.053416105,,0.031,0.035,8.0605,2.086975589,
256,-0.004,0.059,0.063,14.5089,2.674762254,,0.094,0.098,22.5694,3.116595007,,0.05,0.054,24.8724,3.213758755,,0.106,0.11,25.333,3.232107894,,0.039,0.043,19.8058,2.985974824,,0.101,0.105,24.1815,3.185587878,,0.049,0.053,24.4118,3.195066622,,0.091,0.095,21.8785,3.085504419,,0.042,0.046,21.1876,3.053416105,,0.031,0.035,8.0605,2.086975589,
257,-0.004,0.058,0.062,14.2786,2.658761913,,0.093,0.097,22.3391,3.106338506,,0.049,0.053,24.4118,3.195066622,,0.105,0.109,25.1027,3.22297541,,0.039,0.043,19.8058,2.985974824,,0.1,0.104,23.9512,3.176018427,,0.048,0.052,23.9512,3.176018427,,0.091,0.095,21.8785,3.085504419,,0.042,0.046,21.1876,3.053416105,,0.03,0.034,7.8302,2.057988052,
258,-0.004,0.058,0.062,14.2786,2.658761913,,0.093,0.097,22.3391,3.106338506,,0.049,0.053,24.4118,3.195066622,,0.105,0.109,25.1027,3.22297541,,0.039,0.043,19.8058,2.985974824,,0.1,0.104,23.9512,3.176018427,,0.048,0.052,23.9512,3.176018427,,0.09,0.094,21.6482,3.07492231,,0.041,0.045,20.727,3.031437198,,0.03,0.034,7.8302,2.057988052,
259,-0.004,0.058,0.062,14.2786,2.658761913,,0.092,0.096,22.1088,3.095975719,,0.049,0.053,24.4118,3.195066622,,0.104,0.108,24.8724,3.213758755,,0.039,0.043,19.8058,2.985974824,,0.099,0.103,23.7209,3.166356516,,0.047,0.051,23.4906,3.156600341,,0.089,0.093,21.4179,3.064227021,,0.041,0.045,20.727,3.031437198,,0.03,0.034,7.8302,2.057988052,
260,-0.004,0.057,0.061,14.0483,2.642501392,,0.092,0.096,22.1088,3.095975719,,0.048,0.052,23.9512,3.176018427,,0.103,0.107,24.6421,3.204456362,,0.038,0.042,19.3452,2.962444327,,0.098,0.102,23.4906,3.156600341,,0.047,0.051,23.4906,3.156600341,,0.089,0.093,21.4179,3.064227021,,0.041,0.045,20.727,3.031437198,,0.03,0.034,7.8302,2.057988052,
261,-0.004,0.057,0.061,14.0483,2.642501392,,0.091,0.095,21.8785,3.085504419,,0.048,0.052,23.9512,3.176018427,,0.103,0.107,24.6421,3.204456362,,0.038,0.042,19.3452,2.962444327,,0.098,0.102,23.4906,3.156600341,,0.047,0.051,23.4906,3.156600341,,0.088,0.092,21.1876,3.053416105,,0.04,0.044,20.2664,3.008964342,,0.03,0.034,7.8302,2.057988052,
262,-0.004,0.056,0.06,13.818,2.62597209,,0.09,0.094,21.6482,3.07492231,,0.048,0.052,23.9512,3.176018427,,0.102,0.106,24.4118,3.195066622,,0.038,0.042,19.3452,2.962444327,,0.097,0.101,23.2603,3.146748045,,0.047,0.051,23.4906,3.156600341,,0.087,0.091,20.9573,3.042487034,,0.04,0.044,20.2664,3.008964342,,0.029,0.033,7.5999,2.028135089,
263,-0.004,0.056,0.06,13.818,2.62597209,,0.09,0.094,21.6482,3.07492231,,0.048,0.052,23.9512,3.176018427,,0.102,0.106,24.4118,3.195066622,,0.038,0.042,19.3452,2.962444327,,0.096,0.1,23.03,3.136797714,,0.046,0.05,23.03,3.136797714,,0.086,0.09,20.727,3.031437198,,0.039,0.043,19.8058,2.985974824,,0.029,0.033,7.5999,2.028135089,
264,-0.004,0.055,0.059,13.5877,2.609164972,,0.089,0.093,21.4179,3.064227021,,0.047,0.051,23.4906,3.156600341,,0.101,0.105,24.1815,3.185587878,,0.037,0.041,18.8846,2.938346775,,0.095,0.099,22.7997,3.126747378,,0.046,0.05,23.03,3.136797714,,0.085,0.089,20.4967,3.020263898,,0.039,0.043,19.8058,2.985974824,,0.029,0.033,7.5999,2.028135089,
265,-0.004,0.055,0.059,13.5877,2.609164972,,0.088,0.092,21.1876,3.053416105,,0.047,0.051,23.4906,3.156600341,,0.1,0.104,23.9512,3.176018427,,0.037,0.041,18.8846,2.938346775,,0.095,0.099,22.7997,3.126747378,,0.045,0.049,22.5694,3.116595007,,0.084,0.088,20.2664,3.008964342,,0.039,0.043,19.8058,2.985974824,,0.029,0.033,7.5999,2.028135089,
266,-0.004,0.055,0.059,13.5877,2.609164972,,0.088,0.092,21.1876,3.053416105,,0.047,0.051,23.4906,3.156600341,,0.1,0.104,23.9512,3.176018427,,0.037,0.041,18.8846,2.938346775,,0.094,0.098,22.5694,3.116595007,,0.045,0.049,22.5694,3.116595007,,0.084,0.088,20.2664,3.008964342,,0.038,0.042,19.3452,2.962444327,,0.028,0.032,7.3696,1.997363431,
267,-0.004,0.054,0.058,13.3574,2.592070538,,0.087,0.091,20.9573,3.042487034,,0.046,0.05,23.03,3.136797714,,0.099,0.103,23.7209,3.166356516,,0.037,0.041,18.8846,2.938346775,,0.093,0.097,22.3391,3.106338506,,0.045,0.049,22.5694,3.116595007,,0.083,0.087,20.0361,2.997535646,,0.038,0.042,19.3452,2.962444327,,0.028,0.032,7.3696,1.997363431,
268,-0.004,0.054,0.058,13.3574,2.592070538,,0.086,0.09,20.727,3.031437198,,0.046,0.05,23.03,3.136797714,,0.098,0.102,23.4906,3.156600341,,0.037,0.041,18.8846,2.938346775,,0.092,0.096,22.1088,3.095975719,,0.044,0.048,22.1088,3.095975719,,0.082,0.086,19.8058,2.985974824,,0.038,0.042,19.3452,2.962444327,,0.028,0.032,7.3696,1.997363431,
269,-0.004,0.053,0.057,13.1271,2.574678796,,0.085,0.089,20.4967,3.020263898,,0.045,0.049,22.5694,3.116595007,,0.098,0.102,23.4906,3.156600341,,0.036,0.04,18.424,2.913654163,,0.091,0.095,21.8785,3.085504419,,0.044,0.048,22.1088,3.095975719,,0.081,0.085,19.5755,2.974278784,,0.037,0.041,18.8846,2.938346775,,0.028,0.032,7.3696,1.997363431,
270,-0.004,0.053,0.057,13.1271,2.574678796,,0.084,0.088,20.2664,3.008964342,,0.045,0.049,22.5694,3.116595007,,0.097,0.101,23.2603,3.146748045,,0.036,0.04,18.424,2.913654163,,0.091,0.095,21.8785,3.085504419,,0.043,0.047,21.6482,3.07492231,,0.081,0.085,19.5755,2.974278784,,0.037,0.041,18.8846,2.938346775,,0.028,0.032,7.3696,1.997363431,
271,-0.004,0.052,0.056,12.8968,2.556979219,,0.084,0.088,20.2664,3.008964342,,0.045,0.049,22.5694,3.116595007,,0.097,0.101,23.2603,3.146748045,,0.036,0.04,18.424,2.913654163,,0.09,0.094,21.6482,3.07492231,,0.043,0.047,21.6482,3.07492231,,0.08,0.084,19.3452,2.962444327,,0.036,0.04,18.424,2.913654163,,0.027,0.031,7.1393,1.965614732,
272,-0.004,0.052,0.056,12.8968,2.556979219,,0.083,0.087,20.0361,2.997535646,,0.044,0.048,22.1088,3.095975719,,0.096,0.1,23.03,3.136797714,,0.036,0.04,18.424,2.913654163,,0.089,0.093,21.4179,3.064227021,,0.043,0.047,21.6482,3.07492231,,0.079,0.083,19.1149,2.950468136,,0.036,0.04,18.424,2.913654163,,0.027,0.031,7.1393,1.965614732,
273,-0.004,0.051,0.055,12.6665,2.538960713,,0.082,0.086,19.8058,2.985974824,,0.044,0.048,22.1088,3.095975719,,0.096,0.1,23.03,3.136797714,,0.036,0.04,18.424,2.913654163,,0.088,0.092,21.1876,3.053416105,,0.042,0.046,21.1876,3.053416105,,0.078,0.082,18.8846,2.938346775,,0.035,0.039,17.9634,2.888336355,,0.027,0.031,7.1393,1.965614732,
274,-0.004,0.051,0.055,12.6665,2.538960713,,0.081,0.085,19.5755,2.974278784,,0.043,0.047,21.6482,3.07492231,,0.095,0.099,22.7997,3.126747378,,0.035,0.039,17.9634,2.888336355,,0.087,0.091,20.9573,3.042487034,,0.042,0.046,21.1876,3.053416105,,0.077,0.081,18.6543,2.926076683,,0.035,0.039,17.9634,2.888336355,,0.026,0.03,6.909,1.93282491,
275,-0.004,0.05,0.054,12.4362,2.520611574,,0.08,0.084,19.3452,2.962444327,,0.043,0.047,21.6482,3.07492231,,0.094,0.098,22.5694,3.116595007,,0.035,0.039,17.9634,2.888336355,,0.086,0.09,20.727,3.031437198,,0.041,0.045,20.727,3.031437198,,0.076,0.08,18.424,2.913654163,,0.034,0.038,17.5028,2.862360868,,0.026,0.03,6.909,1.93282491,
276,-0.004,0.049,0.053,12.2059,2.501919441,,0.079,0.083,19.1149,2.950468136,,0.042,0.046,21.1876,3.053416105,,0.094,0.098,22.5694,3.116595007,,0.034,0.038,17.5028,2.862360868,,0.085,0.089,20.4967,3.020263898,,0.041,0.045,20.727,3.031437198,,0.075,0.079,18.1937,2.90107538,,0.034,0.038,17.5028,2.862360868,,0.026,0.03,6.909,1.93282491,
277,-0.004,0.049,0.053,12.2059,2.501919441,,0.078,0.082,18.8846,2.938346775,,0.042,0.046,21.1876,3.053416105,,0.093,0.097,22.3391,3.106338506,,0.034,0.038,17.5028,2.862360868,,0.084,0.088,20.2664,3.008964342,,0.04,0.044,20.2664,3.008964342,,0.075,0.079,18.1937,2.90107538,,0.034,0.038,17.5028,2.862360868,,0.025,0.029,6.6787,1.898923358,
278,-0.004,0.049,0.053,12.2059,2.501919441,,0.077,0.081,18.6543,2.926076683,,0.041,0.045,20.727,3.031437198,,0.093,0.097,22.3391,3.106338506,,0.034,0.038,17.5028,2.862360868,,0.083,0.087,20.0361,2.997535646,,0.04,0.044,20.2664,3.008964342,,0.074,0.078,17.9634,2.888336355,,0.033,0.037,17.0422,2.835692621,,0.025,0.029,6.6787,1.898923358,
279,-0.004,0.048,0.052,11.9756,2.482871246,,0.076,0.08,18.424,2.913654163,,0.041,0.045,20.727,3.031437198,,0.092,0.096,22.1088,3.095975719,,0.034,0.038,17.5028,2.862360868,,0.082,0.086,19.8058,2.985974824,,0.039,0.043,19.8058,2.985974824,,0.073,0.077,17.7331,2.87543295,,0.033,0.037,17.0422,2.835692621,,0.025,0.029,6.6787,1.898923358,
280,-0.003,0.048,0.051,11.7453,2.463453161,,0.075,0.078,17.9634,2.888336355,,0.041,0.044,20.2664,3.008964342,,0.091,0.094,21.6482,3.07492231,,0.034,0.037,17.0422,2.835692621,,0.082,0.085,19.5755,2.974278784,,0.039,0.042,19.3452,2.962444327,,0.072,0.075,17.2725,2.849115641,,0.032,0.035,16.121,2.78012277,,0.025,0.028,6.4484,1.863832038,
281,-0.003,0.047,0.05,11.515,2.443650533,,0.074,0.077,17.7331,2.87543295,,0.04,0.043,19.8058,2.985974824,,0.091,0.094,21.6482,3.07492231,,0.033,0.036,16.5816,2.808293647,,0.081,0.084,19.3452,2.962444327,,0.039,0.042,19.3452,2.962444327,,0.071,0.074,17.0422,2.835692621,,0.032,0.035,16.121,2.78012277,,0.024,0.027,6.2181,1.827464394,
282,-0.004,0.046,0.05,11.515,2.443650533,,0.073,0.077,17.7331,2.87543295,,0.04,0.044,20.2664,3.008964342,,0.09,0.094,21.6482,3.07492231,,0.033,0.037,17.0422,2.835692621,,0.08,0.084,19.3452,2.962444327,,0.038,0.042,19.3452,2.962444327,,0.07,0.074,17.0422,2.835692621,,0.032,0.036,16.5816,2.808293647,,0.024,0.028,6.4484,1.863832038,
283,-0.004,0.046,0.05,11.515,2.443650533,,0.072,0.076,17.5028,2.862360868,,0.039,0.043,19.8058,2.985974824,,0.09,0.094,21.6482,3.07492231,,0.033,0.037,17.0422,2.835692621,,0.079,0.083,19.1149,2.950468136,,0.038,0.042,19.3452,2.962444327,,0.07,0.074,17.0422,2.835692621,,0.031,0.035,16.121,2.78012277,,0.024,0.028,6.4484,1.863832038,
284,-0.004,0.045,0.049,11.2847,2.423447826,,0.071,0.075,17.2725,2.849115641,,0.039,0.043,19.8058,2.985974824,,0.089,0.093,21.4179,3.064227021,,0.032,0.036,16.5816,2.808293647,,0.078,0.082,18.8846,2.938346775,,0.037,0.041,18.8846,2.938346775,,0.069,0.073,16.8119,2.822086969,,0.031,0.035,16.121,2.78012277,,0.023,0.027,6.2181,1.827464394,
285,-0.004,0.045,0.049,11.2847,2.423447826,,0.07,0.074,17.0422,2.835692621,,0.038,0.042,19.3452,2.962444327,,0.088,0.092,21.1876,3.053416105,,0.032,0.036,16.5816,2.808293647,,0.076,0.08,18.424,2.913654163,,0.037,0.041,18.8846,2.938346775,,0.068,0.072,16.5816,2.808293647,,0.03,0.034,15.6604,2.751135233,,0.023,0.027,6.2181,1.827464394,
286,-0.004,0.044,0.048,11.0544,2.402828539,,0.069,0.073,16.8119,2.822086969,,0.037,0.041,18.8846,2.938346775,,0.088,0.092,21.1876,3.053416105,,0.032,0.036,16.5816,2.808293647,,0.076,0.08,18.424,2.913654163,,0.036,0.04,18.424,2.913654163,,0.067,0.071,16.3513,2.794307405,,0.03,0.034,15.6604,2.751135233,,0.023,0.027,6.2181,1.827464394,
287,-0.004,0.043,0.047,10.8241,2.38177513,,0.068,0.072,16.5816,2.808293647,,0.037,0.041,18.8846,2.938346775,,0.087,0.091,20.9573,3.042487034,,0.032,0.036,16.5816,2.808293647,,0.075,0.079,18.1937,2.90107538,,0.036,0.04,18.424,2.913654163,,0.066,0.07,16.121,2.78012277,,0.029,0.033,15.1998,2.72128227,,0.023,0.027,6.2181,1.827464394,
288,-0.004,0.043,0.047,10.8241,2.38177513,,0.067,0.071,16.3513,2.794307405,,0.036,0.04,18.424,2.913654163,,0.086,0.09,20.727,3.031437198,,0.031,0.035,16.121,2.78012277,,0.073,0.077,17.7331,2.87543295,,0.035,0.039,17.9634,2.888336355,,0.065,0.069,15.8907,2.765734032,,0.029,0.033,15.1998,2.72128227,,0.022,0.026,5.9878,1.789724066,
289,-0.004,0.042,0.046,10.5938,2.360268924,,0.066,0.07,16.121,2.78012277,,0.036,0.04,18.424,2.913654163,,0.086,0.09,20.727,3.031437198,,0.031,0.035,16.121,2.78012277,,0.072,0.076,17.5028,2.862360868,,0.035,0.039,17.9634,2.888336355,,0.065,0.069,15.8907,2.765734032,,0.029,0.033,15.1998,2.72128227,,0.022,0.026,5.9878,1.789724066,
290,-0.004,0.041,0.045,10.3635,2.338290018,,0.065,0.069,15.8907,2.765734032,,0.036,0.04,18.424,2.913654163,,0.085,0.089,20.4967,3.020263898,,0.031,0.035,16.121,2.78012277,,0.071,0.075,17.2725,2.849115641,,0.034,0.038,17.5028,2.862360868,,0.064,0.068,15.6604,2.751135233,,0.028,0.032,14.7392,2.690510611,,0.022,0.026,5.9878,1.789724066,
291,-0.004,0.041,0.045,10.3635,2.338290018,,0.064,0.068,15.6604,2.751135233,,0.035,0.039,17.9634,2.888336355,,0.085,0.089,20.4967,3.020263898,,0.031,0.035,16.121,2.78012277,,0.071,0.075,17.2725,2.849115641,,0.034,0.038,17.5028,2.862360868,,0.063,0.067,15.4301,2.736320147,,0.028,0.032,14.7392,2.690510611,,0.021,0.025,5.7575,1.750503353,
292,-0.003,0.041,0.044,10.1332,2.315817162,,0.063,0.066,15.1998,2.72128227,,0.035,0.038,17.5028,2.862360868,,0.085,0.088,20.2664,3.008964342,,0.031,0.034,15.6604,2.751135233,,0.07,0.073,16.8119,2.822086969,,0.034,0.037,17.0422,2.835692621,,0.063,0.066,15.1998,2.72128227,,0.028,0.031,14.2786,2.658761913,,0.021,0.024,5.5272,1.709681358,
293,-0.004,0.04,0.044,10.1332,2.315817162,,0.062,0.066,15.1998,2.72128227,,0.034,0.038,17.5028,2.862360868,,0.084,0.088,20.2664,3.008964342,,0.03,0.034,15.6604,2.751135233,,0.069,0.073,16.8119,2.822086969,,0.033,0.037,17.0422,2.835692621,,0.062,0.066,15.1998,2.72128227,,0.027,0.031,14.2786,2.658761913,,0.021,0.025,5.7575,1.750503353,
294,-0.004,0.039,0.043,9.9029,2.292827644,,0.061,0.065,14.9695,2.706014798,,0.034,0.038,17.5028,2.862360868,,0.083,0.087,20.0361,2.997535646,,0.03,0.034,15.6604,2.751135233,,0.068,0.072,16.5816,2.808293647,,0.033,0.037,17.0422,2.835692621,,0.061,0.065,14.9695,2.706014798,,0.027,0.031,14.2786,2.658761913,,0.021,0.025,5.7575,1.750503353,
295,-0.003,0.039,0.042,9.6726,2.269297146,,0.06,0.063,14.5089,2.674762254,,0.033,0.036,16.5816,2.808293647,,0.083,0.086,19.8058,2.985974824,,0.03,0.033,15.1998,2.72128227,,0.067,0.07,16.121,2.78012277,,0.032,0.035,16.121,2.78012277,,0.061,0.064,14.7392,2.690510611,,0.027,0.03,13.818,2.62597209,,0.021,0.024,5.5272,1.709681358,
296,-0.004,0.038,0.042,9.6726,2.269297146,,0.06,0.064,14.7392,2.690510611,,0.033,0.037,17.0422,2.835692621,,0.082,0.086,19.8058,2.985974824,,0.029,0.033,15.1998,2.72128227,,0.066,0.07,16.121,2.78012277,,0.032,0.036,16.5816,2.808293647,,0.06,0.064,14.7392,2.690510611,,0.026,0.03,13.818,2.62597209,,0.02,0.024,5.5272,1.709681358,
297,-0.003,0.038,0.041,9.4423,2.245199595,,0.059,0.062,14.2786,2.658761913,,0.033,0.036,16.5816,2.808293647,,0.082,0.085,19.5755,2.974278784,,0.029,0.032,14.7392,2.690510611,,0.065,0.068,15.6604,2.751135233,,0.031,0.034,15.6604,2.751135233,,0.059,0.062,14.2786,2.658761913,,0.026,0.029,13.3574,2.592070538,,0.02,0.023,5.2969,1.667121744,
298,-0.003,0.037,0.04,9.212,2.220506982,,0.058,0.061,14.0483,2.642501392,,0.032,0.035,16.121,2.78012277,,0.081,0.084,19.3452,2.962444327,,0.029,0.032,14.7392,2.690510611,,0.065,0.068,15.6604,2.751135233,,0.031,0.034,15.6604,2.751135233,,0.059,0.062,14.2786,2.658761913,,0.026,0.029,13.3574,2.592070538,,0.02,0.023,5.2969,1.667121744,
299,-0.003,0.037,0.04,9.212,2.220506982,,0.057,0.06,13.818,2.62597209,,0.032,0.035,16.121,2.78012277,,0.081,0.084,19.3452,2.962444327,,0.029,0.032,14.7392,2.690510611,,0.064,0.067,15.4301,2.736320147,,0.031,0.034,15.6604,2.751135233,,0.058,0.061,14.0483,2.642501392,,0.025,0.028,12.8968,2.556979219,,0.02,0.023,5.2969,1.667121744,
300,-0.003,0.036,0.039,8.9817,2.195189174,,0.057,0.06,13.818,2.62597209,,0.031,0.034,15.6604,2.751135233,,0.08,0.083,19.1149,2.950468136,,0.029,0.032,14.7392,2.690510611,,0.063,0.066,15.1998,2.72128227,,0.03,0.033,15.1998,2.72128227,,0.058,0.061,14.0483,2.642501392,,0.025,0.028,12.8968,2.556979219,,0.019,0.022,5.0666,1.622669981,
301,-0.003,0.036,0.039,8.9817,2.195189174,,0.056,0.059,13.5877,2.609164972,,0.031,0.034,15.6604,2.751135233,,0.08,0.083,19.1149,2.950468136,,0.029,0.032,14.7392,2.690510611,,0.062,0.065,14.9695,2.706014798,,0.03,0.033,15.1998,2.72128227,,0.057,0.06,13.818,2.62597209,,0.025,0.028,12.8968,2.556979219,,0.019,0.022,5.0666,1.622669981,
302,-0.003,0.035,0.038,8.7514,2.169213688,,0.055,0.058,13.3574,2.592070538,,0.031,0.034,15.6604,2.751135233,,0.08,0.083,19.1149,2.950468136,,0.028,0.031,14.2786,2.658761913,,0.062,0.065,14.9695,2.706014798,,0.03,0.033,15.1998,2.72128227,,0.057,0.06,13.818,2.62597209,,0.025,0.028,12.8968,2.556979219,,0.019,0.022,5.0666,1.622669981,
303,-0.003,0.035,0.038,8.7514,2.169213688,,0.054,0.057,13.1271,2.574678796,,0.031,0.034,15.6604,2.751135233,,0.079,0.082,18.8846,2.938346775,,0.028,0.031,14.2786,2.658761913,,0.061,0.064,14.7392,2.690510611,,0.029,0.032,14.7392,2.690510611,,0.056,0.059,13.5877,2.609164972,,0.024,0.027,12.4362,2.520611574,,0.019,0.022,5.0666,1.622669981,
304,-0.003,0.035,0.038,8.7514,2.169213688,,0.054,0.057,13.1271,2.574678796,,0.03,0.033,15.1998,2.72128227,,0.079,0.082,18.8846,2.938346775,,0.028,0.031,14.2786,2.658761913,,0.06,0.063,14.5089,2.674762254,,0.029,0.032,14.7392,2.690510611,,0.056,0.059,13.5877,2.609164972,,0.024,0.027,12.4362,2.520611574,,0.019,0.022,5.0666,1.622669981,
305,-0.003,0.034,0.037,8.5211,2.14254544,,0.053,0.056,12.8968,2.556979219,,0.03,0.033,15.1998,2.72128227,,0.078,0.081,18.6543,2.926076683,,0.028,0.031,14.2786,2.658761913,,0.059,0.062,14.2786,2.658761913,,0.029,0.032,14.7392,2.690510611,,0.055,0.058,13.3574,2.592070538,,0.024,0.027,12.4362,2.520611574,,0.019,0.022,5.0666,1.622669981,
306,-0.004,0.033,0.037,8.5211,2.14254544,,0.052,0.056,12.8968,2.556979219,,0.029,0.033,15.1998,2.72128227,,0.077,0.081,18.6543,2.926076683,,0.028,0.032,14.7392,2.690510611,,0.058,0.062,14.2786,2.658761913,,0.028,0.032,14.7392,2.690510611,,0.054,0.058,13.3574,2.592070538,,0.023,0.027,12.4362,2.520611574,,0.018,0.022,5.0666,1.622669981,
307,-0.004,0.033,0.037,8.5211,2.14254544,,0.051,0.055,12.6665,2.538960713,,0.029,0.033,15.1998,2.72128227,,0.077,0.081,18.6543,2.926076683,,0.028,0.032,14.7392,2.690510611,,0.058,0.062,14.2786,2.658761913,,0.027,0.031,14.2786,2.658761913,,0.054,0.058,13.3574,2.592070538,,0.023,0.027,12.4362,2.520611574,,0.018,0.022,5.0666,1.622669981,
308,-0.004,0.033,0.037,8.5211,2.14254544,,0.05,0.054,12.4362,2.520611574,,0.029,0.033,15.1998,2.72128227,,0.076,0.08,18.424,2.913654163,,0.027,0.031,14.2786,2.658761913,,0.057,0.061,14.0483,2.642501392,,0.027,0.031,14.2786,2.658761913,,0.053,0.057,13.1271,2.574678796,,0.023,0.027,12.4362,2.520611574,,0.017,0.021,4.8363,1.576149966,
309,-0.004,0.033,0.037,8.5211,2.14254544,,0.05,0.054,12.4362,2.520611574,,0.029,0.033,15.1998,2.72128227,,0.076,0.08,18.424,2.913654163,,0.027,0.031,14.2786,2.658761913,,0.057,0.061,14.0483,2.642501392,,0.027,0.031,14.2786,2.658761913,,0.053,0.057,13.1271,2.574678796,,0.023,0.027,12.4362,2.520611574,,0.017,0.021,4.8363,1.576149966,
310,-0.004,0.032,0.036,8.2908,2.115146466,,0.049,0.053,12.2059,2.501919441,,0.028,0.032,14.7392,2.690510611,,0.075,0.079,18.1937,2.90107538,,0.027,0.031,14.2786,2.658761913,,0.056,0.06,13.818,2.62597209,,0.026,0.03,13.818,2.62597209,,0.052,0.056,12.8968,2.556979219,,0.022,0.026,11.9756,2.482871246,,0.017,0.021,4.8363,1.576149966,
