,MilliQ,F13Jun19_0.1R5,A(CDOM),a(CDOM),ln(a),Sr,F13Jun19_0.1R5_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F13Jun19_0.1R5_Dil1:2_ReRun,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F28Aug19_3.8R1,A(CDOM),a(CDOM),ln(a),Sr,F28Aug19_3.8R1_Dil1:4,A(CDOM),Dilution 1:4 a(CDOM),Dilution 1:4 ln(a),Sr,F28Aug19_3.8R1_Dil1:8,A(CDOM),Dilution 1:8 a(CDOM),Dilution 1:8 ln(a),Sr,F28Aug19_9R1,A(CDOM),a(CDOM),ln(a),Sr,F28Aug19_9mR1_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F11Sep190.1mR1,A(CDOM),a(CDOM),ln(a),Sr,F11Sep19_0.1mR1_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
392,-0.002,0.009,0.011,2.5333,0.929522801,,0.004,0.006,2.7636,1.016534178,,0.004,0.006,2.7636,1.016534178,,0.017,0.019,4.3757,1.476066507,,0.001,0.003,2.7636,1.016534178,,0,0.002,3.6848,1.30421625,,0.024,0.026,5.9878,1.789724066,,0.011,0.013,5.9878,1.789724066,,0.011,0.013,2.9939,1.096576885,,0.004,0.006,2.7636,1.016534178,
393,-0.002,0.009,0.011,2.5333,0.929522801,,0.004,0.006,2.7636,1.016534178,,0.004,0.006,2.7636,1.016534178,,0.017,0.019,4.3757,1.476066507,,0.001,0.003,2.7636,1.016534178,,0,0.002,3.6848,1.30421625,,0.023,0.025,5.7575,1.750503353,,0.011,0.013,5.9878,1.789724066,,0.01,0.012,2.7636,1.016534178,,0.004,0.006,2.7636,1.016534178,
394,-0.002,0.009,0.011,2.5333,0.929522801,,0.004,0.006,2.7636,1.016534178,,0.004,0.006,2.7636,1.016534178,,0.017,0.019,4.3757,1.476066507,,0.001,0.003,2.7636,1.016534178,,0,0.002,3.6848,1.30421625,,0.023,0.025,5.7575,1.750503353,,0.011,0.013,5.9878,1.789724066,,0.01,0.012,2.7636,1.016534178,,0.004,0.006,2.7636,1.016534178,
395,-0.002,0.009,0.011,2.5333,0.929522801,,0.004,0.006,2.7636,1.016534178,,0.004,0.006,2.7636,1.016534178,,0.017,0.019,4.3757,1.476066507,,0.001,0.003,2.7636,1.016534178,,0,0.002,3.6848,1.30421625,,0.023,0.025,5.7575,1.750503353,,0.011,0.013,5.9878,1.789724066,,0.01,0.012,2.7636,1.016534178,,0.004,0.006,2.7636,1.016534178,
396,-0.002,0.009,0.011,2.5333,0.929522801,,0.004,0.006,2.7636,1.016534178,,0.004,0.006,2.7636,1.016534178,,0.017,0.019,4.3757,1.476066507,,0.001,0.003,2.7636,1.016534178,,0,0.002,3.6848,1.30421625,,0.023,0.025,5.7575,1.750503353,,0.011,0.013,5.9878,1.789724066,,0.01,0.012,2.7636,1.016534178,,0.004,0.006,2.7636,1.016534178,
397,-0.002,0.009,0.011,2.5333,0.929522801,,0.004,0.006,2.7636,1.016534178,,0.004,0.006,2.7636,1.016534178,,0.017,0.019,4.3757,1.476066507,,0.001,0.003,2.7636,1.016534178,,0,0.002,3.6848,1.30421625,,0.023,0.025,5.7575,1.750503353,,0.011,0.013,5.9878,1.789724066,,0.01,0.012,2.7636,1.016534178,,0.004,0.006,2.7636,1.016534178,
398,-0.002,0.009,0.011,2.5333,0.929522801,,0.004,0.006,2.7636,1.016534178,,0.004,0.006,2.7636,1.016534178,,0.017,0.019,4.3757,1.476066507,,0.001,0.003,2.7636,1.016534178,,0,0.002,3.6848,1.30421625,,0.023,0.025,5.7575,1.750503353,,0.011,0.013,5.9878,1.789724066,,0.01,0.012,2.7636,1.016534178,,0.004,0.006,2.7636,1.016534178,
399,-0.002,0.009,0.011,2.5333,0.929522801,,0.004,0.006,2.7636,1.016534178,,0.004,0.006,2.7636,1.016534178,,0.017,0.019,4.3757,1.476066507,,0.001,0.003,2.7636,1.016534178,,0,0.002,3.6848,1.30421625,,0.022,0.024,5.5272,1.709681358,,0.01,0.012,5.5272,1.709681358,,0.009,0.011,2.5333,0.929522801,,0.003,0.005,2.303,0.834212621,
400,-0.002,0.009,0.011,2.5333,0.929522801,,0.004,0.006,2.7636,1.016534178,,0.004,0.006,2.7636,1.016534178,,0.017,0.019,4.3757,1.476066507,,0.001,0.003,2.7636,1.016534178,,0,0.002,3.6848,1.30421625,,0.022,0.024,5.5272,1.709681358,,0.01,0.012,5.5272,1.709681358,,0.009,0.011,2.5333,0.929522801,,0.003,0.005,2.303,0.834212621,
401,-0.002,0.009,0.011,2.5333,0.929522801,,0.004,0.006,2.7636,1.016534178,,0.004,0.006,2.7636,1.016534178,,0.016,0.018,4.1454,1.421999286,,0.001,0.003,2.7636,1.016534178,,0,0.002,3.6848,1.30421625,,0.022,0.024,5.5272,1.709681358,,0.01,0.012,5.5272,1.709681358,,0.009,0.011,2.5333,0.929522801,,0.003,0.005,2.303,0.834212621,
402,-0.002,0.008,0.01,2.303,0.834212621,,0.004,0.006,2.7636,1.016534178,,0.004,0.006,2.7636,1.016534178,,0.016,0.018,4.1454,1.421999286,,0.001,0.003,2.7636,1.016534178,,0,0.002,3.6848,1.30421625,,0.022,0.024,5.5272,1.709681358,,0.01,0.012,5.5272,1.709681358,,0.009,0.011,2.5333,0.929522801,,0.003,0.005,2.303,0.834212621,
403,-0.002,0.008,0.01,2.303,0.834212621,,0.004,0.006,2.7636,1.016534178,,0.004,0.006,2.7636,1.016534178,,0.016,0.018,4.1454,1.421999286,,0.001,0.003,2.7636,1.016534178,,0,0.002,3.6848,1.30421625,,0.022,0.024,5.5272,1.709681358,,0.01,0.012,5.5272,1.709681358,,0.009,0.011,2.5333,0.929522801,,0.003,0.005,2.303,0.834212621,
404,-0.002,0.008,0.01,2.303,0.834212621,,0.004,0.006,2.7636,1.016534178,,0.004,0.006,2.7636,1.016534178,,0.016,0.018,4.1454,1.421999286,,0.001,0.003,2.7636,1.016534178,,0,0.002,3.6848,1.30421625,,0.021,0.023,5.2969,1.667121744,,0.01,0.012,5.5272,1.709681358,,0.009,0.011,2.5333,0.929522801,,0.003,0.005,2.303,0.834212621,
405,-0.002,0.008,0.01,2.303,0.834212621,,0.004,0.006,2.7636,1.016534178,,0.004,0.006,2.7636,1.016534178,,0.016,0.018,4.1454,1.421999286,,0.001,0.003,2.7636,1.016534178,,0,0.002,3.6848,1.30421625,,0.021,0.023,5.2969,1.667121744,,0.01,0.012,5.5272,1.709681358,,0.009,0.011,2.5333,0.929522801,,0.003,0.005,2.303,0.834212621,
406,-0.002,0.008,0.01,2.303,0.834212621,,0.004,0.006,2.7636,1.016534178,,0.004,0.006,2.7636,1.016534178,,0.016,0.018,4.1454,1.421999286,,0.001,0.003,2.7636,1.016534178,,0,0.002,3.6848,1.30421625,,0.021,0.023,5.2969,1.667121744,,0.01,0.012,5.5272,1.709681358,,0.009,0.011,2.5333,0.929522801,,0.003,0.005,2.303,0.834212621,
407,-0.002,0.008,0.01,2.303,0.834212621,,0.004,0.006,2.7636,1.016534178,,0.004,0.006,2.7636,1.016534178,,0.016,0.018,4.1454,1.421999286,,0.001,0.003,2.7636,1.016534178,,0,0.002,3.6848,1.30421625,,0.021,0.023,5.2969,1.667121744,,0.01,0.012,5.5272,1.709681358,,0.009,0.011,2.5333,0.929522801,,0.003,0.005,2.303,0.834212621,
408,-0.002,0.008,0.01,2.303,0.834212621,,0.004,0.006,2.7636,1.016534178,,0.003,0.005,2.303,0.834212621,,0.016,0.018,4.1454,1.421999286,,0.001,0.003,2.7636,1.016534178,,0,0.002,3.6848,1.30421625,,0.021,0.023,5.2969,1.667121744,,0.01,0.012,5.5272,1.709681358,,0.008,0.01,2.303,0.834212621,,0.003,0.005,2.303,0.834212621,
409,-0.002,0.008,0.01,2.303,0.834212621,,0.003,0.005,2.303,0.834212621,,0.003,0.005,2.303,0.834212621,,0.016,0.018,4.1454,1.421999286,,0.001,0.003,2.7636,1.016534178,,0,0.002,3.6848,1.30421625,,0.021,0.023,5.2969,1.667121744,,0.01,0.012,5.5272,1.709681358,,0.008,0.01,2.303,0.834212621,,0.003,0.005,2.303,0.834212621,
410,-0.002,0.008,0.01,2.303,0.834212621,,0.003,0.005,2.303,0.834212621,,0.003,0.005,2.303,0.834212621,,0.016,0.018,4.1454,1.421999286,,0.001,0.003,2.7636,1.016534178,,0,0.002,3.6848,1.30421625,,0.021,0.023,5.2969,1.667121744,,0.01,0.012,5.5272,1.709681358,,0.008,0.01,2.303,0.834212621,,0.003,0.005,2.303,0.834212621,
411,-0.002,0.008,0.01,2.303,0.834212621,,0.003,0.005,2.303,0.834212621,,0.003,0.005,2.303,0.834212621,,0.015,0.017,3.9151,1.364840872,,0.001,0.003,2.7636,1.016534178,,0,0.002,3.6848,1.30421625,,0.02,0.022,5.0666,1.622669981,,0.01,0.012,5.5272,1.709681358,,0.008,0.01,2.303,0.834212621,,0.003,0.005,2.303,0.834212621,
412,-0.001,0.008,0.009,2.0727,0.728852105,,0.003,0.004,1.8424,0.61106907,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.02,0.021,4.8363,1.576149966,,0.01,0.011,5.0666,1.622669981,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,1.8424,0.61106907,
413,-0.001,0.008,0.009,2.0727,0.728852105,,0.003,0.004,1.8424,0.61106907,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.02,0.021,4.8363,1.576149966,,0.01,0.011,5.0666,1.622669981,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,1.8424,0.61106907,
414,-0.001,0.008,0.009,2.0727,0.728852105,,0.003,0.004,1.8424,0.61106907,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.02,0.021,4.8363,1.576149966,,0.01,0.011,5.0666,1.622669981,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,1.8424,0.61106907,
415,-0.001,0.008,0.009,2.0727,0.728852105,,0.003,0.004,1.8424,0.61106907,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.02,0.021,4.8363,1.576149966,,0.01,0.011,5.0666,1.622669981,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,1.8424,0.61106907,
416,-0.001,0.008,0.009,2.0727,0.728852105,,0.003,0.004,1.8424,0.61106907,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.02,0.021,4.8363,1.576149966,,0.009,0.01,4.606,1.527359801,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,1.8424,0.61106907,
417,-0.002,0.007,0.009,2.0727,0.728852105,,0.003,0.005,2.303,0.834212621,,0.003,0.005,2.303,0.834212621,,0.015,0.017,3.9151,1.364840872,,0.001,0.003,2.7636,1.016534178,,0,0.002,3.6848,1.30421625,,0.02,0.022,5.0666,1.622669981,,0.009,0.011,5.0666,1.622669981,,0.008,0.01,2.303,0.834212621,,0.003,0.005,2.303,0.834212621,
418,-0.001,0.007,0.008,1.8424,0.61106907,,0.003,0.004,1.8424,0.61106907,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.02,0.021,4.8363,1.576149966,,0.009,0.01,4.606,1.527359801,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,1.3818,0.323386997,
419,-0.001,0.007,0.008,1.8424,0.61106907,,0.003,0.004,1.8424,0.61106907,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.019,0.02,4.606,1.527359801,,0.009,0.01,4.606,1.527359801,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,1.3818,0.323386997,
420,-0.001,0.007,0.008,1.8424,0.61106907,,0.003,0.004,1.8424,0.61106907,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.019,0.02,4.606,1.527359801,,0.009,0.01,4.606,1.527359801,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,1.3818,0.323386997,
421,-0.001,0.007,0.008,1.8424,0.61106907,,0.003,0.004,1.8424,0.61106907,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.019,0.02,4.606,1.527359801,,0.009,0.01,4.606,1.527359801,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,1.3818,0.323386997,
422,-0.002,0.007,0.009,2.0727,0.728852105,,0.003,0.005,2.303,0.834212621,,0.003,0.005,2.303,0.834212621,,0.015,0.017,3.9151,1.364840872,,0.001,0.003,2.7636,1.016534178,,0,0.002,3.6848,1.30421625,,0.019,0.021,4.8363,1.576149966,,0.009,0.011,5.0666,1.622669981,,0.007,0.009,2.0727,0.728852105,,0.002,0.004,1.8424,0.61106907,
423,-0.001,0.007,0.008,1.8424,0.61106907,,0.003,0.004,1.8424,0.61106907,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.019,0.02,4.606,1.527359801,,0.009,0.01,4.606,1.527359801,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,1.3818,0.323386997,
424,-0.001,0.007,0.008,1.8424,0.61106907,,0.003,0.004,1.8424,0.61106907,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.019,0.02,4.606,1.527359801,,0.009,0.01,4.606,1.527359801,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,1.3818,0.323386997,
425,-0.001,0.007,0.008,1.8424,0.61106907,,0.003,0.004,1.8424,0.61106907,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.019,0.02,4.606,1.527359801,,0.009,0.01,4.606,1.527359801,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,1.3818,0.323386997,
426,-0.001,0.007,0.008,1.8424,0.61106907,,0.003,0.004,1.8424,0.61106907,,0.003,0.004,1.8424,0.61106907,,0.014,0.015,3.4545,1.239677729,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.019,0.02,4.606,1.527359801,,0.009,0.01,4.606,1.527359801,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,1.3818,0.323386997,
427,-0.001,0.007,0.008,1.8424,0.61106907,,0.003,0.004,1.8424,0.61106907,,0.003,0.004,1.8424,0.61106907,,0.014,0.015,3.4545,1.239677729,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.018,0.019,4.3757,1.476066507,,0.009,0.01,4.606,1.527359801,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,1.3818,0.323386997,
428,-0.001,0.007,0.008,1.8424,0.61106907,,0.003,0.004,1.8424,0.61106907,,0.003,0.004,1.8424,0.61106907,,0.014,0.015,3.4545,1.239677729,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.018,0.019,4.3757,1.476066507,,0.009,0.01,4.606,1.527359801,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,1.3818,0.323386997,
429,-0.002,0.006,0.008,1.8424,0.61106907,,0.003,0.005,2.303,0.834212621,,0.003,0.005,2.303,0.834212621,,0.014,0.016,3.6848,1.30421625,,0.001,0.003,2.7636,1.016534178,,0,0.002,3.6848,1.30421625,,0.018,0.02,4.606,1.527359801,,0.008,0.01,4.606,1.527359801,,0.006,0.008,1.8424,0.61106907,,0.002,0.004,1.8424,0.61106907,
430,-0.001,0.006,0.007,1.6121,0.477537677,,0.003,0.004,1.8424,0.61106907,,0.003,0.004,1.8424,0.61106907,,0.014,0.015,3.4545,1.239677729,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.018,0.019,4.3757,1.476066507,,0.008,0.009,4.1454,1.421999286,,0.006,0.007,1.6121,0.477537677,,0.002,0.003,1.3818,0.323386997,
431,-0.001,0.006,0.007,1.6121,0.477537677,,0.003,0.004,1.8424,0.61106907,,0.003,0.004,1.8424,0.61106907,,0.014,0.015,3.4545,1.239677729,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.018,0.019,4.3757,1.476066507,,0.008,0.009,4.1454,1.421999286,,0.006,0.007,1.6121,0.477537677,,0.002,0.003,1.3818,0.323386997,
432,-0.001,0.006,0.007,1.6121,0.477537677,,0.003,0.004,1.8424,0.61106907,,0.003,0.004,1.8424,0.61106907,,0.014,0.015,3.4545,1.239677729,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.018,0.019,4.3757,1.476066507,,0.008,0.009,4.1454,1.421999286,,0.006,0.007,1.6121,0.477537677,,0.002,0.003,1.3818,0.323386997,
433,-0.001,0.006,0.007,1.6121,0.477537677,,0.003,0.004,1.8424,0.61106907,,0.003,0.004,1.8424,0.61106907,,0.014,0.015,3.4545,1.239677729,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.018,0.019,4.3757,1.476066507,,0.008,0.009,4.1454,1.421999286,,0.006,0.007,1.6121,0.477537677,,0.002,0.003,1.3818,0.323386997,
434,-0.001,0.006,0.007,1.6121,0.477537677,,0.003,0.004,1.8424,0.61106907,,0.003,0.004,1.8424,0.61106907,,0.014,0.015,3.4545,1.239677729,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.018,0.019,4.3757,1.476066507,,0.008,0.009,4.1454,1.421999286,,0.006,0.007,1.6121,0.477537677,,0.002,0.003,1.3818,0.323386997,
435,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.014,0.015,3.4545,1.239677729,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,4.1454,1.421999286,,0.006,0.007,1.6121,0.477537677,,0.002,0.003,1.3818,0.323386997,
436,-0.001,0.006,0.007,1.6121,0.477537677,,0.003,0.004,1.8424,0.61106907,,0.003,0.004,1.8424,0.61106907,,0.014,0.015,3.4545,1.239677729,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,4.1454,1.421999286,,0.006,0.007,1.6121,0.477537677,,0.002,0.003,1.3818,0.323386997,
437,-0.001,0.006,0.007,1.6121,0.477537677,,0.003,0.004,1.8424,0.61106907,,0.003,0.004,1.8424,0.61106907,,0.014,0.015,3.4545,1.239677729,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,4.1454,1.421999286,,0.006,0.007,1.6121,0.477537677,,0.002,0.003,1.3818,0.323386997,
438,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.014,0.015,3.4545,1.239677729,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,4.1454,1.421999286,,0.006,0.007,1.6121,0.477537677,,0.002,0.003,1.3818,0.323386997,
439,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.014,0.015,3.4545,1.239677729,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,4.1454,1.421999286,,0.006,0.007,1.6121,0.477537677,,0.002,0.003,1.3818,0.323386997,
440,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.014,0.015,3.4545,1.239677729,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,
441,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.014,0.015,3.4545,1.239677729,,0,0.001,0.9212,-0.082078111,,0,0.001,1.8424,0.61106907,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,
442,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.013,0.014,3.2242,1.170684857,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,
443,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.013,0.014,3.2242,1.170684857,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,
444,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.013,0.014,3.2242,1.170684857,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,
445,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.013,0.014,3.2242,1.170684857,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,
446,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.013,0.014,3.2242,1.170684857,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.016,0.017,3.9151,1.364840872,,0.008,0.009,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,
447,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.013,0.014,3.2242,1.170684857,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.016,0.017,3.9151,1.364840872,,0.008,0.009,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,
448,-0.001,0.005,0.006,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,,0.013,0.014,3.2242,1.170684857,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.016,0.017,3.9151,1.364840872,,0.008,0.009,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.001,0.002,0.9212,-0.082078111,
449,-0.001,0.005,0.006,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,,0.013,0.014,3.2242,1.170684857,,0,0.001,0.9212,-0.082078111,,0,0.001,1.8424,0.61106907,,0.016,0.017,3.9151,1.364840872,,0.008,0.009,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.001,0.002,0.9212,-0.082078111,
450,-0.001,0.005,0.006,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,,0.013,0.014,3.2242,1.170684857,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.016,0.017,3.9151,1.364840872,,0.008,0.009,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.001,0.002,0.9212,-0.082078111,
451,-0.001,0.005,0.006,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,,0.013,0.014,3.2242,1.170684857,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.016,0.017,3.9151,1.364840872,,0.008,0.009,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.001,0.002,0.9212,-0.082078111,
452,-0.001,0.005,0.006,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,,0.013,0.014,3.2242,1.170684857,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,,0.001,0.002,0.9212,-0.082078111,
453,-0.001,0.005,0.006,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,,0.013,0.014,3.2242,1.170684857,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,,0.001,0.002,0.9212,-0.082078111,
454,-0.001,0.005,0.006,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,,0.013,0.014,3.2242,1.170684857,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,,0.001,0.002,0.9212,-0.082078111,
455,-0.001,0.005,0.006,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,,0.013,0.014,3.2242,1.170684857,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,,0.001,0.002,0.9212,-0.082078111,
456,-0.001,0.005,0.006,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,,0.013,0.014,3.2242,1.170684857,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,,0.001,0.002,0.9212,-0.082078111,
457,-0.001,0.005,0.006,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,,0.013,0.014,3.2242,1.170684857,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,,0.001,0.002,0.9212,-0.082078111,
